ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA08,SENGA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4388732.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,Barack Obama,Other,Male,Black,25-29,Democrat,Conservative,"$30,000-$49,999",College graduate,No,Strongly disapprove,Somewhat support,Yes,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Support,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,North,South,Low Density Rural,Rural,Rural,Very downscale,30204.0
4400357.0, Georgia,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.4579291343689,John McCain,Did not vote,Female,White,75 or over,Independent,Conservative,"Under $15,000",Did not complete high school,,,,Yes,Omit,Not so good,,No,Omit,Not a factor at all,Earlier in October,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,11.0,North,South,Town,Rural,Rural,Downscale,30165.0
4388645.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.514835476875305,John McCain,Jim Martin,Female,White,75 or over,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Omit,Yes,The economy,Not so good,Somewhat worried,No,Has the right experience,One of several important factors,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,10.0,North,South,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,30677.0
4388592.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.762471973896027,John McCain,Jim Martin,Male,White,75 or over,Democrat,Liberal,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Strongly support,No,The economy,Poor,Very worried,Yes,Omit,The single most important factor,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Support,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,9.0,North,South,Low Density Rural,Rural,Rural,Downscale,30512.0
4400940.0, Georgia,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,4.13582229614258,John McCain,Jim Martin,Male,White,50-59,Something else,Moderate,"$100,000-$149,999",High school graduate,,Somewhat approve,,No,The economy,Not so good,Somewhat worried,Yes,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,3.0,North,South,Low Density Rural,Rural,Rural,Very downscale,30204.0
4388844.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.80377435684204,John McCain,Saxby Chambliss,Male,White,65-74,Something else,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Strongly oppose,Yes,Terrorism,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,11.0,North,South,Low Density Rural,Rural,Rural,Downscale,30701.0
4388835.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.93853163719177,John McCain,Saxby Chambliss,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Somewhat approve,Somewhat oppose,Yes,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,8.0,North,South,Low Density Rural,Rural,Rural,Downscale,30233.0
4388821.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.2898553609848,John McCain,Saxby Chambliss,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly approve,Strongly support,No,The economy,Not so good,Very worried,No,Has the right experience,The single most important factor,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,9.0,North,South,Suburb,Rural,Rural,Upscale,30506.0
4388819.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.46694529056549,John McCain,Saxby Chambliss,Female,White,30-39,Something else,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,Somewhat oppose,No,The economy,Poor,Somewhat worried,No,Shares my values,A minor factor,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,7.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,30680.0
4388798.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.2981071472168,John McCain,Saxby Chambliss,Female,White,18-24,Republican,Moderate,,Did not complete high school,No,Strongly approve,Strongly oppose,Yes,The economy,Poor,Very worried,Yes,Cares about people like me,The single most important factor,Omit,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,,,,,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Omit,Omit,Omit,,White Born-again/Evangelical Christians,Suburbs,Suburbs,7.0,North,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,30680.0
4388781.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.24780249595642,John McCain,Saxby Chambliss,Male,White,65-74,Independent,Conservative,"$15,000-$29,999",Did not complete high school,No,Somewhat approve,Somewhat oppose,Yes,The war in Iraq,Poor,Somewhat worried,No,Cares about people like me,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,9.0,North,South,Low Density Rural,Rural,Rural,Downscale,30528.0
4388776.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.63370704650879,John McCain,Saxby Chambliss,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Strongly oppose,Yes,Terrorism,Not so good,Not at all worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,9.0,North,South,Low Density Rural,Rural,Rural,Very downscale,30540.0
4388769.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.45669090747833,John McCain,Saxby Chambliss,Male,White,30-39,Something else,Moderate,"$75,000-$99,999",College graduate,No,Somewhat disapprove,Somewhat support,Yes,The economy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,10.0,North,South,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,30666.0
4388756.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.63370704650879,John McCain,Saxby Chambliss,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Strongly support,Yes,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,9.0,North,South,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30143.0
4388752.0, Georgia,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.692513644695282,John McCain,Saxby Chambliss,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Somewhat support,Yes,The war in Iraq,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Support,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,North,South,Low Density Rural,Rural,Rural,Very downscale,30204.0
