ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMD08,HOU08MD,MDQUES2,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4467684.0, Maryland,97.0,National questionnaire,Version 2,Call 3,Not complete,Election day exit poll,2.65275835990906,Barack Obama,,Yes,Female,Black,50-59,Democrat,,,,No,,,,,The single most important factor,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shares my values,,,,,,,Earlier in October,,,,,,,,,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,,,,,,Important,Was a factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,,,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,5.0,DC Suburbs,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,20744.0
4419993.0, Maryland,20.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.861052572727203,John McCain,The Republican candidate,Yes,Female,White,45-49,Republican,Conservative,"$200,000 or more",,No,,,A few times a year,,,No,,,Yes,,Not very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Did not care who won,,,,,,,,Yes,,,,,,,,,,Catholic,,,,Before that,Generally going in the right direction,,No one does,No,Someone else,Both of them,No,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Not confident,,,,,,,,Cindy McCain would not,Michelle Obama would,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is,Catholic,,All others,All others,All others,All others,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4440502.0, Maryland,67.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.597196519374847,Barack Obama,The Democratic candidate,Yes,Female,White,45-49,Democrat,Liberal,"$200,000 or more",,No,Strongly disapprove,A minor factor,,,A minor factor,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,,,,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,7.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0
4465671.0, Maryland,20.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.82174950838089,John McCain,Did not vote for U.S. House,No,Female,White,45-49,Republican,Liberal,"$75,000-$99,999",,No,,One of several important factors,,,One of several important factors,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,,,,Somewhat approve,The war in Iraq,My candidate's leadership/personal qualities,,,"Concerned, but not scared",Not so good,,No,,"Concerned, but not scared",Shares my values,A minor factor,,,,,,Just today,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,,,,,,,,,John McCain did,Barack Obama did,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Approve,,,,,,Not so good/Poor,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,,All others,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4467778.0, Maryland,20.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.22824954986572,John McCain,Did not vote for U.S. House,No,Male,White,65-74,Republican,Conservative,"$100,000-$149,999",,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Strongly favor,Only John McCain,Worse today,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Get somewhat worse,,A minor factor,Go up no matter which candidate wins,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Oppose,,,Disapprove,,Favor,,,,John McCain does,Barack Obama does not,Worried,,,,,Worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get worse,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,,,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
4464916.0, Maryland,44.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.695213139057159,,,No,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",College graduate,No,Somewhat disapprove,A minor factor,,,Omit,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Very worried,No,,,Can bring about needed change,Not a factor at all,,,,,,Sometime in September,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,,,,Omit,Omit,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,5.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20639.0
4411992.0, Maryland,103.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.799131393432617,Barack Obama,The Democratic candidate,Yes,Female,White,75 or over,Democrat,Moderate,"$15,000-$29,999",,,Strongly disapprove,Not a factor at all,,,Omit,,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Omit,Not a factor at all,,,,,,Sometime in September,,Omit,,,,,,Disapprove,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Omit,Omit,,,,,,,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,Omit,Omit,,,,,,,,All others,,,,Suburbs,Suburbs,1.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21666.0
4411683.0, Maryland,11.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.03442001342773,John McCain,The Republican candidate,No,Female,White,75 or over,Republican,,,Some college or associate degree,No,,,,,A minor factor,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has the right experience,,,,,,,Before that,,,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,,,,,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4411822.0, Maryland,11.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.861052572727203,John McCain,The Republican candidate,Yes,Female,White,50-59,Republican,Moderate,,Some college or associate degree,No,Strongly disapprove,A minor factor,,,A minor factor,Yes,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for both Obama and McCain",,,,,John McCain,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Has the right experience,Not a factor at all,,,,,,Before that,,Both of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did,Barack Obama did,,,,,,,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,White Born-again/Evangelical Christians,,,,Suburbs,Suburbs,2.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0
4415061.0, Maryland,64.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08389484882355,John McCain,The Republican candidate,Yes,Female,White,65-74,Independent,Conservative,,Some college or associate degree,No,,Not a factor at all,,,Not a factor at all,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly approve,Terrorism,My candidate's leadership/personal qualities,,,"Optimistic, but not excited",Poor,,No,,Scared,Has the right experience,One of several important factors,,,,,,Earlier in October,,Only Barack Obama,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,Approve,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did,,,,,,,,All others,,,,Suburbs,Suburbs,3.0,Baltimore Suburbs,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0
4419093.0, Maryland,97.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,2.31396341323853,Barack Obama,The Democratic candidate,No,Female,White,75 or over,Democrat,Moderate,,Some college or associate degree,No,,,,Somewhat support,,,,,,Somewhat approve,,Strongly favor,Only Barack Obama,About the same,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Not very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,Too liberal,,,,Get somewhat better,,One of several important factors,Go up no matter which candidate wins,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Support,,,Approve,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Worried,,,,,Not worried,,,,,,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,,,,,,Suburbs,Suburbs,5.0,DC Suburbs,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,20744.0
4433617.0, Maryland,14.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.740087628364563,Barack Obama,,Yes,Male,White,18-24,Democrat,Liberal,,Some college or associate degree,No,Somewhat disapprove,Not a factor at all,,,One of several important factors,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Somewhat worried,Yes,,,Can bring about needed change,Not a factor at all,,,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,,All others,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0
4434270.0, Maryland,14.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.706306040287018,Barack Obama,The Democratic candidate,No,Male,White,18-24,Independent,Moderate,,Some college or associate degree,No,,,,Somewhat oppose,,,,,,Somewhat disapprove,,Strongly oppose,Both of them,About the same,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,,,,,Both of them,,,,,,About right,,,,Get somewhat better,,A minor factor,Stay the same or go down,Not too worried,,,,,,,,,,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Oppose,,,Disapprove,,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,,,,,John McCain is not,Barack Obama is,,John McCain does,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Not important,Factor,Not go up if McCain is elected president,Not go up if Obama is elected president,Not worried,,,,,,,,,,,,,,,,,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0
4434531.0, Maryland,75.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.00364339351654,Barack Obama,The Democratic candidate,Yes,Female,White,40-44,Independent,Moderate,,Some college or associate degree,No,,,,Strongly oppose,,,,,,Somewhat disapprove,,Somewhat favor,Both of them,Worse today,Very worried,,,,,Omit,,Very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,One of several important factors,Go up no matter which candidate wins,Somewhat worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Worried,,,,,Worried,,,,,,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,,,,,,Suburbs,Suburbs,8.0,DC Suburbs,East,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20901.0
4435547.0, Maryland,110.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.993370413780212,John McCain,The Republican candidate,No,Female,White,18-24,Republican,Moderate,,Some college or associate degree,No,,,,Omit,,,,,,Somewhat approve,,Somewhat favor,Only John McCain,Better today,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Somewhat worried,,,Only John McCain,No,,,,Only John McCain,,,,,,Too liberal,,,,Get somewhat worse,,A minor factor,Go up only if Obama is elected president,Not too worried,,,,,,,,,,Non black female,White women,White female,White female,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,,,Omit,,,Approve,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,,,,,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Get worse,,Not important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,,,,,,Rural,Small Cities/Rural,1.0,Rest of State,East,Low Density Rural,Rural,Rural,Downscale,21625.0
4435902.0, Maryland,44.0,National questionnaire,Version 4,Call 2,Not complete,Election day exit poll,0.946893632411957,John McCain,The Republican candidate,Yes,Female,White,18-24,Republican,,,Some college or associate degree,No,,,,,,No,,,No,,,,,,,,Get worse,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Earlier in October,,,,,,,,,Non black female,White women,White female,White female,Non-married women,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,,,,,,,,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,,,,,,All others,,,,Suburbs,Suburbs,5.0,Rest of State,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20639.0
4436661.0, Maryland,20.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,0.661918818950653,Barack Obama,The Democratic candidate,Yes,Female,White,45-49,Democrat,Moderate,,Some college or associate degree,No,,,Omit,,,No,,,Yes,,Somewhat confident,,,,,Only Michelle Obama,Stay about the same,,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,,,,,Before that,Omit,,No one does,No,George W. Bush,Only Joe Biden,No,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,Omit,Omit,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,,,,,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,,,All others,All others,,All others,Suburbs,Suburbs,1.0,Baltimore Suburbs,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21131.0
