ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMS08,SENMS08,SEN2MS08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4457512.0, Mississippi,17.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.465234577655792,Barack Obama,,,Female,Black,45-49,Democrat,,,Some college or associate degree,,Somewhat disapprove,Yes,Health care,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Northeast,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,38672.0
4458471.0, Mississippi,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.735180914402008,John McCain,,,Male,White,30-39,Republican,Conservative,"$15,000-$29,999",Did not complete high school,No,Somewhat disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4458612.0, Mississippi,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.854313373565674,John McCain,Thad Cochran,,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,No,The war in Iraq,Not too worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4458752.0, Mississippi,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.734514772891998,John McCain,Thad Cochran,,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,Omit,Very worried,Sometime in September,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4458924.0, Mississippi,47.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.762620329856873,John McCain,,,Female,White,30-39,Independent,Conservative,"Under $15,000",High school graduate,No,Somewhat approve,,Health care,Very worried,Sometime last week,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,4.0,Southeast,South,Low Density Rural,Rural,Rural,Downscale,39429.0
4459423.0, Mississippi,53.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.677225828170776,Barack Obama,,,Male,Black,60-64,Something else,,"Under $15,000",Did not complete high school,No,Somewhat approve,No,Health care,Somewhat worried,Before that,Approve,Black male,Black men,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Black 60+,Black 60+,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4460422.0, Mississippi,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.84015554189682,John McCain,Thad Cochran,,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Extremely Low Density Rural,Rural,Rural,Upscale,39573.0
4415553.0, Mississippi,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.465234577655792,Barack Obama,Did not vote,Did not vote,Female,Black,45-49,Independent,Conservative,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,Omit,Somewhat worried,Sometime last week,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Suburbs,Suburbs,1.0,Northeast,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,38672.0
4416891.0, Mississippi,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.920108556747437,John McCain,Did not vote,Did not vote,Female,White,60-64,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Somewhat disapprove,Yes,Terrorism,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Northeast,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,38672.0
4416983.0, Mississippi,60.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.880505323410034,Barack Obama,Thad Cochran,Did not vote,Female,Asian,25-29,Independent,Liberal,"$150,000-$199,999",Postgraduate study,No,,,,,,,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,Independent/Something else,Non black non Democrat,All other,All others,Asian,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4420017.0, Mississippi,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.590527832508087,Barack Obama,Did not vote,Did not vote,Male,Black,30-39,Democrat,Liberal,"$15,000-$29,999",High school graduate,No,Somewhat approve,No,Health care,Not too worried,Sometime in September,Approve,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Northeast,South,Low Density Rural,Rural,Rural,Very downscale,39176.0
4435797.0, Mississippi,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1012305021286,Barack Obama,Did not vote,Did not vote,Female,Black,50-59,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,38762.0
4437438.0, Mississippi,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.524602711200714,Barack Obama,Did not vote,Did not vote,Female,Other,18-24,Republican,Conservative,"Under $15,000",Some college or associate degree,No,Somewhat approve,No,The war in Iraq,Not too worried,In the last three days,Approve,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Republican,Non black non Democrat,All Republicans,All others,American Indian,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4437608.0, Mississippi,53.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.824145674705505,John McCain,Thad Cochran,Did not vote,Male,White,18-24,Republican,,,High school graduate,No,,,,Not too worried,Before that,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4437734.0, Mississippi,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.465234577655792,Barack Obama,Did not vote,Did not vote,Female,Black,18-24,Democrat,Moderate,"Under $15,000",Did not complete high school,No,Somewhat approve,No,Omit,Not at all worried,Earlier in October,Approve,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4438247.0, Mississippi,47.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.83039802312851,John McCain,Thad Cochran,Did not vote,Male,White,18-24,Republican,,"$50,000-$74,999",High school graduate,No,Somewhat approve,Yes,Health care,Not too worried,Sometime in September,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,4.0,Southeast,South,Low Density Rural,Rural,Rural,Downscale,39429.0
4438540.0, Mississippi,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.610611438751221,Barack Obama,Erik Fleming,Did not vote,Male,Black,50-59,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Northeast,South,Low Density Rural,Rural,Rural,Very upscale,39759.0
4443099.0, Mississippi,60.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.640517711639404,Barack Obama,,Did not vote,Female,Black,18-24,Something else,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat disapprove,No,The war in Iraq,Somewhat worried,Sometime last week,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
4443606.0, Mississippi,60.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.718678414821625,Barack Obama,Did not vote,Did not vote,Male,Black,18-24,Democrat,Liberal,"Under $15,000",High school graduate,No,,No,Omit,,Before that,,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Jackson and delta,South,Low Density Rural,Rural,Rural,Very downscale,39648.0
