ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4409492.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.893245935440063,Barack Obama,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Before that,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,Yes,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4409851.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,50-59,Democrat,Moderate,,High school graduate,No,Strongly disapprove,Omit,Only Barack Obama,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Omit,One of several important factors,Other Christian,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4409852.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.752549409866333,Barack Obama,Female,White,50-59,Democrat,Moderate,,High school graduate,No,Strongly disapprove,Omit,Only Barack Obama,"Yes, for Barack Obama",Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Omit,One of several important factors,Other Christian,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did,Democrats for Obama,,,,,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4408491.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1228723526001,John McCain,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Strongly approve,Terrorism,Not so good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,Protestant,Before that,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4408347.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1228723526001,John McCain,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Another candidate,Both of them,Strongly approve,Terrorism,Not so good,Somewhat worried,No,Too liberal,Shares my values,Not a factor at all,Other Christian,Before that,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4408185.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.16929996013641,John McCain,Female,White,60-64,Republican,Conservative,,Some college or associate degree,No,,,,,,,,,,Very worried,,,Shares my values,,,Before that,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4408099.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01417279243469,John McCain,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Strongly approve,Continue George W. Bush's policies,Only John McCain,"Yes, for both Obama and McCain",Did not care who won,Only John McCain,Strongly approve,The economy,Not so good,Very worried,Yes,Too liberal,Can bring about needed change,Not a factor at all,Other Christian,Earlier in October,No one does,Approve,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4407952.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.985121846199036,John McCain,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Postgraduate study,No,Strongly approve,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Hillary Clinton,Only John McCain,Strongly approve,Terrorism,Good,Not too worried,No,Too liberal,Shares my values,Not a factor at all,Catholic,Before that,No one does,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Excellent/Good,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4407664.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1228723526001,John McCain,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",High school graduate,No,Somewhat approve,Take the country in a different direction,Only John McCain,"Yes, for John McCain",Did not care who won,Only John McCain,Somewhat approve,The war in Iraq,Poor,Very worried,No,Too liberal,Has the right experience,A minor factor,Other Christian,Before that,No one does,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Protestant/Other Christian,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4407524.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1228723526001,John McCain,Male,White,40-44,Republican,Moderate,"$100,000-$149,999",High school graduate,No,Somewhat disapprove,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Has the right experience,One of several important factors,None,Sometime in September,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Important,Factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,None,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4407382.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16929996013641,John McCain,Female,White,60-64,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,Take the country in a different direction,Only John McCain,"Yes, for both Obama and McCain",Barack Obama,Only John McCain,Strongly approve,The economy,Not so good,Very worried,No,Too liberal,Shares my values,Not a factor at all,Catholic,In the last three days,No one does,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Catholic,Yes,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4408697.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1228723526001,John McCain,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat approve,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Strongly approve,Omit,Poor,Very worried,No,Too liberal,Omit,Not a factor at all,Other Christian,Earlier in October,"Yes, I do",Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,I am,Yes,Protestant/Other Christian,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4407219.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.985121846199036,John McCain,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Take the country in a different direction,Only John McCain,"No, I was not contacted",Did not care who won,Only John McCain,Somewhat approve,The economy,Poor,Very worried,No,Too liberal,Shares my values,Not a factor at all,Catholic,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
4407055.0,Pennsylvania,172.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.985121846199036,John McCain,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Omit,Only John McCain,"Yes, for John McCain",Another candidate,Neither of them,Somewhat approve,The economy,Not so good,Very worried,No,Too liberal,Shares my values,Not a factor at all,Catholic,Sometime in September,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is not,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,19.0,Central and Northern Tier,East,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,17352.0
