ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOK08,SENOK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422939.0,Oklahoma,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.708731472492218,Barack Obama,Andrew Rice,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,74429.0
4415922.0,Oklahoma,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1054515838623,Barack Obama,Andrew Rice,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Health care,Not too worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4422913.0,Oklahoma,48.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.500994861125946,Barack Obama,Andrew Rice,Female,Black,40-44,Democrat,Liberal,,High school graduate,No,,,,,,,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,Democrat,Black Democrat,Black Democrats,All others,Black,,,,,,,"Cities over 500,000","Cities over 50,000",5.0,Oklahoma City area,South,Suburb,Urban,Urban Core,Very upscale,73135.0
4417770.0,Oklahoma,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44478297233582,Barack Obama,Andrew Rice,Female,White,45-49,Democrat,Moderate,"Under $15,000",Did not complete high school,No,Strongly disapprove,Yes,The economy,Very worried,Omit,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Omit,Omit,Omit,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Low Density Rural,Rural,Rural,Very downscale,73029.0
4425229.0,Oklahoma,69.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.700838804244995,Barack Obama,Andrew Rice,Female,Other,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Just today,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Downscale,74108.0
4420559.0,Oklahoma,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539990544319153,Barack Obama,Andrew Rice,Female,Other,45-49,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4415830.0,Oklahoma,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1054515838623,Barack Obama,Andrew Rice,Male,Other,30-39,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,Somewhat approve,No,The economy,Somewhat worried,Before that,Approve,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4418124.0,Oklahoma,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.534477829933167,Barack Obama,Andrew Rice,Female,Hispanic/Latino,18-24,Democrat,Liberal,"Under $15,000",High school graduate,Yes,Strongly disapprove,No,The war in Iraq,Not too worried,Earlier in October,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Tulsa area,South,Suburb,Urban,Urban Core,Very downscale,74110.0
4420450.0,Oklahoma,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.624445617198944,Barack Obama,Andrew Rice,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,Yes,The economy,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4420427.0,Oklahoma,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.494765937328339,Barack Obama,Andrew Rice,Male,White,65-74,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4415736.0,Oklahoma,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23409390449524,Barack Obama,Andrew Rice,Female,White,65-74,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Health care,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
4422732.0,Oklahoma,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12013494968414,Barack Obama,Andrew Rice,Female,Hispanic/Latino,25-29,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,Yes,Strongly disapprove,Yes,The economy,Somewhat worried,Sometime in September,Disapprove,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Extremely Low Density Rural,Rural,Rural,Downscale,74501.0
4420398.0,Oklahoma,21.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.608941435813904,Barack Obama,Andrew Rice,Male,White,25-29,Democrat,Liberal,"Under $15,000",High school graduate,No,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,Yes,,Suburbs,Suburbs,3.0,Tulsa area,South,Suburb,70s Suburbs,Urban Perimeter,Downscale,74066.0
4414956.0,Oklahoma,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.767312526702881,Barack Obama,Andrew Rice,Female,Black,40-44,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4420366.0,Oklahoma,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.483233422040939,Barack Obama,Andrew Rice,,White,65-74,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Yes,The war in Iraq,Somewhat worried,Before that,Disapprove,,,,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,West,South,Extremely Low Density Rural,Rural,Rural,Downscale,74864.0
4420356.0,Oklahoma,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.806142032146454,Barack Obama,Andrew Rice,Male,Other,75 or over,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black male,All other races,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Tulsa area,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74033.0
4422688.0,Oklahoma,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.731518805027008,Barack Obama,Andrew Rice,,White,65-74,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,,,,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Tulsa area,South,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,74053.0
4415295.0,Oklahoma,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.95370227098465,Barack Obama,Andrew Rice,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,The war in Iraq,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,South,Low Density Rural,Rural,Rural,Upscale,74403.0
4415647.0,Oklahoma,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23409390449524,Barack Obama,Andrew Rice,Female,White,60-64,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,4.0,Oklahoma City area,South,Suburb,60s Suburbs,Urban Perimeter,Upscale,73069.0
