ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNJ08,SENNJ08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ECONHARDSHIP,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ECONHARDSHIP2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4406468.0,New Jersey,51.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.744937717914581,Barack Obama,Did not vote,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,,The economy,Not so good,Somewhat worried,Yes,Can bring about needed change,Not a factor at all,,Earlier in October,,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,No,Suburbs,Suburbs,13.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
4408784.0,New Jersey,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.501405000686646,Barack Obama,Did not vote,Female,Asian,18-24,Independent,Liberal,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,A moderate hardship,The economy,Poor,Somewhat worried,Yes,Can bring about needed change,One of several important factors,Catholic,Just today,No one does,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,A hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,Important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Non-white,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0
4408783.0,New Jersey,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.501405000686646,Barack Obama,Did not vote,Female,Asian,18-24,Independent,Liberal,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,A moderate hardship,The economy,Poor,Somewhat worried,Yes,Can bring about needed change,One of several important factors,Catholic,Just today,No one does,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,A hardship,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,All other,All others,Asian,Important,Factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Non-white,No,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0
4408761.0,New Jersey,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.493185251951218,Barack Obama,Did not vote,Female,Asian,18-24,Democrat,,,High school graduate,No,Somewhat disapprove,No hardship at all,The economy,Not so good,Not too worried,Yes,Shares my values,Not a factor at all,Muslim,Earlier in October,No one does,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No hardship at all,No college degree,High school graduate or less,Non white no college degree,,,,,Not so good/Poor,Not worried,Democrat,Non black Democrat,All other,All others,Asian,Not important,Not a factor,Something else,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Non-white,,Suburbs,Suburbs,5.0,Bergen/Passaic Counties,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
4406028.0,New Jersey,65.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.71341598033905,Barack Obama,Did not vote,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,,The economy,Poor,Very worried,No,Cares about people like me,Not a factor at all,,Earlier in October,,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,Yes,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4405448.0,New Jersey,51.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.577228665351868,Barack Obama,Did not vote,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,,,,,,,,,Jewish,Before that,No one does,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,Jewish,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Jewish,No,Suburbs,Suburbs,13.0,Northern Cities,East,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
4405576.0,New Jersey,65.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.663564383983612,Barack Obama,Did not vote,Male,Black,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,,The economy,Poor,,No,Cares about people like me,One of several important factors,,Before that,,,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,12.0,Central,East,Suburb,70s Suburbs,Urban Perimeter,Very upscale,8648.0
4405533.0,New Jersey,102.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.53642213344574,Barack Obama,Did not vote,Female,White,45-49,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,A moderate hardship,Health care,Not so good,Somewhat worried,No,Can bring about needed change,Not a factor at all,Catholic,Sometime last week,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,A hardship,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,No,No,Catholic,Yes,Suburbs,Suburbs,4.0,South,East,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0
4412188.0,New Jersey,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.551808059215546,Barack Obama,Did not vote,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,,,The economy,Not so good,,No,Cares about people like me,Not a factor at all,,Sometime in September,,,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,East,Suburb,Rural,Rural,Very downscale,8332.0
4407637.0,New Jersey,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.648357450962067,Barack Obama,Did not vote,Female,Black,30-39,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No hardship at all,The economy,Poor,Very worried,No,Can bring about needed change,A minor factor,None,Before that,No one does,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No hardship at all,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Factor,None,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Non-white,No,Suburbs,Suburbs,8.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7514.0
4412189.0,New Jersey,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.551808059215546,Barack Obama,Did not vote,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,Yes,,,The economy,Not so good,,No,Cares about people like me,Not a factor at all,,Sometime in September,,,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Not so good/Poor,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,,,No,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,East,Suburb,Rural,Rural,Very downscale,8332.0
4407044.0,New Jersey,43.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.07317578792572,Barack Obama,Did not vote,Female,Hispanic/Latino,30-39,,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,,Health care,Poor,Very worried,No,Shares my values,Not a factor at all,,Before that,,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,,,,,Hispanic/Latino,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,No,Suburbs,Suburbs,8.0,Northern Cities,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0
4406592.0,New Jersey,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.349208056926727,John McCain,Did not vote,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,A moderate hardship,The economy,Not so good,Somewhat worried,No,Cares about people like me,Not a factor at all,Catholic,Sometime last week,"Yes, I do",Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,A hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,I am,Yes,Catholic,No,Suburbs,Suburbs,6.0,Central,East,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
4408600.0,New Jersey,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.783073008060455,John McCain,Did not vote,Female,White,60-64,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Strongly approve,No hardship at all,The economy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Catholic,Before that,No one does,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No hardship at all,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,Catholic,No,Suburbs,Suburbs,12.0,Central,East,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8831.0
4405514.0,New Jersey,94.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.742048561573029,John McCain,Did not vote,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,A moderate hardship,The economy,Not so good,Somewhat worried,No,Has the right experience,Not a factor at all,Jewish,Just today,No one does,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A hardship,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Jewish,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,Jewish,No,Suburbs,Suburbs,11.0,Northwest,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,7869.0
4405449.0,New Jersey,125.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.650637447834015,John McCain,Did not vote,Male,White,45-49,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Strongly approve,,Health care,Poor,Very worried,No,Has the right experience,Not a factor at all,,Before that,,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,,,,,Yes,Suburbs,Suburbs,5.0,Northwest,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7823.0
4407237.0,New Jersey,18.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.933140218257904,John McCain,Did not vote,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",Did not complete high school,No,,,,,,,,,,,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,,,,,,,Yes,Suburbs,Suburbs,9.0,Bergen/Passaic Counties,East,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
