ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESPA04,SENPA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECPA,UNFR04G,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNFRBUSH,UNFRKERY,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1526279.0,Pennsylvania,44.0,State,1.0,Call 3,Complete,0.934341371059418,Kerry,Specter,Female,White,50-59,Democrat,Liberal,No,"$100,000-$149,999",Better today,Jewish,A few times a year,Postgraduate study,"Yes, I do",No,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Neither of them,Very badly,Good,Neither candidate did,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19067.0
1506833.0,Pennsylvania,141.0,State,1.0,Call 2,Complete,0.552413642406464,Kerry,Hoeffel,Male,Black,45-49,Democrat,Moderate,No,"Under $15,000",Worse today,Other Christian,A few times a year,Did not complete high school,"Yes, I do",Yes,No,Just today,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Only George W. Bush did,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,All others,Black,Philadelphia,"City over 500,000","City over 50,000",2.0,19140.0
1503583.0,Pennsylvania,161.0,State,1.0,Call 2,Complete,0.908590912818909,Kerry,Hoeffel,Male,White,18-24,Democrat,Liberal,Yes,"$15,000-$29,999",About the same,Protestant,Never,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Terrorism,Is intelligent,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat well,Not so good,Both candidates did,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,17.0,17901.0
1503581.0,Pennsylvania,168.0,National,1.0,Call 2,Complete,1.11170542240143,Bush,Specter,Male,White,65-74,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a month,College graduate,No one does,,Yes,Before that,,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,No one in household is union member,Voter is not union member,All others,White,Pittsburg area/West,Suburbs,Suburbs,18.0,15601.0
1526270.0,Pennsylvania,168.0,National,2.0,Call 3,Complete,0.578057110309601,Kerry,Hoeffel,Female,White,30-39,Independent,Moderate,No,"$50,000-$74,999",Worse today,Other Christian,A few times a year,College graduate,No one does,,Yes,Just today,,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,Married women,White,Pittsburg area/West,Suburbs,Suburbs,18.0,15601.0
1477657.0,Pennsylvania,135.0,State,1.0,Call 1,Complete,1.30760931968689,Bush,Specter,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,Some college/associate degree,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Very well,Good,Both candidates did,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,White,Northeast,Suburbs,Suburbs,15.0,18042.0
1497100.0,Pennsylvania,12.0,National,1.0,Call 1,Complete,0.624645352363586,Kerry,Specter,Female,White,18-24,Republican,,No,"Under $15,000",Better today,Protestant,More than once a week,High school graduate,"Yes, I do and someone else does",,No,Just today,,Education,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,,,Very badly,,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,,Someone in household is union member,Voter is union member,All others,White,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1487374.0,Pennsylvania,15.0,State,1.0,Call 1,Complete,0.821882784366608,Kerry,Hoeffel,Female,White,60-64,Something Else,Liberal,No,"$50,000-$74,999",Worse today,Catholic,Once a week,Some college/associate degree,"Yes, I do",No,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Not so good,Only George W. Bush did,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,Married women,White,Pittsburg area/West,"City: 50,000 to 500,000","City over 50,000",14.0,15211.0
1477651.0,Pennsylvania,45.0,State,1.0,Call 1,Complete,0.854213297367096,Kerry,Hoeffel,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",Worse today,Something else,A few times a year,College graduate,"Yes, someone else does",No,No,During the last month,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Both candidates did,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,3.0,16033.0
1477650.0,Pennsylvania,171.0,State,1.0,Call 1,Complete,1.06164538860321,Kerry,Hoeffel,Female,White,65-74,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,Once a week,Did not complete high school,No one does,Yes,Yes,Before that,Against his opponent,Health care,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Only George W. Bush did,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,Married women,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17368.0
1531120.0,Pennsylvania,99.0,State,1.0,Call 3,Complete,0.950938045978546,Bush,Specter,Female,White,40-44,Democrat,Liberal,No,"Under $15,000",Better today,Catholic,A few times a month,College graduate,No one does,No,No,Before that,Omit,Moral values,Cares about people like me,Strongly approve,Omit,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Only John Kerry did,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Northeast,Suburbs,Suburbs,10.0,18424.0
1501953.0,Pennsylvania,38.0,State,1.0,Call 2,Complete,0.993841052055359,Kerry,Specter,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,A few times a month,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Health care,Omit,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Good,Neither candidate did,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,8.0,19020.0
1531116.0,Pennsylvania,173.0,State,1.0,Call 3,Complete,1.07995045185089,Kerry,Did not vote,Male,White,30-39,Democrat,Conservative,No,"$150,000-$199,999",About the same,Protestant,Never,College graduate,No one does,Yes,Yes,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Both candidates did,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17402.0
1531114.0,Pennsylvania,141.0,State,1.0,Call 3,Complete,0.495934635400772,,Hoeffel,Female,Hispanic/Latino,50-59,Democrat,Liberal,No,"$15,000-$29,999",Better today,Catholic,Once a week,College graduate,"Yes, I do",No,No,During the last month,For your candidate,Education,Has strong religious faith,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only George W. Bush,Somewhat well,Excellent,Only John Kerry did,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,Philadelphia,"City over 500,000","City over 50,000",2.0,19140.0
1527126.0,Pennsylvania,102.0,State,1.0,Call 3,Complete,1.01518702507019,Kerry,Specter,Male,Black,30-39,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Protestant,A few times a year,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Neither of them,Very badly,Not so good,Only George W. Bush did,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,Black,Central/Northern Tier,Suburbs,Suburbs,16.0,17547.0
