ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWV04,GOVWV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWV,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1508291.0,West Virginia,40.0,State,1.0,Call 2,Complete,0.416025161743164,Bush,Warner,Male,White,30-39,Republican,Moderate,Yes,"Under $15,000",About the same,Other Christian,Yes,Did not complete high school,No one does,No,No,Just today,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,24826.0
1506825.0,West Virginia,66.0,State,1.0,Call 2,Complete,0.648463904857636,Bush,Warner,Male,White,18-24,Republican,Conservative,No,"Under $15,000",Better today,Other Christian,Yes,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,25801.0
1503573.0,West Virginia,32.0,State,1.0,Call 2,Complete,0.906886339187622,Kerry,Manchin,Female,White,40-44,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,No,High school graduate,"Yes, I do",No,No,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Charleston/Huntingon,Suburbs,Suburbs,2.0,25071.0
1517713.0,West Virginia,33.0,State,1.0,Call 3,Complete,0.596937835216522,Kerry,Manchin,Female,White,50-59,Independent,Moderate,No,"$15,000-$29,999",Worse today,None,No,High school graduate,"Yes, someone else does",Yes,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25302.0
1487367.0,West Virginia,54.0,State,1.0,Call 1,Complete,0.526015758514404,Kerry,Manchin,Female,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,Yes,Some college/associate degree,No one does,Yes,Yes,In the last three days,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,3.0,26651.0
1482503.0,West Virginia,33.0,State,1.0,Call 1,Complete,0.795404136180878,Kerry,Warner,Female,White,30-39,Democrat,Liberal,No,,About the same,Other Christian,Yes,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,30-44,30-39,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25302.0
1506806.0,West Virginia,69.0,State,1.0,Call 2,Complete,0.77877801656723,Kerry,Manchin,Female,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Protestant,No,Some college/associate degree,No one does,Yes,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26241.0
1526249.0,West Virginia,67.0,State,1.0,Call 3,Complete,0.737639844417572,Bush,Manchin,Female,White,45-49,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Other Christian,No,High school graduate,No one does,Yes,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,3.0,25832.0
1482498.0,West Virginia,14.0,State,1.0,Call 1,Complete,2.49544668197632,Bush,Manchin,Male,White,50-59,Democrat,Conservative,No,"$50,000-$74,999",Better today,Protestant,No,High school graduate,"Yes, I do",Yes,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25118.0
1487356.0,West Virginia,29.0,State,1.0,Call 1,Complete,0.924668371677399,Kerry,Manchin,Female,White,50-59,Independent,Liberal,No,"$50,000-$74,999",Worse today,Catholic,No,College graduate,No one does,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25314.0
1482491.0,West Virginia,35.0,State,1.0,Call 1,Complete,3.03437995910645,Kerry,Warner,Male,White,45-49,Independent,Moderate,No,"$30,000-$49,999",Worse today,Protestant,No,Some college/associate degree,No one does,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Monongahla River Valley,Rural,Small cities and Rural,2.0,26542.0
1482487.0,West Virginia,40.0,State,1.0,Call 1,Complete,0.547933042049408,Kerry,Manchin,Female,White,50-59,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Yes,Some college/associate degree,"Yes, someone else does",No,No,During the last month,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only George W. Bush,Somewhat badly,Not so good,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,24826.0
1482486.0,West Virginia,37.0,State,1.0,Call 1,Complete,1.24877691268921,Bush,Manchin,Female,White,18-24,Democrat,Moderate,No,"$15,000-$29,999",About the same,Other Christian,No,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,25524.0
1506790.0,West Virginia,19.0,State,1.0,Call 2,Complete,1.07968902587891,Kerry,Manchin,Male,White,75 or over,Democrat,Liberal,No,"Under $15,000",Worse today,Protestant,Yes,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26836.0
1487345.0,West Virginia,24.0,State,1.0,Call 1,Complete,1.25016498565674,Bush,Warner,Male,White,45-49,Republican,Moderate,No,"$75,000-$99,999",Better today,None,No,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
