ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAK04,SENAK04,HOUAK04,BM2AK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,FMURKOW,LISAMURK,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACEAK,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1498754.0,Alaska,38.0,State,1.0,Call 1,Complete,0.634130656719208,Kerry,Knowles,Higgins,Yes,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",About the same,Something else,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99685.0
1498875.0,Alaska,38.0,State,1.0,Call 1,Complete,0.651559710502625,Kerry,Knowles,Higgins,Yes,Male,,45-49,Independent,Moderate,"$50,000-$74,999",Worse today,Catholic,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Disapprove,Inappropriate,,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99685.0
1499043.0,Alaska,38.0,State,1.0,Call 1,Complete,0.915633738040924,Kerry,Knowles,Young,Yes,Male,White,65-74,Independent,Moderate,"Under $15,000",About the same,Protestant,Yes,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Disapprove,Inappropriate,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99685.0
1499660.0,Alaska,9.0,National,1.0,Call 1,Complete,1.11371338367462,Kerry,Knowles,Higgins,Yes,Male,Black,25-29,Democrat,Moderate,"$50,000-$74,999",About the same,Something else,Yes,Before that,,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,,,,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1499836.0,Alaska,9.0,National,1.0,Call 1,Complete,1.50193738937378,Bush,Murkowski,Did not vote,No,Female,Other,25-29,,,"$30,000-$49,999",Better today,Mormon/LDS,No,Just today,,Iraq,Omit,Somewhat approve,Somewhat approve,,,,Non-white female,18-29,25-29,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,Other,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1499975.0,Alaska,9.0,National,1.0,Call 1,Complete,1.67714309692383,Bush,Murkowski,Young,No,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",About the same,Other Christian,Yes,During the last month,,Economy/Jobs,Has strong religious faith,Somewhat approve,Somewhat approve,,,,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1500034.0,Alaska,11.0,State,1.0,Call 1,Complete,0.83875173330307,Kerry,Knowles,Young,Yes,Female,White,30-39,Independent,Liberal,"$30,000-$49,999",About the same,None,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1500065.0,Alaska,18.0,State,1.0,Call 1,Not complete,0.871160328388214,Bush,Knowles,Young,Yes,Female,White,50-59,,,,,,,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,,,,,White female,45-59,50-64,18-64,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500088.0,Alaska,9.0,National,1.0,Call 1,Complete,1.37119960784912,Bush,Knowles,Young,No,Female,Asian,60-64,Independent,Conservative,"$150,000-$199,999",Better today,Catholic,No,Before that,,Omit,Omit,Strongly approve,Strongly approve,,,,Non-white female,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Asian,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1500112.0,Alaska,11.0,State,1.0,Call 1,Complete,1.09384119510651,Bush,Murkowski,Young,Yes,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Both of them,Disapprove,Inappropriate,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1500142.0,Alaska,18.0,State,1.0,Call 1,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500207.0,Alaska,9.0,National,2.0,Call 1,Complete,1.0068199634552,Bush,Knowles,,No,Female,White,45-49,Independent,Moderate,"$100,000-$149,999",About the same,Other Christian,No,During the last month,,Omit,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1500217.0,Alaska,18.0,State,1.0,Call 1,Complete,1.23198676109314,Bush,Murkowski,Young,No,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500298.0,Alaska,11.0,State,1.0,Call 1,Complete,1.12633764743805,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,No,Before that,Omit,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1500303.0,Alaska,18.0,State,1.0,Call 1,Complete,1.19492876529694,Bush,Knowles,Young,No,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Omit,Cares about people like me,Strongly approve,Somewhat approve,Only George W. Bush,Approve,Inappropriate,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500339.0,Alaska,9.0,National,2.0,Call 1,Complete,1.63227987289429,Bush,Murkowski,Young,No,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No,Before that,,Moral values,Is a strong leader,Strongly approve,Strongly approve,,,,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1500381.0,Alaska,18.0,State,1.0,Call 1,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,40-44,Something Else,Moderate,"$75,000-$99,999",About the same,Other Christian,No,During the last month,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500401.0,Alaska,11.0,State,1.0,Call 1,Complete,0.648361146450043,,,,No,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Approve,Appropriate,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1500471.0,Alaska,18.0,State,1.0,Call 1,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500500.0,Alaska,11.0,State,1.0,Call 1,Complete,0.856702625751495,Kerry,Knowles,Higgins,Yes,Male,White,25-29,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Just today,Against his opponent,Iraq,Cares about people like me,Somewhat disapprove,Strongly disapprove,Both of them,Approve,Inappropriate,White male,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1500508.0,Alaska,9.0,National,2.0,Call 1,Complete,1.50448358058929,Bush,Murkowski,Young,No,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,,Moral values,Is a strong leader,Strongly approve,Strongly approve,,,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1500553.0,Alaska,18.0,State,1.0,Call 1,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",Better today,Other Christian,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500616.0,Alaska,11.0,State,1.0,Call 1,Complete,0.566816031932831,Other,Murkowski,Young,No,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Worse today,Protestant,No,During the last month,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat approve,Only George W. Bush,Approve,Appropriate,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1500619.0,Alaska,27.0,State,1.0,Call 1,Complete,1.51014089584351,Bush,Murkowski,Young,Yes,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,None,No,Sometime last week,Against his opponent,Iraq,Will bring about needed change,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99508.0
1500640.0,Alaska,18.0,State,1.0,Call 1,Complete,1.23198676109314,Bush,Murkowski,Young,No,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1500646.0,Alaska,9.0,National,2.0,Call 1,Complete,1.12426865100861,Bush,Knowles,Young,No,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",About the same,None,No,During the last month,,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,,,,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
