ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESKS04,SENKS04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1509918.0,Kansas,19.0,State,1.0,Call 2,1.04318404197693,Bush,Brownback,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Worse today,Catholic,No,No,Just today,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1485651.0,Kansas,3.0,State,1.0,Call 1,1.06165182590485,Kerry,Jones,Male,White,50-59,Independent,Moderate,"$15,000-$29,999",Worse today,None,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1534182.0,Kansas,26.0,State,1.0,Call 3,0.677302002906799,Kerry,Brownback,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",Worse today,Other Christian,No,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1512120.0,Kansas,20.0,National,4.0,Call 2,0.945692658424377,Bush,Brownback,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",,,,No,Before that,,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1511013.0,Kansas,3.0,State,1.0,Call 2,0.929695069789886,Bush,Brownback,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1531969.0,Kansas,16.0,State,1.0,Call 3,1.02000224590302,Bush,Brownback,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",Better today,Protestant,No,No,Before that,Against his opponent,Somewhat approve,Somewhat disapprove,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1532190.0,Kansas,39.0,State,1.0,Call 3,0.776917457580566,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1511010.0,Kansas,33.0,State,1.0,Call 2,0.747036039829254,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1532561.0,Kansas,24.0,State,1.0,Call 3,0.740601003170013,Bush,Brownback,Female,White,40-44,Something Else,Conservative,"$50,000-$74,999",Worse today,Protestant,Yes,No,In the last three days,Against his opponent,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1511008.0,Kansas,35.0,State,1.0,Call 2,0.685050666332245,,Jones,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",About the same,Something else,No,No,During the last month,Against his opponent,Strongly disapprove,Somewhat approve,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1483432.0,Kansas,45.0,State,1.0,Call 1,0.726358711719513,Bush,Brownback,Female,White,40-44,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1483431.0,Kansas,35.0,State,1.0,Call 1,0.957488000392914,Bush,Brownback,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1483358.0,Kansas,42.0,State,1.0,Call 1,1.33562648296356,Kerry,Jones,Male,White,30-39,Something Else,Moderate,"$30,000-$49,999",Better today,None,No,No,Before that,For your candidate,Strongly disapprove,Somewhat approve,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1508911.0,Kansas,39.0,State,1.0,Call 2,0.690146684646606,Kerry,Jones,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",About the same,Catholic,No,No,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1492249.0,Kansas,25.0,National,3.0,Call 1,1.63920068740845,Bush,Brownback,Male,White,50-59,Republican,,"Under $15,000",,Protestant,Yes,,,For your candidate,,,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1485358.0,Kansas,3.0,State,1.0,Call 1,0.996048033237457,Bush,Brownback,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",Better today,Something else,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1534159.0,Kansas,12.0,State,1.0,Call 3,1.11637151241302,Kerry,Brownback,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",About the same,,No,No,Just today,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1531949.0,Kansas,39.0,State,1.0,Call 3,0.647499680519104,Bush,Brownback,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",About the same,Mormon/LDS,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1485621.0,Kansas,29.0,National,1.0,Call 1,1.47538793087006,Did not vote,Did not vote,Female,White,60-64,Republican,Moderate,,About the same,Catholic,No,No,Omit,,Strongly approve,Strongly approve,White female,60 or over,50-64,18-64,Republican,,,Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Omit,Omit,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1534152.0,Kansas,19.0,State,1.0,Call 3,1.11763679981232,Bush,Brownback,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1509885.0,Kansas,12.0,State,1.0,Call 2,1.19160509109497,Bush,Brownback,Female,White,40-44,Something Else,Conservative,"Under $15,000",Worse today,Something else,Yes,,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1483410.0,Kansas,39.0,State,1.0,Call 1,0.693712174892426,Bush,Brownback,Male,White,18-24,Republican,Moderate,"$15,000-$29,999",Better today,Catholic,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1482306.0,Kansas,26.0,State,1.0,Call 1,0.829822957515717,Bush,Brownback,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1531939.0,Kansas,16.0,State,1.0,Call 3,1.02000224590302,Bush,Brownback,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",About the same,Catholic,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1510981.0,Kansas,26.0,State,1.0,Call 2,0.574245274066925,Kerry,Jones,Female,White,50-59,Independent,Moderate,"$15,000-$29,999",About the same,Protestant,No,,During the last month,Against his opponent,Somewhat disapprove,Somewhat approve,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1483403.0,Kansas,26.0,State,1.0,Call 1,0.478309541940689,Kerry,Jones,Male,,25-29,Something Else,Conservative,"$15,000-$29,999",Worse today,Other Christian,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1481196.0,Kansas,24.0,State,1.0,Call 1,0.793458223342896,Bush,Brownback,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Better today,Catholic,No,No,Just today,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1509871.0,Kansas,16.0,State,1.0,Call 2,1.2098513841629,Bush,Brownback,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
