ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNV04,SENNV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNV,MOVETONV,YUCCAMTN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1471126.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Ziser,Female,White,50-59,Republican,Moderate,Yes,"$15,000-$29,999",Better today,Other Christian,Postgraduate study,No one does,Yes,No,,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Omit,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",,89117.0
1471127.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Kerry,Reid,Female,White,45-49,Something Else,,Yes,"$15,000-$29,999",About the same,Something else,Postgraduate study,"Yes, someone else does",Yes,No,,Against his opponent,Health care,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Omit,Very badly,Good,I moved to NV in the last 4 years,Very important,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",,89107.0
1471128.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Kerry,Reid,Male,Black,30-39,Democrat,Moderate,No,"$150,000-$199,999",Worse today,Protestant,College graduate,No one does,Yes,No,,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,I moved to NV in the last 4 years,Somewhat important,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Clark County,"City over 500,000","City over 50,000",,89117.0
1471129.0,Nevada,,State,1.0,,Complete,Phone survey,2.27809882164001,Bush,Ziser,Male,White,65-74,Republican,Conservative,No,"$75,000-$99,999",Better today,Catholic,Postgraduate study,No one does,No,No,,For your candidate,Iraq,Is intelligent,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NV 5-10 years ago,Somewhat important,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89110.0
1471130.0,Nevada,,State,1.0,,Complete,Phone survey,1.07243311405182,Bush,Reid,Female,White,65-74,Independent,Moderate,No,,About the same,Catholic,Some college/associate degree,No one does,No,No,,Against his opponent,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Very important,White female,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89117.0
1471131.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Ziser,Male,White,30-39,Republican,Conservative,No,"Under $15,000",Better today,Other Christian,Some college/associate degree,No one does,Yes,No,,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NV 5-10 years ago,Somewhat important,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89117.0
1471132.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Kerry,Reid,Female,White,45-49,Independent,Conservative,No,"$50,000-$74,999",About the same,Catholic,Some college/associate degree,No one does,Yes,No,,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Good,I moved to NV in the last 4 years,Very important,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",,89130.0
1471133.0,Nevada,,State,1.0,,Complete,Phone survey,2.36542272567749,Kerry,Reid,Female,Black,50-59,Something Else,Liberal,No,"$50,000-$74,999",About the same,Protestant,College graduate,No one does,No,No,,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Somewhat important,Non-white female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Clark County,"City over 500,000","City over 50,000",,89131.0
1471134.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Ziser,Female,White,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,Mormon/LDS,Postgraduate study,"Yes, someone else does",Yes,No,,Omit,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NV in the last 4 years,Somewhat important,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",,89110.0
1471135.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Reid,Male,White,60-64,Republican,Conservative,No,"$75,000-$99,999",About the same,Catholic,Postgraduate study,No one does,Yes,No,,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Not too important,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89110.0
1471136.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Kerry,Reid,Female,White,25-29,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,Some college/associate degree,"Yes, someone else does",Yes,No,,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,I was born in NV,Very important,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",,89108.0
1471137.0,Nevada,,State,1.0,,Complete,Phone survey,0.536216557025909,Bush,Reid,Female,White,75 or over,Republican,Liberal,Yes,"$30,000-$49,999",About the same,Other Christian,High school graduate,No one does,No,No,,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NV in the last 4 years,Somewhat important,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89117.0
1471138.0,Nevada,,State,1.0,,Complete,Phone survey,1.07243311405182,Bush,Reid,Female,White,75 or over,Republican,Moderate,No,,Better today,Protestant,Some college/associate degree,No one does,No,No,,Omit,Health care,Is honest and trustworthy,Strongly approve,Omit,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Somewhat important,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Omit,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89134.0
1471139.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Ziser,Male,Hispanic/Latino,40-44,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,High school graduate,"Yes, I do",No,Yes,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Good,I moved to NV more than 10 years ago,Somewhat important,Non-white male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89110.0
1471140.0,Nevada,,State,1.0,,Complete,Phone survey,1.25261831283569,None of these candidates,,Male,Hispanic/Latino,45-49,Independent,Conservative,No,"$150,000-$199,999",About the same,Other Christian,Postgraduate study,No one does,Yes,Yes,,Omit,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Good,I moved to NV more than 10 years ago,Not at all important,Non-white male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89130.0
1471141.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Kerry,Reid,Female,White,50-59,Something Else,Moderate,No,"$100,000-$149,999",Worse today,Catholic,College graduate,No one does,Yes,No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat badly,Not so good,I moved to NV more than 10 years ago,Very important,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,"City over 500,000","City over 50,000",,89107.0
1471142.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Ziser,Female,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Better today,Protestant,College graduate,No one does,No,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Somewhat important,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89117.0
1471143.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Kerry,Reid,Female,Hispanic/Latino,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,Catholic,Some college/associate degree,No one does,Yes,Yes,,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Very important,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Hispanic/Latino,Clark County,"City over 500,000","City over 50,000",,89107.0
1471144.0,Nevada,,State,1.0,,Complete,Phone survey,2.48048663139343,Bush,Ziser,Female,White,50-59,Republican,Moderate,No,"$30,000-$49,999",Better today,Other Christian,High school graduate,No one does,No,No,,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV more than 10 years ago,Very important,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,"City over 500,000","City over 50,000",,89108.0
