ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMO04,SENMO04,GOVMO04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECMO,ISS04MO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1540875.0,Missouri,52.0,State,1.0,Call 3,Complete,1.01586437225342,Kerry,Farmer,McCaskill,Female,Black,40-44,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,No,College graduate,"Yes, I do",Yes,Before that,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Health care,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,Black,St. Louis suburbs,Suburbs,Suburbs,3.0,63028.0
1494170.0,Missouri,71.0,State,1.0,Call 1,Complete,1.27587378025055,Bush,Bond,Blunt,Female,White,25-29,Republican,Conservative,No,"$150,000-$199,999",Better today,Protestant,Yes,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Taxes,White female,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,7.0,65663.0
1482540.0,Missouri,8.0,State,1.0,Call 1,Complete,1.20988798141479,Kerry,Bond,Blunt,Female,,60-64,Republican,Conservative,No,"Under $15,000",Worse today,Something else,Yes,High school graduate,"Yes, someone else does",Yes,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Something else,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,,North/Southeast,Suburbs,Suburbs,9.0,65284.0
1501981.0,Missouri,66.0,State,1.0,Call 2,Complete,0.671238243579865,Kerry,Farmer,McCaskill,Female,Black,18-24,Independent,Moderate,Yes,"Under $15,000",About the same,None,No,High school graduate,No one does,,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Economy/Jobs,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
1501980.0,Missouri,111.0,State,1.0,Call 2,Complete,0.522767066955566,Kerry,Farmer,McCaskill,Female,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,No,High school graduate,"Yes, I do",No,During the last month,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat well,Good,Health care,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,St. Louis city,"City: 50,000 to 500,000","City over 50,000",3.0,63118.0
1531145.0,Missouri,66.0,State,1.0,Call 3,Complete,1.14106774330139,Kerry,Bond,McCaskill,Female,White,40-44,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,No,Some college/associate degree,No one does,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only John Kerry,Somewhat badly,Not so good,Education,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
1526283.0,Missouri,53.0,State,1.0,Call 3,Complete,0.667967438697815,Other,Other,Other,Male,White,30-39,Something Else,Conservative,No,"$75,000-$99,999",About the same,Other Christian,Yes,Postgraduate study,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,Economy/Jobs,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Rural,Small cities and Rural,4.0,64040.0
1501975.0,Missouri,94.0,State,1.0,Call 2,Complete,0.765892386436462,Kerry,Farmer,McCaskill,Male,White,25-29,Independent,Liberal,No,"$100,000-$149,999",Better today,Protestant,No,Some college/associate degree,No one does,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Education,White male,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63026.0
1482227.0,Missouri,31.0,State,1.0,Call 1,Complete,0.800398468971252,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,6.0,65068.0
1531137.0,Missouri,4.0,State,1.0,Call 1,Complete,2.46914505958557,Bush,Bond,Blunt,Female,White,30-39,Independent,Conservative,No,"Under $15,000",About the same,Protestant,Yes,Did not complete high school,No one does,Yes,Before that,For your candidate,Education,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Gun control,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,4.0,65355.0
1482523.0,Missouri,90.0,State,1.0,Call 1,Complete,0.963761687278748,Bush,Bond,Blunt,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",About the same,Other Christian,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Taxes,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63025.0
1492244.0,Missouri,95.0,State,1.0,Call 1,Complete,0.29445344209671,Kerry,Farmer,McCaskill,Female,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Economy/Jobs,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,Black,St. Louis suburbs,Suburbs,Suburbs,1.0,63121.0
1531131.0,Missouri,118.0,State,1.0,Call 3,Complete,0.950690746307373,Kerry,Farmer,McCaskill,Male,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",About the same,Catholic,No,College graduate,No one does,Yes,During the last month,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,Neither of them,Only John Kerry,Somewhat well,Not so good,Education,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Suburbs,Suburbs,9.0,63390.0
1501960.0,Missouri,83.0,State,1.0,Call 2,Complete,0.999837815761566,Kerry,Farmer,McCaskill,Male,Black,18-24,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Protestant,No,Some college/associate degree,"Yes, someone else does",No,During the last month,Against his opponent,Education,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Health care,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,Black,St. Louis suburbs,Suburbs,Suburbs,3.0,63130.0
1501959.0,Missouri,74.0,State,1.0,Call 2,Complete,0.808580875396729,Bush,Farmer,Blunt,Male,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Education,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63304.0
1487373.0,Missouri,35.0,National,3.0,Call 1,Complete,0.405322432518005,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Moderate,,"$100,000-$149,999",,Protestant,Yes,,,Yes,,Against his opponent,,,,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,,,,,,,Married women,White,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1526259.0,Missouri,28.0,State,1.0,Call 3,Complete,1.05818593502045,Kerry,Bond,McCaskill,Male,Black,50-59,Democrat,,No,"$50,000-$74,999",Worse today,Something else,No,College graduate,"Yes, I do",Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Economy/Jobs,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Kansas City area,Rural,Small cities and Rural,6.0,64429.0
