ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSD04,SENSD04,HOUSD04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECSD,DROUGHT,FAIRSHRE,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,FAIRDASC,FAIRTHUN,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1514345.0,South Dakota,55.0,State,1.0,Call 2,Complete,0.721800804138184,Bush,Thune,Diedrich,Male,White,18-24,Republican,Moderate,Yes,"$15,000-$29,999",Worse today,Other Christian,Some college/associate degree,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Only John Thune would,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57110.0
1514066.0,South Dakota,74.0,State,1.0,Call 2,Complete,0.711670577526093,Bush,Thune,Diedrich,Female,White,25-29,Republican,Conservative,No,"$30,000-$49,999",Better today,Catholic,College graduate,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Both candidates would,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,"City: 50,000 to 500,000","City over 50,000",1.0,57701.0
1536031.0,South Dakota,41.0,State,1.0,Call 3,Complete,0.831640064716339,Bush,Thune,Diedrich,Male,White,18-24,Republican,Moderate,Yes,"$30,000-$49,999",Better today,Other Christian,College graduate,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Helped your state,Only John Thune would,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1537392.0,South Dakota,40.0,State,1.0,Call 3,Complete,1.1090931892395,Bush,Thune,Diedrich,Male,White,65-74,Republican,Moderate,No,"$75,000-$99,999",About the same,Protestant,Postgraduate study,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Omit,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Only John Thune would,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57108.0
1511728.0,South Dakota,54.0,State,1.0,Call 2,Complete,0.793059825897217,Bush,Thune,Diedrich,Male,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,Some college/associate degree,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Hurt your state,Only John Thune would,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57106.0
1488634.0,South Dakota,40.0,State,1.0,Call 1,Complete,1.06524980068207,Bush,Thune,Herseth,Female,White,60-64,Republican,Moderate,No,"$150,000-$199,999",About the same,Protestant,Some college/associate degree,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Not affected your state,Both candidates would,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57108.0
1490875.0,South Dakota,61.0,State,1.0,Call 1,Complete,0.94525134563446,Kerry,Daschle,Herseth,Female,White,45-49,Independent,Moderate,No,"Under $15,000",Worse today,Something else,Postgraduate study,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,Hurt your state,Only Tom Daschle would,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1502387.0,South Dakota,8.0,State,1.0,Call 1,Complete,0.647663772106171,Kerry,Daschle,Herseth,Female,White,40-44,Democrat,Conservative,No,"$50,000-$74,999",About the same,Catholic,High school graduate,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,Not affected your state,Only Tom Daschle would,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57401.0
1536534.0,South Dakota,38.0,State,1.0,Call 3,Complete,1.17209470272064,Kerry,Daschle,Herseth,Female,White,45-49,Democrat,Moderate,No,"$200,000 or more",Better today,Catholic,College graduate,Before that,For your candidate,Education,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Hurt your state,Only Tom Daschle would,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1488386.0,South Dakota,62.0,State,1.0,Call 1,Complete,0.393692523241043,Bush,Thune,Herseth,Female,White,30-39,Independent,Liberal,No,"$30,000-$49,999",Better today,Catholic,High school graduate,In the last three days,Against his opponent,Omit,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,Good,Omit,Both candidates would,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1486050.0,South Dakota,51.0,State,1.0,Call 1,Complete,0.921014130115509,Kerry,Daschle,Herseth,Female,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Other Christian,College graduate,During the last month,For your candidate,Education,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Not so good,Hurt your state,Only Tom Daschle would,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57349.0
1537375.0,South Dakota,55.0,State,1.0,Call 3,Complete,0.67764413356781,Bush,Thune,Diedrich,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Helped your state,Only John Thune would,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57110.0
1539706.0,South Dakota,11.0,State,1.0,Call 3,Complete,0.933059632778168,Bush,Thune,Diedrich,Male,White,18-24,Republican,Conservative,No,"$15,000-$29,999",Better today,Other Christian,Some college/associate degree,During the last month,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Hurt your state,Only John Thune would,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57325.0
1488503.0,South Dakota,41.0,State,1.0,Call 1,Complete,0.793059825897217,Bush,Thune,Diedrich,Male,White,30-39,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Helped your state,Both candidates would,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1514041.0,South Dakota,41.0,State,1.0,Call 2,Complete,0.793059825897217,Bush,Thune,Diedrich,Male,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Better today,Catholic,College graduate,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Both candidates would,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1535037.0,South Dakota,25.0,State,1.0,Call 3,Complete,0.490573436021805,Nader,Thune,Diedrich,Male,White,65-74,Independent,,No,,Worse today,Catholic,,Before that,Against his opponent,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Poor,Hurt your state,Neither candidate would,White male,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only John Thune would/Neither candidate would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57216.0
