ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCO04,SENCO04,AMND36CO,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECCO,QUAL04CO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1467048.0,Colorado,,National,2.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,75 or over,Independent,Moderate,No,"Under $15,000",Worse today,Protestant,Yes,High school graduate,No,No,,,Moral values,Is intelligent,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,All others,White,English,East,Suburbs,Suburbs,,80831.0
1467049.0,Colorado,,National,2.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,White,45-49,Democrat,Moderate,No,"Under $15,000",About the same,Other Christian,Yes,High school graduate,No,No,,,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Somewhat well,,,,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80214.0
1467050.0,Colorado,,National,2.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,50-59,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Yes,Some college/associate degree,Yes,No,,,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Omit,,,Very well,,,,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,Married women,White,English,West,"City: 50,000 to 500,000","City over 50,000",,80538.0
1467051.0,Colorado,,National,2.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,50-59,Republican,Moderate,No,"$200,000 or more",Worse today,Protestant,No,College graduate,Yes,No,,,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80439.0
1467052.0,Colorado,,National,2.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,65-74,Republican,Conservative,No,"Under $15,000",About the same,Protestant,No,High school graduate,No,No,,,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",,80538.0
1467053.0,Colorado,,National,2.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,60-64,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,,College graduate,Yes,No,,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80127.0
1467529.0,Colorado,,National,3.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,Black,60-64,Democrat,Liberal,,"$30,000-$49,999",,Protestant,No,,No,No,,Omit,,,,,,,,,,,,Non-white male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,,,,,,,,,,,All others,Black,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",,80011.0
1467530.0,Colorado,,National,3.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,White,65-74,Independent,Moderate,,"$50,000-$74,999",,Protestant,No,,Yes,No,,For your candidate,,,,,,,,,,,,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80111.0
1467531.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,45-49,Democrat,Liberal,,"$50,000-$74,999",,Protestant,No,,No,No,,Against his opponent,,,,,,,,,,,,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,,,,,,,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",,80524.0
1467532.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,30-39,Independent,Moderate,,"$75,000-$99,999",,None,No,,Yes,No,,For your candidate,,,,,,,,,,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80004.0
1467533.0,Colorado,,National,3.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,White,30-39,Democrat,Moderate,,"$15,000-$29,999",,Other Christian,No,,No,No,,For your candidate,,,,,,,,,,,,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80004.0
1467534.0,Colorado,,National,3.0,,Complete,Phone survey,2.55760765075684,Bush,Coors,Did not vote,Male,White,65-74,Independent,Conservative,,"$75,000-$99,999",,Catholic,No,,Yes,No,,For your candidate,,,,,,,,,,,,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,,,,,,,,,,,All others,White,English,West,"City: 10,000 to 49,999",Small cities and Rural,,81301.0
1467535.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,White,40-44,Something Else,Liberal,,"$50,000-$74,999",,None,No,,No,No,,For your candidate,,,,,,,,,,,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,,,,,,,,,,,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",,80222.0
1467536.0,Colorado,,National,3.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Female,,60-64,Democrat,Liberal,,,,None,No,,Yes,,,Omit,,,,,,,,,,,,,60 or over,50-64,18-64,Democrat,,,None,All others,All others,All others,,,,,,,,,,,Married women,,,Denver/Adams/Boulder,Suburbs,Suburbs,,80501.0
1467537.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,30-39,Republican,Conservative,,"$100,000-$149,999",,Protestant,Yes,,Yes,No,,For your candidate,,,,,,,,,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,,,,,,,Married women,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",,80015.0
1467538.0,Colorado,,National,3.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Female,White,50-59,Democrat,Liberal,,"$50,000-$74,999",,Something else,No,,No,No,,For your candidate,,,,,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80215.0
1467539.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,50-59,Republican,Conservative,,"$50,000-$74,999",,Catholic,No,,Yes,No,,For your candidate,,,,,,,,,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,,,,,,,,,,,Married women,White,English,West,Suburbs,Suburbs,,81503.0
1467540.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,25-29,Republican,Conservative,,"$15,000-$29,999",,Protestant,Yes,,Yes,No,,For your candidate,,,,,,,,,,,,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,,,,,,,All others,White,English,West,Suburbs,Suburbs,,81521.0
1467541.0,Colorado,,National,3.0,,Complete,Phone survey,2.80541038513184,Kerry,Other,Yes,Female,White,40-44,Democrat,Conservative,,,,Something else,,,No,No,,For your candidate,,,,,,,,,,,,White female,30-44,40-49,18-64,Democrat,,,Something else,White Something else,All others,All others,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Rural,Small cities and Rural,,80421.0
1467542.0,Colorado,,National,3.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Female,White,30-39,Democrat,Moderate,,"$75,000-$99,999",,Catholic,No,,No,No,,Against his opponent,,,,,,,,,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80127.0
1467543.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,White,75 or over,Democrat,Conservative,,"Under $15,000",,Other Christian,No,,No,No,,Against his opponent,,,,,,,,,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,,,,,,,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80221.0
1467544.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,40-44,Democrat,Moderate,,"$150,000-$199,999",,None,No,,Yes,No,,For your candidate,,,,,,,,,,,,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,,,,,,,,,,,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",,80220.0
1467545.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,40-44,Independent,Moderate,,,,None,Yes,,No,No,,Omit,,,,,,,,,,,,White male,30-44,40-49,18-64,Independent,,,None,White None,All others,White evangelicals,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80128.0
1467546.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,45-49,Independent,Moderate,,"$75,000-$99,999",,None,Yes,,Yes,No,,For your candidate,,,,,,,,,,,,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,White evangelicals,,,,,,,,,,,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,,80233.0
1467547.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,White,45-49,Independent,Liberal,,"$15,000-$29,999",,Protestant,No,,No,No,,For your candidate,,,,,,,,,,,,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,,,,,,,All others,White,English,East,Suburbs,Suburbs,,80132.0
1467548.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Male,White,75 or over,Independent,Moderate,,"Under $15,000",,Protestant,Yes,,No,No,,For your candidate,,,,,,,,,,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,,,,,All others,White,English,East,Suburbs,Suburbs,,80831.0
1467549.0,Colorado,,National,3.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Female,White,45-49,Democrat,Moderate,,"Under $15,000",,Other Christian,Yes,,No,No,,Against his opponent,,,,,,,,,,,,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,,,,,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80214.0
1467550.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,50-59,Republican,Conservative,,"$30,000-$49,999",,Protestant,Yes,,Yes,No,,For your candidate,,,,,,,,,,,,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,,,,,,,Married women,White,English,West,"City: 50,000 to 500,000","City over 50,000",,80538.0
1467551.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,50-59,Republican,Moderate,,"$200,000 or more",,Protestant,No,,Yes,No,,For your candidate,,,,,,,,,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,,,,,,,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80439.0
1467552.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,65-74,Republican,Conservative,,"Under $15,000",,Protestant,No,,No,No,,For your candidate,,,,,,,,,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,,,,,,,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",,80538.0
1467553.0,Colorado,,National,3.0,,Complete,Phone survey,2.58427405357361,Bush,Coors,No,Female,White,60-64,Republican,Conservative,,"$30,000-$49,999",,Protestant,,,Yes,No,,For your candidate,,,,,,,,,,,,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,,,,,,,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80127.0
1468029.0,Colorado,,National,4.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,Black,60-64,Democrat,Liberal,,"$30,000-$49,999",,,,Some college/associate degree,No,No,,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,Non-white male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,No degree,,,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Black,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",,80011.0
1468030.0,Colorado,,National,4.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,White,65-74,Independent,Moderate,,"$50,000-$74,999",,,,College graduate,Yes,No,,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",,,,,College graduate,,,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80111.0
1468031.0,Colorado,,National,4.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,45-49,Democrat,Liberal,,"$50,000-$74,999",,,,Some college/associate degree,No,No,,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,No degree,,,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",,80524.0
1468032.0,Colorado,,National,4.0,,Complete,Phone survey,2.5440399646759,Kerry,Salazar,Yes,Male,White,30-39,Independent,Moderate,,"$75,000-$99,999",,,,Some college/associate degree,Yes,No,,,,,,,,Both of them,Only John Kerry,,Better today,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,No degree,,,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80004.0
1468033.0,Colorado,,National,4.0,,Complete,Phone survey,2.6215980052948,Kerry,Salazar,No,Male,White,30-39,Democrat,Moderate,,"$15,000-$29,999",,,,Some college/associate degree,No,No,,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",,,,,No degree,,,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,,80004.0
1468034.0,Colorado,,National,4.0,,Complete,Phone survey,2.55760765075684,Bush,Coors,Did not vote,Male,White,65-74,Independent,Conservative,,"$75,000-$99,999",,,,Some college/associate degree,Yes,No,,,,,,,,Only George W. Bush,Neither of them,,About the same,,,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",,,,,No degree,,,,,,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,West,"City: 10,000 to 49,999",Small cities and Rural,,81301.0
