ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNM04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,SPANISH,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECNM,LANDBUSH,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACEAI,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1470761.0,New Mexico,,State,1.0,,Complete,Phone survey,3.11620879173279,Bush,Female,Hispanic/Latino,50-59,Democrat,Conservative,No,"$75,000-$99,999",About the same,Catholic,Once a week,Some college/associate degree,Yes,Yes,,Omit,Moral values,Is intelligent,Strongly approve,Somewhat approve,Safer from terrorism,Omit,Omit,Somewhat well,About the same,Omit,Omit,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Omit,Omit,Omit,Omit,Married women,Hispanic/Latino,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88210.0
1470762.0,New Mexico,,State,1.0,,Complete,Phone survey,2.77723813056946,Kerry,Male,White,18-24,Democrat,Moderate,Yes,"$50,000-$74,999",Worse today,Something else,Never,Some college/associate degree,No,No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Only John Kerry,Very badly,Worse today,Good,Not affected your state,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470763.0,New Mexico,,State,1.0,,Complete,Phone survey,2.56092691421509,Kerry,Male,White,30-39,Independent,Liberal,No,"$30,000-$49,999",About the same,None,Never,Some college/associate degree,No,No,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not affected your state,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,South/East,"City: 50,000 to 500,000","City over 50,000",,88011.0
1470764.0,New Mexico,,State,1.0,,Complete,Phone survey,3.11620879173279,Bush,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Something else,More than once a week,High school graduate,Yes,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Omit,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87109.0
1470765.0,New Mexico,,State,1.0,,Complete,Phone survey,2.78072714805603,Kerry,Male,White,60-64,Independent,Conservative,No,"$100,000-$149,999",Better today,Catholic,Once a week,Postgraduate study,No,No,,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Northwest,"City: 50,000 to 500,000","City over 50,000",,87501.0
1470766.0,New Mexico,,State,1.0,,Complete,Phone survey,2.26686716079712,Bush,Male,Hispanic/Latino,65-74,Republican,Conservative,No,"$100,000-$149,999",About the same,Catholic,A few times a year,High school graduate,Yes,Yes,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Excellent,Helped your state,Non-white male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470767.0,New Mexico,,State,1.0,,Complete,Phone survey,2.64943051338196,Kerry,Female,White,60-64,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,Once a week,Postgraduate study,Yes,No,,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87114.0
1470768.0,New Mexico,,State,1.0,,Complete,Phone survey,2.91199898719788,Bush,Female,White,75 or over,Republican,Conservative,No,"$75,000-$99,999",About the same,None,Once a week,High school graduate,Yes,No,,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Northwest,"City: 10,000 to 49,999",Small cities and Rural,,87701.0
1470769.0,New Mexico,,State,1.0,,Complete,Phone survey,3.11620879173279,Bush,Female,Hispanic/Latino,50-59,Democrat,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,High school graduate,Yes,Yes,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,Omit,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,South/East,"City: 50,000 to 500,000","City over 50,000",,88011.0
1470770.0,New Mexico,,State,1.0,,Complete,Phone survey,2.97573137283325,Kerry,Male,Hispanic/Latino,30-39,Something Else,,No,"$200,000 or more",About the same,Catholic,Once a week,High school graduate,Yes,Yes,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,About the same,Good,Hurt your state,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470771.0,New Mexico,,State,1.0,,Complete,Phone survey,2.64943051338196,Kerry,Female,White,65-74,Democrat,Moderate,No,"$75,000-$99,999",About the same,Catholic,Once a week,Postgraduate study,Yes,No,,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,About the same,Good,Omit,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87112.0
1470772.0,New Mexico,,State,1.0,,Complete,Phone survey,3.056307554245,Bush,Male,White,65-74,Democrat,Moderate,No,"$30,000-$49,999",About the same,Protestant,A few times a year,College graduate,Yes,No,,Omit,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Omit,Both of them,Neither of them,Somewhat well,About the same,Poor,Not affected your state,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87015.0
1470773.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,Other,50-59,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Once a week,Postgraduate study,Yes,No,,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only George W. Bush,Somewhat badly,Better today,Good,Not affected your state,Non-white male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,All others,Other,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87121.0
1470774.0,New Mexico,,State,1.0,,Complete,Phone survey,2.78072714805603,Kerry,Male,Hispanic/Latino,75 or over,Democrat,Moderate,Yes,"$15,000-$29,999",Worse today,Catholic,A few times a year,Did not complete high school,Yes,Yes,,For your candidate,Health care,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Not affected your state,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Northwest,Rural,Small cities and Rural,,88439.0
1470775.0,New Mexico,,State,1.0,,Complete,Phone survey,2.83522725105286,Kerry,Female,White,40-44,Republican,Conservative,No,"$100,000-$149,999",Better today,None,Never,Some college/associate degree,Yes,No,,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,About the same,Good,Helped your state,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470776.0,New Mexico,,State,1.0,,Complete,Phone survey,2.64943051338196,Kerry,Female,White,65-74,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Protestant,A few times a month,Postgraduate study,Yes,No,,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Northwest,"City: 50,000 to 500,000","City over 50,000",,87505.0
1470777.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,Hispanic/Latino,45-49,Republican,Conservative,No,"Under $15,000",Better today,Other Christian,Once a week,Some college/associate degree,No,Yes,,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Poor,Not affected your state,Non-white male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470778.0,New Mexico,,State,1.0,,Complete,Phone survey,2.83522725105286,Kerry,Female,Other,45-49,Democrat,Moderate,No,"$75,000-$99,999",About the same,Catholic,A few times a year,Postgraduate study,Yes,No,,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,Other,English,Albuquerque area,Suburbs,Suburbs,,87004.0
1470779.0,New Mexico,,State,1.0,,Complete,Phone survey,2.75067758560181,Kerry,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Protestant,A few times a year,Postgraduate study,No,No,,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470780.0,New Mexico,,State,1.0,,Complete,Phone survey,2.97573137283325,Kerry,Male,White,40-44,Independent,Liberal,No,"$200,000 or more",About the same,None,Never,Postgraduate study,Yes,No,,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Somewhat badly,About the same,Good,Hurt your state,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Northwest,Rural,Small cities and Rural,,87410.0
1470781.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,White,40-44,Independent,Conservative,No,"$30,000-$49,999",Better today,Protestant,Once a week,Some college/associate degree,Yes,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,Omit,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87109.0
