ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNJ04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNJ,MCGREEVY,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1472068.0,New Jersey,59.0,National,2.0,Call 1,Complete,0.976001620292664,Bush,Female,White,30-39,Republican,Moderate,No,"$200,000 or more",About the same,Catholic,College graduate,No one does,Yes,No,Before that,,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Married women,White,English,South,Suburbs,Suburbs,3.0,8753.0
1472067.0,New Jersey,22.0,State,1.0,Call 1,Complete,1.00039565563202,Kerry,Male,White,65-74,Independent,Liberal,No,"$150,000-$199,999",About the same,Jewish,College graduate,No one does,Yes,No,Before that,For your candidate,Education,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Neither of them,Very badly,Somewhat worried,Not so good,Served out his full term in office,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Northern cities,Suburbs,Suburbs,8.0,7052.0
1497729.0,New Jersey,76.0,State,1.0,Call 2,Not complete,0.935620367527008,Kerry,Male,Black,40-44,,,,,,,,,,No,Before that,For your candidate,Moral values,Cares about people like me,Somewhat disapprove,,,,,,Somewhat worried,Not so good,,Non-white male,30-44,40-49,18-64,,,,,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,,,,,,,All others,Black,English,Northern cities,Suburbs,Suburbs,10.0,7036.0
1474945.0,New Jersey,43.0,National,3.0,Call 1,Complete,0.536431849002838,Bush,Male,White,45-49,Republican,Conservative,,"$50,000-$74,999",,Protestant,,,Yes,No,,For your candidate,,,,,,,,,,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,,,,,,,,,,,,,,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1502091.0,New Jersey,27.0,State,1.0,Call 2,Complete,0.654512941837311,Kerry,Female,Hispanic/Latino,18-24,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Catholic,College graduate,No one does,No,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Neither of them,Somewhat badly,Somewhat worried,Not so good,Served out his full term in office,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,English,Northern cities,Suburbs,Suburbs,13.0,7029.0
1497726.0,New Jersey,43.0,National,2.0,Call 2,Complete,0.441066920757294,Kerry,Female,White,60-64,Independent,Moderate,No,"$75,000-$99,999",About the same,Other Christian,College graduate,"Yes, I do",Yes,No,Before that,,Moral values,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,Married women,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1500057.0,New Jersey,51.0,State,1.0,Call 2,Complete,1.04573631286621,Bush,Female,White,40-44,Republican,Liberal,No,"$30,000-$49,999",Better today,Other Christian,Some college/associate degree,No one does,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,Served out his full term in office,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7438.0
1525719.0,New Jersey,74.0,State,1.0,Call 3,Complete,0.827742695808411,Kerry,Female,Black,30-39,,Liberal,No,,Better today,Other Christian,Some college/associate degree,"Yes, I do",No,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Omit,Omit,Somewhat badly,Very worried,Not so good,Served out his full term in office,Non-white female,30-44,30-39,18-64,,,,Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Omit,Omit,Omit,Omit,Someone in household is union member,Voter is union member,All others,Black,English,Northwest,Suburbs,Suburbs,7.0,7063.0
1474392.0,New Jersey,33.0,National,3.0,Call 1,Complete,0.782061576843262,Bush,Female,White,75 or over,Republican,Moderate,,"$30,000-$49,999",,Protestant,,,Yes,No,,For your candidate,,,,,,,,,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,,,,,,,,Married women,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1474939.0,New Jersey,49.0,State,1.0,Call 1,Complete,0.983672857284546,Kerry,Female,Black,40-44,Independent,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,Some college/associate degree,"Yes, I do and someone else does",No,No,During the last month,For your candidate,Omit,Omit,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Omit,Omit,Very badly,Not too worried,Good,Resigned,Non-white female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Omit,Omit,Omit,Omit,Someone in household is union member,Voter is union member,All others,Black,English,Central,Suburbs,Suburbs,6.0,7753.0
1497720.0,New Jersey,25.0,State,1.0,Call 2,Complete,1.06807720661163,Bush,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Worse today,Protestant,College graduate,No one does,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Very worried,Good,Served out his full term in office,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8066.0
1472056.0,New Jersey,43.0,National,1.0,Call 1,Complete,0.453252136707306,Kerry,Male,Black,40-44,Democrat,Moderate,No,"$150,000-$199,999",Omit,Protestant,Postgraduate study,No one does,Yes,No,Before that,,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,,,Very badly,,,,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Black,English,Central,Suburbs,Suburbs,12.0,8852.0
1474936.0,New Jersey,33.0,National,4.0,Call 1,Complete,0.612138330936432,Bush,Female,White,45-49,Independent,,,"$100,000-$149,999",,,Postgraduate study,No one does,Yes,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Very worried,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1472672.0,New Jersey,43.0,National,1.0,Call 1,Complete,0.37217578291893,Kerry,Male,Asian,30-39,Republican,Conservative,No,"$100,000-$149,999",Better today,Muslim,College graduate,No one does,No,No,Before that,,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Asian,English,Central,Suburbs,Suburbs,12.0,8852.0
1525711.0,New Jersey,49.0,State,1.0,Call 3,Complete,0.973937392234802,Kerry,Male,Black,25-29,Independent,Conservative,Yes,"$15,000-$29,999",About the same,Catholic,High school graduate,"Yes, I do",No,No,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Not at all worried,Good,Resigned,Non-white male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,English,Central,Suburbs,Suburbs,6.0,7753.0
1499815.0,New Jersey,50.0,State,1.0,Call 2,Complete,0.870750844478607,Kerry,Male,White,50-59,Independent,Liberal,No,"$50,000-$74,999",About the same,Catholic,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Served out his full term in office,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,4.0,7719.0
1472048.0,New Jersey,70.0,National,4.0,Call 1,Complete,1.34227991104126,Bush,Male,White,25-29,Republican,Moderate,,"$75,000-$99,999",,,Postgraduate study,"Yes, I do and someone else does",Yes,No,Before that,,,,,,,Only George W. Bush,Neither of them,,Very worried,,,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
1497709.0,New Jersey,42.0,State,1.0,Call 2,Complete,0.807716429233551,Kerry,Female,White,50-59,Democrat,Liberal,No,"$150,000-$199,999",About the same,Catholic,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Somewhat worried,Good,Served out his full term in office,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1474378.0,New Jersey,55.0,National,3.0,Call 1,Complete,1.04062700271606,Bush,Male,White,40-44,Independent,Moderate,,"$30,000-$49,999",,Catholic,,,No,No,,For your candidate,,,,,,,,,,,,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7054.0
1500040.0,New Jersey,33.0,National,4.0,Call 2,Complete,0.627883076667786,Kerry,Male,White,65-74,Democrat,Moderate,,"$30,000-$49,999",,,Did not complete high school,No one does,No,No,Just today,,,,,,,Both of them,Only John Kerry,,Somewhat worried,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,No degree,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
