ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESWA04,SENWA04,GOVWA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWA,COUNTACC,ENVIRON,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1464215.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Male,White,45-49,Democrat,Moderate,No,,Worse today,None,Never,College graduate,No one does,No,,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Protecting the environment,White male,45-59,40-49,18-64,Democrat,,,None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98103.0
1464216.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,Other,50-59,Democrat,Liberal,No,"$100,000-$149,999",Worse today,Catholic,Never,College graduate,No one does,No,,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Never,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Other,King County,"City over 500,000","City over 50,000",,98199.0
1464217.0,Washington,,State,1.0,,Complete,Phone survey,2.60667514801025,Kerry,Murray,Other,Female,White,45-49,Democrat,Moderate,No,"$200,000 or more",About the same,Protestant,A few times a year,College graduate,No one does,No,,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Both of them,Very badly,Not so good,Very confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98122.0
1464218.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",About the same,Protestant,A few times a year,College graduate,No one does,No,,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Good,Somewhat confident,Protecting the environment,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98122.0
1464219.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,50-59,Democrat,Liberal,Yes,"$100,000-$149,999",Worse today,Protestant,Never,Postgraduate study,No one does,No,,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98118.0
1464220.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,50-59,Independent,,No,"$30,000-$49,999",Worse today,Something else,Once a week,Postgraduate study,"Yes, I do",No,,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,"City over 500,000","City over 50,000",,98115.0
1464221.0,Washington,,State,1.0,,Complete,Phone survey,2.5226047039032,Kerry,Murray,Rossi,Female,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",Better today,Catholic,A few times a month,College graduate,No one does,No,,For your candidate,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Very confident,Keeping jobs in your state,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98103.0
1464222.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,Asian,25-29,Independent,Moderate,No,"$30,000-$49,999",About the same,Other Christian,A few times a year,College graduate,No one does,No,,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Somewhat confident,Keeping jobs in your state,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Asian,King County,"City over 500,000","City over 50,000",,98117.0
1464223.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,30-39,Republican,Liberal,No,"$200,000 or more",About the same,Other Christian,A few times a month,College graduate,"Yes, I do",No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,"City over 500,000","City over 50,000",,98115.0
1464224.0,Washington,,State,1.0,,Complete,Phone survey,2.40469479560852,Bush,Murray,Rossi,Male,White,60-64,Independent,Conservative,No,"Under $15,000",About the same,Protestant,A few times a month,College graduate,No one does,No,,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Very confident,Protecting the environment,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98115.0
1464225.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Something else,A few times a year,Postgraduate study,No one does,No,,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Protecting the environment,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98115.0
1464226.0,Washington,,State,1.0,,Complete,Phone survey,2.53681492805481,Bush,Nethercutt,Rossi,Male,White,45-49,Republican,Moderate,No,"$200,000 or more",Better today,Catholic,Once a week,Postgraduate study,No one does,No,,For your candidate,Health care,Has clear stands on the issues,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Protecting the environment,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98199.0
1464227.0,Washington,,State,1.0,,Complete,Phone survey,1.56964874267578,Kerry,Murray,Rossi,Female,White,75 or over,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Once a week,High school graduate,No one does,No,,For your candidate,Health care,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Omit,Only John Kerry,Very badly,Poor,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Omit,Omit,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98125.0
1464228.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Male,White,45-49,Independent,Liberal,No,"$75,000-$99,999",Worse today,None,Never,Postgraduate study,No one does,No,,Against his opponent,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98133.0
1464229.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,30-39,Democrat,Moderate,No,,Better today,Protestant,Never,College graduate,No one does,No,,For your candidate,Iraq,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Very confident,Protecting the environment,White female,30-44,30-39,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",,98122.0
1464230.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Male,Black,25-29,Independent,Liberal,Yes,,Worse today,None,Never,College graduate,No one does,No,,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Keeping jobs in your state,Non-white male,18-29,25-29,18-64,Independent,,,None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,King County,"City over 500,000","City over 50,000",,98133.0
1464231.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Male,White,45-49,Something Else,Moderate,No,"$100,000-$149,999",Worse today,Catholic,Once a week,Some college/associate degree,"Yes, I do",No,,For your candidate,Education,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Somewhat confident,Protecting the environment,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,"City over 500,000","City over 50,000",,98199.0
