ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNH04,SENNH04,GOVNH04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNH,MATONH,GOVTDO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1523868.0,New Hampshire,13.0,State,1.0,Call 3,Complete,0.447258055210114,Kerry,Haddock,Lynch,Female,White,18-24,Independent,Moderate,No,"$15,000-$29,999",Better today,Other Christian,A few times a month,College graduate,No,During the last month,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1484921.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.447258055210114,Kerry,Haddock,Lynch,Female,Other,25-29,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Other Christian,Never,Some college/associate degree,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I was born in NH,Government is doing too many things...,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Other,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1484805.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.447258055210114,Kerry,Haddock,Lynch,Female,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,College graduate,No,In the last three days,For your candidate,Omit,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I was born in NH,Government should do more to solve problems,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1508945.0,New Hampshire,13.0,State,1.0,Call 2,Complete,0.447258055210114,Kerry,Haddock,Lynch,Female,White,18-24,Independent,Moderate,Yes,"$30,000-$49,999",Worse today,Catholic,Once a week,High school graduate,No,During the last month,For your candidate,Moral values,Omit,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Good,I was born in NH,Government should do more to solve problems,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1484489.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.447258055210114,Kerry,Haddock,Lynch,Female,White,25-29,Independent,Moderate,Yes,"$100,000-$149,999",Worse today,Protestant,Never,Postgraduate study,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I was born in NH,Government should do more to solve problems,White female,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1485786.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.447258055210114,Kerry,Haddock,Lynch,Female,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,High school graduate,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,I was born in NH,Government is doing too many things...,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1490139.0,New Hampshire,2.0,State,1.0,Call 1,Not complete,0.459114521741867,Kerry,,,Female,White,50-59,,,,,,,,,,Before that,For your candidate,Omit,Omit,Omit,,,,,,Omit,,,White female,45-59,50-64,18-64,,,,,,All others,,,,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,South,Suburbs,Suburbs,2.0,3031.0
1511093.0,New Hampshire,54.0,State,1.0,Call 2,Complete,0.460004150867462,Kerry,Did not vote,Lynch,Female,White,50-59,Democrat,Liberal,No,"$200,000 or more",About the same,None,Never,College graduate,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Not so good,I was born in NH,Government is doing too many things...,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1482056.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.460404098033905,Kerry,Haddock,Benson,Male,White,45-49,Independent,Moderate,No,"$100,000-$149,999",Better today,Protestant,Never,College graduate,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I was born in NH,Government should do more to solve problems,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1526431.0,New Hampshire,33.0,State,1.0,Call 3,Complete,0.464998960494995,Bush,Gregg,Lynch,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,A few times a year,,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I was born in NH,Government should do more to solve problems,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Rural North,Rural,Small cities and Rural,1.0,3237.0
1524915.0,New Hampshire,13.0,State,1.0,Call 3,Complete,0.477581202983856,Kerry,Gregg,Lynch,Female,White,50-59,Democrat,Moderate,No,"$150,000-$199,999",Better today,Protestant,A few times a year,College graduate,Yes,Before that,For your candidate,Iraq,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Both of them,Very badly,Good,I was born in NH,Government should do more to solve problems,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1510272.0,New Hampshire,13.0,State,1.0,Call 2,Complete,0.477581202983856,Kerry,Gregg,Lynch,Female,White,30-39,Democrat,Moderate,No,"$150,000-$199,999",Worse today,Catholic,A few times a year,Postgraduate study,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat well,Excellent,I was born in NH,Government should do more to solve problems,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1509923.0,New Hampshire,13.0,State,1.0,Call 2,Complete,0.477581202983856,Kerry,Gregg,Lynch,Female,White,45-49,Democrat,Moderate,No,"$30,000-$49,999",About the same,Protestant,Once a week,Postgraduate study,No,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Good,I moved to NH from MA,Government should do more to solve problems,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1483922.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.477581202983856,Kerry,Gregg,Lynch,Female,White,50-59,Independent,Moderate,No,"$75,000-$99,999",About the same,None,Never,Postgraduate study,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1510968.0,New Hampshire,13.0,State,1.0,Call 2,Complete,0.477581202983856,Kerry,Gregg,Lynch,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",Worse today,Other Christian,A few times a year,High school graduate,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I was born in NH,Government should do more to solve problems,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1482648.0,New Hampshire,13.0,State,1.0,Call 1,Complete,0.477581202983856,Kerry,Gregg,Lynch,Female,White,40-44,Independent,Conservative,No,"$100,000-$149,999",Worse today,Protestant,Once a week,Postgraduate study,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I was born in NH,Government should do more to solve problems,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1511014.0,New Hampshire,94.0,State,1.0,Call 2,Not complete,0.481196582317352,Kerry,Did not vote,Did not vote,Male,White,30-39,,,,,,,,,,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,,,,,,Good,,,White male,30-44,30-39,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3773.0
1510739.0,New Hampshire,94.0,State,1.0,Call 2,Not complete,0.481196582317352,Kerry,,,Male,White,50-59,,,,,,,,,,Omit,Omit,Taxes,Omit,Omit,,,,,,Poor,,,White male,45-59,50-64,18-64,,,,,,All others,,,,Omit,Omit,Omit,,,,,,,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3773.0
