ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY16,SENNY16,HOUNY16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,OVER45,OVER65,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
139310.0, New York,,,Complete,Telephone survey,0.0,Donald Trump,,The Republican candidate,Male,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Protestant,,,,,,Takes away U.S. jobs,,,,,,White men,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,24.0,East,Version 3,4.0,13027.0
139311.0, New York,,,Complete,Telephone survey,0.0,Gary Johnson,,The Republican candidate,Female,White,50-59,Independent,Conservative,,Postgraduate study,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,Worse than life today,,,Change to more conservative policies,,No,No,Catholic,,,,,,Takes away U.S. jobs,,,,,,White women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Neither,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,3.0,East,Version 3,2.0,11787.0
139312.0, New York,,,Complete,Telephone survey,0.0,Did not vote,,The Republican candidate,Female,White,50-59,Something else,Conservative,,College graduate,No,,,Donald Trump,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Did not go far enough,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,Omit,Omit,Catholic,,,,,,Takes away U.S. jobs,,,,,,White women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Omit,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",26.0,East,Version 3,4.0,14220.0
139313.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,Hispanic/Latino,50-59,Democrat,Conservative,,High school or less,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Worse than life today,,,Change to more liberal policies,,Yes,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,Latino women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,,,,,,,,,,,,National questionnaire,Spanish,Suburbs,Suburbs,4.0,East,Version 3,2.0,11550.0
139314.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,Asian,50-59,Democrat,Liberal,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Was about right,,,Offered a chance to apply for legal status,,,,,Worse than life today,,,Continue Barack Obama's policies,,Yes,No,Muslim,,,,,,Has no effect on U.S. jobs,,,,,,All other races,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Other religion,Something else,,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",14.0,East,Version 3,1.0,11105.0
139315.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Male,Hispanic/Latino,50-59,Democrat,Conservative,,High school or less,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more conservative policies,,Yes,No,Other christian,,,,,,Has no effect on U.S. jobs,,,,,,Latino men,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Black,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",5.0,East,Version 3,1.0,11434.0
139316.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,White,65 or over,Democrat,Conservative,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Omit,,,Went too far,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Other,,,,,,Has no effect on U.S. jobs,,,,,,White women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Other religion,Something else,Something else,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,East,Version 3,1.0,10025.0
139317.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Republican candidate,Male,Hispanic/Latino,50-59,Democrat,Conservative,,,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Went too far,,,Deported to the country they came from,,,,,About the same,,,Change to more liberal policies,,Yes,Yes,Catholic,,,,,,Omit,,,,,,Latino men,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Both,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",12.0,East,Version 3,1.0,11211.0
139318.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,,45-49,Independent,Liberal,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,Yes,No,None,,,,,,Has no effect on U.S. jobs,,,,,,,,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,,,,College graduate,More than High school graduate,,,,,,,Independent/Something else,,,Independent women,,,,,,,,,,,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,None,None,,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,2.0,East,Version 3,2.0,27519.0
139319.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Male,Hispanic/Latino,25-29,Democrat,Moderate,,College graduate,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,No,No,Protestant,,,,,,Creates more U.S. jobs,,,,,,Latino men,,18-29,18-29,18-44,18-44,18-64,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",14.0,East,Version 3,1.0,10462.0
139320.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,Black,30-39,Independent,Moderate,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Was about right,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Continue Barack Obama's policies,,Yes,No,Other christian,,,,,,Has no effect on U.S. jobs,,,,,,Black women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,East,Version 3,2.0,32811.0
139321.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,White,50-59,Independent,Moderate,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Omit,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Omit,,,Omit,,Yes,No,Catholic,,,,,,Omit,,,,,,White women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,18.0,East,Version 3,3.0,10924.0
139322.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Male,White,50-59,Democrat,Moderate,,High school or less,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Deported to the country they came from,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Jewish,,,,,,Takes away U.S. jobs,,,,,,White men,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Other religion,Jewish,Jewish,Not a mormon,,,,,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,19.0,East,Version 3,5.0,12742.0
139323.0, New York,,,Complete,Telephone survey,0.0,Donald Trump,,The Republican candidate,Female,White,50-59,Independent,Moderate,,College graduate,No,,,Donald Trump,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,No,Yes,Catholic,,,,,,Takes away U.S. jobs,,,,,,White women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,27.0,East,Version 3,4.0,14132.0
139324.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,White,30-39,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Worse than life today,,,Continue Barack Obama's policies,,Yes,No,None,,,,,,Creates more U.S. jobs,,,,,,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,None,None,None,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",4.0,East,Version 3,1.0,32277.0
139325.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,Hispanic/Latino,65 or over,Democrat,Conservative,,High school or less,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more liberal policies,,Yes,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,Latino women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,,,,,,,,,,,,National questionnaire,Spanish,"Cities over 500,000","Cities over 50,000",13.0,East,Version 3,1.0,10026.0
139326.0, New York,,,Complete,Telephone survey,0.0,Donald Trump,,The Republican candidate,Female,Other,30-39,Democrat,Moderate,,Postgraduate study,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more liberal policies,,No,Yes,Protestant,,,,,,Takes away U.S. jobs,,,,,,All other races,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,East,Version 3,1.0,11358.0
139327.0, New York,,,Complete,Telephone survey,0.0,Donald Trump,,The Republican candidate,Male,White,30-39,Republican,Conservative,,High school or less,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Went too far,,,Deported to the country they came from,,,,,Better than life today,,,Change to more conservative policies,,No,Yes,Other christian,,,,,,Takes away U.S. jobs,,,,,,White men,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,22.0,East,Version 3,5.0,13355.0
139328.0, New York,,,Complete,Telephone survey,0.0,Hillary Clinton,,The Democratic candidate,Female,Hispanic/Latino,18-24,Independent,Moderate,,High school or less,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,None,,,,,,Has no effect on U.S. jobs,,,,,,Latino women,,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Black,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,None,None,,Not a mormon,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,2.0,East,Version 3,2.0,11758.0
139329.0, New York,,,Complete,Telephone survey,0.0,Donald Trump,,The Republican candidate,Female,White,50-59,Republican,Conservative,,High school or less,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Went too far,,,Deported to the country they came from,,,,,Better than life today,,,Change to more conservative policies,,No,Yes,None,,,,,,Takes away U.S. jobs,,,,,,White women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,None,None,None,Not a mormon,,,,,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",26.0,East,Version 3,4.0,14200.0
