ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVJOHNSON,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
222624.0, New Mexico,51.0,Call 3,Complete,Election day exit poll,0.394358813762665,Hillary Clinton,Female,Hispanic/Latino,25-29,Democrat,Moderate,"$50,000-$99,999",College graduate,Yes,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Can bring needed change,Yes,No,,,,Before that,,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88030.0
102152.0, New Mexico,,,Complete,Telephone survey,1.26643049716949,Hillary Clinton,Female,White,65 or over,Republican,,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Omit,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,Omit,About the same,,Somewhat approve,Omit,Yes,No,,,,In October,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,Omit,,,,Approve,,,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87112.0
187557.0, New Mexico,49.0,Call 1,Complete,Election day exit poll,0.450959622859955,Hillary Clinton,Female,White,50-59,Independent,Liberal,,Postgraduate study,No,No,Hillary Clinton,Some,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,2.0,English,87544.0
222610.0, New Mexico,35.0,Call 3,Complete,Election day exit poll,0.437765091657639,Hillary Clinton,Male,Hispanic/Latino,50-59,Something else,Conservative,"Under $30,000",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Latino men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 1,4.0,English,88007.0
186165.0, New Mexico,1.0,Call 1,Complete,Election day exit poll,0.818526387214661,Hillary Clinton,Female,Hispanic/Latino,25-29,Democrat,Moderate,"$30,000-$49,999",High school or less,Yes,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Terrorism,Better than life today,,Somewhat approve,Has good judgment,Yes,No,,,,Before that,,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87102.0
206400.0, New Mexico,51.0,Call 2,Complete,Election day exit poll,0.38360720872879,Hillary Clinton,Female,Hispanic/Latino,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Support,Immigration,About the same,,Somewhat approve,Cares about people like me,Yes,No,,,,Before that,,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88030.0
206399.0, New Mexico,57.0,Call 2,Complete,Election day exit poll,0.553405582904816,Hillary Clinton,Female,Hispanic/Latino,25-29,Something else,Liberal,"$30,000-$49,999",College graduate,Yes,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Immigration,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88130.0
186148.0, New Mexico,21.0,Call 1,Complete,Election day exit poll,1.27801632881165,Hillary Clinton,Female,Hispanic/Latino,65 or over,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,Yes,Yes,,,,Favorable,Unfavorable,,,,,,,,,,Terrorism,,,Strongly approve,Omit,,,,,,Before that,,Latino women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Before that,Before that,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87105.0
222586.0, New Mexico,49.0,Call 3,Complete,Election day exit poll,0.520656526088715,Hillary Clinton,Male,White,50-59,Independent,Moderate,,Postgraduate study,No,Yes,Hillary Clinton,Some,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,No group is favored,Yes,No,,A lot,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,2.0,English,87544.0
186144.0, New Mexico,2.0,Call 1,Complete,Election day exit poll,0.892582893371582,Hillary Clinton,Female,Hispanic/Latino,60-64,Democrat,Conservative,"$50,000-$99,999",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Terrorism,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Latino women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87120.0
186143.0, New Mexico,35.0,Call 1,Complete,Election day exit poll,0.595576405525208,Hillary Clinton,Male,Hispanic/Latino,30-39,Something else,Moderate,"$30,000-$49,999",College graduate,Yes,,,,,Favorable,Omit,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Can bring needed change,Yes,No,,,,In October,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 1,4.0,English,88007.0
186138.0, New Mexico,17.0,Call 1,Complete,Election day exit poll,1.51980328559875,Hillary Clinton,Female,Hispanic/Latino,65 or over,Democrat,Moderate,"Under $30,000",High school or less,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,In October,,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87112.0
206378.0, New Mexico,35.0,Call 2,Complete,Election day exit poll,0.51585054397583,Hillary Clinton,Female,Hispanic/Latino,40-44,Democrat,Liberal,,Postgraduate study,Yes,No,Hillary Clinton,Not at all,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,No group is favored,Yes,No,,Some,Latino women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 2,4.0,English,88007.0
222573.0, New Mexico,21.0,Call 3,Complete,Election day exit poll,1.16997563838959,Hillary Clinton,Male,Hispanic/Latino,50-59,Democrat,Liberal,,High school or less,Yes,,Hillary Clinton,,,,,,,,,,,,Deported to the country they came from,,,Better than life today,,,,Yes,No,,,,,,Latino men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 3,3.0,English,87105.0
222798.0, New Mexico,51.0,Call 3,Complete,Election day exit poll,0.558564841747284,Hillary Clinton,Male,Hispanic/Latino,65 or over,Democrat,Moderate,,Some college/assoc. degree,Yes,Yes,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,Yes,No,Hurt the country,Deported to the country they came from,,,,Poor,,,,,Whites are favored over minorities,Yes,No,,Not at all,Latino men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Other,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88030.0
224187.0, New Mexico,79.0,Call 3,Complete,Election day exit poll,0.482944846153259,Hillary Clinton,Female,Hispanic/Latino,40-44,,Liberal,,Postgraduate study,Yes,Yes,Hillary Clinton,Some,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,,,,,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,,,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,2.0,English,87507.0
222917.0, New Mexico,49.0,Call 3,Complete,Election day exit poll,0.393024444580078,Hillary Clinton,Male,Black,18-24,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Favorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Terrorism,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Black men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,2.0,English,87544.0
226605.0, New Mexico,57.0,Call 3,Not complete,Election day exit poll,0.538317799568176,Hillary Clinton,Female,Hispanic/Latino,45-49,,,,,Yes,,,,,,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,,About the same,,,,,,,,,Before that,,Latino women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,,,,,,,,,,,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88130.0
186114.0, New Mexico,1.0,Call 1,Complete,Election day exit poll,1.15935039520264,Hillary Clinton,Male,Hispanic/Latino,60-64,Democrat,Liberal,,College graduate,Yes,Yes,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87102.0
186104.0, New Mexico,62.0,Call 1,Complete,Election day exit poll,1.11469459533691,Hillary Clinton,Female,Hispanic/Latino,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Foreign policy,About the same,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,3.0,English,87043.0
