ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA16,SENPA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOTV16,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRADE16,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
139137.0,Pennsylvania,,,Complete,Telephone survey,0.0,Jill Stein,,Male,White,30-39,Independent,Liberal,"Under $30,000",College graduate,,,,,I strongly favor my candidate,,,,Angry,No,No,,The economy,,Good,,Can bring needed change,,,,Yes,No,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,,White suburban men,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,,Only Hillary Clinton,,,,,National questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Northeast
139138.0,Pennsylvania,,,Complete,Telephone survey,0.0,Other,,Male,,25-29,Something else,,,High school or less,,,,,I dislike the other candidates,,,,Angry,No,No,,The economy,,Poor,,Omit,,,,No,No,,,,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,,,,No college degree,High school graduate or less,,,,,,,Independent/Something else,,,Independent men,Independent Men,,,,,,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,,,,,Neither,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",2.0,East,Version 2,Philadelphia
139136.0,Pennsylvania,,,Complete,Telephone survey,0.0,Other,,Male,White,65 or over,Republican,Conservative,"Under $30,000",High school or less,,,,,I dislike the other candidates,,,,Angry,No,No,,Omit,,Not so good,,Omit,,,,No,No,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,,White suburban men,Yes,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,,Neither,,,,,National questionnaire,Suburbs,Suburbs,11.0,East,Version 2,Central
184417.0,Pennsylvania,108.0,Call 1,Complete,Election day exit poll,1.59313952922821,Hillary Clinton,,Female,Black,25-29,Democrat,Moderate,"$200.000-$249,999",Postgraduate study,No,,Hillary Clinton,,,Favorable,Unfavorable,"Yes, for both candidates",,,,,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Democratic Women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,13.0,East,Version 1,Philly Suburbs
201065.0,Pennsylvania,60.0,Call 2,Complete,Election day exit poll,0.685925245285034,Hillary Clinton,,Male,Black,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,Hillary Clinton,,,Favorable,Unfavorable,"No, not contacted by either",,,,,The economy,Better than life today,,Strongly approve,Has the right experience,No,No,,,,Before that,,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Democratic Men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Neither,,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Philly Suburbs
200814.0,Pennsylvania,135.0,Call 2,Complete,Election day exit poll,1.08063769340515,Hillary Clinton,,Male,White,65 or over,Democrat,Moderate,,High school or less,,Yes,,Not at all,I strongly favor my candidate,,,,Enthusiastic,Yes,No,Offered a chance to apply for legal status,,,Excellent,,,,,Omit,Yes,No,,A lot,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,Not much or not at all,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Only Hillary Clinton,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 2,Philadelphia
199206.0,Pennsylvania,89.0,Call 2,Complete,Election day exit poll,0.777682065963745,Hillary Clinton,,Female,Hispanic/Latino,50-59,Democrat,Conservative,,Some college/assoc. degree,Yes,,Would not have voted,,,Favorable,Unfavorable,"No, not contacted by either",,,,,Omit,Omit,,Omit,Has good judgment,Yes,No,,,,In October,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democratic Women,Non-White Democrats,Other,Hispanic/Latino,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Omit,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,In the last month,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,East,Version 1,Northeast
200411.0,Pennsylvania,89.0,Call 2,Complete,Election day exit poll,0.835750758647919,Hillary Clinton,,Male,White,50-59,Democrat,Moderate,,Postgraduate study,No,Yes,,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,Not much or not at all,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Only Hillary Clinton,,,Has no effect on U.S. jobs,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,East,Version 2,Northeast
179403.0,Pennsylvania,65.0,Call 1,Complete,Election day exit poll,0.623315751552582,Hillary Clinton,,Male,White,50-59,Democrat,Liberal,,College graduate,No,Yes,,Some,I strongly favor my candidate,,,,"Dissatisfied, but not angry",Omit,Omit,Offered a chance to apply for legal status,,,Omit,,,,,Whites are favored over minorities,Omit,Omit,,A lot,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Omit,Omit,,Liberal Democrats,Liberal Democrats,,,Omit,,,Omit,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,East,Version 2,West
218408.0,Pennsylvania,135.0,Call 3,Complete,Election day exit poll,0.688363909721375,Donald Trump,,Male,Hispanic/Latino,30-39,Independent,Moderate,,High school or less,Yes,No,,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,Not much,Latino men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent Men,All others,Other,White,Non-white,Hispanic/Latino,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 2,Philadelphia
184529.0,Pennsylvania,108.0,Call 1,Complete,Election day exit poll,1.89383542537689,Donald Trump,,Male,White,18-24,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Donald Trump",,,,,The economy,Better than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,Only Donald Trump,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,13.0,East,Version 1,Philly Suburbs
218188.0,Pennsylvania,134.0,Call 3,Complete,Election day exit poll,0.956993699073792,Donald Trump,,Male,White,30-39,Republican,Conservative,"$50,000-$99,999",College graduate,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Hillary Clinton",,,,,The economy,About the same,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 1,Philadelphia
183521.0,Pennsylvania,71.0,Call 1,Complete,Election day exit poll,0.949944138526917,Donald Trump,,Female,White,60-64,Republican,Conservative,,College graduate,No,,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Not at all,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Central
183098.0,Pennsylvania,115.0,Call 1,Complete,Election day exit poll,0.882770478725433,Donald Trump,,Female,White,65 or over,Republican,Conservative,,High school or less,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Omit,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,Only Donald Trump,,,Takes away U.S. jobs,Omit,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Philly Suburbs
182522.0,Pennsylvania,35.0,Call 1,Complete,Election day exit poll,1.0872677564621,Donald Trump,,Female,White,45-49,Independent,Conservative,,College graduate,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,A lot,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,Only Donald Trump,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
182148.0,Pennsylvania,2.0,Call 1,Complete,Election day exit poll,1.39595329761505,Donald Trump,,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,,Donald Trump,,,Unfavorable,Unfavorable,"Yes, for Hillary Clinton",,,,,The economy,Worse than life today,,Somewhat approve,Can bring needed change,No,No,,,,In September,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Neither,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Independent/Something else,Conservative Republicans,Neither,,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,East,Version 1,West
197984.0,Pennsylvania,102.0,Call 2,Complete,Election day exit poll,1.0727618932724,Donald Trump,,Female,White,30-39,Republican,,,Some college/assoc. degree,No,No,,Omit,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,Omit,,,Not so good,,,,,No group is favored,No,Yes,,Some,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,Omit,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,,,,,Only Donald Trump,,,Creates more U.S. jobs,A lot or some,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Central
179823.0,Pennsylvania,32.0,Call 1,Complete,Election day exit poll,0.977463006973267,Gary Johnson,,Male,White,45-49,Democrat,,,Some college/assoc. degree,No,Yes,,Some,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,Yes,No,,A lot,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,,,,,Only Hillary Clinton,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
214897.0,Pennsylvania,65.0,Call 3,Complete,Election day exit poll,0.740398049354553,Did not vote,Did not vote,Male,White,30-39,Independent,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,The economy,About the same,,Somewhat disapprove,Can bring needed change,No,No,,,,Omit,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Neither,,,Omit,Omit,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,East,Version 1,West
222818.0,Pennsylvania,60.0,Call 3,Complete,Election day exit poll,0.685925245285034,Hillary Clinton,Did not vote,Male,Black,30-39,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,Hillary Clinton,,,Favorable,Unfavorable,"No, not contacted by either",,,,,The economy,Better than life today,,Strongly approve,Can bring needed change,Yes,No,,,,Before that,,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Democratic Men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Philly Suburbs
