ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BILLHELP,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,NJDPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1124428.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,3.0,2.0,Call 3,13.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,1.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,53.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,1.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,9.0,9.0,Omit,No one does,No,No,No,1.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,1.65803492069244
1103430.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,3.0,2.0,Call 1,12.0,9.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,63.0,3.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Jewish,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.957938432693481
1103429.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,3.0,2.0,Call 1,12.0,1.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,63.0,4.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.957938432693481
1103427.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Omit,Omit,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,Call 1,12.0,9.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,3.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,63.0,4.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.957938432693481
1103425.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,4.0,2.0,Call 1,12.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,63.0,4.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.96812230348587
1112756.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,2.0,Call 2,7.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,122.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Upscale,7083.0,2.01251125335693
1124417.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,2.0,Call 3,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,Not so good,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,111.0,3.0,White,State questionnaire,White,1.0,1.0,East,Jewish,Jewish,3.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Jewish,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7480.0,0.731369256973267
1126307.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,3.0,2.0,Call 3,8.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,2.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,107.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,9.0,9.0,Omit,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.682006001472473
1103414.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,1.0,Call 1,7.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,No,Not so good,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,78.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,12.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.990505874156952
1103410.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,4.0,2.0,Call 1,7.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,78.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,None,1.0,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.883454024791718
1122072.0,60+,60+,50-64,60-64,Non black 60+,Latino 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 3,7.0,1.0,1.0,2.0,1.0,High school graduate,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,Yes,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,78.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,East,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,12.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.9800865650177
1103406.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,1.0,4.0,2.0,Call 1,7.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,78.0,1.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.874160826206207
1103405.0,18-29,18-29,18-24,18-24,Non black 18-29,All other,Never,Never,All others,Complete,3.0,4.0,2.0,Call 1,7.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Poor,Not so good/Poor,1.0,18-64,Independent/Something else,Non black non Democrat,All other,Something else,Liberal,1.0,78.0,3.0,Asian,State questionnaire,Asian,3.0,2.0,East,None,None,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.01532661914825
1103402.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,3.0,2.0,Call 1,7.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,78.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.9800865650177
1103400.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,1.0,4.0,2.0,Call 1,7.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,78.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.874160826206207
1103397.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,Never,Never,Protestant/Do not attend weekly,Complete,3.0,4.0,2.0,Call 1,7.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Good,Excellent/Good,1.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,5.0,78.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,9.0,9.0,9.0,Male,Black male,Black men,Non white male,Non-married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,7.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.962904691696167
1112727.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 2,7.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",3.0,No,Yes,Good,Excellent/Good,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,122.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Upscale,7083.0,2.01251125335693
1124390.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,1.0,4.0,2.0,Call 3,5.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,2.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Liberal,1.0,6.0,9.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,9.0,Version 1,None,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0,0.791277289390564
1115045.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,3.0,2.0,Call 2,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,4.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,3.0,2.0,White,State questionnaire,White,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0,1.07960546016693
1112709.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,Call 2,12.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,63.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.957938432693481
1104314.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,Call 1,5.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,111.0,4.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7480.0,0.645462453365326
1103852.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,4.0,2.0,Call 1,12.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,75.0,1.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8857.0,0.806433200836182
1112699.0,18-29,18-29,25-29,25-29,Non black 18-29,Latino 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,4.0,2.0,Call 2,7.0,1.0,1.0,2.0,1.0,High school graduate,9.0,9.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,122.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,1.0,1.0,2.0,2.0,9.0,17-64,High Density Urban,Urban,Urban Core,Upscale,7083.0,2.31291747093201
1122029.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 3,7.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,78.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.874160826206207
1103847.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,1.0,1.0,1.0,Call 1,7.0,1.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,5.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,115.0,4.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,None,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.620702624320984
1124356.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,4.0,2.0,Call 3,7.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,5.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,115.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Catholic,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.620702624320984
1115277.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,4.0,2.0,Call 2,11.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,5.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,88.0,9.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7936.0,0.578660368919373
1103836.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,4.0,2.0,Call 1,5.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,5.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,116.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0,0.667427182197571
