ID,WEIGHT,PRSTX24,SENTX24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BORNINTX22,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVALLRED,FAVCRUZ,FAVHARRIS,FAVPRES24,FAVSENTX24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLEABORTIONTX24,HANDLEBORDERTX24,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WHTEVANG
29.0,1.56829088158,Kamala Harris,Colin Allred,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,No,,35.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban women,4.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
30.0,0.45699011595,Kamala Harris,Colin Allred,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,No,,4.0,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban men,2.0,Colin Allred,Colin Allred,,,No,Excellent,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
31.0,1.09204810414,Kamala Harris,Colin Allred,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,No,,15.0,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban women,6.0,Colin Allred,Colin Allred,,,Yes,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
32.0,0.29586756616,Kamala Harris,Colin Allred,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,No,,2.0,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban men,1.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
33.0,0.91731402096,Donald Trump,Ted Cruz,Omit,Omit,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,No,,21.0,The Republican Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban men,5.0,Omit,Ted Cruz,,,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
34.0,1.97605865948,Donald Trump,Colin Allred,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,,21.0,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Not at all confident,Not very confident or Not at all confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban women,6.0,Colin Allred,Colin Allred,,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
35.0,0.82484620048,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,,17.0,The Republican Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,Omit,Omit,,,Omit,,,,Suburban men,4.0,Ted Cruz,Ted Cruz,,,No,Good,Excellent or good,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,In October,In the last month,Before that,,,Version 2,,Donald Trump,Early in-person,All others
37.0,2.09503377018,Kamala Harris,Colin Allred,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,No,,21.0,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Rural men,5.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
38.0,0.59246544968,Kamala Harris,Colin Allred,Illegal,Illegal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,Yes,,35.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Not at all confident,Not very confident or Not at all confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban women,4.0,Colin Allred,Colin Allred,,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
39.0,1.045899126,Donald Trump,Ted Cruz,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,,2.0,The Republican Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban men,1.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
40.0,0.63513641398,Kamala Harris,Colin Allred,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,No,,37.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Not very confident,Not very confident or Not at all confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban women,4.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
41.0,0.33438264155,Kamala Harris,Colin Allred,Legal,Legal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,Latino 45-59,Latino 45-64,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,No,,21.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban men,5.0,Colin Allred,Colin Allred,,,Yes,Good,Excellent or good,No,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
42.0,1.76945788209,Kamala Harris,Colin Allred,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,No,,18.0,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Urban women,3.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,In October,In the last month,Before that,,,Version 2,,Joe Biden,Early in-person,All others
43.0,0.17582849474,Kamala Harris,Colin Allred,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,No,,1.0,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban men,1.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
44.0,0.31126725571,Kamala Harris,Colin Allred,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,No,,38.0,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,3.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,All others
45.0,0.28526254687,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,,9.0,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban women,3.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,All others
46.0,0.92407846129,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,,26.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban women,2.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,White Born-again/Evangelical Christians
