ID,WEIGHT,PRSAZ24,SENAZ24,AZ24ABORTION,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHALLENGEELECTION,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TRACKANGR,TRACKANGR2,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
9154.0,1.001807246,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,Latino 60+,Latino 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Worse today,Against their opponent,Urban women,2.0,Offered a chance to apply for legal status,The economy,Yes,Not so good,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,Other,Black,State questionnaire,Hispanic/Latino,Black,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85716.0
9155.0,2.278052125,Kamala Harris,,Yes,Legal,Legal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,Latino 45-59,Latino 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,6.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Urban men,2.0,Offered a chance to apply for legal status,The state of democracy,Yes,Excellent,Excellent or good,No,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85742.0
9156.0,0.345632934,Kamala Harris,Ruben Gallego,No,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,6.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Urban men,2.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85755.0
9157.0,0.468236333,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,8.0,Accept the results,The Democratic Party,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85382.0
9158.0,0.16916052,Kamala Harris,,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,8.0,Accept the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Suburban men,1.0,Offered a chance to apply for legal status,The economy,No,Not so good,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85301.0
9159.0,1.608764254,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,4.0,Accept the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Urban men,1.0,Offered a chance to apply for legal status,The economy,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85213.0
9160.0,1.516863489,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,1.0,Accept the results,The Democratic Party,Omit,Omit,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85253.0
9161.0,3.78145396,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,7.0,Accept the results,The Democratic Party,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Suburban women,1.0,Offered a chance to apply for legal status,Abortion,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85323.0
9162.0,0.457331092,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,2.0,Accept the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Neither,Unfavorable,About the same,Against their opponent,Rural men,3.0,Offered a chance to apply for legal status,The state of democracy,No,Not so good,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Liberal,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,86047.0
9163.0,5.114584975,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,6.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Worse today,Against their opponent,Urban women,2.0,Offered a chance to apply for legal status,Abortion,Yes,Not so good,Not so good or poor,Yes,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,Liberal Democrats,Liberal Democrats,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Did not vote,By mail,85741.0
9164.0,0.483273449,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,7.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban women,3.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate/Liberal Republicans,Conservative Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85364.0
9165.0,0.881934796,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,All others,All others,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,5.0,Omit,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,All others,Liberal,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,West,Female,All other races,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85234.0
9166.0,0.974342738,Kamala Harris,Ruben Gallego,Yes,Omit,Omit,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,All others,All others,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,5.0,Accept the results,The Democratic Party,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Omit,Omit,Unfavorable,About the same,For your candidate,Suburban men,1.0,Offered a chance to apply for legal status,The economy,No,Not so good,Not so good or poor,No,18-64,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,West,Male,All other races,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85286.0
9167.0,0.846590126,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,9.0,Omit,Omit,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Not so good,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Liberal,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,West,Female,All other races,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Other,By mail,85379.0
