State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Gore good as Pres?,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
43.0,88.0,45.0,Third call,40-44,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.466
43.0,88.0,46.0,Third call,45-49,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,75 to 100K,Conservative,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.466
43.0,95.0,1.0,First call,65 and over,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.517
43.0,95.0,2.0,First call,40-44,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Shelby County,30 to 44,40 to 49,Republican,40 to 49,1.846
43.0,95.0,3.0,First call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Republican,30 to 39,1.846
43.0,95.0,4.0,First call,40-44,White,Male,Sundquist,Approve,Disapprove,No,Neither,Yes,No,No,No,Worse,Perot,Independent,15 to 30K,Moderate,18 to 64,State,Shelby County,30 to 44,40 to 49,Independent/Other,40 to 49,2.148
43.0,95.0,5.0,First call,25-29,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Shelby County,18 to 29,25 to 29,Republican,25 to 29,1.5899999999999999
43.0,95.0,6.0,First call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Republican,30 to 39,2.148
43.0,95.0,7.0,First call,65 and over,White,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,1.298
43.0,95.0,8.0,Second call,65 and over,White,Male,Hooker,Disapprove,Disapprove,No,Neither,No,,Yes,,Same,Dole,Independent,15 to 30K,Conservative,65 and over,State,Shelby County,60 and over,60 and over,Independent/Other,65 and over,1.5110000000000001
43.0,95.0,9.0,Second call,65 and over,White,Female,Sundquist,Disapprove,,Yes,,No,,,,Same,,Independent,,,65 and over,State,Shelby County,60 and over,60 and over,Independent/Other,65 and over,1.299
43.0,95.0,10.0,Second call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Neither,,No,Yes,Yes,Same,Dole,Republican,Under 15K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Republican,65 and over,1.299
43.0,95.0,11.0,Second call,50-59,White,Male,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,Yes,Same,Clinton,Something else,30 to 50K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Independent/Other,50 to 64,2.146
43.0,95.0,12.0,Second call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,Yes,Neither,,No,No,Yes,Same,Clinton,Democrat,,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,1.5110000000000001
43.0,95.0,13.0,Second call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,,65 and over,State,Shelby County,60 and over,60 and over,Republican,65 and over,1.299
43.0,95.0,14.0,Second call,40-44,White,Female,Sundquist,Approve,Approve,No,Neither,Yes,No,No,Yes,Same,Dole,Democrat,Under 15K,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,1.846
43.0,95.0,15.0,Second call,65 and over,Black,Female,Hooker,Approve,Approve,No,Support Clinton,Yes,No,Yes,Yes,Same,Clinton,Democrat,,Conservative,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.517
43.0,95.0,16.0,Second call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Under 15K,Conservative,65 and over,State,Shelby County,60 and over,60 and over,Republican,65 and over,1.299
43.0,95.0,17.0,Second call,65 and over,White,Male,Sundquist,Disapprove,,No,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Shelby County,60 and over,60 and over,Republican,65 and over,1.5110000000000001
43.0,95.0,18.0,Second call,50-59,White,Male,Sundquist,Disapprove,,No,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Shelby County,45 to 59,50 to 59,Republican,50 to 64,2.148
43.0,95.0,19.0,Second call,65 and over,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,,Same,Dole,Independent,15 to 30K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Independent/Other,65 and over,1.5110000000000001
43.0,95.0,20.0,Second call,45-49,White,,Sundquist,Approve,Approve,Yes,Neither,Yes,No,No,No,Better,Clinton,Republican,Under 15K,Conservative,18 to 64,State,Shelby County,45 to 59,40 to 49,Republican,40 to 49,2.148
43.0,95.0,21.0,Third call,65 and over,Black,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,65 and over,State,Shelby County,60 and over,60 and over,Republican,65 and over,0.602
43.0,95.0,22.0,Third call,40-44,Black,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.8540000000000001
43.0,95.0,23.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,Yes,Neither,No,No,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Republican,30 to 39,2.148
43.0,95.0,24.0,Third call,18-24,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Worse,Did not vote,Republican,50 to 75K,Conservative,18 to 64,State,Shelby County,18 to 29,18 to 24,Republican,18 to 24,1.5899999999999999
43.0,95.0,25.0,Third call,30-39,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.734
43.0,95.0,26.0,Third call,45-49,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,,Yes,Yes,,Worse,Dole,Republican,,Conservative,18 to 64,State,Shelby County,45 to 59,40 to 49,Republican,40 to 49,1.846
43.0,95.0,27.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,No,Worse,,Republican,50 to 75K,Conservative,18 to 64,State,Shelby County,45 to 59,50 to 59,Republican,50 to 64,2.148
43.0,95.0,28.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Republican,30 to 39,2.148
43.0,95.0,29.0,Third call,40-44,White,Male,Sundquist,Disapprove,Disapprove,,Neither,No,Yes,Yes,,Worse,Perot,Something else,30 to 50K,Moderate,18 to 64,State,Shelby County,30 to 44,40 to 49,Independent/Other,40 to 49,2.148
43.0,95.0,30.0,Third call,30-39,Black,Male,Hooker,Approve,Approve,No,Support Clinton,Yes,,No,,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.8540000000000001
43.0,95.0,31.0,Third call,50-59,White,Female,Sundquist,Approve,,No,,,No,No,No,Same,Other,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,1.846
43.0,95.0,32.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,,Yes,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Republican,30 to 39,1.846
43.0,95.0,33.0,Third call,50-59,Black,Female,Hooker,Approve,Approve,Yes,Neither,,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.734
43.0,95.0,34.0,Third call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,No,No,Yes,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Independent/Other,40 to 49,1.846
43.0,95.0,35.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,,Yes,Yes,,Same,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Republican,30 to 39,1.846
43.0,95.0,36.0,Third call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,1.845
43.0,95.0,37.0,Third call,45-49,White,Female,Sundquist,Approve,Approve,No,Neither,No,No,No,Yes,Better,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Independent/Other,40 to 49,1.846
43.0,95.0,38.0,Third call,40-44,Black,Female,Hooker,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.734
43.0,101.0,1.0,First call,40-44,Black,Male,Hooker,Approve,Disapprove,,Neither,No,No,No,No,Better,Clinton,Something else,30 to 50K,Moderate,18 to 64,National,Shelby County,30 to 44,40 to 49,Independent/Other,40 to 49,0.37299999999999994
43.0,101.0,2.0,First call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,,,,,,,,,,,,65 and over,National,Shelby County,60 and over,60 and over,,65 and over,0.662
43.0,101.0,3.0,First call,65 and over,White,Female,Sundquist,Disapprove,,,,,,,,Same,,Republican,,Moderate,65 and over,National,Shelby County,60 and over,60 and over,Republican,65 and over,0.569
43.0,101.0,4.0,First call,30-39,White,Male,Sundquist,Disapprove,,,,,,,,Better,,Republican,30 to 50K,Moderate,18 to 64,National,Shelby County,30 to 44,30 to 39,Republican,30 to 39,0.9410000000000001
43.0,101.0,5.0,Third call,40-44,Black,Female,Hooker,Approve,Disapprove,,Support Clinton,,No,No,No,Better,Clinton,Democrat,,,18 to 64,National,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.321
43.0,101.0,6.0,Third call,30-39,Black,Male,Hooker,Approve,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,National,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.37299999999999994
43.0,101.0,7.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,,Oppose Clinton,,Yes,Yes,,Better,Dole,Republican,,,18 to 64,National,Shelby County,45 to 59,50 to 59,Republican,50 to 64,0.9410000000000001
43.0,101.0,8.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,,Oppose Clinton,,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Liberal,18 to 64,National,Shelby County,30 to 44,30 to 39,Republican,30 to 39,0.808
43.0,101.0,9.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,,Support Clinton,,Yes,Yes,Yes,Worse,Dole,Republican,,Liberal,18 to 64,National,Shelby County,45 to 59,50 to 59,Republican,50 to 64,0.9410000000000001
43.0,101.0,10.0,Third call,45-49,Black,Female,Hooker,Approve,,,,,,,,,,Democrat,,,18 to 64,National,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.321
43.0,101.0,11.0,Third call,50-59,White,Male,Sundquist,Disapprove,,,,,,,,Better,,Republican,30 to 50K,Liberal,18 to 64,National,Shelby County,45 to 59,50 to 59,Republican,50 to 64,0.9410000000000001
43.0,101.0,12.0,Third call,50-59,White,Male,Sundquist,Disapprove,,,,,,,,Same,,Republican,30 to 50K,Conservative,18 to 64,National,Shelby County,45 to 59,50 to 59,Republican,50 to 64,0.9410000000000001
43.0,101.0,13.0,Third call,30-39,White,Male,Sundquist,Disapprove,,,,,,,,Better,,Republican,30 to 50K,Moderate,18 to 64,National,Shelby County,30 to 44,30 to 39,Republican,30 to 39,0.9410000000000001
43.0,112.0,1.0,First call,45-49,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Something else,50 to 75K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.234
43.0,112.0,2.0,First call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.014
43.0,112.0,3.0,First call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Independent,30 to 50K,Conservative,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.107
43.0,112.0,4.0,First call,45-49,White,Female,Sundquist,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.014
43.0,112.0,5.0,First call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,Yes,Neither,Yes,No,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.424
43.0,112.0,6.0,First call,65 and over,White,Male,Sundquist,Approve,Approve,No,Neither,No,No,No,No,Same,Dole,Republican,30 to 50K,,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.424
43.0,112.0,7.0,First call,60-64,White,Male,Other,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Yes,Worse,Did not vote,Independent,Under 15K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,0.855
43.0,112.0,8.0,First call,65 and over,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.424
43.0,112.0,9.0,First call,30-39,White,Female,Sundquist,Approve,Disapprove,No,Neither,No,No,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.014
43.0,112.0,10.0,Second call,60-64,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.305
43.0,112.0,11.0,Second call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.305
43.0,112.0,12.0,Second call,50-59,White,Female,Sundquist,Approve,Approve,Yes,Neither,No,No,No,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.014
43.0,112.0,13.0,Second call,65 and over,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.588
43.0,112.0,14.0,Second call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,30 to 50K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.107
43.0,112.0,15.0,Second call,65 and over,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.424
43.0,112.0,16.0,Second call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.014
43.0,112.0,17.0,Second call,50-59,Hispanic,Female,Sundquist,Approve,Disapprove,,Neither,,No,No,No,,Did not vote,,100K or more,,18 to 64,State,East,45 to 59,50 to 59,,50 to 64,0.798
43.0,112.0,18.0,Second call,25-29,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.029
43.0,112.0,19.0,Second call,45-49,White,Male,Sundquist,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Perot,Independent,Under 15K,Conservative,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.107
43.0,112.0,20.0,Second call,65 and over,,Female,Sundquist,Disapprove,,No,Oppose Clinton,No,Yes,Yes,,Same,,Republican,,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.305
43.0,112.0,21.0,Second call,50-59,White,Male,Hooker,Disapprove,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Independent,75 to 100K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.234
43.0,112.0,22.0,Second call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,No,No,No,No,Same,Dole,Independent,,Moderate,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.424
43.0,112.0,23.0,Second call,40-44,White,Female,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,,Conservative,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.014
43.0,112.0,24.0,Second call,65 and over,White,Female,Sundquist,Approve,Disapprove,Yes,Oppose Clinton,No,No,,Yes,Better,Clinton,Republican,15 to 30K,Liberal,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.305
43.0,112.0,25.0,Second call,65 and over,White,Male,Sundquist,Approve,Approve,Yes,Oppose Clinton,Yes,No,No,No,Same,Clinton,Republican,50 to 75K,Liberal,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.424
43.0,112.0,26.0,Second call,30-39,White,Male,Sundquist,Disapprove,Approve,Yes,Support Clinton,No,Yes,Yes,No,Worse,Dole,Independent,50 to 75K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.107
43.0,112.0,27.0,Second call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.305
43.0,112.0,28.0,Second call,65 and over,White,Female,Hooker,Disapprove,Approve,Yes,Oppose Clinton,No,No,No,No,Worse,Dole,Democrat,75 to 100K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.455
43.0,112.0,29.0,Third call,65 and over,White,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,Yes,Yes,Better,Did not vote,Republican,50 to 75K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.424
43.0,112.0,30.0,Third call,50-59,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.014
43.0,112.0,31.0,Third call,40-44,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.131
43.0,112.0,32.0,Third call,40-44,White,Female,Other,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,0.6089999999999999
43.0,112.0,33.0,Third call,60-64,White,Female,Sundquist,Approve,Approve,Yes,Neither,No,No,No,Yes,Better,,Independent,50 to 75K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.305
43.0,112.0,34.0,Third call,18-24,Black,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,East,18 to 29,18 to 24,Democrat,18 to 24,0.742
43.0,112.0,35.0,Third call,18-24,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,East,18 to 29,18 to 24,Democrat,18 to 24,1.052
43.0,112.0,36.0,Third call,65 and over,White,,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.455
43.0,112.0,37.0,Third call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Neither,,Yes,Yes,Yes,Better,Dole,Republican,,,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.305
43.0,112.0,38.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.107
43.0,112.0,39.0,Third call,30-39,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,0.89
43.0,112.0,40.0,Third call,40-44,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,0.89
43.0,112.0,41.0,Third call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Neither,No,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.014
43.0,112.0,42.0,Third call,30-39,White,Female,Sundquist,,Approve,Yes,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.014
43.0,112.0,43.0,Third call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Worse,Clinton,Independent,Under 15K,Liberal,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.014
43.0,112.0,44.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,75 to 100K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.014
43.0,112.0,45.0,Third call,60-64,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.588
43.0,112.0,46.0,Third call,18-24,White,Female,Sundquist,Approve,Disapprove,No,Support Clinton,Yes,No,No,No,Worse,Did not vote,Independent,15 to 30K,,18 to 64,State,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.943
43.0,112.0,47.0,Third call,45-49,Black,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,0.798
43.0,112.0,48.0,Third call,30-39,White,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Worse,Other,Independent,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.107
43.0,116.0,1.0,First call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,1.704
43.0,116.0,2.0,First call,65 and over,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,No,No,Yes,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,Central/West,60 and over,60 and over,Republican,65 and over,0.999
43.0,116.0,3.0,First call,45-49,White,Female,Sundquist,Approve,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,0.8440000000000001
43.0,116.0,4.0,First call,50-59,White,Male,Sundquist,Approve,Disapprove,No,Oppose Clinton,No,No,No,No,Worse,Clinton,Independent,100K or more,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,0.936
43.0,116.0,5.0,First call,40-44,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,0.936
43.0,116.0,6.0,First call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.8440000000000001
43.0,116.0,7.0,First call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.936
43.0,116.0,8.0,First call,30-39,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.936
43.0,116.0,9.0,Second call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.8440000000000001
43.0,116.0,10.0,Second call,50-59,White,Male,Sundquist,Disapprove,Disapprove,Yes,Oppose Clinton,No,No,Yes,No,Same,Dole,Independent,100K or more,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,0.936
43.0,116.0,11.0,Second call,25-29,White,Male,Sundquist,Approve,Approve,No,Neither,No,No,No,No,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Central/West,18 to 29,25 to 29,Republican,25 to 29,1.555
43.0,116.0,12.0,Second call,60-64,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Republican,50 to 64,0.902
43.0,116.0,13.0,Second call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,No,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,0.8440000000000001
