State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Phys-Ass-Suicide,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Feiger opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person,Union member in HH
23.0,11.0,14.0,Third call,25-29,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Republican,25 to 29,0.48600000000000004,Unfavorable,Yes
23.0,11.0,15.0,Third call,18-24,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,18 to 24,Republican,18 to 24,0.48600000000000004,Unfavorable,No
23.0,11.0,16.0,Third call,40-44,Black,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.38899999999999996,Favorable,No
23.0,11.0,17.0,Third call,30-39,Black,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.432,Favorable,Yes
23.0,11.0,18.0,Third call,40-44,White,Female,Feiger,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.38499999999999995,Favorable,No
23.0,11.0,19.0,Third call,25-29,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Same,Perot,Something else,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,0.459,Favorable,No
23.0,11.0,20.0,Third call,30-39,White,Female,Feiger,Disapprove,Approve,Yes,Neither,Yes,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.38499999999999995,Favorable,No
23.0,21.0,1.0,First call,60-64,Hispanic,Male,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.652,Favorable,Yes
23.0,21.0,2.0,First call,60-64,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Worse,Clinton,Democrat,Some college,50 to 75K,,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.6849999999999999,Unfavorable,No
23.0,21.0,3.0,First call,60-64,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Same,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,50 to 64,0.646,Favorable,Yes
23.0,21.0,4.0,First call,40-44,White,Male,Engler,Disapprove,Disapprove,Yes,Neither,No,No,No,Same,Dole,Independent,HS grad,75 to 100K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.603,Unfavorable,No
23.0,21.0,5.0,First call,65 and over,White,Female,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Under 15K,Moderate,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,65 and over,0.6699999999999999,Unfavorable,No
23.0,21.0,6.0,First call,,White,Female,,,,No,,,,,,,,,,,,,National,Not complete,Unvrsty/Upper,,,,,0.523,,
23.0,21.0,7.0,First call,18-24,White,Male,Feiger,Approve,,No,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,18 to 29,18 to 24,,18 to 24,0.573,,
23.0,21.0,8.0,First call,,White,Female,Feiger,Approve,,Yes,,,,,,,,,,,,,National,Not complete,Unvrsty/Upper,,,,,0.47100000000000003,,
23.0,21.0,9.0,First call,30-39,White,Female,Feiger,Approve,,No,,,,,Same,,Independent,,,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.48,,
23.0,21.0,10.0,First call,50-59,White,Female,Feiger,Approve,,No,,,,,Worse,,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.48,,
23.0,21.0,11.0,First call,65 and over,White,Male,Feiger,Approve,,Yes,,,,,Worse,,Independent,,15 to 30K,Moderate,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,65 and over,0.646,,
23.0,21.0,12.0,First call,30-39,White,Male,Engler,Disapprove,,Yes,,,,,Better,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.603,,
23.0,21.0,13.0,First call,65 and over,White,Female,Engler,Disapprove,,No,,,,,Same,,Republican,,Under 15K,Moderate,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,65 and over,0.6849999999999999,,
23.0,21.0,14.0,Second call,65 and over,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,65 and over,0.6849999999999999,Unfavorable,No
23.0,21.0,15.0,Second call,18-24,White,Male,Engler,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,18 to 24,Democrat,18 to 24,0.6599999999999999,Favorable,Yes
23.0,21.0,16.0,Second call,60-64,White,Male,Feiger,Approve,Approve,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,No HS,75 to 100K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.646,Unfavorable,Yes
23.0,21.0,17.0,Second call,30-39,White,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Independent,HS grad,Under 15K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.5349999999999999,Favorable,Yes
23.0,21.0,18.0,Second call,25-29,White,Male,Engler,Disapprove,,No,Neither,,No,Yes,Same,Perot,Something else,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,0.6599999999999999,Unfavorable,No
23.0,21.0,19.0,Second call,25-29,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.593,Favorable,Yes
23.0,21.0,20.0,Second call,30-39,White,Female,Feiger,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Something else,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.47100000000000003,Unfavorable,Yes
23.0,21.0,21.0,Second call,60-64,White,Male,Engler,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Republican,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,50 to 64,0.762,Favorable,Yes
23.0,21.0,22.0,Second call,45-49,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,No,Same,Perot,Democrat,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.5549999999999999,Unfavorable,No
23.0,21.0,23.0,Second call,25-29,White,Female,Engler,Disapprove,,No,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Republican,25 to 29,0.593,,
23.0,21.0,24.0,Second call,30-39,White,Male,Feiger,Approve,,Yes,,,,,Same,,Democrat,,Under 15K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.523,,
23.0,21.0,25.0,Second call,50-59,White,Female,Feiger,Approve,,Yes,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,45 to 59,50 to 59,,50 to 64,0.47100000000000003,,
23.0,21.0,26.0,Second call,30-39,White,Female,Feiger,Approve,,Yes,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.47100000000000003,,
23.0,21.0,27.0,Second call,30-39,White,Female,Feiger,Approve,,Yes,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.47100000000000003,,
23.0,21.0,28.0,Second call,45-49,White,Male,Feiger,Approve,,Yes,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.523,,
23.0,21.0,29.0,Second call,65 and over,White,Female,,Disapprove,,No,,,,,Better,,,,,Moderate,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,,65 and over,0.648,,
23.0,21.0,30.0,Second call,45-49,White,Female,Engler,Approve,,No,,,,,Same,,Something else,,75 to 100K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.5549999999999999,,
23.0,21.0,31.0,Second call,45-49,White,Female,Feiger,Approve,,Yes,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.47100000000000003,,
23.0,21.0,32.0,Third call,65 and over,,,Feiger,,Approve,Yes,Neither,No,,,Better,Other,Democrat,HS grad,,,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,65 and over,0.646,,Yes
23.0,21.0,33.0,Third call,50-59,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,0.523,Unfavorable,Yes
23.0,21.0,34.0,Third call,45-49,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Same,Perot,Something else,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.5549999999999999,Favorable,No
23.0,21.0,35.0,Third call,45-49,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,,Republican,College grad,Under 15K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,0.5549999999999999,Unfavorable,No
23.0,21.0,36.0,Third call,30-39,White,Female,Feiger,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Democrat,Some college,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.48,Unfavorable,Yes
23.0,21.0,37.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.5349999999999999,Favorable,Yes
23.0,21.0,38.0,Third call,50-59,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,0.5549999999999999,Unfavorable,No
23.0,21.0,39.0,Third call,65 and over,White,Female,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,No,Same,Clinton,Republican,HS grad,15 to 30K,Conservative,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,65 and over,0.6849999999999999,Unfavorable,Yes
23.0,21.0,40.0,Third call,45-49,White,Male,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.603,Unfavorable,Yes
23.0,21.0,41.0,Third call,18-24,White,Female,Feiger,Approve,Approve,Yes,Neither,No,No,,Same,Clinton,Democrat,Some college,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,18 to 24,Democrat,18 to 24,0.503,Favorable,No
23.0,21.0,42.0,Third call,45-49,White,Male,,Approve,Disapprove,,Support Clinton,No,No,No,Same,Clinton,Independent,HS grad,,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.578,Favorable,Yes
23.0,21.0,43.0,Third call,30-39,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.47100000000000003,,Yes
23.0,21.0,44.0,Third call,65 and over,White,Female,,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,,HS grad,,Moderate,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,,65 and over,0.648,Favorable,Yes
23.0,21.0,45.0,Third call,50-59,White,Female,Engler,Approve,Approve,No,Neither,,No,No,Same,Clinton,Democrat,No HS,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.5549999999999999,Favorable,Yes
23.0,21.0,46.0,Third call,40-44,White,Female,Feiger,Disapprove,,No,,,,,Worse,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.48,,
23.0,21.0,47.0,Third call,40-44,White,Female,Engler,Approve,,No,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.5549999999999999,,
23.0,21.0,48.0,Third call,25-29,White,Female,Engler,Approve,,No,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Republican,25 to 29,0.593,,
23.0,21.0,49.0,Third call,40-44,White,Female,Engler,Disapprove,,No,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.5549999999999999,,
23.0,21.0,50.0,Third call,25-29,White,Male,Engler,Disapprove,,No,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Republican,25 to 29,0.6599999999999999,,
23.0,21.0,51.0,Third call,25-29,White,Female,Engler,Disapprove,,No,,,,,Better,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,0.593,,
23.0,21.0,52.0,Third call,30-39,White,Female,Engler,Disapprove,,No,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.5549999999999999,,
23.0,21.0,53.0,Third call,25-29,White,Female,Engler,Approve,,Yes,,,,,Better,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,0.581,,
23.0,21.0,54.0,Third call,45-49,White,Female,Engler,Approve,,No,,,,,Same,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.5549999999999999,,
23.0,21.0,55.0,Third call,60-64,White,Female,Feiger,,,Yes,,,,,Better,,Something else,,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,50 to 64,0.583,,
23.0,21.0,56.0,Third call,50-59,Black,Female,Feiger,Approve,,No,,,,,Better,,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.474,,
23.0,21.0,57.0,Third call,18-24,White,Female,Feiger,Approve,,Yes,,,,,Better,,Independent,,30 to 50K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,18 to 24,Independent/Other,18 to 24,0.503,,
23.0,21.0,58.0,Third call,40-44,White,Male,Engler,Disapprove,,No,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.617,,
23.0,21.0,59.0,Third call,45-49,White,Female,Feiger,,,No,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.48,,
23.0,21.0,60.0,Third call,30-39,White,Female,Engler,Disapprove,,No,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.5549999999999999,,
23.0,24.0,1.0,First call,60-64,White,Male,Engler,Disapprove,Approve,No,Neither,No,Yes,Yes,Better,Dole,Republican,,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,50 to 64,1.248,Unfavorable,Yes
23.0,24.0,2.0,First call,30-39,White,Female,Engler,,,No,Neither,,Yes,,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.908,Unfavorable,Yes
23.0,24.0,3.0,First call,65 and over,White,Male,Feiger,Disapprove,Disapprove,No,,,,,,,,,,,65 and over,,State,Not complete,Unvrsty/Upper,60 and over,60 and over,,65 and over,1.082,Unfavorable,No
23.0,24.0,4.0,First call,60-64,White,Male,Feiger,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,1.059,Favorable,Yes
23.0,24.0,5.0,First call,60-64,White,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Something else,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,50 to 64,0.973,Favorable,Yes
23.0,24.0,6.0,First call,65 and over,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,65 and over,1.123,Unfavorable,Yes
23.0,24.0,7.0,First call,65 and over,White,Male,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Perot,Independent,HS grad,75 to 100K,Moderate,65 and over,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,65 and over,1.248,Unfavorable,No
23.0,24.0,8.0,First call,30-39,White,Female,Engler,Disapprove,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.908,Unfavorable,No
23.0,24.0,9.0,Second call,25-29,White,Female,Engler,Approve,Disapprove,No,,No,No,,Better,Clinton,Democrat,Some college,50 to 75K,,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.9720000000000001,Favorable,Yes
23.0,24.0,10.0,Second call,65 and over,White,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,65 and over,Favorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,65 and over,0.9520000000000001,Favorable,No
23.0,24.0,11.0,Second call,45-49,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.908,Unfavorable,No
23.0,24.0,12.0,Second call,45-49,White,Female,Engler,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.908,Favorable,Yes
23.0,24.0,13.0,Second call,60-64,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,No,Yes,No,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,50 to 64,1.123,Unfavorable,No
23.0,24.0,14.0,Third call,50-59,White,Male,Feiger,Approve,Approve,Yes,Neither,No,No,No,Same,Perot,Democrat,HS grad,Under 15K,,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.8560000000000001,Favorable,No
23.0,24.0,15.0,Third call,50-59,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Independent,Postgrad,50 to 75K,,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,1.011,Favorable,Yes
23.0,24.0,16.0,Third call,40-44,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.908,Unfavorable,Yes
23.0,24.0,17.0,Third call,40-44,White,Female,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Democrat,,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.788,Favorable,Yes
23.0,24.0,18.0,Third call,40-44,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Better,Did not vote,Republican,Some college,,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.908,Unfavorable,Yes
23.0,24.0,19.0,Third call,40-44,White,Female,Engler,Disapprove,,No,Neither,Yes,Yes,No,Worse,Other,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,0.908,Unfavorable,No
23.0,24.0,20.0,Third call,45-49,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.8560000000000001,Favorable,Yes
23.0,24.0,21.0,Third call,50-59,White,Male,Engler,Approve,Approve,No,Neither,No,Yes,Yes,Same,Perot,Independent,,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,1.011,Unfavorable,Yes
