State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
15.0,29.0,53.0,Third call,30-39,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Republican,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.7469999999999999,Unfavorable
15.0,29.0,54.0,Third call,30-39,White,Male,Bayh,Disapprove,Disapprove,Neither,Yes,Yes,,,Same,Perot,Independent,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.696,Unfavorable
15.0,29.0,55.0,Third call,30-39,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.756,Unfavorable
15.0,29.0,56.0,Third call,30-39,White,Female,Helmke,Approve,Approve,Neither,Yes,No,No,No,Worse,Did not vote,Republican,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.756,Unfavorable
15.0,29.0,57.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,0.867,Favorable
15.0,29.0,58.0,Third call,50-59,White,Female,Bayh,Disapprove,Approve,Neither,Yes,,,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.7469999999999999,Favorable
15.0,29.0,59.0,Third call,40-44,White,Female,Bayh,Disapprove,Disapprove,Neither,No,Yes,No,No,Worse,Did not vote,Republican,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.7469999999999999,Favorable
15.0,29.0,60.0,Third call,18-24,White,Female,Bayh,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Perot,Republican,HS grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.62,Unfavorable
15.0,29.0,61.0,Third call,50-59,White,Male,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Other,Independent,Some college,,Liberal,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.9529999999999998,Unfavorable
15.0,29.0,62.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,0.867,Favorable
15.0,29.0,63.0,Third call,50-59,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.756,Unfavorable
15.0,29.0,64.0,Third call,18-24,White,Female,Bayh,Approve,Approve,Neither,,No,Yes,Yes,Same,Dole,Democrat,No HS,100K or more,Moderate,18 to 64,Favorable,State,Complete,North,18 to 29,18 to 24,Democrat,18 to 24,0.62,Unfavorable
15.0,29.0,65.0,Third call,30-39,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Perot,Democrat,HS grad,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.696,Favorable
15.0,29.0,66.0,Third call,65 and over,White,Female,Helmke,Disapprove,Approve,Neither,No,No,No,Yes,Worse,Dole,Independent,HS grad,15 to 30K,Conservative,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.877,Unfavorable
15.0,29.0,67.0,Third call,65 and over,White,Male,Helmke,Disapprove,Approve,Neither,Yes,No,No,Yes,Better,Dole,Republican,HS grad,50 to 75K,Conservative,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.8170000000000001,Unfavorable
15.0,29.0,68.0,Third call,30-39,White,Female,Bayh,Disapprove,,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,HS grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.7469999999999999,Favorable
15.0,29.0,69.0,Third call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Perot,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.756,Unfavorable
15.0,29.0,70.0,Third call,30-39,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.7469999999999999,Unfavorable
15.0,29.0,71.0,Third call,65 and over,White,Male,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,0.807,Favorable
15.0,29.0,72.0,Third call,30-39,White,Male,Bayh,Disapprove,Disapprove,Neither,Yes,No,No,Yes,Same,Perot,,College grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,,30 to 39,0.696,Unfavorable
15.0,34.0,1.0,First call,45-49,White,Male,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,East central,45 to 59,40 to 49,Republican,40 to 49,0.283,Unfavorable
15.0,34.0,2.0,First call,30-39,White,Male,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East central,30 to 44,30 to 39,Republican,30 to 39,0.283,Unfavorable
15.0,34.0,3.0,First call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,,Yes,Yes,,Better,Perot,Republican,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,East central,30 to 44,30 to 39,Republican,30 to 39,0.31,
15.0,34.0,4.0,First call,50-59,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Independent/Other,50 to 64,0.255,Unfavorable
15.0,34.0,5.0,First call,40-44,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,East central,30 to 44,40 to 49,Independent/Other,40 to 49,0.31,Unfavorable
15.0,34.0,6.0,First call,60-64,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East central,60 and over,60 and over,Republican,50 to 64,0.309,Unfavorable
15.0,34.0,7.0,Second call,40-44,White,Female,Bayh,Disapprove,Approve,Neither,No,,Yes,,Better,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,40 to 49,Republican,40 to 49,0.279,Unfavorable
15.0,34.0,8.0,Second call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,East central,60 and over,60 and over,Republican,65 and over,0.377,Unfavorable
15.0,34.0,9.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,Unfavorable,State,Complete,East central,60 and over,60 and over,Republican,65 and over,0.345,Unfavorable
15.0,34.0,10.0,Second call,65 and over,White,Male,Helmke,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,East central,60 and over,60 and over,Republican,65 and over,0.345,Unfavorable
15.0,34.0,11.0,Second call,25-29,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East central,18 to 29,25 to 29,Republican,25 to 29,0.33099999999999996,Unfavorable
15.0,34.0,12.0,Second call,25-29,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,East central,18 to 29,25 to 29,Republican,25 to 29,0.302,Unfavorable
15.0,34.0,13.0,Second call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Neither,No,,,,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,,State,Complete,East central,60 and over,60 and over,Republican,65 and over,0.377,Unfavorable
15.0,34.0,14.0,Second call,25-29,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,East central,18 to 29,25 to 29,Republican,25 to 29,0.33099999999999996,Unfavorable
15.0,34.0,15.0,Second call,40-44,White,Female,Helmke,Approve,Approve,Neither,No,,,Yes,Same,,Independent,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,East central,30 to 44,40 to 49,Independent/Other,40 to 49,0.31,Unfavorable
15.0,34.0,16.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,No,No,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,East central,60 and over,60 and over,Republican,65 and over,0.345,Unfavorable
15.0,34.0,17.0,Second call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,East central,60 and over,60 and over,Democrat,65 and over,0.377,Unfavorable
15.0,34.0,18.0,Second call,45-49,White,Male,Helmke,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,East central,45 to 59,40 to 49,,40 to 49,0.283,Unfavorable
15.0,34.0,19.0,Third call,50-59,White,Male,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East central,45 to 59,50 to 59,Republican,50 to 64,0.283,Unfavorable
15.0,34.0,20.0,Third call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Favorable,State,Complete,East central,30 to 44,40 to 49,Democrat,40 to 49,0.255,
15.0,34.0,21.0,Third call,50-59,White,Female,Helmke,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.31,Favorable
15.0,34.0,22.0,Third call,30-39,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East central,30 to 44,30 to 39,Republican,30 to 39,0.283,Unfavorable
15.0,34.0,23.0,Third call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.279,
15.0,34.0,24.0,Third call,25-29,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East central,18 to 29,25 to 29,Democrat,25 to 29,0.298,Unfavorable
15.0,34.0,25.0,Third call,50-59,White,Female,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,East central,45 to 59,50 to 59,Democrat,50 to 64,0.279,Unfavorable
15.0,34.0,26.0,Third call,25-29,White,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East central,18 to 29,25 to 29,Democrat,25 to 29,0.298,Favorable
15.0,34.0,27.0,Third call,30-39,White,Male,Helmke,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Perot,Independent,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,East central,30 to 44,30 to 39,Independent/Other,30 to 39,0.283,Unfavorable
15.0,34.0,28.0,Third call,45-49,White,Female,Bayh,Disapprove,Approve,Neither,Yes,,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,East central,45 to 59,40 to 49,Republican,40 to 49,0.279,Unfavorable
15.0,34.0,29.0,Third call,50-59,White,Male,Bayh,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East central,45 to 59,50 to 59,Republican,50 to 64,0.255,Unfavorable
15.0,34.0,30.0,Third call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,Yes,No,Same,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,East central,45 to 59,50 to 59,Independent/Other,50 to 64,0.279,Unfavorable
15.0,34.0,31.0,Third call,30-39,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,East central,30 to 44,30 to 39,Republican,30 to 39,0.283,Unfavorable
15.0,47.0,1.0,First call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,,College grad,50 to 75K,,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,,40 to 49,2.157,Unfavorable
15.0,47.0,2.0,First call,30-39,White,Female,Bayh,Disapprove,Approve,Neither,No,No,Yes,No,Same,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,1.806,Unfavorable
15.0,47.0,3.0,First call,,White,Male,Bayh,,Approve,Neither,No,No,Yes,,Same,Clinton,Democrat,HS grad,30 to 50K,,,,State,Complete,South,,,Democrat,,2.157,Unfavorable
15.0,47.0,4.0,First call,45-49,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,Republican,40 to 49,2.185,Unfavorable
15.0,47.0,5.0,First call,40-44,White,Female,Bayh,Disapprove,Approve,Neither,No,No,Yes,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.806,Unfavorable
15.0,47.0,6.0,First call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,,HS grad,30 to 50K,,18 to 64,,State,Complete,South,45 to 59,40 to 49,,40 to 49,2.157,Unfavorable
15.0,47.0,7.0,First call,50-59,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,2.185,Unfavorable
15.0,47.0,8.0,First call,40-44,White,Female,Helmke,Disapprove,,Neither,No,No,Yes,,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.829,Unfavorable
15.0,47.0,9.0,First call,40-44,White,Male,Bayh,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Clinton,,HS grad,15 to 30K,,18 to 64,,State,Complete,South,30 to 44,40 to 49,,40 to 49,2.157,Unfavorable
15.0,47.0,10.0,First call,40-44,White,Female,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,1.829,Unfavorable
15.0,47.0,11.0,Second call,40-44,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,2.185,Unfavorable
15.0,47.0,12.0,Second call,40-44,White,Female,Bayh,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Some college,30 to 50K,,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.806,Unfavorable
15.0,47.0,13.0,Second call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.829,Unfavorable
15.0,47.0,14.0,Second call,25-29,White,Male,Bayh,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,2.577,Unfavorable
15.0,47.0,15.0,Second call,40-44,White,Male,Helmke,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,No HS,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,2.185,Unfavorable
15.0,47.0,16.0,Second call,45-49,White,Male,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Clinton,,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,,40 to 49,2.157,Unfavorable
15.0,47.0,17.0,Second call,30-39,White,Female,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,,Same,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,1.806,Unfavorable
15.0,47.0,18.0,Second call,40-44,White,Female,Bayh,Disapprove,,Neither,No,No,Yes,,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.806,Unfavorable
15.0,47.0,19.0,Second call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Did not vote,,Postgrad,15 to 30K,,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,,40 to 49,2.157,Unfavorable
15.0,47.0,20.0,Third call,50-59,White,Male,Bayh,Approve,Approve,,No,No,Yes,,Same,Clinton,Democrat,,50 to 75K,,18 to 64,,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,2.157,Unfavorable
15.0,47.0,21.0,Third call,50-59,White,Female,Bayh,Disapprove,Disapprove,Neither,No,Yes,,,Same,Perot,Independent,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.806,Unfavorable
15.0,47.0,22.0,Third call,30-39,White,Female,Bayh,Approve,Approve,Neither,No,No,Yes,Yes,Same,Did not vote,,College grad,75 to 100K,,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,,30 to 39,1.806,Unfavorable
15.0,47.0,23.0,Third call,40-44,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,2.185,Unfavorable
15.0,47.0,24.0,Third call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Perot,Independent,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,2.157,Unfavorable
15.0,47.0,25.0,Third call,30-39,White,Female,Bayh,Approve,Approve,Neither,No,No,Yes,,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,1.806,Unfavorable
15.0,47.0,26.0,Third call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,,Same,Clinton,,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,,40 to 49,2.157,Unfavorable
15.0,47.0,27.0,Third call,,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Perot,,College grad,30 to 50K,,,Favorable,State,Complete,South,,,,,1.806,Unfavorable
15.0,47.0,28.0,Third call,,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,,Unfavorable,State,Complete,South,,,Republican,,2.185,Unfavorable
15.0,47.0,29.0,Third call,60-64,White,Female,Helmke,Disapprove,Approve,Neither,No,Yes,,,Same,Did not vote,Republican,HS grad,50 to 75K,,18 to 64,Unfavorable,State,Complete,South,60 and over,60 and over,Republican,50 to 64,1.907,Unfavorable
15.0,47.0,30.0,Third call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,No,No,Yes,,Same,Clinton,Democrat,College grad,30 to 50K,,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,2.157,Unfavorable
15.0,47.0,31.0,Third call,40-44,White,Male,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,2.157,Unfavorable
15.0,47.0,32.0,Third call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,No,Yes,,Better,Did not vote,,College grad,50 to 75K,,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,,30 to 39,1.829,Unfavorable
