State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary Opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
4.0,19.0,25.0,Third call,65 and over,White,Male,Boozman,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Conservative,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.403,Unfavorable
4.0,19.0,26.0,Third call,25-29,White,Female,Lincoln,Bristow,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,1.498,Favorable
4.0,19.0,27.0,Third call,50-59,White,Male,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,1.226,Favorable
4.0,19.0,28.0,Third call,45-49,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,1.226,Unfavorable
4.0,19.0,29.0,Third call,30-39,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.23,Unfavorable
4.0,19.0,30.0,Third call,25-29,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,1.449,Unfavorable
4.0,19.0,31.0,Third call,45-49,Other,Male,Lincoln,Huckabee,,Disapprove,Neither,No,No,No,,Same,Other,Independent,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.226,
4.0,19.0,32.0,Third call,50-59,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,Yes,Worse,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.226,Unfavorable
4.0,19.0,34.0,Third call,18-24,Black,Female,Boozman,Huckabee,Approve,Disapprove,Neither,Yes,,,,Better,Did not vote,Independent,Some college,Under 15K,Conservative,18 to 64,Favorable,State,Complete,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.678,Unfavorable
4.0,19.0,36.0,Third call,40-44,Black,Female,Lincoln,Bristow,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.579,Favorable
4.0,28.0,1.0,First call,40-44,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.637,Unfavorable
4.0,28.0,2.0,First call,40-44,White,Female,Lincoln,Bristow,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.7850000000000001,Unfavorable
4.0,28.0,3.0,First call,50-59,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,No HS,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.843,Unfavorable
4.0,28.0,4.0,First call,40-44,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.7850000000000001,Favorable
4.0,28.0,5.0,First call,40-44,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.7850000000000001,Favorable
4.0,28.0,6.0,First call,40-44,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Something else,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.775,Unfavorable
4.0,28.0,7.0,First call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Approve,,No,,,,,,,,,,65 and over,Unfavorable,State,Not complete,East,60 and over,60 and over,,65 and over,0.732,Unfavorable
4.0,28.0,8.0,First call,65 and over,Black,Male,Lincoln,Huckabee,Approve,,Support Clinton,,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,2.24,Favorable
4.0,28.0,9.0,First call,50-59,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.637,Favorable
4.0,28.0,10.0,First call,40-44,White,Female,Boozman,Huckabee,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.843,Unfavorable
4.0,28.0,11.0,First call,30-39,White,Female,Boozman,Bristow,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.8720000000000001,Favorable
4.0,28.0,12.0,First call,65 and over,White,Male,Lincoln,Bristow,Approve,Disapprove,Oppose Clinton,,No,No,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.549,Favorable
4.0,28.0,13.0,First call,50-59,White,Male,Boozman,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.775,Unfavorable
4.0,28.0,14.0,Second call,18-24,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,No,Worse,Dole,Republican,College grad,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,0.912,Unfavorable
4.0,28.0,15.0,Second call,30-39,White,Female,Lincoln,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.728,Unfavorable
4.0,28.0,16.0,Second call,65 and over,White,Female,Boozman,Bristow,Approve,Disapprove,Neither,Yes,Yes,No,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,Conservative,65 and over,Favorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.8260000000000001,Unfavorable
4.0,28.0,17.0,Second call,45-49,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Something else,HS grad,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.775,Unfavorable
4.0,28.0,18.0,Second call,50-59,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,,Same,Dole,Democrat,HS grad,,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.843,Unfavorable
4.0,28.0,19.0,Second call,25-29,Black,Female,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favorable,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.486,Unfavorable
4.0,28.0,20.0,Second call,60-64,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Dole,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.638,Unfavorable
4.0,28.0,21.0,Second call,30-39,White,Male,Boozman,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Worse,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.775,Unfavorable
4.0,28.0,22.0,Second call,18-24,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,College grad,Under 15K,Conservative,18 to 64,Unfavorable,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,0.995,Unfavorable
4.0,28.0,23.0,Third call,30-39,Black,Male,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,2.445,Favorable
4.0,28.0,24.0,Third call,,Black,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,,Favorable,State,Complete,East,,,Democrat,,2.367,Favorable
4.0,28.0,25.0,Third call,50-59,White,Female,Boozman,Huckabee,Approve,Approve,,Yes,,,,,,,,,,18 to 64,Favorable,State,Not complete,East,45 to 59,50 to 59,,50 to 64,0.843,Unfavorable
4.0,28.0,26.0,Third call,25-29,White,Female,Boozman,Huckabee,Disapprove,Approve,Support Clinton,Yes,Yes,Yes,No,Better,Dole,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,0.995,Unfavorable
4.0,28.0,27.0,Third call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,Yes,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.7850000000000001,Favorable
4.0,28.0,28.0,Third call,45-49,Black,Male,Boozman,Bristow,Approve,Approve,Neither,Yes,No,No,Yes,,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.194,Unfavorable
4.0,28.0,29.0,Third call,25-29,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,,Clinton,Republican,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,0.995,Unfavorable
4.0,28.0,30.0,Third call,30-39,White,Male,Lincoln,Bristow,Disapprove,Approve,Neither,No,No,No,No,Better,Perot,Republican,Postgrad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.637,Unfavorable
4.0,28.0,31.0,Third call,30-39,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,No,No,No,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.843,Favorable
4.0,28.0,32.0,Third call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.7850000000000001,Favorable
4.0,28.0,33.0,Third call,40-44,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Yes,Better,Perot,Independent,HS grad,,Conservative,18 to 64,Unfavorable,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.775,Unfavorable
4.0,28.0,34.0,Third call,30-39,White,Male,Lincoln,Bristow,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.637,Unfavorable
4.0,34.0,2.0,Third call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,East,30 to 44,40 to 49,,40 to 49,2.803,Unfavorable
4.0,34.0,4.0,Third call,40-44,Black,Female,Boozman,Huckabee,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,East,30 to 44,40 to 49,,40 to 49,4.188,Unfavorable
4.0,34.0,6.0,Third call,30-39,White,Male,Boozman,Huckabee,Disapprove,Disapprove,,,,,,,,,,,,18 to 64,,State,Not complete,East,30 to 44,30 to 39,,30 to 39,2.569,
4.0,34.0,8.0,Third call,18-24,Black,Female,Boozman,Huckabee,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Favorable,State,Not complete,East,18 to 29,18 to 24,,18 to 24,4.939,Unfavorable
4.0,34.0,10.0,Third call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,East,30 to 44,40 to 49,,40 to 49,2.803,Unfavorable
4.0,34.0,12.0,Third call,25-29,Black,Male,Boozman,Huckabee,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Favorable,State,Not complete,East,18 to 29,25 to 29,,25 to 29,4.525,Favorable
4.0,34.0,14.0,Third call,18-24,White,Female,Boozman,Huckabee,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Favorable,State,Not complete,East,18 to 29,18 to 24,,18 to 24,3.306,Unfavorable
4.0,37.0,1.0,First call,50-59,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Independent/Other,50 to 64,0.787,Unfavorable
4.0,37.0,2.0,First call,50-59,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Worse,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Republican,50 to 64,0.787,Unfavorable
4.0,37.0,3.0,First call,18-24,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,18 to 24,Democrat,18 to 24,0.716,Favorable
4.0,37.0,4.0,First call,65 and over,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,,No,,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.887,Unfavorable
4.0,37.0,5.0,First call,60-64,White,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,0.8130000000000001,Favorable
4.0,37.0,6.0,First call,18-24,White,Male,Lincoln,Huckabee,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,18 to 29,18 to 24,Republican,18 to 24,0.756,Unfavorable
4.0,37.0,7.0,First call,45-49,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Independent/Other,40 to 49,0.604,Favorable
4.0,37.0,8.0,First call,50-59,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,,No,Yes,Yes,Worse,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Republican,50 to 64,0.787,Unfavorable
4.0,37.0,9.0,First call,45-49,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,No,No,Yes,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,40 to 49,Republican,40 to 49,0.787,Unfavorable
4.0,37.0,10.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Independent/Other,50 to 64,0.8540000000000001,Unfavorable
4.0,37.0,11.0,First call,50-59,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,,Yes,,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Republican,50 to 64,0.787,Unfavorable
4.0,37.0,12.0,First call,30-39,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.585,Favorable
4.0,37.0,13.0,First call,40-44,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,Some college,100K or more,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.6569999999999999,Unfavorable
4.0,37.0,14.0,Second call,45-49,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,40 to 49,Independent/Other,40 to 49,0.8540000000000001,Unfavorable
4.0,37.0,15.0,Second call,30-39,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.585,Favorable
4.0,37.0,16.0,Second call,50-59,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.636,Favorable
4.0,37.0,17.0,Second call,30-39,White,Female,,Huckabee,Approve,Approve,Neither,No,No,No,No,Better,Dole,Independent,Some college,100K or more,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.6599999999999999,
4.0,37.0,18.0,Second call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,No,No,Yes,Same,Perot,Republican,Postgrad,,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,40 to 49,Republican,40 to 49,0.787,Unfavorable
4.0,37.0,19.0,Second call,30-39,Hispanic,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.552,Favorable
4.0,37.0,20.0,Second call,30-39,White,Female,Boozman,Huckabee,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.787,Favorable
4.0,37.0,21.0,Second call,25-29,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,18 to 29,25 to 29,Republican,25 to 29,1.015,Unfavorable
4.0,37.0,22.0,Second call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Perot,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Republican,50 to 64,0.8540000000000001,Unfavorable
4.0,37.0,23.0,Second call,45-49,White,Female,,Huckabee,Disapprove,,,Yes,No,Yes,,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.6599999999999999,Unfavorable
4.0,37.0,24.0,Second call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Democrat,HS grad,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,1.057,Unfavorable
4.0,37.0,25.0,Second call,50-59,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Independent/Other,50 to 64,0.787,Unfavorable
4.0,37.0,26.0,Second call,45-49,White,Male,Boozman,Huckabee,,Disapprove,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Little Rock area,45 to 59,40 to 49,,40 to 49,0.8540000000000001,Unfavorable
4.0,37.0,27.0,Third call,40-44,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.604,Unfavorable
4.0,37.0,28.0,Third call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,0.787,Unfavorable
