V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
1.0,0.0,G,33.0,3.0,20.0,Second call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,No,Worse,Dole,Republican,Postgrad,Other Christian,15 to 30K,Conservative,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,0.8330000000000001,Abortion,Worse,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,21.0,Second call,1.0,65 and over,White,Male,Schumer,Pataki,,Approve,Disapprove,Neither,White,For my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Democrat,No HS,Protestant,,Moderate,65 and over,Yes,State,Complete,Rural upstate,60 and over,60 and over,Democrat,65 and over,1.2770000000000001,Taxes,About the same,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,3.0,22.0,Second call,1.0,50-59,White,Female,,Pataki,No,Approve,Disapprove,,White,,,Yes,,No,No,No,Better,Perot,,No HS,Protestant,15 to 30K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,,50 to 64,0.8580000000000001,,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,23.0,Second call,1.0,65 and over,White,Female,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Support Clinton,Yes,D'Amato,No,No,No,Worse,Clinton,Democrat,HS grad,Catholic,Under 15K,Moderate,65 and over,No,State,Complete,Rural upstate,60 and over,60 and over,Democrat,65 and over,1.083,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,3.0,24.0,Second call,1.0,50-59,White,Female,Schumer,Golisano,No,Approve,Disapprove,Schumer,White,Against my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,HS grad,Protestant,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Democrat,50 to 64,0.8130000000000001,SS/Medicare,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,25.0,Third call,1.0,45-49,White,Female,,Pataki,No,,,,White,,Neither,,,,,,,Perot,Democrat,College grad,,15 to 30K,Moderate,18 to 64,,State,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,0.8580000000000001,Economy/jobs,About the same,Unfavorable,No,,No
1.0,0.0,G,33.0,3.0,26.0,Third call,1.0,45-49,White,Male,D'Amato,Pataki,,,,D'Amato,White,,,,Neither,,,,,,,,,,,18 to 64,,State,Not complete,Rural upstate,45 to 59,40 to 49,,40 to 49,0.885,,About the same,,No,Approve,
1.0,0.0,G,33.0,3.0,27.0,Third call,1.0,40-44,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,Yes,Same,Dole,Independent,College grad,Protestant,30 to 50K,Conservative,18 to 64,No,State,Complete,Rural upstate,30 to 44,40 to 49,Independent/Other,40 to 49,0.885,Gun Control,About the same,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,3.0,28.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,Approve,Both,White,For my candidate,Neither,No,Both,No,No,Yes,Same,Clinton,Democrat,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Democrat,50 to 64,0.8330000000000001,Education,Worse,,No,,No
1.0,0.0,G,33.0,3.0,29.0,Third call,1.0,45-49,White,Male,D'Amato,Pataki,No,,Disapprove,Neither,White,Against my candidate,Neither,Yes,Neither,No,No,No,Worse,Perot,Republican,College grad,,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Republican,40 to 49,0.885,,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,3.0,30.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,Approve,Both,White,For my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Republican,HS grad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,0.8330000000000001,Taxes,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,31.0,Third call,1.0,65 and over,White,Female,,Pataki,No,Disapprove,Approve,D'Amato,White,Against my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Protestant,15 to 30K,Moderate,65 and over,No,State,Complete,Rural upstate,60 and over,60 and over,Republican,65 and over,1.115,,About the same,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,3.0,32.0,Third call,1.0,65 and over,White,Male,Schumer,Pataki,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,No,Neither,No,No,No,Same,Clinton,Republican,Some college,Protestant,15 to 30K,Moderate,65 and over,Yes,State,Complete,Rural upstate,60 and over,60 and over,Republican,65 and over,1.2770000000000001,Clin/Lwsky,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,3.0,33.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Neither,Yes,D'Amato,Yes,Yes,No,Same,Perot,Independent,HS grad,None,15 to 30K,Liberal,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Independent/Other,30 to 39,0.885,,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,3.0,34.0,Third call,1.0,50-59,Other,Female,D'Amato,Pataki,,Disapprove,Approve,D'Amato,Other,For my candidate,Oppose Clinton,Yes,D'Amato,,Yes,,Same,Dole,Republican,,Other Christian,50 to 75K,Conservative,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,0.8330000000000001,,Better,Unfavorable,No,Approve,
1.0,0.0,G,33.0,3.0,35.0,Third call,1.0,25-29,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,No,Same,Dole,Republican,Some college,None,15 to 30K,Conservative,18 to 64,No,State,Complete,Rural upstate,18 to 29,25 to 29,Republican,25 to 29,1.235,SS/Medicare,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,36.0,Third call,1.0,40-44,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Neither,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Protestant,15 to 30K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Republican,40 to 49,0.885,Economy/jobs,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,3.0,37.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,For my candidate,Neither,No,,No,Yes,Yes,Worse,Dole,Republican,HS grad,,30 to 50K,Moderate,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,0.885,Economy/jobs,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,38.0,Third call,1.0,30-39,White,Female,Schumer,Pataki,No,Approve,Approve,Both,White,Against my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Republican,Some college,Protestant,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,0.925,Education,About the same,Favorable,No,,No
1.0,0.0,G,33.0,3.0,39.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Approve,Both,White,For my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,Yes,Worse,Dole,Republican,College grad,Protestant,Under 15K,Conservative,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,0.885,Abortion,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,40.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Protestant,Under 15K,Conservative,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,0.8330000000000001,Clin/Lwsky,Better,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,3.0,41.0,Third call,1.0,18-24,White,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,Against my candidate,Neither,Yes,D'Amato,No,No,No,Same,Dole,Republican,HS grad,Other Christian,50 to 75K,Moderate,18 to 64,No,State,Complete,Rural upstate,18 to 29,18 to 24,Republican,18 to 24,1.235,Gun Control,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,3.0,42.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,Protestant,15 to 30K,Conservative,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,0.8330000000000001,Abortion,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,43.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Both,No,No,No,Worse,Clinton,Republican,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Republican,40 to 49,1.095,,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,44.0,Third call,1.0,50-59,White,Male,D'Amato,Pataki,No,Approve,,D'Amato,White,For my candidate,Neither,Yes,D'Amato,No,No,No,Better,,Republican,HS grad,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,0.885,Taxes,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,45.0,Third call,1.0,45-49,White,Male,Schumer,Golisano,No,Approve,Disapprove,Schumer,White,,Neither,No,Schumer,No,No,Yes,Better,Clinton,Democrat,College grad,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,0.865,,Worse,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,46.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,,Approve,Both,White,For my candidate,Neither,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,College grad,Other Christian,30 to 50K,Conservative,18 to 64,No,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,0.885,Abortion,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,47.0,Third call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,No,Same,Clinton,Independent,HS grad,Protestant,15 to 30K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Independent/Other,40 to 49,0.925,SS/Medicare,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,48.0,Third call,1.0,50-59,White,Male,D'Amato,Vallone,No,Approve,Approve,Schumer,White,Against my candidate,Neither,No,Schumer,No,No,Yes,Worse,Clinton,Republican,HS grad,Protestant,15 to 30K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,0.986,Economy/jobs,About the same,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,49.0,Third call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Neither,Yes,Neither,Yes,Yes,No,Same,Dole,Independent,Postgrad,Protestant,30 to 50K,Conservative,65 and over,No,State,Complete,Rural upstate,60 and over,60 and over,Independent/Other,65 and over,1.151,Gun Control,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,50.0,Third call,1.0,25-29,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,Yes,Same,Did not vote,Independent,,Protestant,15 to 30K,Liberal,18 to 64,No,State,Complete,Rural upstate,18 to 29,25 to 29,Independent/Other,25 to 29,1.164,Gun Control,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,3.0,51.0,Third call,1.0,45-49,White,Female,D'Amato,,No,Approve,Approve,D'Amato,White,Against my candidate,Support Clinton,Yes,D'Amato,No,No,No,,Clinton,Independent,HS grad,Something else,15 to 30K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,40 to 49,Independent/Other,40 to 49,0.861,,About the same,Favorable,Yes,Approve,No
1.0,0.0,G,33.0,3.0,52.0,Third call,1.0,50-59,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,No,Yes,Worse,Dole,Republican,HS grad,None,15 to 30K,Conservative,18 to 64,No,State,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,0.885,Gun Control,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,3.0,53.0,Third call,1.0,30-39,White,Male,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,Against my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Independent,Postgrad,Protestant,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,30 to 39,Independent/Other,30 to 39,0.9820000000000001,Education,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,1.0,First call,1.0,40-44,Black,Male,,Vallone,No,Disapprove,Disapprove,D'Amato,Black,Against my candidate,Neither,Yes,Neither,No,No,No,Same,Clinton,Democrat,Some college,Something else,15 to 30K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,0.542,Economy/jobs,About the same,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,2.0,First call,1.0,30-39,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Hispanic,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,0.489,Education,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,3.0,First call,1.0,65 and over,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Hispanic,For my candidate,Support Clinton,No,,No,No,No,Better,Clinton,Democrat,Some college,Other Christian,Under 15K,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.544,,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,4.0,First call,1.0,18-24,Hispanic,Male,Schumer,Vallone,Yes,Approve,Approve,Schumer,Hispanic,For my candidate,Support Clinton,Yes,Schumer,Yes,Yes,Yes,Better,Clinton,Democrat,No HS,Protestant,Under 15K,Liberal,18 to 64,Yes,State,Complete,New York City,18 to 29,18 to 24,Democrat,18 to 24,0.47700000000000004,Education,Better,Favorable,Yes,Approve,Yes
1.0,0.0,G,33.0,6.0,5.0,First call,1.0,30-39,Black,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,Black,For my candidate,Neither,No,Both,No,No,No,Better,Clinton,Democrat,Some college,None,50 to 75K,Conservative,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,0.523,Education,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,6.0,First call,1.0,30-39,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Hispanic,Against my candidate,Neither,No,Neither,No,No,No,Better,Clinton,Republican,College grad,Catholic,50 to 75K,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Republican,30 to 39,0.489,Education,About the same,Favorable,Yes,Approve,No
1.0,0.0,G,33.0,6.0,7.0,First call,1.0,60-64,Hispanic,Male,D'Amato,Pataki,Yes,Approve,Disapprove,Both,Hispanic,For my candidate,Support Clinton,No,Both,No,No,No,Worse,Clinton,Democrat,College grad,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,0.583,SS/Medicare,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,8.0,First call,1.0,65 and over,Black,Male,Schumer,Vallone,No,Approve,,Schumer,Black,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,No HS,Protestant,15 to 30K,Liberal,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.579,SS/Medicare,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,9.0,First call,1.0,40-44,Hispanic,Male,D'Amato,Pataki,Yes,Approve,Disapprove,D'Amato,Black,For my candidate,Support Clinton,No,D'Amato,Yes,No,No,Same,Other,Democrat,HS grad,,,Conservative,18 to 64,No,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,0.523,Gun Control,Better,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,6.0,10.0,First call,1.0,18-24,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Black,For my candidate,Neither,No,Neither,No,No,No,Worse,Did not vote,Democrat,No HS,Other Christian,Under 15K,Moderate,18 to 64,Yes,State,Complete,New York City,18 to 29,18 to 24,Democrat,18 to 24,0.447,Education,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,11.0,First call,1.0,45-49,Hispanic,Female,Schumer,Pataki,Yes,Approve,Disapprove,,Hispanic,Against my candidate,Support Clinton,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,0.44,Clin/Lwsky,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,12.0,First call,1.0,50-59,Hispanic,Male,Schumer,Vallone,Yes,Approve,Disapprove,Both,Hispanic,Against my candidate,Neither,,Both,No,No,Yes,Worse,Clinton,Independent,Some college,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Independent/Other,50 to 64,0.521,SS/Medicare,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,13.0,First call,1.0,30-39,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Hispanic,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,College grad,Catholic,15 to 30K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,0.489,Education,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,14.0,First call,1.0,18-24,Hispanic,Male,,Pataki,,Approve,Approve,Schumer,Hispanic,,Oppose Clinton,Yes,Schumer,No,No,No,Better,Clinton,Republican,HS grad,Catholic,15 to 30K,Liberal,18 to 64,No,State,Complete,New York City,18 to 29,18 to 24,Republican,18 to 24,0.447,Economy/jobs,Better,Favorable,,Approve,No
1.0,0.0,G,33.0,6.0,15.0,Second call,1.0,50-59,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Black,For my candidate,Neither,No,Both,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,0.489,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,16.0,Second call,1.0,30-39,Hispanic,Male,Schumer,Vallone,Yes,Approve,Approve,Both,Hispanic,For my candidate,Support Clinton,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,0.521,Education,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,17.0,Second call,1.0,45-49,Hispanic,Female,D'Amato,Vallone,Yes,Approve,Disapprove,D'Amato,Hispanic,For my candidate,Support Clinton,Yes,Both,No,No,No,Better,Clinton,Democrat,HS grad,Other Christian,15 to 30K,Moderate,18 to 64,No,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,0.5489999999999999,,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,18.0,Second call,1.0,18-24,Black,Female,D'Amato,Vallone,No,Approve,Approve,D'Amato,Black,Against my candidate,Support Clinton,No,Schumer,No,No,No,Same,Clinton,Democrat,College grad,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,New York City,18 to 29,18 to 24,Democrat,18 to 24,0.503,Education,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,19.0,Second call,1.0,45-49,Black,Female,Schumer,Vallone,,Approve,Approve,Both,Black,For my candidate,Neither,No,,No,No,No,Same,Clinton,Democrat,HS grad,,,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,0.489,Economy/jobs,Better,Favorable,No,Disapprove,
1.0,0.0,G,33.0,6.0,20.0,Second call,1.0,65 and over,Black,Female,Schumer,Pataki,No,Approve,Disapprove,Both,Black,Against my candidate,Neither,Yes,Neither,No,No,Yes,Same,Clinton,Democrat,HS grad,Catholic,Under 15K,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.48700000000000004,SS/Medicare,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,21.0,Second call,1.0,45-49,Hispanic,Male,Schumer,Vallone,Yes,Disapprove,Approve,Schumer,Asian,Against my candidate,Support Clinton,Yes,Schumer,No,No,No,Better,Clinton,Democrat,No HS,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,0.521,Economy/jobs,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,22.0,Second call,1.0,40-44,Hispanic,Male,Schumer,,Yes,Approve,Disapprove,Neither,Hispanic,Against my candidate,Support Clinton,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,Under 15K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,0.482,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,23.0,Second call,1.0,60-64,White,Female,D'Amato,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,Under 15K,Moderate,18 to 64,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,0.47900000000000004,Gun Control,About the same,,No,Disapprove,No
1.0,0.0,G,33.0,6.0,24.0,Second call,1.0,50-59,Black,Female,Schumer,Vallone,No,Approve,,Schumer,Black,For my candidate,Support Clinton,Yes,Schumer,No,No,No,Same,Clinton,Democrat,College grad,Other Christian,30 to 50K,Conservative,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,0.489,Clin/Lwsky,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,6.0,25.0,Second call,1.0,65 and over,Black,Female,Schumer,Vallone,No,Approve,Disapprove,,Black,Against my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,Clinton,Democrat,Some college,Catholic,30 to 50K,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,0.544,SS/Medicare,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,6.0,26.0,Second call,1.0,65 and over,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,Schumer,Hispanic,For my candidate,Support Clinton,No,Schumer,No,No,,Same,Clinton,,HS grad,Catholic,,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,,65 and over,0.544,Education,Better,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,6.0,27.0,Second call,1.0,30-39,Hispanic,Male,Schumer,Vallone,Yes,Approve,Disapprove,Both,Hispanic,For my candidate,Neither,No,Schumer,No,No,Yes,Better,Clinton,Independent,College grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Independent/Other,30 to 39,0.521,Education,Better,Favorable,Yes,Disapprove,No
