State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Kerrey good Pres?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,Party ID,Income,Init 413- Spending Cap,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
28.0,39.0,42.0,Third call,40-44,White,Male,Hoppner,Disapprove,Approve,Neither,No,Yes,No,Yes,Yes,Better,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,1.073
28.0,39.0,43.0,Third call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Democrat,100K or more,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.073
28.0,39.0,44.0,Third call,45-49,White,Female,Johans,Approve,Approve,Neither,No,Yes,No,No,No,Better,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,1.069
28.0,39.0,45.0,Third call,18-24,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,15 to 30K,Against,Liberal,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.9640000000000001
28.0,39.0,46.0,Third call,50-59,White,Female,Johans,Disapprove,Approve,,No,No,Yes,Yes,,Worse,Republican,100K or more,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.42
28.0,39.0,47.0,Third call,50-59,White,Male,Johans,Approve,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.388
28.0,39.0,48.0,Third call,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.097
28.0,39.0,49.0,Third call,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.097
28.0,39.0,50.0,Third call,45-49,White,Female,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Republican,100K or more,For,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,1.42
28.0,39.0,51.0,Third call,50-59,White,Male,Johans,Approve,Approve,Neither,No,Yes,Yes,Yes,Yes,Worse,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,1.046
28.0,39.0,52.0,Third call,40-44,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Yes,Worse,Independent,30 to 50K,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,1.388
28.0,39.0,53.0,Third call,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.097
28.0,39.0,54.0,Third call,45-49,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,1.42
28.0,39.0,55.0,Third call,65 and over,White,Female,Johans,Disapprove,Approve,Neither,No,,Yes,Yes,,Same,Republican,100K or more,For,Moderate,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,1.3319999999999999
28.0,39.0,56.0,Third call,50-59,White,Female,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,,Same,Republican,30 to 50K,Against,Liberal,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.069
28.0,39.0,57.0,Third call,50-59,White,Male,,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,,Republican,,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.057
28.0,39.0,58.0,Third call,45-49,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,No,Same,Independent,50 to 75K,For,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Independent/Other,40 to 49,1.42
28.0,39.0,59.0,Third call,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.046
28.0,39.0,60.0,Third call,50-59,White,Female,Johans,Disapprove,Approve,Neither,,No,No,Yes,Yes,Same,Independent,,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,1.42
28.0,39.0,61.0,Third call,40-44,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Democrat,100K or more,Against,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Democrat,40 to 49,1.073
28.0,39.0,62.0,Third call,45-49,White,Female,Hoppner,Approve,,Neither,No,Yes,No,No,Yes,Better,Democrat,,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,1.097
28.0,39.0,63.0,Third call,60-64,White,Female,Johans,Disapprove,Approve,Neither,Yes,No,,Yes,Yes,Better,Republican,100K or more,Against,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.003
28.0,39.0,64.0,Third call,50-59,White,Female,Johans,Disapprove,Approve,Neither,,,Yes,Yes,,Worse,,50 to 75K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,,50 to 64,1.42
28.0,48.0,1.0,First call,50-59,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,No,Worse,Republican,50 to 75K,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.7269999999999999
28.0,48.0,2.0,First call,50-59,,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Independent,75 to 100K,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Independent/Other,50 to 64,0.976
28.0,48.0,3.0,First call,30-39,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Democrat,30 to 39,0.8840000000000001
28.0,48.0,4.0,First call,50-59,White,Female,Johans,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,100K or more,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Democrat,50 to 64,0.658
28.0,48.0,5.0,First call,30-39,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Democrat,30 to 39,0.8840000000000001
28.0,48.0,6.0,First call,60-64,White,Female,Johans,Disapprove,Disapprove,Neither,No,Yes,No,Yes,Yes,Better,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 1,60 and over,60 and over,Republican,50 to 64,1.294
28.0,48.0,7.0,First call,45-49,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Better,Republican,75 to 100K,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.7269999999999999
28.0,48.0,8.0,First call,65 and over,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,,,Better,Republican,100K or more,For,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.4300000000000002
28.0,48.0,9.0,First call,65 and over,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,,Same,Republican,,For,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.4300000000000002
28.0,48.0,10.0,First call,65 and over,,Female,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,,Same,Republican,,For,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.294
28.0,48.0,11.0,First call,50-59,White,Female,Johans,Approve,Disapprove,Neither,No,No,Yes,Yes,,Same,Independent,100K or more,For,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Independent/Other,50 to 64,0.8740000000000001
28.0,48.0,12.0,First call,45-49,White,Male,Johans,Disapprove,Approve,Neither,No,No,No,Yes,Yes,Same,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.963
28.0,48.0,13.0,First call,65 and over,White,Male,Hoppner,Disapprove,Disapprove,Neither,No,Yes,No,No,Yes,Better,Republican,100K or more,Against,Moderate,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.4460000000000002
28.0,48.0,14.0,First call,50-59,White,Female,Johans,Disapprove,Approve,Neither,No,No,No,Yes,Yes,Same,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.8740000000000001
28.0,48.0,15.0,First call,50-59,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Same,Independent,100K or more,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Independent/Other,50 to 64,0.7269999999999999
28.0,48.0,16.0,First call,65 and over,White,Male,Johans,Disapprove,Approve,Neither,No,No,No,No,No,Better,Republican,100K or more,Against,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.077
28.0,48.0,17.0,First call,,White,Female,Johans,Disapprove,Approve,Oppose Clinton,,No,Yes,Yes,,Worse,Republican,30 to 50K,For,Conservative,,State,CD 1,,,Republican,,0.8740000000000001
28.0,48.0,18.0,First call,50-59,White,Male,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.7269999999999999
28.0,48.0,19.0,First call,65 and over,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,No,Same,Republican,100K or more,For,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.4300000000000002
28.0,48.0,20.0,First call,40-44,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Better,Independent,100K or more,Against,Moderate,18 to 64,State,CD 1,30 to 44,40 to 49,Independent/Other,40 to 49,0.7269999999999999
28.0,48.0,21.0,Second call,45-49,White,Female,Hoppner,Disapprove,Approve,Oppose Clinton,No,No,,Yes,Yes,Same,Independent,100K or more,For,Moderate,18 to 64,State,CD 1,45 to 59,40 to 49,Independent/Other,40 to 49,1.172
28.0,48.0,22.0,Second call,50-59,White,Female,Other,Disapprove,Approve,Neither,No,No,Yes,No,No,Same,Republican,15 to 30K,For,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,1.003
28.0,48.0,23.0,Second call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,50 to 75K,Against,Liberal,18 to 64,State,CD 1,45 to 59,50 to 59,Democrat,50 to 64,0.976
28.0,48.0,24.0,Second call,50-59,White,Male,Johans,Approve,Disapprove,Neither,No,Yes,No,Yes,Yes,Better,Republican,75 to 100K,Against,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.7269999999999999
28.0,48.0,25.0,Second call,40-44,White,Female,Johans,Approve,Approve,Neither,Yes,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 1,30 to 44,40 to 49,Democrat,40 to 49,0.658
28.0,48.0,26.0,Second call,45-49,White,Male,Hoppner,Approve,Approve,Neither,No,No,Yes,Yes,No,Same,Something else,100K or more,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Independent/Other,40 to 49,0.976
28.0,48.0,27.0,Second call,18-24,White,Female,Johans,,,,No,,Yes,Yes,No,Better,Republican,75 to 100K,Against,Conservative,18 to 64,State,CD 1,18 to 29,18 to 24,Republican,18 to 24,0.7389999999999999
28.0,48.0,28.0,Second call,18-24,White,Male,Hoppner,Approve,Approve,Neither,Yes,No,,,,Better,Republican,,Against,Conservative,18 to 64,State,CD 1,18 to 29,18 to 24,Republican,18 to 24,1.094
28.0,48.0,29.0,Second call,60-64,White,Male,Johans,Disapprove,Approve,Neither,No,No,No,No,Yes,Same,Republican,75 to 100K,Against,Moderate,18 to 64,State,CD 1,60 and over,60 and over,Republican,50 to 64,1.077
28.0,48.0,30.0,Second call,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Democrat,75 to 100K,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Democrat,40 to 49,0.8840000000000001
28.0,48.0,31.0,Second call,45-49,White,Female,Johans,Disapprove,Disapprove,Neither,No,Yes,,,Yes,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Democrat,40 to 49,0.658
28.0,48.0,32.0,Second call,50-59,White,Female,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,,Worse,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.658
28.0,48.0,33.0,Third call,40-44,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Worse,Democrat,50 to 75K,For,Moderate,18 to 64,State,CD 1,30 to 44,40 to 49,Democrat,40 to 49,1.294
28.0,48.0,34.0,Third call,60-64,White,Male,Hoppner,Approve,Disapprove,Neither,No,No,No,No,No,Better,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 1,60 and over,60 and over,Independent/Other,50 to 64,1.4460000000000002
28.0,48.0,35.0,Third call,18-24,White,Male,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Yes,Same,Republican,Under 15K,For,Conservative,18 to 64,State,CD 1,18 to 29,18 to 24,Republican,18 to 24,1.08
28.0,48.0,36.0,Third call,18-24,Hispanic,Male,Hoppner,Approve,Disapprove,Neither,No,No,No,No,Yes,Same,Something else,50 to 75K,Against,Liberal,18 to 64,State,CD 1,18 to 29,18 to 24,Independent/Other,18 to 24,0.748
28.0,48.0,37.0,Third call,45-49,White,Female,Johans,Approve,Approve,Neither,Yes,No,No,No,No,Same,Republican,50 to 75K,Against,Moderate,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.658
28.0,48.0,38.0,Third call,40-44,White,Female,Hoppner,Approve,Approve,Neither,No,,No,No,No,Better,Republican,50 to 75K,Against,Moderate,18 to 64,State,CD 1,30 to 44,40 to 49,Republican,40 to 49,0.8840000000000001
28.0,48.0,39.0,Third call,40-44,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Same,Democrat,100K or more,Against,Moderate,18 to 64,State,CD 1,30 to 44,40 to 49,Democrat,40 to 49,0.8840000000000001
28.0,48.0,40.0,Third call,50-59,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Democrat,50 to 64,0.8840000000000001
28.0,48.0,41.0,Third call,45-49,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,75 to 100K,For,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.8740000000000001
28.0,48.0,42.0,Third call,50-59,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Democrat,100K or more,For,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Democrat,50 to 64,1.172
28.0,48.0,43.0,Third call,50-59,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,No,Yes,No,Better,Republican,100K or more,For,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.963
28.0,48.0,44.0,Third call,45-49,Hispanic,Female,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,Yes,Better,Democrat,75 to 100K,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Democrat,40 to 49,0.605
28.0,48.0,45.0,Third call,65 and over,White,Female,Hoppner,Approve,,Neither,Yes,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 1,60 and over,60 and over,Democrat,65 and over,1.31
28.0,48.0,46.0,Third call,50-59,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,0.963
28.0,48.0,47.0,Third call,18-24,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Moderate,18 to 64,State,CD 1,18 to 29,18 to 24,Republican,18 to 24,0.8150000000000001
28.0,48.0,48.0,Third call,65 and over,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,,,Same,Republican,50 to 75K,Against,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.077
28.0,48.0,49.0,Third call,50-59,White,Male,Johans,,,Neither,No,Yes,No,No,No,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Democrat,50 to 64,0.7269999999999999
28.0,48.0,50.0,Third call,30-39,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Independent,75 to 100K,Against,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Independent/Other,30 to 39,0.976
28.0,48.0,51.0,Third call,45-49,White,Female,Johans,Approve,Approve,Support Clinton,Yes,Yes,No,No,Yes,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.658
28.0,48.0,52.0,Third call,40-44,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 1,30 to 44,40 to 49,Republican,40 to 49,0.7269999999999999
28.0,48.0,53.0,Third call,40-44,White,Female,Hoppner,Disapprove,,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 1,30 to 44,40 to 49,Republican,40 to 49,0.8840000000000001
28.0,48.0,54.0,Third call,45-49,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,Yes,Yes,Same,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 1,45 to 59,40 to 49,Democrat,40 to 49,0.8840000000000001
28.0,48.0,55.0,Third call,50-59,White,,Hoppner,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Same,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Independent/Other,50 to 64,0.976
28.0,48.0,56.0,Third call,45-49,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,,,Same,Republican,100K or more,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.7269999999999999
28.0,48.0,57.0,Third call,45-49,White,Female,Johans,Approve,Approve,Neither,No,No,Yes,Yes,Yes,Same,Republican,75 to 100K,For,Moderate,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,0.8740000000000001
28.0,48.0,58.0,Third call,30-39,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,Yes,No,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Democrat,30 to 39,0.8840000000000001
28.0,48.0,59.0,Third call,60-64,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Democrat,50 to 75K,Against,Liberal,18 to 64,State,CD 1,60 and over,60 and over,Democrat,50 to 64,1.4460000000000002
28.0,50.0,1.0,First call,50-59,White,Female,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,75 to 100K,For,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,1.314
28.0,50.0,2.0,First call,40-44,White,Female,Hoppner,Approve,Disapprove,Neither,Yes,Yes,No,No,No,Same,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 1,30 to 44,40 to 49,Democrat,40 to 49,1.329
28.0,50.0,3.0,First call,65 and over,White,Female,Johans,Approve,Approve,Support Clinton,Yes,No,No,No,No,Same,Democrat,15 to 30K,Against,Moderate,65 and over,State,CD 1,60 and over,60 and over,Democrat,65 and over,1.466
28.0,50.0,4.0,First call,40-44,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,,Yes,Better,Republican,15 to 30K,Against,Conservative,18 to 64,State,CD 1,30 to 44,40 to 49,Republican,40 to 49,1.092
28.0,50.0,5.0,First call,45-49,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Yes,No,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,1.449
28.0,50.0,6.0,First call,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 1,30 to 44,30 to 39,Republican,30 to 39,1.092
28.0,50.0,7.0,First call,25-29,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 1,18 to 29,25 to 29,Democrat,25 to 29,1.49
28.0,50.0,8.0,First call,65 and over,Hispanic,Male,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Independent,30 to 50K,Against,Moderate,65 and over,State,CD 1,60 and over,60 and over,Independent/Other,65 and over,1.487
28.0,50.0,9.0,First call,30-39,White,Male,Hoppner,Approve,Disapprove,Neither,No,No,No,No,No,Better,Democrat,30 to 50K,For,Liberal,18 to 64,State,CD 1,30 to 44,30 to 39,Democrat,30 to 39,1.9460000000000002
28.0,50.0,10.0,First call,65 and over,White,Male,Hoppner,Approve,Disapprove,Neither,No,No,No,No,No,Same,Independent,30 to 50K,For,Moderate,65 and over,State,CD 1,60 and over,60 and over,Independent/Other,65 and over,2.8810000000000002
28.0,50.0,11.0,First call,60-64,Hispanic,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 1,60 and over,60 and over,Democrat,50 to 64,1.347
28.0,50.0,12.0,First call,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Better,Republican,75 to 100K,For,Conservative,18 to 64,State,CD 1,30 to 44,30 to 39,Republican,30 to 39,1.449
28.0,50.0,13.0,First call,65 and over,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,65 and over,State,CD 1,60 and over,60 and over,Republican,65 and over,1.6179999999999999
28.0,50.0,14.0,First call,18-24,White,Female,Johans,Approve,Approve,Neither,No,Yes,,,,Better,Democrat,,Against,Moderate,18 to 64,State,CD 1,18 to 29,18 to 24,Democrat,18 to 24,1.109
28.0,50.0,15.0,First call,45-49,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Worse,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 1,45 to 59,40 to 49,Democrat,40 to 49,1.329
28.0,50.0,16.0,First call,30-39,White,Female,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Yes,Worse,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 1,30 to 44,30 to 39,Republican,30 to 39,1.314
28.0,50.0,17.0,First call,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 1,45 to 59,40 to 49,Independent/Other,40 to 49,1.329
28.0,50.0,18.0,First call,50-59,White,Female,Hoppner,Disapprove,Approve,Neither,No,No,No,No,,Worse,Republican,30 to 50K,,Conservative,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,1.469
28.0,50.0,19.0,First call,30-39,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Republican,30 to 39,1.314
28.0,50.0,20.0,Second call,18-24,Black,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,15 to 30K,Against,Liberal,18 to 64,State,CD 1,18 to 29,18 to 24,Democrat,18 to 24,1.125
28.0,50.0,21.0,Second call,25-29,Hispanic,Male,Hoppner,Approve,Approve,Neither,No,No,No,Yes,Yes,Better,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 1,18 to 29,25 to 29,Democrat,25 to 29,1.491
28.0,50.0,22.0,Second call,30-39,White,Female,Johans,Approve,Approve,Neither,No,Yes,No,No,No,Better,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Independent/Other,30 to 39,0.99
28.0,50.0,23.0,Second call,30-39,White,Male,Johans,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 1,30 to 44,30 to 39,Democrat,30 to 39,1.092
28.0,50.0,24.0,Second call,45-49,White,Female,Hoppner,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,No,Same,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 1,45 to 59,40 to 49,Republican,40 to 49,1.329
28.0,50.0,25.0,Second call,25-29,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 1,18 to 29,25 to 29,Democrat,25 to 29,1.49
28.0,50.0,26.0,Second call,30-39,White,Male,Hoppner,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Independent,50 to 75K,Against,Conservative,18 to 64,State,CD 1,30 to 44,30 to 39,Independent/Other,30 to 39,1.467
28.0,50.0,27.0,Second call,30-39,White,Male,Johans,Approve,Approve,Neither,No,No,No,No,Yes,Same,Republican,50 to 75K,Against,,18 to 64,State,CD 1,30 to 44,30 to 39,Republican,30 to 39,1.092
28.0,50.0,28.0,Second call,40-44,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,,,,Worse,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 1,30 to 44,40 to 49,Democrat,40 to 49,1.467
28.0,50.0,29.0,Second call,60-64,White,Female,Hoppner,Approve,Disapprove,Neither,No,No,No,No,No,Worse,Democrat,15 to 30K,For,Conservative,18 to 64,State,CD 1,60 and over,60 and over,Democrat,50 to 64,2.612
28.0,50.0,30.0,Second call,18-24,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,No,Yes,Yes,Better,Republican,75 to 100K,For,Moderate,18 to 64,State,CD 1,18 to 29,18 to 24,Republican,18 to 24,1.975
28.0,50.0,31.0,Second call,50-59,White,Male,Johans,,,Neither,,,,,,,Republican,15 to 30K,Against,Moderate,18 to 64,State,CD 1,45 to 59,50 to 59,Republican,50 to 64,1.092
28.0,50.0,32.0,Second call,30-39,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 1,30 to 44,30 to 39,Republican,30 to 39,1.314
