State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Attorney Gen Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,State economy condition,Why improve schools?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Kerry good as Pres?,Party ID,Education,Religion,Income,Ideology,Age (65 and over),Child in public school,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person,Gov: decided to vote
22.0,2.0,18.0,Second call,60-64,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Democrat,Some college,Catholic,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,50 to 64,0.995,Environment,Same,,Before that
22.0,2.0,19.0,Second call,65 and over,White,Male,Reilly,Cellucci,Disapprove,Approve,Neither,Good,Both,Yes,Yes,Yes,Same,Dole,No,Republican,Some college,Catholic,50 to 75K,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,1.163,Ethic/moral,Better,Unfavorable,Before that
22.0,2.0,20.0,Second call,60-64,White,Female,Bailey,,,,Neither,Not so good,Neither,,Yes,Yes,Same,Did not vote,No,Independent,Some college,Other Christian,,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,50 to 64,0.877,,Same,Unfavorable,
22.0,2.0,21.0,Second call,65 and over,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Cellucci,Yes,Yes,Yes,Same,Dole,No,Republican,HS grad,Catholic,50 to 75K,Conservative,65 and over,,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,1.02,State taxes,Better,Unfavorable,Last month
22.0,2.0,22.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Independent,HS grad,Catholic,Under 15K,Liberal,65 and over,Yes,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.8740000000000001,Education,Better,Favorable,Last week
22.0,2.0,23.0,Second call,40-44,White,Male,,Cellucci,,,,,,,,,,,Yes,,,Catholic,,,18 to 64,,State,Not complete,Shores/Cape Cod,30 to 44,40 to 49,,40 to 49,0.988,,,,Last 3 days
22.0,2.0,24.0,Second call,65 and over,White,Female,Bailey,Harschbarger,Approve,Approve,Support Clinton,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Independent,HS grad,Catholic,Under 15K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.808,Economy/jobs,Better,Favorable,Before that
22.0,2.0,25.0,Second call,50-59,White,Female,Bailey,Cellucci,Approve,Approve,Support Clinton,Good,Cellucci,No,No,No,Same,Clinton,No,Independent,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.8220000000000001,Education,Same,Favorable,Before that
22.0,2.0,26.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,No,Worse,Clinton,Yes,Democrat,College grad,Catholic,15 to 30K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,0.8740000000000001,Education,Same,Favorable,Before that
22.0,2.0,27.0,Second call,30-39,White,,Reilly,,,,,,Harshbarger,,,,,,Yes,,,Catholic,,,18 to 64,,State,Not complete,Shores/Cape Cod,30 to 44,30 to 39,,30 to 39,0.9440000000000001,State taxes,,,Last 3 days
22.0,2.0,28.0,Second call,40-44,White,Female,Reilly,Harschbarger,Disapprove,Approve,Neither,Good,Harshbarger,Yes,Yes,Yes,Same,Dole,,Independent,Postgrad,Other Christian,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.762,Ethic/moral,Better,Unfavorable,Last month
22.0,2.0,29.0,Second call,65 and over,,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Excellent,Harshbarger,Yes,Yes,Yes,Same,Perot,Yes,Democrat,No HS,Catholic,Under 15K,Conservative,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,0.8740000000000001,Health care,Better,Favorable,Before that
22.0,2.0,30.0,Third call,65 and over,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,Yes,Same,Clinton,Yes,Independent,College grad,Other Christian,15 to 30K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,1.163,Economy/jobs,Better,Unfavorable,Last month
22.0,2.0,31.0,Third call,50-59,White,Female,Bailey,Cellucci,Disapprove,Disapprove,Neither,Excellent,Both,No,Yes,Yes,Worse,Dole,Yes,Independent,HS grad,Protestant,,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.8220000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,2.0,32.0,Third call,40-44,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,Yes,No,Better,Clinton,Yes,Independent,College grad,None,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.762,Health care,Same,Unfavorable,Before that
22.0,2.0,33.0,Third call,30-39,,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,No,Democrat,Postgrad,None,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,0.869,Education,Same,Unfavorable,Before that
22.0,2.0,34.0,Third call,30-39,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,No,Same,Did not vote,No,Independent,College grad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Independent/Other,30 to 39,1.014,Economy/jobs,Worse,Favorable,Last month
22.0,2.0,35.0,Third call,18-24,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,No,No,Worse,Other,No,Independent,Some college,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,18 to 29,18 to 24,Independent/Other,18 to 24,1.353,Ethic/moral,Worse,Unfavorable,Last month
22.0,2.0,36.0,Third call,50-59,White,Female,Bailey,Cellucci,Approve,Approve,Neither,Good,Both,No,Yes,Yes,Better,Dole,No,Independent,Some college,Protestant,75 to 100K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.8220000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,2.0,37.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Cellucci,No,Yes,,Same,Dole,No,Republican,HS grad,None,50 to 75K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Republican,50 to 64,0.9380000000000001,Ethic/moral,Same,Unfavorable,Before that
22.0,2.0,38.0,Third call,60-64,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Excellent,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,College grad,Protestant,,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,50 to 64,0.8740000000000001,Ethic/moral,Better,Unfavorable,Last month
22.0,2.0,39.0,Third call,40-44,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Neither,Not so good,Neither,Yes,Yes,No,Same,Dole,No,Independent,Postgrad,Protestant,30 to 50K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,1.014,Ethic/moral,Worse,Unfavorable,Last 3 days
22.0,2.0,40.0,Third call,50-59,White,Male,Reilly,,,,,,Neither,,,,,,No,,,Protestant,,,18 to 64,,State,Not complete,Shores/Cape Cod,45 to 59,50 to 59,,50 to 64,0.9440000000000001,,,,
22.0,2.0,41.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Approve,,Good,Harshbarger,No,No,No,,Clinton,No,Democrat,Postgrad,Catholic,15 to 30K,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,0.762,,Better,Unfavorable,
22.0,2.0,42.0,Third call,45-49,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Neither,Yes,Yes,Yes,Same,Dole,No,Republican,Postgrad,Jewish,50 to 75K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Republican,40 to 49,0.9380000000000001,Economy/jobs,Better,Unfavorable,Before that
22.0,2.0,43.0,Third call,40-44,White,Female,Reilly,Harschbarger,Approve,Approve,Support Clinton,Good,,No,No,No,Same,Clinton,Yes,Independent,College grad,,100K or more,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.762,Education,Worse,,Before that
22.0,2.0,44.0,Third call,45-49,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Excellent,Both,No,No,Yes,Better,Clinton,Yes,Independent,HS grad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Independent/Other,40 to 49,0.891,Economy/jobs,Same,Unfavorable,Last 3 days
22.0,2.0,45.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,Yes,Yes,Better,Clinton,No,Democrat,Postgrad,None,75 to 100K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,0.869,Environment,Same,Unfavorable,Before that
22.0,2.0,46.0,Third call,60-64,White,Female,Bailey,Cellucci,Disapprove,Approve,Support Clinton,Not so good,Cellucci,Yes,Yes,No,Better,Dole,,Republican,HS grad,Protestant,,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,50 to 64,0.943,Education,Same,Unfavorable,Before that
22.0,2.0,47.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,0.869,Education,Same,Unfavorable,Before that
22.0,2.0,48.0,Third call,45-49,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Democrat,40 to 49,0.869,Education,Same,Favorable,Before that
22.0,2.0,49.0,Third call,45-49,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Independent,Some college,Protestant,50 to 75K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Independent/Other,40 to 49,0.9380000000000001,Crime/drugs,Same,Unfavorable,Before that
22.0,3.0,1.0,First call,30-39,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Perot,No,Republican,College grad,Catholic,75 to 100K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Republican,30 to 39,0.8400000000000001,State taxes,Same,Unfavorable,Before that
22.0,3.0,2.0,First call,50-59,White,Female,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,Yes,Same,Perot,No,Independent,Some college,Protestant,30 to 50K,Conservative,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.776,,Same,Unfavorable,Last 3 days
22.0,3.0,3.0,First call,50-59,White,Male,Bailey,Other,Disapprove,Disapprove,Oppose Clinton,Good,Both,Yes,Yes,No,Same,Perot,No,Independent,College grad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.778,Ethic/moral,Same,Unfavorable,Before that
22.0,3.0,4.0,First call,65 and over,White,Female,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,Yes,Yes,No,Same,Dole,No,Independent,Postgrad,None,15 to 30K,Moderate,65 and over,,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.89,Ethic/moral,Same,Unfavorable,Last week
22.0,3.0,5.0,First call,65 and over,White,Male,Reilly,Harschbarger,,Disapprove,Neither,Excellent,Harshbarger,No,No,No,Same,Clinton,Yes,Independent,Postgrad,Protestant,50 to 75K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.939,Environment,Same,Favorable,Last month
22.0,3.0,6.0,First call,50-59,White,Female,,Harschbarger,Disapprove,Disapprove,Support Clinton,Good,Harshbarger,No,No,Yes,Better,Clinton,No,Democrat,College grad,Protestant,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,0.7,Environment,Better,Unfavorable,Before that
22.0,3.0,7.0,First call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,,Independent,HS grad,None,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.72,Health care,Worse,,Before that
22.0,3.0,8.0,First call,50-59,White,Female,,Harschbarger,Disapprove,,Neither,Good,Harshbarger,No,Yes,Yes,Better,Clinton,,Independent,Some college,Protestant,,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.7,Ethic/moral,Worse,Unfavorable,Before that
22.0,3.0,9.0,First call,65 and over,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Excellent,Both,No,No,Yes,Same,Dole,No,Republican,Some college,Protestant,30 to 50K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Republican,65 and over,0.9640000000000001,Ethic/moral,Same,Unfavorable,Last month
22.0,3.0,10.0,First call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Some college,Something else,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Democrat,40 to 49,0.72,Environment,Same,Unfavorable,Last month
22.0,3.0,11.0,Second call,30-39,White,Female,Bailey,Cellucci,Approve,Approve,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Independent,HS grad,Protestant,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Independent/Other,30 to 39,0.776,Education,Same,Favorable,Last month
22.0,3.0,12.0,Second call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,College grad,Catholic,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Democrat,40 to 49,0.72,State taxes,Same,Unfavorable,Last month
22.0,3.0,13.0,Second call,65 and over,,Female,Bailey,Harschbarger,,,,,Harshbarger,,,,,,No,,,Protestant,,,65 and over,,State,Not complete,Shores/Cape Cod,60 and over,60 and over,,65 and over,0.7629999999999999,Environment,,,Last month
22.0,3.0,14.0,Second call,65 and over,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,Yes,Same,Clinton,Yes,Independent,Postgrad,Protestant,50 to 75K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.9640000000000001,State taxes,Worse,Unfavorable,Last month
22.0,3.0,15.0,Second call,65 and over,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,No,No,Yes,Worse,Clinton,Yes,Independent,Some college,Protestant,30 to 50K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.939,,Worse,Unfavorable,Last 3 days
22.0,3.0,16.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,Some college,Catholic,100K or more,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,0.8250000000000001,,Same,Favorable,Last month
22.0,3.0,17.0,Second call,65 and over,White,Female,Reilly,Harschbarger,,Disapprove,Neither,Excellent,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,None,30 to 50K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Democrat,65 and over,0.8250000000000001,Education,Same,Unfavorable,Last month
22.0,3.0,18.0,Second call,50-59,White,Female,Reilly,Harschbarger,Approve,,,Good,,No,No,,Same,Clinton,Yes,Independent,College grad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.72,,Same,Favorable,Last week
22.0,3.0,19.0,Second call,40-44,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Excellent,Harshbarger,No,No,No,Better,Perot,Yes,Independent,Some college,Something else,30 to 50K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.72,Ethic/moral,Same,Favorable,Last month
22.0,3.0,20.0,Second call,45-49,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,Yes,No,Better,Clinton,,Democrat,College grad,Other Christian,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Democrat,40 to 49,0.72,Crime/drugs,Same,Unfavorable,Before that
22.0,3.0,21.0,Second call,50-59,White,Female,Reilly,Cellucci,Disapprove,Approve,Neither,Good,Both,No,No,Yes,Worse,Clinton,Yes,Democrat,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,0.8400000000000001,State taxes,,Unfavorable,Last week
22.0,3.0,22.0,Second call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Excellent,Both,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,None,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Democrat,40 to 49,0.72,Environment,Better,Favorable,Last week
22.0,3.0,23.0,Second call,50-59,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,Yes,Better,Clinton,,Independent,Some college,None,50 to 75K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.8400000000000001,Education,Same,Unfavorable,Last week
22.0,3.0,24.0,Second call,65 and over,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,No,Better,Clinton,Yes,Independent,HS grad,Catholic,50 to 75K,Liberal,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,1.099,Health care,Better,Favorable,Before that
22.0,3.0,25.0,Second call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Not so good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,Some college,Something else,Under 15K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,0.72,Health care,Worse,Unfavorable,Before that
22.0,3.0,26.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Independent,College grad,Protestant,15 to 30K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Independent/Other,30 to 39,0.72,Environment,Same,Unfavorable,Last 3 days
22.0,3.0,27.0,Third call,45-49,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Neither,No,Yes,Yes,Worse,Clinton,No,Independent,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,40 to 49,Independent/Other,40 to 49,0.9580000000000001,Economy/jobs,Same,Unfavorable,Before that
22.0,3.0,28.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Excellent,Cellucci,Yes,Yes,,Better,Clinton,No,Independent,HS grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Independent/Other,50 to 64,0.8840000000000001,Economy/jobs,Same,Unfavorable,Before that
22.0,3.0,29.0,Third call,40-44,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,Yes,Yes,Better,Clinton,Yes,Independent,Postgrad,Something else,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.9580000000000001,Economy/jobs,Same,Unfavorable,Last week
22.0,3.0,30.0,Third call,50-59,White,Male,Reilly,,,Approve,Neither,Good,,,,,Better,Clinton,Yes,Democrat,Postgrad,None,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Shores/Cape Cod,45 to 59,50 to 59,Democrat,50 to 64,0.891,Environment,Same,,Last 3 days
22.0,3.0,31.0,Third call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Not so good,Harshbarger,No,No,Yes,Better,Perot,Yes,Democrat,Some college,Protestant,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Shores/Cape Cod,30 to 44,30 to 39,Democrat,30 to 39,0.8210000000000001,State taxes,Same,Unfavorable,Last month
22.0,3.0,32.0,Third call,40-44,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Support Clinton,Good,Harshbarger,No,No,Yes,Better,Other,Yes,Independent,College grad,None,30 to 50K,Liberal,18 to 64,No,State,Complete,Shores/Cape Cod,30 to 44,40 to 49,Independent/Other,40 to 49,0.72,Economy/jobs,Same,Unfavorable,Before that
22.0,3.0,33.0,Third call,65 and over,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Not so good,Harshbarger,Yes,Yes,Yes,Same,Dole,Yes,Independent,HS grad,Protestant,30 to 50K,Moderate,65 and over,No,State,Complete,Shores/Cape Cod,60 and over,60 and over,Independent/Other,65 and over,0.8250000000000001,Ethic/moral,Better,Unfavorable,Last 3 days
22.0,3.0,34.0,Third call,18-24,White,Male,Reilly,Harschbarger,,,,,Both,,,,,,Yes,,,Catholic,,,18 to 64,,State,Not complete,Shores/Cape Cod,18 to 29,18 to 24,,18 to 24,1.094,State taxes,,,Last month
