State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
51.0,32.0,50.0,Third call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,51.0,Third call,30-39,White,Female,Vinich,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.622
51.0,32.0,52.0,Third call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.6429999999999999
51.0,32.0,53.0,Third call,65 and over,White,Female,Geringer,Cubin,,Approve,Oppose Clinton,,,Yes,Better,Dole,Republican,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.887
51.0,32.0,54.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.63
51.0,32.0,55.0,Third call,65 and over,White,,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,,Republican,Under 15K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,56.0,Third call,65 and over,White,,Vinich,Cubin,Approve,Approve,Neither,Yes,Yes,Yes,Worse,Dole,Independent,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.876
51.0,32.0,57.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.517
51.0,32.0,58.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Perot,Democrat,100K or more,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.517
51.0,32.0,59.0,Third call,60-64,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,0.728
51.0,32.0,60.0,Third call,30-39,Other,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Worse,Dole,Something else,75 to 100K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.6429999999999999
51.0,32.0,61.0,Third call,25-29,White,Male,Geringer,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.531
51.0,32.0,62.0,Third call,30-39,White,Female,Geringer,Cubin,,,,,,,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.63
51.0,32.0,63.0,Third call,45-49,White,Female,,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.626
51.0,32.0,64.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.63
51.0,32.0,65.0,Third call,40-44,Other,Female,Vinich,Farris,,Disapprove,Neither,No,Yes,,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.517
51.0,32.0,66.0,Third call,25-29,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Independent/Other,25 to 29,0.523
51.0,32.0,67.0,Third call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.887
51.0,32.0,68.0,Third call,30-39,White,Male,Geringer,Farris,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.532
51.0,32.0,69.0,Third call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.528
51.0,32.0,70.0,Third call,40-44,Black,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.738
51.0,32.0,71.0,Third call,25-29,White,Male,Vinich,Farris,Disapprove,Disapprove,,No,Yes,Yes,,Dole,,15 to 30K,,18 to 64,State,North,18 to 29,25 to 29,,25 to 29,0.5269999999999999
51.0,32.0,72.0,Third call,40-44,White,Male,Geringer,Farris,Disapprove,Disapprove,Neither,No,No,Yes,Better,Dole,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.532
51.0,34.0,1.0,First call,40-44,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.7649999999999999
51.0,34.0,2.0,First call,65 and over,Asian,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.336
51.0,34.0,3.0,First call,65 and over,Asian,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,,Same,Perot,Democrat,30 to 50K,Conservative,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.312
51.0,34.0,4.0,First call,65 and over,White,Female,Vinich,Cubin,Disapprove,,Oppose Clinton,No,Yes,,Same,Did Not Vote,Democrat,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.295
51.0,34.0,5.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.9500000000000001
51.0,34.0,6.0,First call,45-49,White,Male,Vinich,Farris,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.779
51.0,34.0,7.0,First call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.7649999999999999
51.0,34.0,8.0,First call,40-44,White,Male,Vinich,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.9369999999999999
51.0,34.0,9.0,First call,45-49,White,Male,Geringer,,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.885
51.0,34.0,10.0,First call,65 and over,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.336
51.0,34.0,11.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,75 to 100K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.9500000000000001
51.0,34.0,12.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.9500000000000001
51.0,34.0,13.0,First call,50-59,White,Female,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Perot,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.7649999999999999
51.0,34.0,14.0,First call,65 and over,White,Male,Vinich,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.096
51.0,34.0,15.0,First call,65 and over,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.312
51.0,34.0,16.0,First call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.7649999999999999
51.0,34.0,17.0,First call,60-64,White,Female,Vinich,Farris,Approve,Approve,Neither,No,,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,1.076
51.0,34.0,18.0,First call,40-44,White,Female,Vinich,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.92
51.0,34.0,19.0,Second call,65 and over,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,Yes,Yes,Same,Dole,Democrat,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.109
51.0,34.0,20.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.336
51.0,34.0,21.0,Second call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.096
51.0,34.0,22.0,Second call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Perot,Republican,75 to 100K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.934
51.0,34.0,23.0,Second call,50-59,White,Male,Geringer,Farris,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.789
51.0,34.0,24.0,Second call,25-29,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.788
51.0,34.0,25.0,Second call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.9500000000000001
51.0,34.0,26.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.7649999999999999
51.0,34.0,27.0,Second call,25-29,Hispanic,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.893
51.0,34.0,28.0,Second call,60-64,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Perot,Democrat,15 to 30K,Moderate,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,1.076
51.0,34.0,29.0,Second call,45-49,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,Yes,No,Same,Dole,Democrat,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.9500000000000001
51.0,34.0,30.0,Second call,30-39,White,Male,Other,Other,Approve,Disapprove,Neither,No,No,No,Better,Perot,Independent,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.219
51.0,34.0,31.0,Third call,65 and over,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.312
51.0,34.0,32.0,Third call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.779
51.0,34.0,33.0,Third call,40-44,White,Female,Vinich,Farris,Approve,Approve,Neither,No,Yes,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.7649999999999999
51.0,34.0,34.0,Third call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.779
51.0,34.0,35.0,Third call,45-49,Other,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,No,No,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.9500000000000001
51.0,34.0,36.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.934
51.0,34.0,37.0,Third call,50-59,White,Female,,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.924
51.0,34.0,38.0,Third call,18-24,White,Female,Vinich,Farris,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,North,18 to 29,18 to 24,Democrat,18 to 24,0.7649999999999999
51.0,34.0,39.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.9500000000000001
51.0,34.0,40.0,Third call,65 and over,White,Female,Geringer,Farris,Approve,Approve,Neither,No,No,Yes,Same,Perot,Democrat,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.091
51.0,34.0,41.0,Third call,60-64,White,Female,Vinich,Cubin,Approve,,,No,No,No,Worse,Clinton,Independent,Under 15K,Conservative,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,1.295
51.0,34.0,42.0,Third call,40-44,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.9500000000000001
51.0,34.0,43.0,Third call,18-24,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Liberal,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,0.949
51.0,34.0,44.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.934
51.0,34.0,45.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.934
51.0,34.0,46.0,Third call,50-59,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.789
51.0,34.0,47.0,Third call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Independent,75 to 100K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.336
51.0,34.0,48.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.934
51.0,34.0,49.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.934
51.0,36.0,1.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Perot,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.788
51.0,36.0,2.0,First call,50-59,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.646
51.0,36.0,3.0,First call,30-39,Hispanic,Female,Geringer,Farris,Approve,Approve,Neither,No,Yes,No,Better,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.754
51.0,36.0,4.0,First call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.775
51.0,36.0,5.0,First call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Other,Independent,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.775
51.0,36.0,6.0,First call,65 and over,White,Female,Other,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.244
51.0,36.0,7.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.788
51.0,36.0,8.0,First call,65 and over,White,Male,,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.099
51.0,36.0,9.0,First call,45-49,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,100K or more,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.644
51.0,36.0,10.0,First call,45-49,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,100K or more,Moderate,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.775
51.0,36.0,11.0,First call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.788
51.0,36.0,12.0,First call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.788
51.0,36.0,13.0,First call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,,Same,Clinton,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.775
51.0,36.0,14.0,First call,40-44,Hispanic,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.921
51.0,36.0,15.0,First call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.775
51.0,36.0,16.0,First call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.775
51.0,36.0,17.0,First call,40-44,White,Female,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.6349999999999999
51.0,36.0,18.0,First call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,,Yes,Yes,Same,Dole,Democrat,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.788
51.0,36.0,19.0,Second call,18-24,White,Male,Geringer,,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,0.733
51.0,36.0,20.0,Second call,45-49,White,Female,Geringer,Farris,Disapprove,,Neither,,Yes,,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.644
51.0,36.0,21.0,Second call,60-64,Asian,Male,Geringer,Farris,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,0.9189999999999999
51.0,36.0,22.0,Second call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Perot,Independent,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.788
51.0,36.0,23.0,Second call,40-44,Hispanic,Male,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.7549999999999999
51.0,36.0,24.0,Second call,18-24,White,Male,Vinich,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Did Not Vote,Republican,50 to 75K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,0.776
51.0,36.0,25.0,Second call,45-49,White,Female,Vinich,Cubin,,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.7629999999999999
51.0,36.0,26.0,Second call,50-59,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.646
51.0,36.0,27.0,Second call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.775
51.0,36.0,28.0,Second call,50-59,White,Female,Vinich,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.7629999999999999
51.0,36.0,29.0,Second call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.788
51.0,36.0,30.0,Second call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.6349999999999999
51.0,36.0,31.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.108
51.0,36.0,32.0,Second call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.788
51.0,36.0,33.0,Second call,60-64,Asian,Female,Geringer,Farris,Approve,Approve,Neither,Yes,Yes,No,Better,Clinton,Independent,,Conservative,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,0.904
51.0,36.0,34.0,Second call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.775
51.0,36.0,35.0,Second call,50-59,White,Female,Vinich,Cubin,Approve,Approve,Neither,Yes,No,,Same,,Independent,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.7629999999999999
51.0,36.0,36.0,Second call,45-49,White,Male,Vinich,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.776
51.0,36.0,37.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.6349999999999999
51.0,36.0,38.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.788
51.0,36.0,39.0,Third call,50-59,White,Male,Vinich,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.776
51.0,36.0,40.0,Third call,40-44,White,Male,Other,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.899
51.0,36.0,41.0,Third call,45-49,White,Male,Geringer,Cubin,,Approve,Neither,,,,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.788
51.0,36.0,42.0,Third call,45-49,Hispanic,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.904
51.0,36.0,43.0,Third call,18-24,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Did Not Vote,Independent,100K or more,Liberal,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.646
