V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
1.0,0.0,G,6.0,8.0,18.0,Second call,1.0,40-44,White,Female,Campbell,Schoettler,,No,Approve,,White,Neither,No,No,No,,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.48700000000000004,
1.0,0.0,G,6.0,8.0,19.0,Second call,1.0,40-44,White,Female,Campbell,Schoettler,Less,No,Approve,Approve,White,Neither,No,No,No,No,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.48700000000000004,Taxes
1.0,0.0,G,6.0,8.0,20.0,Second call,1.0,45-49,White,Female,Campbell,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Better,Dole,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.48700000000000004,Environment
1.0,0.0,G,6.0,8.0,21.0,Second call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,,No,Yes,Yes,,Same,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Republican,40 to 49,0.42700000000000005,
1.0,0.0,G,6.0,8.0,22.0,Second call,1.0,,White,Male,Campbell,Owens,More,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,No,,Dole,Republican,Some college,30 to 50K,Moderate,,State,Complete,Denver/Boulder,,,Republican,,0.41600000000000004,Education
1.0,0.0,G,6.0,8.0,23.0,Second call,1.0,18-24,White,Female,Campbell,Owens,More,No,Approve,Approve,White,Neither,No,No,No,No,Better,Did not vote,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Republican,18 to 24,0.41600000000000004,Education
1.0,0.0,G,6.0,8.0,24.0,Second call,1.0,30-39,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.5189999999999999,Education
1.0,0.0,G,6.0,8.0,25.0,Second call,1.0,50-59,White,Female,Lamm,Schoettler,Less,,Approve,Disapprove,White,Support Clinton,,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.533,Clin/Lwnsky
1.0,0.0,G,6.0,8.0,26.0,Second call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Republican,40 to 49,0.38899999999999996,Taxes
1.0,0.0,G,6.0,8.0,27.0,Second call,1.0,25-29,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,Yes,No,Worse,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.552,Education
1.0,0.0,G,6.0,8.0,28.0,Second call,1.0,50-59,Other,Female,Campbell,Owens,Less,No,Approve,Disapprove,Other,Neither,No,No,No,No,Same,Perot,Independent,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.39899999999999997,
1.0,0.0,G,6.0,8.0,29.0,Second call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.38899999999999996,Clin/Lwnsky
1.0,0.0,G,6.0,8.0,30.0,Second call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Approve,Approve,White,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.41600000000000004,Social Security
1.0,0.0,G,6.0,8.0,31.0,Second call,1.0,60-64,White,Female,Campbell,Owens,Less,,Disapprove,Approve,White,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Denver/Boulder,60 and over,60 and over,Republican,50 to 64,0.625,Health Care
1.0,0.0,G,6.0,8.0,32.0,Second call,1.0,40-44,White,Female,Campbell,Owens,Less,,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Worse,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.42700000000000005,Education
1.0,0.0,G,6.0,8.0,33.0,Second call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.41600000000000004,Health Care
1.0,0.0,G,6.0,8.0,34.0,Second call,1.0,25-29,White,Male,Campbell,Schoettler,More,No,Disapprove,Disapprove,White,Neither,No,No,Yes,No,Same,Did not vote,Independent,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.493,Education
1.0,0.0,G,6.0,8.0,35.0,Third call,1.0,65 and over,White,Female,Campbell,Schoettler,Less,No,Disapprove,Disapprove,White,Neither,No,No,No,Yes,Same,Dole,Independent,College grad,,,65 and over,State,Complete,Denver/Boulder,60 and over,60 and over,Independent/Other,65 and over,0.711,
1.0,0.0,G,6.0,8.0,36.0,Third call,1.0,50-59,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.5189999999999999,Social Security
1.0,0.0,G,6.0,8.0,37.0,Third call,1.0,40-44,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Same,Perot,Independent,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.5189999999999999,Environment
1.0,0.0,G,6.0,8.0,38.0,Third call,1.0,45-49,Hispanic,Male,Campbell,Owens,Less,Yes,Disapprove,Disapprove,Hispanic,,No,,,,,,,,,,18 to 64,State,Not complete,Denver/Boulder,45 to 59,40 to 49,,40 to 49,0.337,Health Care
1.0,0.0,G,6.0,8.0,39.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,100K or more,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.39899999999999997,Health Care
1.0,0.0,G,6.0,8.0,40.0,Third call,1.0,18-24,White,Female,Campbell,Owens,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Independent,Some college,Under 15K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.445,Education
1.0,0.0,G,6.0,8.0,41.0,Third call,1.0,18-24,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Democrat,18 to 24,0.5389999999999999,Education
1.0,0.0,G,6.0,8.0,42.0,Third call,1.0,50-59,Hispanic,Female,Campbell,Owens,More,Yes,Approve,Approve,Hispanic,Support Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.345,Social Security
1.0,0.0,G,6.0,8.0,43.0,Third call,1.0,60-64,White,Male,,Schoettler,Less,No,Approve,Approve,White,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Denver/Boulder,60 and over,60 and over,Democrat,50 to 64,0.726,Social Security
1.0,0.0,G,6.0,8.0,44.0,Third call,1.0,25-29,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Republican,25 to 29,0.404,Clin/Lwnsky
1.0,0.0,G,6.0,8.0,45.0,Third call,1.0,18-24,White,Female,Campbell,Owens,,No,Approve,Approve,White,Neither,Yes,,,,Same,Dole,Republican,Some college,,Conservative,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Republican,18 to 24,0.41600000000000004,Abortion
1.0,0.0,G,6.0,8.0,46.0,Third call,1.0,25-29,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Republican,25 to 29,0.445,Education
1.0,0.0,G,6.0,10.0,1.0,First call,1.0,30-39,White,Male,Lamm,Schoettler,,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.442,
1.0,0.0,G,6.0,10.0,2.0,First call,1.0,40-44,Black,Male,Lamm,Schoettler,,No,Approve,Disapprove,Black,Support Clinton,No,No,No,Yes,Same,Perot,Independent,Some college,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.38299999999999995,
1.0,0.0,G,6.0,10.0,3.0,First call,1.0,30-39,Hispanic,Male,Campbell,Schoettler,,Yes,Disapprove,Disapprove,Hispanic,Neither,No,Yes,Yes,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.35,
1.0,0.0,G,6.0,10.0,4.0,First call,1.0,45-49,White,Female,Campbell,Owens,,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,National,Complete,Denver/Boulder,45 to 59,40 to 49,Republican,40 to 49,0.34299999999999997,
1.0,0.0,G,6.0,10.0,5.0,First call,1.0,30-39,White,Male,Campbell,,,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.38499999999999995,
1.0,0.0,G,6.0,10.0,6.0,First call,1.0,50-59,White,Male,Campbell,Owens,,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.33299999999999996,
1.0,0.0,G,6.0,10.0,7.0,First call,1.0,65 and over,White,Male,Campbell,Schoettler,,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Moderate,65 and over,National,Complete,Denver/Boulder,60 and over,60 and over,Democrat,65 and over,0.5920000000000001,
1.0,0.0,G,6.0,10.0,8.0,First call,1.0,30-39,White,Male,Campbell,Schoettler,,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Better,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.40499999999999997,
1.0,0.0,G,6.0,10.0,9.0,First call,1.0,40-44,White,Male,,Owens,,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,No,Worse,Other,Independent,No HS,50 to 75K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.33999999999999997,
1.0,0.0,G,6.0,10.0,10.0,First call,1.0,40-44,Hispanic,Female,Campbell,Owens,,Yes,,,Hispanic,,,,,,Better,,Independent,,Under 15K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.297,
1.0,0.0,G,6.0,10.0,11.0,First call,1.0,40-44,Hispanic,Female,Campbell,Schoettler,,Yes,Approve,,Hispanic,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.36,
1.0,0.0,G,6.0,10.0,12.0,First call,1.0,50-59,White,Female,Campbell,Schoettler,,No,Approve,,White,,,,,,Worse,,Independent,,Under 15K,Liberal,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.41700000000000004,
1.0,0.0,G,6.0,10.0,13.0,First call,1.0,50-59,Black,Male,Lamm,Schoettler,,No,Approve,,Black,,,,,,Same,,Democrat,,Under 15K,Liberal,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.38299999999999995,
1.0,0.0,G,6.0,10.0,14.0,First call,1.0,45-49,White,Female,Lamm,Schoettler,,No,Approve,,White,,,,,,Better,,Democrat,,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.455,
1.0,0.0,G,6.0,10.0,15.0,First call,1.0,40-44,Other,Male,Lamm,Schoettler,,No,Approve,,Other,,,,,,Worse,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.442,
1.0,0.0,G,6.0,10.0,16.0,First call,1.0,30-39,Black,Male,Lamm,Schoettler,,No,Approve,,Black,,,,,,Worse,,Independent,,15 to 30K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.38299999999999995,
1.0,0.0,G,6.0,10.0,17.0,First call,1.0,60-64,White,Male,Campbell,Owens,,No,Disapprove,,White,,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,National,Complete,Denver/Boulder,60 and over,60 and over,Republican,50 to 64,0.48600000000000004,
1.0,0.0,G,6.0,10.0,18.0,First call,1.0,60-64,White,Female,Lamm,Schoettler,,No,Approve,,White,,,,,,Better,,Independent,,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,60 and over,60 and over,Independent/Other,50 to 64,0.6629999999999999,
1.0,0.0,G,6.0,10.0,19.0,Second call,1.0,40-44,White,Female,Campbell,Schoettler,,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Better,Perot,Republican,College grad,Under 15K,Liberal,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.41700000000000004,
1.0,0.0,G,6.0,10.0,20.0,Second call,1.0,40-44,White,Female,Campbell,Schoettler,,No,Disapprove,Approve,White,Neither,No,No,No,,Better,Clinton,Independent,Some college,15 to 30K,Liberal,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.41700000000000004,
1.0,0.0,G,6.0,10.0,21.0,Second call,1.0,65 and over,White,Female,Campbell,Owens,,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,No HS,15 to 30K,Moderate,65 and over,National,Complete,Denver/Boulder,60 and over,60 and over,Republican,65 and over,0.499,
1.0,0.0,G,6.0,10.0,22.0,Second call,1.0,25-29,Black,Female,Lamm,Schoettler,,No,Approve,Disapprove,Black,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.40900000000000003,
1.0,0.0,G,6.0,10.0,23.0,Second call,1.0,65 and over,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,National,Complete,Denver/Boulder,60 and over,60 and over,Democrat,65 and over,0.6629999999999999,
1.0,0.0,G,6.0,10.0,24.0,Second call,1.0,50-59,White,Male,Lamm,Schoettler,,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.442,
1.0,0.0,G,6.0,10.0,25.0,Second call,1.0,50-59,Other,Female,Campbell,Owens,,No,Disapprove,,Other,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.34299999999999997,
1.0,0.0,G,6.0,10.0,26.0,Second call,1.0,50-59,White,Female,Lamm,Schoettler,,No,Approve,Approve,White,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.455,
1.0,0.0,G,6.0,10.0,27.0,Second call,1.0,25-29,White,Male,Campbell,Schoettler,,No,Approve,Approve,White,Neither,No,No,No,No,Same,Did not vote,Independent,Postgrad,Under 15K,Moderate,18 to 64,National,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.423,
1.0,0.0,G,6.0,10.0,28.0,Second call,1.0,25-29,White,Male,Lamm,Schoettler,,No,Disapprove,Approve,White,Neither,No,No,No,Yes,Better,Perot,Independent,Some college,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.462,
1.0,0.0,G,6.0,10.0,29.0,Second call,1.0,60-64,White,Female,Lamm,Schoettler,,No,Disapprove,Disapprove,White,Neither,No,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Conservative,18 to 64,National,Complete,Denver/Boulder,60 and over,60 and over,Democrat,50 to 64,0.6629999999999999,
1.0,0.0,G,6.0,10.0,30.0,Second call,1.0,18-24,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Did not vote,Democrat,HS grad,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,18 to 29,18 to 24,Democrat,18 to 24,0.474,
1.0,0.0,G,6.0,10.0,31.0,Second call,1.0,40-44,White,Female,Campbell,Owens,,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.34299999999999997,
1.0,0.0,G,6.0,10.0,32.0,Second call,1.0,65 and over,White,Male,Lamm,Schoettler,,No,Approve,,White,,,,,,Worse,,Republican,,15 to 30K,Moderate,65 and over,National,Complete,Denver/Boulder,60 and over,60 and over,Republican,65 and over,0.646,
1.0,0.0,G,6.0,10.0,33.0,Second call,1.0,30-39,Black,Male,Campbell,Owens,,No,Disapprove,,Black,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.289,
1.0,0.0,G,6.0,10.0,34.0,Second call,1.0,30-39,White,Female,Campbell,Owens,,No,Disapprove,,White,,,,,,Better,,Republican,,15 to 30K,Liberal,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.34299999999999997,
1.0,0.0,G,6.0,10.0,35.0,Second call,1.0,50-59,White,Male,Lamm,Schoettler,,No,Approve,,White,,,,,,Worse,,Independent,,30 to 50K,Liberal,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.442,
1.0,0.0,G,6.0,10.0,36.0,Second call,1.0,40-44,White,Female,Campbell,Owens,,No,Disapprove,,White,,,,,,Better,,Republican,,15 to 30K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.34299999999999997,
1.0,0.0,G,6.0,10.0,37.0,Second call,1.0,50-59,Black,Female,Campbell,Schoettler,,No,Approve,,Black,,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.36,
1.0,0.0,G,6.0,10.0,38.0,Second call,1.0,30-39,Black,Female,Campbell,Owens,,No,Approve,,Black,,,,,,Better,,Democrat,,15 to 30K,Conservative,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.297,
1.0,0.0,G,6.0,10.0,39.0,Second call,1.0,50-59,White,Female,Campbell,Schoettler,,No,Approve,,White,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.41700000000000004,
1.0,0.0,G,6.0,10.0,40.0,Second call,1.0,65 and over,Hispanic,Female,Campbell,Owens,,Yes,Approve,,White,,,,,,Better,,Democrat,,30 to 50K,Moderate,65 and over,National,Complete,Denver/Boulder,60 and over,60 and over,Democrat,65 and over,0.433,
1.0,0.0,G,6.0,10.0,41.0,Second call,1.0,65 and over,White,Male,Campbell,Owens,,No,Disapprove,,White,,,,,,Same,,Independent,,15 to 30K,Moderate,65 and over,National,Complete,Denver/Boulder,60 and over,60 and over,Independent/Other,65 and over,0.48600000000000004,
1.0,0.0,G,6.0,10.0,42.0,Second call,1.0,60-64,White,Male,Lamm,Schoettler,,No,Approve,,White,,,,,,Better,,Democrat,,30 to 50K,Liberal,18 to 64,National,Complete,Denver/Boulder,60 and over,60 and over,Democrat,50 to 64,0.646,
1.0,0.0,G,6.0,10.0,43.0,Second call,1.0,30-39,White,Female,Campbell,Owens,,No,Disapprove,,White,,,,,,Worse,,Independent,,Under 15K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.34299999999999997,
1.0,0.0,G,6.0,10.0,44.0,Second call,1.0,50-59,White,Female,Campbell,Schoettler,,No,Approve,,White,,,,,,Same,,Democrat,,Under 15K,Moderate,18 to 64,National,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.41700000000000004,
1.0,0.0,G,6.0,10.0,45.0,Third call,1.0,18-24,,Female,Campbell,,,No,,,,Neither,No,No,No,No,,Other,Something else,HS grad,Under 15K,Moderate,18 to 64,National,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.41000000000000003,
1.0,0.0,G,6.0,10.0,46.0,Third call,1.0,40-44,White,Female,Lamm,Schoettler,,No,Approve,Approve,White,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.455,
1.0,0.0,G,6.0,10.0,47.0,Third call,1.0,18-24,Black,Female,Campbell,Owens,,No,Approve,Disapprove,Black,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,National,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.308,
1.0,0.0,G,6.0,10.0,48.0,Third call,1.0,30-39,Black,Female,Campbell,Schoettler,,No,Approve,Disapprove,Black,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.36,
1.0,0.0,G,6.0,10.0,49.0,Third call,1.0,25-29,Black,Female,Lamm,Schoettler,,No,Approve,Disapprove,Black,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,National,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.40900000000000003,
1.0,0.0,G,6.0,10.0,50.0,Third call,1.0,30-39,Hispanic,Male,Campbell,Owens,,Yes,Approve,Disapprove,White,Neither,No,No,No,No,Same,Dole,Independent,No HS,50 to 75K,Moderate,18 to 64,National,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.289,
1.0,0.0,G,6.0,10.0,51.0,Third call,1.0,45-49,Black,Male,Lamm,Schoettler,,No,Approve,Disapprove,Black,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,National,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.38299999999999995,
