State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,State lottery,Beasley: Personal life,Reason for Cong Vote,Religious Right,Hollings: Too long?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Video Poker,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Clinton as person
41.0,8.0,5.0,First call,65 and over,White,Male,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,,,,Same,Dole,Independent,HS grad,Under 15K,Moderate,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Independent/Other,65 and over,1.375,Education,Gambling,Unfavorable
41.0,8.0,6.0,First call,30-39,Black,Male,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,Yes,Yes,No,No,No,Worse,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,1.3679999999999999,Education,Education,Favorable
41.0,8.0,7.0,First call,65 and over,White,Female,Inglis,Hodges,,,Favor,,Neither,Yes,,,No,No,Better,Dole,Independent,HS grad,Under 15K,Conservative,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Independent/Other,65 and over,1.2429999999999999,Social Security,Education,Favorable
41.0,8.0,8.0,First call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Republican,50 to 64,1.028,Taxes,State taxes,Unfavorable
41.0,8.0,9.0,Second call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.3679999999999999,Social Security,Education,Favorable
41.0,8.0,10.0,Second call,65 and over,White,Female,Hollings,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Moderate,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Independent/Other,65 and over,1.345,Social Security,Education,Unfavorable
41.0,8.0,11.0,Second call,18-24,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,18 to 29,18 to 24,Democrat,18 to 24,1.428,,Education,Favorable
41.0,8.0,12.0,Second call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Favor,Not a factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Dole,Independent,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.028,,Gambling,Unfavorable
41.0,8.0,13.0,Second call,40-44,White,Male,Inglis,Beasley,Disapprove,Disapprove,,One factor,Oppose Clinton,No,,,,Yes,Same,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,,State,Complete,Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.028,Taxes,Education,Unfavorable
41.0,8.0,14.0,Second call,30-39,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Something else,College grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,1.3679999999999999,Economy/jobs,Economy/jobs,Favorable
41.0,8.0,15.0,Second call,60-64,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,Yes,Yes,Better,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Independent/Other,50 to 64,1.375,,,Unfavorable
41.0,8.0,16.0,Second call,25-29,White,Male,Inglis,Beasley,Disapprove,Disapprove,Favor,One factor,Oppose Clinton,Yes,No,Yes,Yes,No,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Republican,25 to 29,1.083,Education,Confederate flag,Unfavorable
41.0,8.0,17.0,Second call,18-24,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,No,Same,Clinton,Independent,Postgrad,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,18 to 29,18 to 24,Independent/Other,18 to 24,1.428,Education,Education,Favorable
41.0,8.0,18.0,Second call,40-44,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,Yes,No,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,40 to 49,Democrat,40 to 49,1.355,Economy/jobs,Economy/jobs,Favorable
41.0,8.0,19.0,Second call,65 and over,Black,Male,Hollings,Hodges,Approve,Approve,Favor,One factor,Support Clinton,Yes,Yes,No,No,,Same,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,1.65,Social Security,Education,Favorable
41.0,8.0,20.0,Third call,45-49,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,No,Better,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Republican,40 to 49,1.018,Taxes,State taxes,Unfavorable
41.0,8.0,21.0,Third call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Favor,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.028,Economy/jobs,Gambling,Unfavorable
41.0,8.0,22.0,Third call,45-49,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Clinton,Republican,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Republican,40 to 49,1.018,Clin/Lwnsky,Moral/ethic,Unfavorable
41.0,8.0,23.0,Third call,18-24,Black,Female,Hollings,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,No,No,No,Worse,Did not vote,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,18 to 29,18 to 24,Democrat,18 to 24,1.428,Economy/jobs,Economy/jobs,Unfavorable
41.0,8.0,24.0,Third call,30-39,Black,Female,,Beasley,Approve,Approve,Oppose,Not a factor,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,1.304,Education,Education,Favorable
41.0,8.0,25.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Approve,Oppose,Not a factor,Support Clinton,Yes,No,No,Yes,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,1.355,Health Care,Education,Favorable
41.0,8.0,26.0,Third call,65 and over,White,Male,Hollings,Moultrie,Disapprove,Disapprove,,One factor,Neither,No,No,,Yes,,Worse,Dole,Independent,College grad,Under 15K,Conservative,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Independent/Other,65 and over,0.906,,,Unfavorable
41.0,8.0,27.0,Third call,30-39,Black,Female,,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,Yes,No,No,No,,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,1.321,,Economy/jobs,Favorable
41.0,8.0,28.0,Third call,40-44,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Something else,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.028,Clin/Lwnsky,Gambling,Unfavorable
41.0,8.0,29.0,Third call,,Black,Female,,Hodges,Approve,,Favor,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,,,,State,Complete,Rural,,,Democrat,,1.321,,,Favorable
41.0,8.0,30.0,Third call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Did not vote,Something else,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.028,Taxes,Gambling,Unfavorable
41.0,8.0,31.0,Third call,60-64,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,1.634,Social Security,Education,Favorable
41.0,9.0,1.0,First call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.998,Education,Education,Favorable
41.0,9.0,2.0,First call,25-29,Black,Female,Hollings,,,,,,,,No,,,,,,,,,,18 to 64,,State,Not complete,Swing counties,18 to 29,25 to 29,,25 to 29,1.002,Taxes,Education,
41.0,9.0,3.0,First call,50-59,White,Male,Inglis,Beasley,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,Yes,No,No,No,Worse,Clinton,Independent,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.993,Taxes,State taxes,Favorable
41.0,9.0,4.0,First call,30-39,White,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,No,No,No,Yes,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,1.101,Health Care,Confederate flag,Unfavorable
41.0,9.0,5.0,First call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Favor,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.993,Clin/Lwnsky,Economy/jobs,Unfavorable
41.0,9.0,6.0,Second call,18-24,White,Male,Hollings,Beasley,,,,,,,No,,,,,,,,,,18 to 64,,State,Not complete,Swing counties,18 to 29,18 to 24,,18 to 24,1.137,Education,Moral/ethic,
41.0,9.0,7.0,Second call,50-59,White,Female,Hollings,Beasley,Disapprove,Disapprove,Favor,Not a factor,Oppose Clinton,No,No,No,Yes,No,Same,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,1.087,Social Security,,Unfavorable
41.0,9.0,8.0,Second call,60-64,Black,Female,Other,Hodges,Disapprove,Disapprove,Favor,One factor,Neither,No,No,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,75 to 100K,Conservative,18 to 64,Favor,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,1.724,Health Care,Gambling,Unfavorable
41.0,9.0,9.0,Second call,45-49,White,Female,Hollings,Hodges,Approve,,Favor,Not a factor,Neither,No,No,No,No,Yes,Same,Clinton,,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,,40 to 49,1.101,Education,Education,Unfavorable
41.0,9.0,10.0,Second call,30-39,White,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,Yes,Yes,Yes,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,1.101,,Education,Unfavorable
41.0,9.0,11.0,Second call,40-44,White,Female,Inglis,Hodges,Disapprove,Approve,Favor,One factor,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.978,Education,Education,Unfavorable
41.0,9.0,12.0,Second call,30-39,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.993,Taxes,Gambling,Unfavorable
41.0,9.0,13.0,Second call,65 and over,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,,Yes,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,1.32,,,Unfavorable
41.0,9.0,14.0,Second call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Most important,Neither,Yes,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.998,,Education,Favorable
41.0,9.0,15.0,Second call,65 and over,Black,Female,Other,Other,,,,One factor,,,Yes,,,,,,,,,,65 and over,,State,Not complete,Swing counties,60 and over,60 and over,,65 and over,1.701,Social Security,State taxes,
41.0,9.0,16.0,Second call,50-59,Black,Female,Hollings,Hodges,Approve,Disapprove,,Not a factor,Neither,No,Yes,,,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.998,Economy/jobs,Economy/jobs,Favorable
41.0,9.0,17.0,Third call,50-59,White,Female,Inglis,Beasley,Approve,Approve,Oppose,Not a factor,Oppose Clinton,Yes,Yes,No,No,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.9660000000000001,,Moral/ethic,Unfavorable
41.0,9.0,18.0,Third call,65 and over,White,Female,Hollings,Beasley,Disapprove,Disapprove,Favor,,Neither,No,No,,Yes,Yes,Better,Dole,Independent,Postgrad,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,1.483,Economy/jobs,Gambling,Unfavorable
41.0,9.0,19.0,Third call,65 and over,White,Female,Hollings,Beasley,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Worse,Clinton,Republican,Postgrad,15 to 30K,Moderate,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,1.483,,Education,Unfavorable
41.0,9.0,20.0,Third call,30-39,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,1.027,Social Security,Education,Favorable
41.0,9.0,21.0,Third call,40-44,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.9660000000000001,,Moral/ethic,Unfavorable
41.0,9.0,22.0,Third call,45-49,White,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Support Clinton,No,No,No,No,Yes,Same,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,1.101,Education,Education,Favorable
41.0,9.0,23.0,Third call,30-39,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Dole,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.993,,Moral/ethic,Unfavorable
41.0,9.0,24.0,Third call,45-49,White,Female,Inglis,Hodges,,Approve,Favor,Not a factor,Neither,Yes,Yes,Yes,Yes,,Worse,Dole,Republican,Postgrad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.978,Education,Education,Unfavorable
41.0,9.0,25.0,Third call,65 and over,White,Male,Hollings,Hodges,,,,Not a factor,,,No,,,,,,,,,,65 and over,,State,Not complete,Swing counties,60 and over,60 and over,,65 and over,1.545,Economy/jobs,Gambling,
41.0,9.0,26.0,Third call,40-44,Black,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,1.027,Health Care,State taxes,Favorable
41.0,9.0,27.0,Third call,30-39,White,Male,Inglis,Moultrie,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,No,No,Same,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.664,Education,State taxes,Unfavorable
41.0,9.0,28.0,Third call,40-44,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.998,Taxes,State taxes,Favorable
41.0,9.0,29.0,Third call,60-64,White,Male,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,Yes,No,No,No,Same,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,1.373,Social Security,Economy/jobs,Favorable
41.0,9.0,30.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,Yes,Yes,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.998,Economy/jobs,Economy/jobs,Favorable
41.0,9.0,31.0,Third call,50-59,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,,Support Clinton,No,Yes,No,No,No,Worse,Perot,Independent,Some college,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.101,Foreign Policy,Education,Favorable
41.0,9.0,32.0,Third call,25-29,White,Male,Inglis,Hodges,,,,One factor,,,,,,,,,,,,,18 to 64,,State,Not complete,Swing counties,18 to 29,25 to 29,,25 to 29,1.025,,Moral/ethic,
41.0,14.0,1.0,First call,45-49,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Oppose Clinton,Yes,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.43000000000000005,Clin/Lwnsky,Gambling,Unfavorable
41.0,14.0,2.0,First call,45-49,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Same,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.505,Economy/jobs,Economy/jobs,Unfavorable
41.0,14.0,3.0,First call,65 and over,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,0.603,Social Security,Moral/ethic,Unfavorable
41.0,14.0,4.0,First call,50-59,Hispanic,Female,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.39499999999999996,Education,Education,Unfavorable
41.0,14.0,5.0,First call,45-49,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.491,,Moral/ethic,Unfavorable
41.0,14.0,6.0,First call,25-29,White,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,No,No,No,Yes,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.499,Education,Economy/jobs,Unfavorable
41.0,14.0,7.0,First call,50-59,White,Male,Hollings,Hodges,Disapprove,Disapprove,Favor,One factor,Neither,No,No,Yes,Yes,Yes,Better,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.505,Taxes,Education,Unfavorable
41.0,14.0,8.0,First call,18-24,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,Yes,Better,Did not vote,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,0.449,Taxes,Moral/ethic,Unfavorable
41.0,14.0,9.0,First call,60-64,White,Male,Hollings,Hodges,Approve,Disapprove,Oppose,Most important,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Democrat,50 to 64,0.6869999999999999,Economy/jobs,Moral/ethic,Unfavorable
41.0,14.0,10.0,Second call,50-59,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,No,Yes,Yes,Better,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.43000000000000005,Economy/jobs,Economy/jobs,Unfavorable
