State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,If only these cands,Reason for Cong Vote,State economy condition,Carry weapon easier?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Taxes for stadiums,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person
24.0,17.0,38.0,Third call,18-24,,Male,Ventura,Disapprove,Disapprove,Would not vote,Neither,Not so good,Yes,Yes,Yes,Yes,Same,Did not vote,Oppose,Independent,HS grad,Under 15K,,18 to 64,2.0,Complete,Rep areas,18 to 29,18 to 24,Independent/Other,18 to 24,1.488,Economy/jobs,Worse,Unfavorable
24.0,17.0,39.0,Third call,45-49,White,Male,Humphrey,Approve,Approve,Humphrey,Neither,Excellent,No,No,No,Yes,Same,Clinton,Oppose,Something else,Postgrad,30 to 50K,Moderate,18 to 64,2.0,Complete,Rep areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.576,Economy/jobs,About the same,Favorable
24.0,17.0,40.0,Third call,18-24,White,Female,Ventura,Disapprove,Approve,Would not vote,Oppose Clinton,Not so good,No,Yes,Yes,Yes,Worse,Did not vote,Oppose,Republican,HS grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Rep areas,18 to 29,18 to 24,Republican,18 to 24,1.334,Education,About the same,Unfavorable
24.0,17.0,41.0,Third call,40-44,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Same,Dole,Oppose,Republican,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Rep areas,30 to 44,40 to 49,Republican,40 to 49,0.517,Education,About the same,Favorable
24.0,17.0,42.0,Third call,45-49,White,Male,Humphrey,Disapprove,Disapprove,Humphrey,Neither,Not so good,No,Yes,Yes,No,Worse,Perot,Oppose,Democrat,HS grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Rep areas,45 to 59,40 to 49,Democrat,40 to 49,0.576,Economy/jobs,Worse,Unfavorable
24.0,17.0,43.0,Third call,40-44,White,Female,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,No,No,No,No,Worse,Dole,Oppose,Republican,College grad,75 to 100K,Moderate,18 to 64,2.0,Complete,Rep areas,30 to 44,40 to 49,Republican,40 to 49,1.263,Education,Better,Unfavorable
24.0,17.0,44.0,Third call,30-39,White,Male,Ventura,Disapprove,Approve,Humphrey,Support Clinton,Good,No,Yes,No,Yes,Same,Perot,Oppose,Democrat,HS grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Rep areas,30 to 44,30 to 39,Democrat,30 to 39,1.4100000000000001,Education,Better,Unfavorable
24.0,17.0,45.0,Third call,30-39,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Independent,College grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Rep areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.576,Education,Better,Favorable
24.0,17.0,46.0,Third call,30-39,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Favor,Republican,Some college,30 to 50K,Moderate,18 to 64,2.0,Complete,Rep areas,30 to 44,30 to 39,Republican,30 to 39,0.734,Gun Control,Worse,Unfavorable
24.0,17.0,47.0,Third call,50-59,White,Male,Ventura,Approve,Approve,Humphrey,Neither,Not so good,No,No,No,No,Worse,Clinton,Oppose,Democrat,No HS,15 to 30K,Moderate,18 to 64,2.0,Complete,Rep areas,45 to 59,50 to 59,Democrat,50 to 64,1.4100000000000001,Economy/jobs,About the same,Favorable
24.0,18.0,1.0,First call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Excellent,No,No,Yes,Yes,Worse,Clinton,Oppose,Republican,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,1.213,Economy/jobs,About the same,Unfavorable
24.0,18.0,2.0,First call,45-49,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Excellent,No,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,45 to 59,40 to 49,Republican,40 to 49,1.213,State taxes,About the same,Unfavorable
24.0,18.0,3.0,First call,30-39,White,Male,Ventura,Disapprove,Approve,Coleman,Neither,Good,Yes,Yes,Yes,Yes,Better,Dole,Oppose,Republican,Some college,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,1.7,State taxes,Better,Unfavorable
24.0,18.0,4.0,First call,45-49,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,College grad,100K or more,Moderate,18 to 64,2.0,Complete,Twin metro area,45 to 59,40 to 49,Democrat,40 to 49,1.9969999999999999,Education,About the same,Favorable
24.0,18.0,5.0,First call,45-49,White,Male,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Oppose,Republican,College grad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,45 to 59,40 to 49,Republican,40 to 49,1.213,State taxes,About the same,Unfavorable
24.0,18.0,6.0,First call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Better,Dole,Oppose,Republican,Postgrad,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,40 to 49,Republican,40 to 49,1.213,Abortion,About the same,Unfavorable
24.0,18.0,7.0,First call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Better,Dole,Oppose,Republican,Postgrad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,1.213,Education,Worse,Unfavorable
24.0,18.0,8.0,First call,50-59,White,Male,Coleman,Approve,Approve,Coleman,Neither,Good,No,No,No,Yes,Better,Clinton,Favor,Republican,Postgrad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,45 to 59,50 to 59,Republican,50 to 64,1.213,Crime/drugs,Worse,Unfavorable
24.0,18.0,9.0,First call,50-59,White,Male,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Excellent,No,No,No,No,Better,Clinton,Favor,Democrat,College grad,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin metro area,45 to 59,50 to 59,Democrat,50 to 64,1.99,Education,Worse,Favorable
24.0,18.0,10.0,First call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Better,Dole,Oppose,Republican,College grad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,40 to 49,Republican,40 to 49,1.213,State taxes,Worse,Unfavorable
24.0,18.0,11.0,First call,60-64,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,Yes,Same,Dole,Oppose,Independent,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin metro area,60 and over,60 and over,Independent/Other,50 to 64,1.31,State taxes,Worse,Unfavorable
24.0,18.0,12.0,First call,18-24,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,Yes,Yes,Yes,No,Same,Did not vote,Oppose,Independent,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin metro area,18 to 29,18 to 24,Independent/Other,18 to 24,1.478,Gun Control,About the same,Unfavorable
24.0,18.0,13.0,First call,40-44,White,Male,Ventura,Approve,Disapprove,Humphrey,Support Clinton,Good,Yes,No,No,Yes,Same,Clinton,Oppose,Republican,Postgrad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,40 to 49,Republican,40 to 49,1.7,,About the same,Unfavorable
24.0,18.0,14.0,First call,30-39,White,Female,Coleman,Approve,Approve,Coleman,Neither,Excellent,No,No,No,Yes,Better,Clinton,Favor,Independent,College grad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Independent/Other,30 to 39,1.217,Education,Better,Unfavorable
24.0,18.0,15.0,Second call,18-24,White,Male,Ventura,Disapprove,Approve,Coleman,Neither,Good,No,Yes,Yes,Yes,Better,Did not vote,Favor,Republican,HS grad,Under 15K,Liberal,18 to 64,2.0,Complete,Twin metro area,18 to 29,18 to 24,Republican,18 to 24,2.073,Economy/jobs,Better,Unfavorable
24.0,18.0,16.0,Second call,50-59,White,Male,Ventura,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,Yes,Worse,Dole,Favor,Republican,,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin metro area,45 to 59,50 to 59,Republican,50 to 64,1.7,Crime/drugs,Worse,Unfavorable
24.0,18.0,17.0,Second call,40-44,White,Female,Humphrey,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin metro area,30 to 44,40 to 49,Republican,40 to 49,1.9969999999999999,Gun Control,About the same,Unfavorable
24.0,18.0,18.0,Second call,50-59,White,Female,Coleman,Approve,Approve,Coleman,Oppose Clinton,Excellent,No,Yes,No,No,Same,Dole,Oppose,Independent,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin metro area,45 to 59,50 to 59,Independent/Other,50 to 64,1.217,Economy/jobs,About the same,Unfavorable
24.0,18.0,19.0,Second call,50-59,White,Female,Ventura,Approve,Disapprove,Would not vote,Support Clinton,Excellent,No,No,No,No,Same,Perot,Favor,Independent,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin metro area,45 to 59,50 to 59,Independent/Other,50 to 64,1.706,State taxes,About the same,Favorable
24.0,18.0,20.0,Second call,45-49,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Excellent,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,HS grad,,Conservative,18 to 64,2.0,Complete,Twin metro area,45 to 59,40 to 49,Republican,40 to 49,1.213,State taxes,About the same,Unfavorable
24.0,18.0,21.0,Second call,18-24,White,Female,Ventura,Disapprove,Disapprove,Humphrey,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,,Oppose,Democrat,Some college,,Moderate,18 to 64,2.0,Complete,Twin metro area,18 to 29,18 to 24,Democrat,18 to 24,2.08,State taxes,Worse,Unfavorable
24.0,18.0,22.0,Second call,45-49,Hispanic,Male,Ventura,Approve,Disapprove,Would not vote,Support Clinton,Excellent,Yes,No,No,No,Better,Clinton,Oppose,Republican,Postgrad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,45 to 59,40 to 49,Republican,40 to 49,1.245,State taxes,About the same,Favorable
24.0,18.0,23.0,Second call,30-39,White,Female,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,No,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,1.217,Education,Better,Unfavorable
24.0,18.0,24.0,Second call,18-24,White,Male,Ventura,Approve,Approve,Would not vote,Neither,Excellent,Yes,No,No,No,Same,Did not vote,Oppose,Independent,No HS,100K or more,Liberal,18 to 64,2.0,Complete,Twin metro area,18 to 29,18 to 24,Independent/Other,18 to 24,2.073,State taxes,Better,Favorable
24.0,18.0,25.0,Second call,30-39,White,Female,Coleman,Disapprove,Approve,Coleman,Neither,Excellent,No,Yes,Yes,No,Same,Dole,Favor,Republican,Some college,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,1.217,State taxes,About the same,Unfavorable
24.0,18.0,26.0,Third call,40-44,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,No,No,Yes,Same,Dole,Favor,Republican,College grad,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin metro area,30 to 44,40 to 49,Republican,40 to 49,1.213,Economy/jobs,About the same,Unfavorable
24.0,18.0,27.0,Third call,50-59,White,Male,Ventura,Disapprove,Approve,Humphrey,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,College grad,100K or more,Conservative,18 to 64,2.0,Complete,Twin metro area,45 to 59,50 to 59,Republican,50 to 64,1.7,State taxes,Better,Unfavorable
24.0,18.0,28.0,Third call,45-49,White,Female,Humphrey,Approve,Disapprove,,Support Clinton,Good,No,No,No,Yes,Better,Clinton,Oppose,Independent,College grad,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin metro area,45 to 59,40 to 49,Independent/Other,40 to 49,1.9969999999999999,Education,Better,Favorable
24.0,18.0,29.0,Third call,30-39,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Independent,Postgrad,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin metro area,30 to 44,30 to 39,Independent/Other,30 to 39,1.9969999999999999,Economy/jobs,Better,Unfavorable
24.0,21.0,1.0,First call,40-44,White,Female,Humphrey,Disapprove,Disapprove,,Neither,,,No,No,Yes,Better,Clinton,,Democrat,College grad,100K or more,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,40 to 49,Democrat,40 to 49,1.146,,,Unfavorable
24.0,21.0,2.0,First call,30-39,White,Female,Coleman,Disapprove,Approve,,Neither,,,No,Yes,No,Same,Dole,,Republican,College grad,75 to 100K,Conservative,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,0.697,,,Unfavorable
24.0,21.0,3.0,First call,65 and over,White,Male,Coleman,Disapprove,Disapprove,,Neither,,,Yes,,No,Worse,Dole,,Republican,Postgrad,50 to 75K,Conservative,65 and over,1.0,Complete,Twin metro area,60 and over,60 and over,Republican,65 and over,0.75,,,Unfavorable
24.0,21.0,4.0,First call,50-59,White,Male,Coleman,Disapprove,Approve,,Oppose Clinton,,,Yes,Yes,Yes,Better,Dole,,Independent,College grad,100K or more,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Independent/Other,50 to 64,0.694,,,Unfavorable
24.0,21.0,5.0,First call,60-64,White,Male,Coleman,Disapprove,,,,,,,,,Better,,,Republican,,75 to 100K,Conservative,18 to 64,1.0,Complete,Twin metro area,60 and over,60 and over,Republican,50 to 64,0.75,,,
24.0,21.0,6.0,First call,50-59,White,Male,Coleman,Approve,,,,,,,,,Same,,,Republican,,50 to 75K,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Republican,50 to 64,0.694,,,
24.0,21.0,7.0,First call,50-59,White,Female,Humphrey,Approve,,,,,,,,,Same,,,Democrat,,50 to 75K,Moderate,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Democrat,50 to 64,1.146,,,
24.0,21.0,8.0,First call,30-39,Asian,Female,Humphrey,Approve,,,,,,,,,Better,,,Independent,,50 to 75K,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Independent/Other,30 to 39,1.146,,,
24.0,21.0,9.0,Second call,18-24,White,Male,Coleman,Disapprove,Approve,,Oppose Clinton,,,Yes,Yes,Yes,Same,Did not vote,,Republican,HS grad,100K or more,Conservative,18 to 64,1.0,Complete,Twin metro area,18 to 29,18 to 24,Republican,18 to 24,0.847,,,Unfavorable
24.0,21.0,10.0,Second call,65 and over,White,Female,Ventura,,Disapprove,,Neither,,,No,No,Yes,Same,Perot,,Independent,HS grad,,Moderate,65 and over,1.0,Complete,Twin metro area,60 and over,60 and over,Independent/Other,65 and over,1.057,,,Unfavorable
24.0,21.0,11.0,Second call,30-39,White,Male,Coleman,Disapprove,Approve,,Oppose Clinton,,,No,Yes,No,Same,Dole,,Democrat,College grad,50 to 75K,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Democrat,30 to 39,0.694,,,Unfavorable
24.0,21.0,12.0,Second call,65 and over,White,Female,Ventura,Approve,Approve,,Neither,,,No,Yes,Yes,Same,Clinton,,Democrat,HS grad,Under 15K,Conservative,65 and over,1.0,Complete,Twin metro area,60 and over,60 and over,Democrat,65 and over,1.057,,,Unfavorable
24.0,21.0,13.0,Second call,50-59,White,Female,Humphrey,Approve,Disapprove,,Neither,,,No,No,Yes,Better,Perot,,Independent,College grad,75 to 100K,Moderate,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Independent/Other,50 to 64,1.146,,,Unfavorable
24.0,21.0,14.0,Second call,50-59,White,Male,Coleman,Disapprove,Disapprove,,Neither,,,No,Yes,Yes,Same,Dole,,Republican,College grad,100K or more,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Republican,50 to 64,0.694,,,Unfavorable
24.0,21.0,15.0,Second call,30-39,White,Male,Ventura,Disapprove,Disapprove,,Oppose Clinton,,,Yes,Yes,Yes,Same,Dole,,Independent,HS grad,30 to 50K,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Independent/Other,30 to 39,0.976,,,Unfavorable
24.0,21.0,16.0,Second call,45-49,White,Male,Ventura,Disapprove,Disapprove,,Neither,,,Yes,Yes,Yes,Same,Dole,,Republican,,100K or more,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,40 to 49,Republican,40 to 49,0.976,,,Unfavorable
24.0,21.0,17.0,Second call,30-39,White,Female,Coleman,Disapprove,,,Oppose Clinton,,,Yes,Yes,Yes,Same,Dole,,Republican,Some college,100K or more,Conservative,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,0.697,,,Unfavorable
24.0,21.0,18.0,Second call,65 and over,White,Female,Coleman,Approve,Disapprove,,Neither,,,No,No,Yes,Same,Perot,,,Some college,,Moderate,65 and over,1.0,Complete,Twin metro area,60 and over,60 and over,,65 and over,0.752,,,Unfavorable
24.0,21.0,19.0,Second call,30-39,White,Male,Ventura,Approve,Disapprove,,Neither,,,No,No,No,Same,Perot,,Independent,Some college,15 to 30K,Conservative,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Independent/Other,30 to 39,0.976,,,Unfavorable
24.0,21.0,20.0,Second call,18-24,White,Female,Ventura,Approve,Disapprove,,Support Clinton,,,No,No,No,Better,Clinton,,Democrat,Some college,100K or more,Moderate,18 to 64,1.0,Complete,Twin metro area,18 to 29,18 to 24,Democrat,18 to 24,1.194,,,Favorable
24.0,21.0,21.0,Second call,25-29,White,Female,Ventura,Approve,,,,,,,,,Better,,,Democrat,,30 to 50K,Liberal,18 to 64,1.0,Complete,Twin metro area,18 to 29,25 to 29,Democrat,25 to 29,1.194,,,
24.0,21.0,22.0,Second call,30-39,White,Female,Ventura,Disapprove,,,,,,,,,Better,,,Republican,,50 to 75K,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,0.979,,,
24.0,21.0,23.0,Second call,40-44,White,Female,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,100K or more,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,40 to 49,Democrat,40 to 49,1.146,,,
24.0,21.0,24.0,Second call,45-49,White,Male,Coleman,Approve,,,,,,,,,Better,,,Independent,,75 to 100K,Moderate,18 to 64,1.0,Complete,Twin metro area,45 to 59,40 to 49,Independent/Other,40 to 49,0.694,,,
24.0,21.0,25.0,Second call,30-39,White,Female,Coleman,Approve,,,,,,,,,Better,,,Democrat,,30 to 50K,Conservative,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Democrat,30 to 39,0.697,,,
24.0,21.0,26.0,Second call,30-39,White,Female,Coleman,Disapprove,,,,,,,,,Same,,,Republican,,30 to 50K,Conservative,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,0.697,,,
24.0,21.0,27.0,Second call,50-59,White,Female,Ventura,Disapprove,,,,,,,,,Same,,,Republican,,50 to 75K,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Republican,50 to 64,0.979,,,
24.0,21.0,28.0,Second call,60-64,White,Female,Ventura,Approve,,,,,,,,,Better,,,Republican,,30 to 50K,Moderate,18 to 64,1.0,Complete,Twin metro area,60 and over,60 and over,Republican,50 to 64,1.057,,,
24.0,21.0,29.0,Second call,50-59,Black,Female,Humphrey,Approve,,,,,,,,,Better,,,Democrat,,50 to 75K,Liberal,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Democrat,50 to 64,0.837,,,
24.0,21.0,30.0,Second call,60-64,White,Female,Ventura,Approve,,,,,,,,,Worse,,,Independent,,,Moderate,18 to 64,1.0,Complete,Twin metro area,60 and over,60 and over,Independent/Other,50 to 64,1.057,,,
24.0,21.0,31.0,Second call,45-49,White,Female,Ventura,Approve,,,,,,,,,Better,,,Independent,,75 to 100K,Moderate,18 to 64,1.0,Complete,Twin metro area,45 to 59,40 to 49,Independent/Other,40 to 49,0.979,,,
24.0,21.0,32.0,Second call,50-59,White,Male,Coleman,Approve,,,,,,,,,Same,,,Independent,,100K or more,Moderate,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Independent/Other,50 to 64,0.694,,,
24.0,21.0,33.0,Third call,45-49,Other,Male,Ventura,Approve,Disapprove,,Support Clinton,,,No,No,No,Better,Perot,,Republican,College grad,50 to 75K,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,40 to 49,Republican,40 to 49,0.976,,,Favorable
24.0,21.0,34.0,Third call,30-39,Asian,Female,Coleman,Disapprove,Approve,,Neither,,,Yes,Yes,Yes,Same,Did not vote,,Republican,College grad,50 to 75K,Moderate,18 to 64,1.0,Complete,Twin metro area,30 to 44,30 to 39,Republican,30 to 39,0.697,,,Unfavorable
24.0,21.0,35.0,Third call,50-59,White,Female,Coleman,Approve,Disapprove,,Neither,,,No,No,Yes,Worse,Clinton,,Democrat,College grad,75 to 100K,Moderate,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Democrat,50 to 64,0.697,,,Favorable
24.0,21.0,36.0,Third call,25-29,White,Male,Coleman,Disapprove,Approve,,Oppose Clinton,,,No,No,Yes,Worse,Dole,,Republican,Postgrad,75 to 100K,Conservative,18 to 64,1.0,Complete,Twin metro area,18 to 29,25 to 29,Republican,25 to 29,0.847,,,Unfavorable
24.0,21.0,37.0,Third call,18-24,Black,Male,Humphrey,Approve,Disapprove,,Neither,,,No,No,No,Worse,Clinton,,Something else,College grad,50 to 75K,Moderate,18 to 64,1.0,Complete,Twin metro area,18 to 29,18 to 24,Independent/Other,18 to 24,1.017,,,Unfavorable
24.0,21.0,38.0,Third call,50-59,White,Male,Ventura,Disapprove,Disapprove,,Neither,,,Yes,Yes,Yes,Same,Dole,,Independent,College grad,75 to 100K,Conservative,18 to 64,1.0,Complete,Twin metro area,45 to 59,50 to 59,Independent/Other,50 to 64,0.976,,,Unfavorable
24.0,21.0,39.0,Third call,40-44,White,Male,Coleman,Disapprove,Disapprove,,Neither,,,No,Yes,Yes,Better,Dole,,Republican,Postgrad,100K or more,Conservative,18 to 64,1.0,Complete,Twin metro area,30 to 44,40 to 49,Republican,40 to 49,0.694,,,Unfavorable
