State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Amend A: Bar prop tax,Income,Ideology,Age (65 and over),Daschle: Clin-Lwnsky,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
42.0,45.0,40.0,Third call,30-39,White,Male,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,Yes,No,Same,Clinton,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.42700000000000005
42.0,45.0,41.0,Third call,25-29,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Better,Clinton,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.439
42.0,45.0,42.0,Third call,45-49,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,,100K or more,Liberal,18 to 64,,National,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.47900000000000004
42.0,45.0,43.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.459
42.0,45.0,44.0,Third call,25-29,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Southeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.39399999999999996
42.0,45.0,45.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,,,,,,,,,,,,18 to 64,,National,Not complete,Southeast,30 to 44,30 to 39,,30 to 39,0.44600000000000006
42.0,45.0,46.0,Third call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,,75 to 100K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.42700000000000005
42.0,45.0,47.0,Third call,40-44,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.47900000000000004
42.0,45.0,48.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Approve,,,,,,Better,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.515
42.0,45.0,49.0,Third call,40-44,White,Female,Daschle,Hunhoff,Moser,Disapprove,,,,,,Same,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.47900000000000004
42.0,45.0,50.0,Third call,25-29,White,Female,Schmidt,Janklow,Thune,Approve,,,,,,Better,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.404
42.0,45.0,51.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,,,,,,Same,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.48
42.0,45.0,52.0,Third call,30-39,White,Female,Daschle,Hunhoff,Thune,Approve,,,,,,Same,,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.5589999999999999
42.0,45.0,53.0,Third call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,,,,,,Better,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.47900000000000004
42.0,45.0,54.0,Third call,40-44,White,Male,Daschle,Janklow,Thune,Disapprove,,,,,,Better,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.48
42.0,45.0,55.0,Third call,18-24,White,Male,Schmidt,Janklow,Thune,Disapprove,,,,,,Same,,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,Southeast,18 to 29,18 to 24,Republican,18 to 24,0.378
42.0,45.0,56.0,Third call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,,,,,,Same,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.47900000000000004
42.0,47.0,1.0,First call,60-64,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Oppose Clinton,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,50 to 64,1.4809999999999999
42.0,47.0,2.0,First call,45-49,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,1.479
42.0,47.0,3.0,First call,,White,Male,Schmidt,Janklow,Thune,,,,,,,,,,,,,,,State,Not complete,Southeast,,,,,1.208
42.0,47.0,4.0,First call,50-59,White,Female,Daschle,Janklow,Moser,Approve,Approve,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.314
42.0,47.0,5.0,First call,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Better,Perot,Democrat,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.365
42.0,47.0,6.0,First call,25-29,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Southeast,18 to 29,25 to 29,Democrat,25 to 29,1.2530000000000001
42.0,47.0,7.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,1.423
42.0,47.0,8.0,First call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.365
42.0,47.0,9.0,First call,40-44,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Better,Dole,Republican,Yes,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,1.172
42.0,47.0,10.0,First call,40-44,White,Male,Schmidt,Janklow,Thune,Approve,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,Yes,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.041
42.0,47.0,11.0,First call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.365
42.0,47.0,12.0,First call,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Yes,15 to 30K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.22
42.0,47.0,13.0,First call,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Yes,15 to 30K,Conservative,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.22
42.0,47.0,14.0,First call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.54
42.0,47.0,15.0,First call,65 and over,White,Male,Schmidt,Hunhoff,Thune,Approve,,,,,,,,,Yes,,,65 and over,Approve,State,Not complete,Southeast,60 and over,60 and over,,65 and over,1.2770000000000001
42.0,47.0,16.0,First call,40-44,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,1.365
42.0,47.0,17.0,First call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Democrat,Yes,75 to 100K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.041
42.0,47.0,18.0,First call,40-44,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,Yes,75 to 100K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,1.26
42.0,47.0,19.0,First call,50-59,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.423
42.0,47.0,20.0,Second call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,No,Better,Dole,Republican,No,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.268
42.0,47.0,21.0,Second call,60-64,White,Male,Schmidt,Janklow,Thune,Approve,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,50 to 64,1.179
42.0,47.0,22.0,Second call,60-64,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,50 to 64,1.73
42.0,47.0,23.0,Second call,40-44,White,Male,Schmidt,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,No,Better,Perot,Independent,No,15 to 30K,Liberal,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.375
42.0,47.0,24.0,Second call,25-29,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.2570000000000001
42.0,47.0,25.0,Second call,40-44,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.4220000000000002
42.0,47.0,26.0,Second call,45-49,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.323
42.0,47.0,27.0,Second call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,No,No,Same,Dole,Democrat,Yes,30 to 50K,Moderate,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.179
42.0,47.0,28.0,Second call,40-44,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.4220000000000002
42.0,47.0,29.0,Second call,50-59,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Other,Independent,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.479
42.0,47.0,30.0,Second call,40-44,White,Female,Daschle,Janklow,Moser,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Independent,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.314
42.0,47.0,31.0,Third call,40-44,White,Female,Other,Hunhoff,Moser,Disapprove,Approve,Neither,No,Yes,No,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.263
42.0,47.0,32.0,Third call,40-44,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,Yes,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.088
42.0,47.0,33.0,Third call,50-59,White,Female,Schmidt,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Worse,Clinton,Independent,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.266
42.0,47.0,34.0,Third call,25-29,White,Female,Daschle,Janklow,Thune,Approve,,Neither,,,,Same,Did not vote,Independent,No,,Moderate,18 to 64,,State,Complete,Southeast,18 to 29,25 to 29,Independent/Other,25 to 29,1.353
42.0,47.0,35.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,No,Same,Perot,Independent,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.529
42.0,47.0,36.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,,Something else,No,,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.323
42.0,47.0,37.0,Third call,45-49,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Yes,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.081
42.0,47.0,38.0,Third call,25-29,White,Female,Daschle,Janklow,,Disapprove,Approve,Neither,No,No,Yes,Worse,Dole,Independent,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Independent/Other,25 to 29,1.3
42.0,47.0,39.0,Third call,50-59,White,Male,Daschle,Janklow,Moser,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Independent,,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.164
42.0,47.0,40.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.423
42.0,47.0,41.0,Third call,50-59,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,Yes,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.081
42.0,47.0,42.0,Third call,45-49,White,Male,Daschle,Other,Other,Approve,Approve,Neither,,Yes,,Worse,Clinton,Democrat,No,50 to 75K,Conservative,18 to 64,,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,2.589
42.0,47.0,43.0,Third call,50-59,White,Male,Schmidt,Janklow,Thune,Approve,Approve,Neither,No,Yes,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.268
42.0,47.0,44.0,Third call,45-49,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.323
42.0,47.0,45.0,Third call,60-64,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,,,,,,,,No,,,18 to 64,Approve,State,Not complete,Southeast,60 and over,60 and over,,50 to 64,1.6059999999999999
42.0,47.0,46.0,Third call,50-59,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.529
42.0,47.0,47.0,Third call,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Approve,,,,,,,,No,,,65 and over,Approve,State,Not complete,Southeast,60 and over,60 and over,,65 and over,1.6059999999999999
42.0,47.0,48.0,Third call,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,Yes,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.1219999999999999
42.0,47.0,49.0,Third call,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.6059999999999999
42.0,47.0,50.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Yes,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.088
42.0,47.0,51.0,Third call,40-44,White,Male,Daschle,Hunhoff,Thune,Approve,Approve,Neither,Yes,Yes,Yes,Worse,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.544
42.0,47.0,52.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,Yes,Worse,Clinton,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.172
42.0,57.0,1.0,First call,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.908
42.0,57.0,2.0,First call,45-49,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,,Yes,Yes,No,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.845
42.0,57.0,3.0,First call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.947
42.0,57.0,4.0,First call,50-59,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.021
42.0,57.0,5.0,First call,65 and over,White,Female,Schmidt,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,No,30 to 50K,Moderate,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.9540000000000001
42.0,57.0,6.0,First call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.845
42.0,57.0,7.0,First call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.845
42.0,57.0,8.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.9520000000000001
42.0,57.0,9.0,First call,45-49,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,100K or more,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.8820000000000001
42.0,57.0,10.0,First call,45-49,White,Male,Schmidt,Janklow,Moser,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.725
42.0,57.0,11.0,First call,60-64,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Republican,Yes,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,50 to 64,0.845
42.0,57.0,12.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.947
42.0,57.0,13.0,First call,50-59,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.947
42.0,57.0,14.0,First call,65 and over,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,50 to 75K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.154
42.0,57.0,15.0,First call,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Republican,No,100K or more,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.072
42.0,57.0,16.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Democrat,Yes,75 to 100K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.7820000000000001
42.0,57.0,17.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.947
42.0,57.0,18.0,First call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,100K or more,Liberal,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.9500000000000001
42.0,57.0,19.0,First call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.744
42.0,57.0,20.0,Second call,50-59,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,No,Yes,Better,Dole,Republican,No,100K or more,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.947
42.0,57.0,21.0,Second call,50-59,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.8150000000000001
42.0,57.0,22.0,Second call,50-59,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,No,No,,Clinton,Republican,Yes,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.7820000000000001
42.0,57.0,23.0,Second call,45-49,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,75 to 100K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.845
42.0,57.0,24.0,Second call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Better,Clinton,Democrat,No,75 to 100K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.021
42.0,57.0,25.0,Second call,40-44,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,,Yes,,Same,Clinton,Republican,Yes,50 to 75K,Conservative,18 to 64,,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.8410000000000001
42.0,57.0,26.0,Second call,30-39,White,Male,Daschle,Janklow,Thune,Approve,,Neither,No,No,No,Better,Clinton,Republican,Yes,100K or more,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.7820000000000001
42.0,57.0,27.0,Second call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Support Clinton,No,No,Yes,Same,Clinton,Democrat,No,75 to 100K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.8820000000000001
42.0,57.0,28.0,Second call,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.075
42.0,57.0,29.0,Second call,60-64,White,Male,Daschle,Janklow,Thune,,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,100K or more,Moderate,18 to 64,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,50 to 64,1.072
42.0,57.0,30.0,Second call,60-64,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Dole,Independent,No,75 to 100K,Conservative,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Independent/Other,50 to 64,0.998
42.0,57.0,31.0,Third call,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.114
42.0,57.0,32.0,Third call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.9520000000000001
42.0,57.0,33.0,Third call,65 and over,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Yes,15 to 30K,,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,0.8210000000000001
