State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),In touch with avg person,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
37.0,9.0,5.0,First call,65 and over,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.9720000000000001,Favorable
37.0,9.0,6.0,First call,18-24,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,West,18 to 29,18 to 24,Democrat,18 to 24,0.979,Favorable
37.0,9.0,7.0,First call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.9620000000000001,Unfavorable
37.0,9.0,8.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Both are,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.903,Unfavorable
37.0,9.0,9.0,First call,50-59,Other,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Independent,College grad,,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.9620000000000001,Unfavorable
37.0,9.0,10.0,First call,30-39,Other,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Did not vote,Republican,College grad,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.903,Unfavorable
37.0,9.0,11.0,First call,65 and over,White,,Nickles,Keating,Disapprove,Disapprove,,No,,,,,,,,,,65 and over,Both are,State,Not complete,West,60 and over,60 and over,,65 and over,1.112,Unfavorable
37.0,9.0,12.0,First call,,White,Female,,Keating,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,,Clinton,,,,,,Both are,State,Complete,West,,,,,0.876,Unfavorable
37.0,9.0,13.0,First call,50-59,White,Female,Carroll,Boyd,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Neither are,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.8410000000000001,Unfavorable
37.0,9.0,14.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.903,Unfavorable
37.0,9.0,15.0,First call,30-39,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,0.8410000000000001,Favorable
37.0,9.0,16.0,First call,65 and over,White,,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.9720000000000001,Unfavorable
37.0,9.0,17.0,Second call,45-49,White,Male,Carroll,Boyd,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Perot,Democrat,Some college,75 to 100K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.896,Unfavorable
37.0,9.0,18.0,Second call,65 and over,White,Male,Nickles,Keating,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,,Liberal,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.112,Favorable
37.0,9.0,19.0,Second call,40-44,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Neither are,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.9620000000000001,Unfavorable
37.0,9.0,20.0,Second call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Boyd is,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.8410000000000001,Favorable
37.0,9.0,21.0,Second call,50-59,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.896,Favorable
37.0,9.0,22.0,Second call,25-29,White,Female,Nickles,Boyd,Disapprove,Disapprove,Neither,Yes,No,No,Yes,Worse,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Both are,State,Complete,West,18 to 29,25 to 29,Democrat,25 to 29,1.063,Unfavorable
37.0,9.0,23.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.9620000000000001,Unfavorable
37.0,9.0,24.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.903,Unfavorable
37.0,9.0,25.0,Second call,30-39,White,Female,Nickles,Keating,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,0.903,Unfavorable
37.0,9.0,26.0,Second call,65 and over,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Conservative,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,0.9720000000000001,Favorable
37.0,9.0,27.0,Second call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.903,Unfavorable
37.0,9.0,28.0,Second call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.8410000000000001,Unfavorable
37.0,9.0,29.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Perot,Democrat,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.9620000000000001,Unfavorable
37.0,9.0,30.0,Third call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.8410000000000001,Unfavorable
37.0,9.0,31.0,Third call,30-39,Other,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,0.8410000000000001,Favorable
37.0,9.0,32.0,Third call,18-24,White,Female,Nickles,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Did not vote,Independent,,Under 15K,Conservative,18 to 64,Both are,State,Complete,West,18 to 29,18 to 24,Independent/Other,18 to 24,0.5269999999999999,Unfavorable
37.0,9.0,33.0,Third call,45-49,White,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Democrat,Some college,100K or more,Liberal,18 to 64,Keating is,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.9620000000000001,Favorable
37.0,9.0,34.0,Third call,25-29,Other,Female,Carroll,Boyd,Approve,Approve,Neither,No,Yes,Yes,Yes,Same,Perot,Democrat,College grad,15 to 30K,Conservative,18 to 64,Boyd is,State,Complete,West,18 to 29,25 to 29,Democrat,25 to 29,0.922,Unfavorable
37.0,9.0,35.0,Third call,25-29,White,Female,Carroll,Boyd,Approve,Approve,Neither,No,No,No,No,,Did not vote,Independent,Some college,30 to 50K,Liberal,18 to 64,Both are,State,Complete,West,18 to 29,25 to 29,Independent/Other,25 to 29,0.922,Favorable
37.0,9.0,36.0,Third call,25-29,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,Yes,Yes,Yes,Better,Dole,Democrat,Some college,,Liberal,18 to 64,Boyd is,State,Complete,West,18 to 29,25 to 29,Democrat,25 to 29,0.922,
37.0,9.0,37.0,Third call,30-39,White,Male,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Neither are,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,1.034,Unfavorable
37.0,9.0,38.0,Third call,40-44,White,Male,Nickles,Boyd,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Dole,Democrat,College grad,75 to 100K,Moderate,18 to 64,Boyd is,State,Complete,West,30 to 44,40 to 49,Democrat,40 to 49,1.034,Unfavorable
37.0,9.0,39.0,Third call,40-44,White,Female,,Keating,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,,,18 to 64,Keating is,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.876,Unfavorable
37.0,9.0,40.0,Third call,50-59,White,Female,Nickles,,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.922,Unfavorable
37.0,9.0,41.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Perot,Republican,Some college,75 to 100K,Moderate,18 to 64,Both are,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.903,Unfavorable
37.0,9.0,42.0,Third call,50-59,White,Male,Carroll,Keating,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.8320000000000001,Favorable
37.0,9.0,43.0,Third call,30-39,White,Male,Other,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Something else,Postgrad,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,1.955,Favorable
37.0,9.0,44.0,Third call,60-64,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,0.9720000000000001,Favorable
37.0,9.0,45.0,Third call,45-49,Other,Female,Nickles,Boyd,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Perot,Democrat,College grad,50 to 75K,Liberal,18 to 64,Boyd is,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.9720000000000001,Unfavorable
37.0,9.0,46.0,Third call,40-44,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Both are,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.903,Unfavorable
37.0,9.0,47.0,Third call,50-59,White,Male,Carroll,Boyd,Approve,Approve,Neither,Yes,No,No,Yes,Same,Perot,Democrat,College grad,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.896,Unfavorable
37.0,9.0,48.0,Third call,60-64,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Something else,Postgrad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,60 and over,60 and over,Independent/Other,50 to 64,1.112,Unfavorable
37.0,9.0,49.0,Third call,40-44,White,Female,Nickles,Keating,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Perot,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,Both are,State,Complete,West,30 to 44,40 to 49,Democrat,40 to 49,0.903,Unfavorable
37.0,10.0,1.0,First call,45-49,White,Female,Carroll,Boyd,Disapprove,Disapprove,Neither,No,,Yes,,Better,Clinton,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.338,Unfavorable
37.0,10.0,2.0,First call,50-59,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Neither are,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.9500000000000001,Favorable
37.0,10.0,3.0,First call,30-39,White,Male,Nickles,Boyd,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,Boyd is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.095,Unfavorable
37.0,10.0,4.0,First call,40-44,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Boyd is,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.9500000000000001,Unfavorable
37.0,10.0,5.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,,No,,,,,Clinton,Democrat,College grad,,Liberal,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.123,Favorable
37.0,10.0,6.0,First call,50-59,Other,Male,Other,Other,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Something else,Postgrad,,Conservative,18 to 64,Neither are,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.977,Unfavorable
37.0,10.0,7.0,First call,50-59,Other,Male,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Both are,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.095,Favorable
37.0,10.0,8.0,First call,60-64,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Both are,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.535,Unfavorable
37.0,10.0,9.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,Postgrad,30 to 50K,Conservative,65 and over,Keating is,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.535,Unfavorable
37.0,10.0,10.0,Second call,45-49,Black,Female,Nickles,Keating,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Keating is,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,2.268,Unfavorable
37.0,10.0,11.0,Second call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.123,Favorable
37.0,10.0,12.0,Second call,45-49,White,Male,Other,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,2.071,Unfavorable
37.0,10.0,13.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.92,Unfavorable
37.0,10.0,14.0,Second call,40-44,Other,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.338,Favorable
37.0,10.0,15.0,Second call,65 and over,White,Female,Carroll,Boyd,Approve,Disapprove,Oppose Clinton,No,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.582,Favorable
37.0,10.0,16.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Worse,Dole,Independent,Some college,Under 15K,Conservative,65 and over,Keating is,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.535,Unfavorable
37.0,10.0,17.0,Second call,60-64,White,Male,Carroll,Boyd,,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.123,Favorable
37.0,10.0,18.0,Second call,18-24,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.04,Unfavorable
37.0,10.0,19.0,Second call,50-59,Other,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.338,Unfavorable
37.0,10.0,20.0,Second call,65 and over,White,Male,Nickles,Keating,Disapprove,,Oppose Clinton,No,No,,Yes,Same,Dole,Republican,Postgrad,15 to 30K,Moderate,65 and over,Keating is,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.089,Unfavorable
37.0,10.0,21.0,Second call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.123,
37.0,10.0,22.0,Third call,50-59,Other,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.9500000000000001,
37.0,10.0,23.0,Third call,50-59,White,Male,Carroll,Boyd,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Both are,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.9500000000000001,Favorable
37.0,10.0,24.0,Third call,50-59,Other,Male,Other,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Perot,Republican,College grad,75 to 100K,Moderate,18 to 64,Neither are,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.977,Unfavorable
37.0,10.0,25.0,Third call,40-44,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Both are,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.338,Favorable
37.0,10.0,26.0,Third call,45-49,Other,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Independent,Postgrad,Under 15K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.338,Favorable
37.0,10.0,27.0,Third call,30-39,White,Male,Carroll,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,Democrat,Some college,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.797,Unfavorable
37.0,10.0,28.0,Third call,60-64,White,Female,Carroll,Boyd,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.582,Favorable
37.0,12.0,1.0,First call,25-29,,Male,Carroll,Boyd,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Clinton,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Boyd is,State,Complete,Okla City area,18 to 29,25 to 29,Independent/Other,25 to 29,1.169,Unfavorable
37.0,12.0,2.0,First call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Both are,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.712,Unfavorable
37.0,12.0,3.0,First call,25-29,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Both are,State,Complete,Okla City area,18 to 29,25 to 29,Republican,25 to 29,1.115,Unfavorable
37.0,12.0,4.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,0.712,Unfavorable
37.0,12.0,5.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.9,Unfavorable
37.0,12.0,6.0,First call,45-49,Black,Male,Nickles,Keating,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Dole,Democrat,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,Okla City area,45 to 59,40 to 49,Democrat,40 to 49,0.579,Unfavorable
37.0,12.0,7.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Democrat,30 to 39,0.9,Unfavorable
