V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46
1.0,0.0,G,44.0,24.0,26.0,Third call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,,Same,Other,Something Else,Some College,"$75,000-$100,000",Conservative,65 and Over,Yes,State,Complete,West,60 and Over,60 and Over,Independent/Other,65 and Over,1.471,State Surplus,Better,Unfavorable
1.0,0.0,G,44.0,24.0,27.0,Third call,1.0,30-39,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Better,Dole,Independent,Some College,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.082,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,24.0,28.0,Third call,1.0,40-44,White,Male,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Better,Dole,Independent,High School Graduate,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Independent/Other,40-49,1.274,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,24.0,29.0,Third call,1.0,30-39,White,Male,Bush,Perry,Mattox,No,Approve,Approve,Less Likely,White,Local Level,Neither,Yes,Good,Run for President,Yes,Yes,Yes,Same,Dole,Independent,Some College,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.124,Economy/Jobs,Worse,Unfavorable
1.0,0.0,G,44.0,24.0,30.0,Third call,1.0,45-49,White,Female,Bush,Perry,,No,Disapprove,Disapprove,,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Same,Clinton,Republican,College Graduate,,Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.008,,Better,Unfavorable
1.0,0.0,G,44.0,24.0,31.0,Third call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Neither,,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,West,60 and Over,60 and Over,Republican,65 and Over,1.471,,Same,Unfavorable
1.0,0.0,G,44.0,24.0,32.0,Third call,1.0,30-39,White,Female,Bush,Sharp,Cornyn,No,Disapprove,,No Effect,White,Local Level,Neither,No,Good,Run for President,No,Yes,,Worse,Clinton,Democrat,Some College,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,West,30-44,30-39,Democrat,30-39,1.082,Education,Same,Unfavorable
1.0,0.0,G,44.0,24.0,33.0,Third call,1.0,45-49,White,Male,Bush,Perry,,No,Approve,Disapprove,No Effect,White,State Level,Neither,Yes,Good,Serve out Term,No,No,Yes,Same,Dole,Republican,Some College,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.188,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,24.0,34.0,Third call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Excellent,Run for President,Yes,Yes,Yes,Same,Perot,Independent,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.2570000000000001,Welfare,Better,Unfavorable
1.0,0.0,G,44.0,24.0,35.0,Third call,1.0,60-64,White,Female,Mauro,Sharp,Mattox,No,Approve,Approve,More Likely,White,Local Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Clinton,Democrat,College Graduate,"$30,000-$50,000",Liberal,18-64,No,State,Complete,West,60 and Over,60 and Over,Democrat,50-64,1.053,State Surplus,Same,Favorable
1.0,0.0,G,44.0,24.0,36.0,Third call,1.0,50-59,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Support Clinton,No,Excellent,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Liberal,18-64,No,State,Complete,West,45-59,50-59,Democrat,50-64,1.058,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,24.0,37.0,Third call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,No,Excellent,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"$75,000-$100,000",Conservative,65 and Over,Yes,State,Complete,West,60 and Over,60 and Over,Republican,65 and Over,1.471,Taxes,Worse,Unfavorable
1.0,0.0,G,44.0,24.0,38.0,Third call,1.0,45-49,White,Female,Bush,Sharp,Cornyn,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Run for President,No,No,No,Better,Clinton,Democrat,High School Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,West,45-59,40-49,Democrat,40-49,1.082,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,24.0,39.0,Third call,1.0,45-49,White,Male,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.274,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,24.0,40.0,Third call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,No,Better,Did Not Vote,Independent,No High School,"$15,000-$30,000",Liberal,18-64,Yes,State,Complete,West,30-44,30-39,Independent/Other,30-39,1.2570000000000001,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,24.0,41.0,Third call,1.0,40-44,White,Female,Bush,Perry,Cornyn,No,Approve,Approve,Less Likely,White,,Neither,Yes,Good,Run for President,No,Yes,Yes,Better,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,West,30-44,40-49,Republican,40-49,1.068,Education,Better,Unfavorable
1.0,0.0,G,44.0,24.0,42.0,Third call,1.0,65 and over,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,Local Level,Support Clinton,Yes,Excellent,Serve out Term,No,No,No,Better,Clinton,Democrat,No High School,"$15,000-$30,000",Moderate,65 and Over,No,State,Complete,West,60 and Over,60 and Over,Democrat,65 and Over,1.053,,Same,Favorable
1.0,0.0,G,44.0,24.0,43.0,Third call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,West,45-59,40-49,Republican,40-49,1.068,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,27.0,1.0,First call,1.0,50-59,Hispanic,Male,Bush,Perry,Cornyn,Yes,Disapprove,,No Effect,Hispanic,Local Level,Oppose Clinton,No,Not So Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Republican,50-64,1.015,,,Unfavorable
1.0,0.0,G,44.0,27.0,2.0,First call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Cornyn,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Moderate,18-64,No,State,Complete,South,45-59,50-59,Democrat,50-64,0.8520000000000001,Education,Same,Favorable
1.0,0.0,G,44.0,27.0,3.0,First call,1.0,45-49,Hispanic,Male,Bush,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,Run for President,Yes,Yes,No,Worse,Dole,Independent,Postgrad,"100,000 or More",Moderate,18-64,Yes,State,Complete,South,45-59,40-49,Independent/Other,40-49,0.9189999999999999,Education,Same,Unfavorable
1.0,0.0,G,44.0,27.0,4.0,First call,1.0,45-49,White,Male,Bush,Perry,Cornyn,No,Approve,Approve,Less Likely,White,Local Level,Neither,No,Excellent,Run for President,No,Yes,Yes,Better,Dole,Independent,College Graduate,"100,000 or More",Conservative,18-64,Yes,State,Complete,South,45-59,40-49,Independent/Other,40-49,1.407,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,27.0,5.0,First call,1.0,40-44,White,Male,Bush,Perry,Cornyn,,Disapprove,Disapprove,Less Likely,White,,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,High School Graduate,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,1.407,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,27.0,6.0,First call,1.0,65 and over,White,Male,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Independent,Some College,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.809,Economy/Jobs,Worse,Unfavorable
1.0,0.0,G,44.0,27.0,7.0,First call,1.0,50-59,White,Female,Bush,Perry,Cornyn,No,,,,White,State Level,Neither,,Good,Serve out Term,,Yes,Yes,Same,,Something Else,Postgrad,"100,000 or More",Moderate,18-64,,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.275,,Same,Unfavorable
1.0,0.0,G,44.0,27.0,8.0,First call,1.0,40-44,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Neither,Yes,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,High School Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,1.275,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,27.0,9.0,First call,1.0,60-64,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"100,000 or More",Moderate,18-64,Yes,State,Complete,South,60 and Over,60 and Over,Republican,50-64,1.6189999999999998,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,27.0,10.0,First call,1.0,50-59,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Republican,50-64,1.275,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,27.0,11.0,Second call,1.0,,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,,White,Local Level,Oppose Clinton,Yes,Not So Good,Run for President,Yes,Yes,Yes,Worse,Dole,Republican,Some College,"$15,000-$30,000",Conservative,,Yes,State,Complete,South,,,Republican,,1.275,State Surplus,Same,Unfavorable
1.0,0.0,G,44.0,27.0,12.0,Second call,1.0,65 and over,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,Yes,Good,,No,No,No,Same,Clinton,Democrat,High School Graduate,"Under $15,000",Conservative,65 and Over,,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.064,Education,Better,Favorable
1.0,0.0,G,44.0,27.0,13.0,Second call,1.0,40-44,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,Yes,Good,Serve out Term,Yes,Yes,Yes,Better,Dole,Independent,Some College,"100,000 or More",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Independent/Other,40-49,1.275,Welfare,Better,Unfavorable
1.0,0.0,G,44.0,27.0,14.0,Second call,1.0,25-29,Hispanic,Male,Bush,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Independent,Some College,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,South,18-29,25-29,Independent/Other,25-29,0.96,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,27.0,15.0,Second call,1.0,50-59,,Male,Mauro,,,No,Disapprove,Approve,Less Likely,,,Oppose Clinton,,Good,Serve out Term,,,Yes,Better,Dole,Republican,High School Graduate,"$30,000-$50,000",Conservative,18-64,,State,Complete,South,45-59,50-59,Republican,50-64,1.241,,Same,Unfavorable
1.0,0.0,G,44.0,27.0,16.0,Second call,1.0,50-59,White,Female,Bush,Sharp,Mattox,No,Approve,Disapprove,,White,Local Level,Neither,,Good,Serve out Term,No,No,No,Same,Dole,Independent,High School Graduate,,Conservative,18-64,,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.155,,Same,Favorable
1.0,0.0,G,44.0,27.0,17.0,Second call,1.0,30-39,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Approve,No Effect,White,State Level,Neither,No,Good,Serve out Term,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.293,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,27.0,18.0,Second call,1.0,40-44,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Independent,College Graduate,"Under $15,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Independent/Other,40-49,1.407,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,27.0,19.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,Yes,Good,,Yes,Yes,Yes,Worse,Dole,Something Else,,"$15,000-$30,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.783,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,27.0,20.0,Second call,1.0,65 and over,White,Male,Bush,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Some College,"$30,000-$50,000",Conservative,65 and Over,No,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.617,Taxes,Better,Favorable
1.0,0.0,G,44.0,27.0,21.0,Second call,1.0,60-64,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Support Clinton,No,Good,Serve out Term,No,No,,Same,Clinton,Democrat,High School Graduate,,Liberal,18-64,No,State,Complete,South,60 and Over,60 and Over,Democrat,50-64,1.339,Taxes,Same,
1.0,0.0,G,44.0,27.0,22.0,Second call,1.0,65 and over,White,Male,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,No Effect,White,State Level,Neither,No,Excellent,Run for President,Yes,Yes,,Same,Dole,Independent,Some College,"$30,000-$50,000",Moderate,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.809,,Better,Unfavorable
1.0,0.0,G,44.0,27.0,23.0,Third call,1.0,45-49,White,Male,Bush,Sharp,Mattox,No,Disapprove,Approve,,White,Local Level,Neither,,Good,Serve out Term,Yes,Yes,,Same,Clinton,Independent,Some College,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,45-59,40-49,Independent/Other,40-49,1.276,,Worse,Unfavorable
1.0,0.0,G,44.0,27.0,24.0,Third call,1.0,30-39,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,,No,Good,Serve out Term,No,No,,Better,,,Postgrad,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,,30-39,0.839,Crime/Drugs,Better,
1.0,0.0,G,44.0,27.0,25.0,Third call,1.0,30-39,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Run for President,No,No,No,Better,Clinton,Democrat,College Graduate,"100,000 or More",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Democrat,30-39,0.7609999999999999,Education,Same,Favorable
1.0,0.0,G,44.0,27.0,26.0,Third call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Some College,,Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Republican,50-64,1.407,Education,Same,Unfavorable
1.0,0.0,G,44.0,27.0,27.0,Third call,1.0,30-39,Hispanic,Female,Bush,Sharp,Mattox,Yes,,Disapprove,No Effect,White,State Level,,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"$30,000-$50,000",,18-64,,State,Complete,South,30-44,30-39,Democrat,30-39,0.8330000000000001,,Better,Favorable
1.0,0.0,G,44.0,27.0,28.0,Third call,1.0,40-44,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,Serve out Term,No,No,No,Worse,Clinton,Independent,College Graduate,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Independent/Other,40-49,0.839,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,27.0,29.0,Third call,1.0,30-39,Hispanic,Female,Bush,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,No,Good,Run for President,No,No,Yes,Same,Clinton,Independent,High School Graduate,"$15,000-$30,000",,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,0.8330000000000001,,Same,Unfavorable
1.0,0.0,G,44.0,27.0,30.0,Third call,1.0,45-49,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Approve,No Effect,Hispanic,State Level,Neither,Yes,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Republican,High School Graduate,"Under $15,000",Moderate,18-64,Yes,State,Complete,South,45-59,40-49,Republican,40-49,0.92,Education,Same,Favorable
1.0,0.0,G,44.0,27.0,31.0,Third call,1.0,30-39,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,Yes,Yes,No,Same,Clinton,Something Else,College Graduate,"$50,000-$75,000",Moderate,18-64,No,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.056,Welfare,Same,Unfavorable
1.0,0.0,G,44.0,27.0,32.0,Third call,1.0,30-39,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Better,Clinton,,College Graduate,"$30,000-$50,000",Conservative,18-64,No,State,Complete,South,30-44,30-39,,30-39,0.7609999999999999,Education,Worse,Favorable
1.0,0.0,G,44.0,27.0,33.0,Third call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,No,Good,Serve out Term,Yes,Yes,Yes,Same,Dole,Republican,High School Graduate,"Under $15,000",Moderate,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Republican,65 and Over,1.6189999999999998,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,27.0,34.0,Third call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Support Clinton,,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,High School Graduate,"$50,000-$75,000",Conservative,18-64,No,State,Complete,South,45-59,50-59,Democrat,50-64,0.7609999999999999,Education,Better,Favorable
1.0,0.0,G,44.0,27.0,35.0,Third call,1.0,50-59,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,,Less Likely,Hispanic,Local Level,Oppose Clinton,,Excellent,Run for President,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,,Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Republican,50-64,0.92,,Better,Unfavorable
1.0,0.0,G,44.0,27.0,36.0,Third call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,State Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Worse,Did Not Vote,Independent,College Graduate,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.275,Education,Better,Unfavorable
1.0,0.0,G,44.0,27.0,37.0,Third call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Excellent,Run for President,No,Yes,Yes,Better,Clinton,Independent,College Graduate,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.407,Welfare,Same,Unfavorable
1.0,0.0,G,44.0,27.0,38.0,Third call,1.0,40-44,Hispanic,Female,Bush,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,Run for President,No,No,No,Better,Clinton,Republican,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,0.8330000000000001,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,27.0,39.0,Third call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,,Not So Good,Serve out Term,,,Yes,Worse,Dole,Independent,,"$30,000-$50,000",Moderate,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.6189999999999998,,,Unfavorable
1.0,0.0,G,44.0,27.0,40.0,Third call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,Yes,Yes,Same,Dole,Independent,Postgrad,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Independent/Other,65 and Over,1.783,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,27.0,41.0,Third call,1.0,18-24,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,,No Effect,Hispanic,State Level,,Yes,Good,,No,No,No,Same,Did Not Vote,Democrat,High School Graduate,,,18-64,,State,Complete,South,18-29,18-24,Democrat,18-24,0.794,,Same,Favorable
1.0,0.0,G,44.0,27.0,42.0,Third call,1.0,25-29,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Excellent,Run for President,Yes,Yes,No,Worse,Did Not Vote,Independent,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,South,18-29,25-29,Independent/Other,25-29,1.469,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,27.0,43.0,Third call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,Yes,Not So Good,Run for President,Yes,Yes,Yes,Worse,Dole,Something Else,Some College,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.275,Education,Same,Unfavorable
