V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
1.0,0.0,G,10.0,5.0,48.0,Third call,1.0,45-49,Hispanic,Male,Crist,Bush,Yes,Disapprove,Disapprove,White,Oppose,Neither,No,Yes,Yes,Yes,Better,Perot,Republican,College grad,50 to 75K,Liberal,18 to 64,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.7429999999999999,Bring change,Unfavorable
1.0,0.0,G,10.0,5.0,49.0,Third call,1.0,50-59,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Clinton,Independent,No HS,30 to 50K,Moderate,18 to 64,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8820000000000001,Experience,Favorable
1.0,0.0,G,10.0,5.0,50.0,Third call,1.0,25-29,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,No,Better,Perot,Republican,Postgrad,15 to 30K,Conservative,18 to 64,State,Complete,North,18 to 29,25 to 29,Republican,25 to 29,0.688,Get things done,Unfavorable
1.0,0.0,G,10.0,5.0,51.0,Third call,1.0,40-44,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.925,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,7.0,1.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,Something else,No HS,15 to 30K,Moderate,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.77,,Unfavorable
1.0,0.0,G,10.0,7.0,2.0,First call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,Yes,Worse,Did not vote,Republican,HS grad,30 to 50K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.734,,Unfavorable
1.0,0.0,G,10.0,7.0,3.0,First call,1.0,65 and over,Hispanic,Female,Crist,Bush,Yes,Disapprove,Approve,White,,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Liberal,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.586,,Unfavorable
1.0,0.0,G,10.0,7.0,4.0,First call,1.0,45-49,White,Female,Graham,MacKay,No,Approve,Approve,White,,Neither,No,No,No,No,Better,Dole,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.664,,Unfavorable
1.0,0.0,G,10.0,7.0,5.0,First call,1.0,60-64,White,Female,Graham,Bush,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,National,Complete,North,60 and over,60 and over,Democrat,50 to 64,0.845,,Favorable
1.0,0.0,G,10.0,7.0,6.0,First call,1.0,50-59,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.805,,Unfavorable
1.0,0.0,G,10.0,7.0,7.0,First call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Democrat,65 and over,0.697,,Unfavorable
1.0,0.0,G,10.0,7.0,8.0,First call,1.0,45-49,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.713,,
1.0,0.0,G,10.0,7.0,9.0,First call,1.0,50-59,White,Male,Graham,Bush,No,Disapprove,,White,,,,,,,Worse,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.8280000000000001,,
1.0,0.0,G,10.0,7.0,10.0,First call,1.0,40-44,Black,Male,Graham,MacKay,No,Approve,,Black,,,,,,,Better,,Democrat,,30 to 50K,Liberal,18 to 64,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.531,,
1.0,0.0,G,10.0,7.0,11.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,,White,,,,,,,Same,,Democrat,,50 to 75K,Liberal,65 and over,National,Complete,North,60 and over,60 and over,Democrat,65 and over,0.715,,
1.0,0.0,G,10.0,7.0,12.0,First call,1.0,65 and over,White,,Graham,Bush,No,Disapprove,,White,,,,,,,Same,,Republican,,,,65 and over,National,Complete,North,60 and over,60 and over,Republican,65 and over,0.845,,
1.0,0.0,G,10.0,7.0,13.0,First call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Worse,,Democrat,,30 to 50K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.734,,
1.0,0.0,G,10.0,7.0,14.0,Second call,1.0,18-24,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,Yes,Better,Perot,Republican,Some college,30 to 50K,Moderate,18 to 64,National,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.5289999999999999,,Unfavorable
1.0,0.0,G,10.0,7.0,15.0,Second call,1.0,18-24,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Same,Clinton,Something else,Some college,75 to 100K,Liberal,18 to 64,National,Complete,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.491,,Favorable
1.0,0.0,G,10.0,7.0,16.0,Second call,1.0,50-59,White,Female,Graham,MacKay,No,Disapprove,Disapprove,White,,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,College grad,30 to 50K,Liberal,18 to 64,National,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.664,,Unfavorable
1.0,0.0,G,10.0,7.0,17.0,Second call,1.0,18-24,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,National,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.5289999999999999,,Unfavorable
1.0,0.0,G,10.0,7.0,18.0,Second call,1.0,45-49,Hispanic,Female,Crist,MacKay,Yes,Approve,Disapprove,Hispanic,,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.457,,Favorable
1.0,0.0,G,10.0,7.0,19.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Approve,White,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,65 and over,National,Complete,North,60 and over,60 and over,Democrat,65 and over,0.697,,Favorable
1.0,0.0,G,10.0,7.0,20.0,Second call,1.0,65 and over,White,Female,Graham,Bush,No,Approve,Disapprove,White,,Neither,No,No,No,No,Same,Other,Democrat,Postgrad,50 to 75K,Moderate,65 and over,National,Complete,North,60 and over,60 and over,Democrat,65 and over,0.845,,Unfavorable
1.0,0.0,G,10.0,7.0,21.0,Second call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,No,No,Worse,Did not vote,Independent,College grad,15 to 30K,Moderate,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.7489999999999999,,Unfavorable
1.0,0.0,G,10.0,7.0,22.0,Second call,1.0,60-64,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,National,Complete,North,60 and over,60 and over,Republican,50 to 64,0.77,,Unfavorable
1.0,0.0,G,10.0,7.0,23.0,Second call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,National,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.734,,Unfavorable
1.0,0.0,G,10.0,7.0,24.0,Second call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.734,,
1.0,0.0,G,10.0,7.0,25.0,Second call,1.0,60-64,White,Male,Graham,Bush,No,Approve,,White,,,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,North,60 and over,60 and over,Republican,50 to 64,0.87,,
1.0,0.0,G,10.0,7.0,26.0,Second call,1.0,65 and over,,Male,Graham,MacKay,No,Approve,,,,,,,,,Same,,Independent,,50 to 75K,Moderate,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.715,,
1.0,0.0,G,10.0,7.0,27.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Same,,Republican,,15 to 30K,Liberal,65 and over,National,Complete,North,60 and over,60 and over,Republican,65 and over,0.697,,
1.0,0.0,G,10.0,7.0,28.0,Second call,1.0,45-49,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Same,,Independent,,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.664,,
1.0,0.0,G,10.0,7.0,29.0,Second call,1.0,60-64,Hispanic,Female,Graham,Bush,Yes,Approve,,Hispanic,,,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,National,Complete,North,60 and over,60 and over,Independent/Other,50 to 64,0.662,,
1.0,0.0,G,10.0,7.0,30.0,Second call,1.0,50-59,Hispanic,Female,Crist,Bush,Yes,Approve,,White,,,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.5569999999999999,,
1.0,0.0,G,10.0,7.0,31.0,Second call,1.0,50-59,White,Female,Crist,Bush,No,Approve,,White,,,,,,,Better,,Democrat,,15 to 30K,Conservative,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.713,,
1.0,0.0,G,10.0,7.0,32.0,Second call,1.0,50-59,Hispanic,Male,Crist,MacKay,Yes,,,Hispanic,,,,,,,Same,,Democrat,,15 to 30K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.47000000000000003,,
1.0,0.0,G,10.0,7.0,33.0,Second call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Independent,,30 to 50K,Conservative,18 to 64,National,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.734,,
1.0,0.0,G,10.0,7.0,34.0,Third call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,Neither,Yes,,,No,Better,Dole,,HS grad,30 to 50K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,,30 to 39,0.713,,
1.0,0.0,G,10.0,7.0,35.0,Third call,1.0,25-29,White,Female,Crist,Bush,No,Disapprove,Approve,White,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,National,Complete,North,18 to 29,25 to 29,Republican,25 to 29,0.513,,Unfavorable
1.0,0.0,G,10.0,7.0,36.0,Third call,1.0,50-59,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.6809999999999999,,Unfavorable
1.0,0.0,G,10.0,7.0,37.0,Third call,1.0,18-24,White,Female,Crist,Bush,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Same,Clinton,Republican,HS grad,Under 15K,Moderate,18 to 64,National,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.513,,Favorable
1.0,0.0,G,10.0,7.0,38.0,Third call,1.0,30-39,White,Male,Graham,Bush,No,Disapprove,Disapprove,White,,Neither,No,Yes,Yes,Yes,Better,Perot,Republican,College grad,30 to 50K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.8280000000000001,,Unfavorable
1.0,0.0,G,10.0,7.0,39.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.664,,Favorable
1.0,0.0,G,10.0,7.0,40.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,,White,,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.664,,Favorable
1.0,0.0,G,10.0,7.0,41.0,Third call,1.0,25-29,Other,Female,Graham,MacKay,No,Approve,Disapprove,Other,,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,National,Complete,North,18 to 29,25 to 29,Democrat,25 to 29,0.47800000000000004,,Favorable
1.0,0.0,G,10.0,7.0,42.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,,Support Clinton,No,No,No,No,Better,Dole,Independent,College grad,100K or more,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.664,,Unfavorable
1.0,0.0,G,10.0,7.0,43.0,Third call,1.0,18-24,White,Male,Graham,Bush,No,Approve,Approve,White,,Neither,No,No,No,,Better,Clinton,Republican,College grad,,Liberal,18 to 64,National,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.599,,Unfavorable
1.0,0.0,G,10.0,7.0,44.0,Third call,1.0,18-24,White,Female,Graham,Bush,No,Disapprove,Approve,White,,Neither,No,No,No,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,National,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.583,,Unfavorable
1.0,0.0,G,10.0,7.0,45.0,Third call,1.0,50-59,White,Male,Graham,MacKay,No,Approve,Approve,White,,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.6809999999999999,,Unfavorable
1.0,0.0,G,10.0,7.0,46.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Approve,White,,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.697,,Favorable
1.0,0.0,G,10.0,7.0,47.0,Third call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,30 to 50K,Conservative,18 to 64,National,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.734,,Unfavorable
1.0,0.0,G,10.0,7.0,48.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Disapprove,,White,,,,,,,Same,,Independent,,Under 15K,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.697,,
1.0,0.0,G,10.0,7.0,49.0,Third call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Independent,,50 to 75K,Conservative,18 to 64,National,Complete,North,60 and over,60 and over,Independent/Other,50 to 64,0.7489999999999999,,
1.0,0.0,G,10.0,7.0,50.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.664,,
1.0,0.0,G,10.0,7.0,51.0,Third call,1.0,65 and over,White,Male,Graham,Bush,No,,,White,,,,,,,Same,,Republican,,30 to 50K,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Republican,65 and over,0.87,,
1.0,0.0,G,10.0,7.0,52.0,Third call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.6809999999999999,,
1.0,0.0,G,10.0,7.0,53.0,Third call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Independent,,50 to 75K,Conservative,18 to 64,National,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.734,,
1.0,0.0,G,10.0,7.0,54.0,Third call,1.0,50-59,White,Male,Graham,Bush,No,Disapprove,,White,,,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.8280000000000001,,
1.0,0.0,G,10.0,7.0,55.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.664,,
1.0,0.0,G,10.0,7.0,56.0,Third call,1.0,40-44,White,Female,Crist,MacKay,No,Disapprove,,White,,,,,,,Worse,,Independent,,Under 15K,Moderate,18 to 64,National,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.586,,
1.0,0.0,G,10.0,7.0,57.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Worse,,Democrat,,50 to 75K,Conservative,18 to 64,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.664,,
1.0,0.0,G,10.0,7.0,58.0,Third call,1.0,25-29,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Better,,Independent,,15 to 30K,Moderate,18 to 64,National,Complete,North,18 to 29,25 to 29,Independent/Other,25 to 29,0.513,,
1.0,0.0,G,10.0,7.0,59.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Worse,,Independent,,50 to 75K,Liberal,18 to 64,National,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.664,,
1.0,0.0,G,10.0,7.0,60.0,Third call,1.0,65 and over,Black,Male,Crist,Bush,No,Disapprove,,Black,,,,,,,Same,,Independent,,,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.603,,
1.0,0.0,G,10.0,15.0,1.0,First call,1.0,65 and over,Black,Male,Graham,MacKay,No,Approve,Approve,Black,Oppose,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.349,Honest/Trust,Favorable
1.0,0.0,G,10.0,15.0,2.0,First call,1.0,65 and over,Black,Male,Crist,Bush,No,Disapprove,Approve,Black,Oppose,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,No HS,30 to 50K,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Republican,65 and over,1.725,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,15.0,3.0,First call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Approve,White,Support,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,Experience,Unfavorable
1.0,0.0,G,10.0,15.0,4.0,First call,1.0,18-24,White,,Graham,MacKay,No,,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,,Liberal,18 to 64,State,Complete,Miami/Gold Coast,18 to 29,18 to 24,Democrat,18 to 24,1.2690000000000001,,Unfavorable
1.0,0.0,G,10.0,15.0,5.0,First call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Approve,White,Support,Support Clinton,,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,Cares about me,Favorable
1.0,0.0,G,10.0,15.0,6.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Independent,College grad,100K or more,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Independent/Other,65 and over,1.514,Cares about me,Favorable
1.0,0.0,G,10.0,15.0,7.0,First call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,Honest/Trust,Favorable
1.0,0.0,G,10.0,15.0,8.0,First call,1.0,60-64,White,Male,Graham,MacKay,No,Approve,,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,50 to 64,1.514,,Favorable
1.0,0.0,G,10.0,15.0,9.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,,Disapprove,White,Oppose,,No,,,,,,,,,,65 and over,State,Not complete,Miami/Gold Coast,60 and over,60 and over,,65 and over,1.514,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,15.0,10.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Support Clinton,No,No,No,,Same,Clinton,Democrat,,,Conservative,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.514,Honest/Trust,Favorable
1.0,0.0,G,10.0,15.0,11.0,First call,1.0,65 and over,White,Male,Graham,MacKay,,Approve,Approve,White,Support,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,,30 to 50K,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.514,Honest/Trust,Favorable
1.0,0.0,G,10.0,15.0,12.0,First call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,,Favorable
1.0,0.0,G,10.0,15.0,13.0,First call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,Honest/Trust,
1.0,0.0,G,10.0,15.0,14.0,Second call,1.0,65 and over,Hispanic,Male,,MacKay,Yes,,Approve,White,Support,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.288,,Favorable
1.0,0.0,G,10.0,15.0,15.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,No HS,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Independent/Other,65 and over,1.392,,Favorable
1.0,0.0,G,10.0,15.0,16.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,,White,Oppose,Support Clinton,No,No,No,,Same,Clinton,Democrat,HS grad,Under 15K,Liberal,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,My party,Favorable
1.0,0.0,G,10.0,15.0,17.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,,No,,,,,Clinton,Democrat,HS grad,,,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,Democrat,65 and over,1.392,Honest/Trust,Favorable
1.0,0.0,G,10.0,15.0,18.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Same,Clinton,,No HS,15 to 30K,Moderate,65 and over,State,Complete,Miami/Gold Coast,60 and over,60 and over,,65 and over,1.392,Honest/Trust,Favorable
