State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Lottery to fund educ,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
1.0,11.0,29.0,Third call,50-59,White,Female,,James,Disapprove,,,Yes,,,,Same,,Independent,HS grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,50 to 59,Independent/Other,50 to 64,0.646
1.0,11.0,30.0,Third call,65 and over,White,Male,Shelby,James,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,No HS,,Conservative,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,Democrat,65 and over,0.8210000000000001
1.0,11.0,31.0,Third call,25-29,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Black Belt,18 to 29,25 to 29,Republican,25 to 29,0.51
1.0,11.0,32.0,Third call,50-59,White,Male,Shelby,James,Disapprove,,Neither,Yes,No,No,,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,50 to 59,Republican,50 to 64,0.578
1.0,11.0,33.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Neither,,No,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,50 to 59,Republican,50 to 64,0.578
1.0,11.0,34.0,Third call,25-29,White,Male,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,Black Belt,18 to 29,25 to 29,,25 to 29,0.508
1.0,11.0,35.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,,Same,Dole,Democrat,Some college,,Moderate,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,50 to 59,Democrat,50 to 64,0.578
1.0,11.0,36.0,Third call,60-64,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,No HS,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,60 and over,65 and over,Republican,50 to 64,0.8210000000000001
1.0,11.0,37.0,Third call,40-44,White,Male,Shelby,James,Approve,Approve,,No,No,No,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,40 to 49,Republican,40 to 49,0.578
1.0,11.0,38.0,Third call,30-39,White,Male,Shelby,James,Disapprove,,,Yes,Yes,Yes,,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,30 to 39,Republican,30 to 39,0.578
1.0,11.0,39.0,Third call,40-44,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,40 to 49,Independent/Other,40 to 49,0.578
1.0,11.0,40.0,Third call,30-39,White,Male,Shelby,James,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,30 to 39,Independent/Other,30 to 39,0.578
1.0,18.0,1.0,First call,45-49,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.9560000000000001
1.0,18.0,2.0,First call,30-39,White,Female,Shelby,James,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Independent,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.27
1.0,18.0,3.0,First call,25-29,Hispanic,Male,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,South,18 to 29,25 to 29,Independent/Other,25 to 29,0.5429999999999999
1.0,18.0,4.0,First call,40-44,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,1.034
1.0,18.0,5.0,First call,25-29,White,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,,,,Better,,Republican,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,South,18 to 29,25 to 29,Republican,25 to 29,1.186
1.0,18.0,6.0,First call,40-44,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.779
1.0,18.0,7.0,First call,65 and over,Black,Male,Sudith,Siegelman,Approve,Disapprove,Oppose Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Favor,State,Complete,South,60 and over,65 and over,Democrat,65 and over,1.006
1.0,18.0,8.0,First call,50-59,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.779
1.0,18.0,9.0,First call,65 and over,White,,Shelby,James,Disapprove,Approve,,,,,,,,,,,,65 and over,Oppose,State,Not complete,South,60 and over,65 and over,,65 and over,2.15
1.0,18.0,10.0,First call,65 and over,White,Female,Shelby,James,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Democrat,65 and over,2.15
1.0,18.0,11.0,First call,45-49,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,0.7269999999999999
1.0,18.0,12.0,First call,18-24,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,18 to 29,18 to 24,Democrat,18 to 24,0.728
1.0,18.0,13.0,First call,65 and over,White,Female,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Independent/Other,65 and over,2.15
1.0,18.0,14.0,Second call,40-44,White,Female,Sudith,Siegelman,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Did not vote,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.296
1.0,18.0,15.0,Second call,50-59,White,Female,Shelby,James,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,1.27
1.0,18.0,16.0,Second call,50-59,White,Female,Shelby,James,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.27
1.0,18.0,17.0,Second call,40-44,White,Female,Shelby,James,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,1.27
1.0,18.0,18.0,Second call,25-29,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,No,Better,Perot,Democrat,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,1.186
1.0,18.0,19.0,Second call,60-64,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,60 and over,65 and over,Democrat,50 to 64,1.6189999999999998
1.0,18.0,20.0,Second call,60-64,White,Male,Shelby,,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Something else,HS grad,30 to 50K,Moderate,18 to 64,,State,Complete,South,60 and over,65 and over,Independent/Other,50 to 64,1.4889999999999999
1.0,18.0,21.0,Second call,30-39,White,Female,Shelby,Siegelman,Approve,Approve,Neither,,No,No,,Better,Clinton,Democrat,HS grad,,,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.9560000000000001
1.0,18.0,22.0,Second call,18-24,White,Female,Sudith,Siegelman,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Did not vote,Democrat,HS grad,100K or more,Liberal,18 to 64,Favor,State,Complete,South,18 to 29,18 to 24,Democrat,18 to 24,1.21
1.0,18.0,23.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Republican,65 and over,1.752
1.0,18.0,24.0,Second call,45-49,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,,Yes,,Same,Dole,Democrat,Some college,,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,1.034
1.0,18.0,25.0,Second call,30-39,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,,Better,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.27
1.0,18.0,26.0,Second call,50-59,White,,Sudith,Siegelman,Approve,,,,No,No,,Better,Clinton,Democrat,No HS,15 to 30K,,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,1.056
1.0,18.0,27.0,Second call,,White,Male,Shelby,James,Disapprove,Disapprove,,No,,,,,,,,,,,Oppose,State,Not complete,South,,,,,1.034
1.0,18.0,28.0,Third call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.779
1.0,18.0,29.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Other,Democrat,No HS,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,1.27
1.0,18.0,30.0,Third call,18-24,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Worse,Did not vote,Democrat,Some college,Under 15K,Conservative,18 to 64,Favor,State,Complete,South,18 to 29,18 to 24,Democrat,18 to 24,0.728
1.0,18.0,31.0,Third call,50-59,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,,No HS,30 to 50K,Liberal,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,,50 to 64,0.9560000000000001
1.0,18.0,32.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.034
1.0,18.0,33.0,Third call,50-59,White,Female,Shelby,Siegelman,Disapprove,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.9560000000000001
1.0,18.0,34.0,Third call,18-24,White,Male,Sudith,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Did not vote,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,18 to 29,18 to 24,Independent/Other,18 to 24,0.986
1.0,18.0,35.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Did not vote,Independent,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.034
1.0,18.0,36.0,Third call,65 and over,White,,Shelby,Siegelman,Approve,Disapprove,Oppose Clinton,No,No,No,No,Better,Clinton,Independent,Some college,50 to 75K,Moderate,65 and over,Favor,State,Complete,South,60 and over,65 and over,Independent/Other,65 and over,1.6189999999999998
1.0,18.0,37.0,Third call,30-39,White,Female,Shelby,James,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,,Some college,50 to 75K,,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,,30 to 39,1.27
1.0,18.0,38.0,Third call,50-59,White,Male,Shelby,Siegelman,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,No HS,,Conservative,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.779
1.0,18.0,39.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.034
1.0,18.0,40.0,Third call,30-39,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.779
1.0,22.0,1.0,First call,45-49,White,Female,,James,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,0.756
1.0,22.0,2.0,First call,60-64,White,Female,Shelby,James,Disapprove,Disapprove,,,Yes,Yes,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,North Central,60 and over,65 and over,Independent/Other,50 to 64,0.9540000000000001
1.0,22.0,3.0,First call,60-64,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,,National,Complete,North Central,60 and over,65 and over,Republican,50 to 64,1.109
1.0,22.0,4.0,First call,50-59,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.79
1.0,22.0,5.0,First call,45-49,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Something else,College grad,50 to 75K,Conservative,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Independent/Other,40 to 49,0.875
1.0,22.0,6.0,First call,65 and over,White,Male,,Siegelman,Approve,Disapprove,,,,,,,,,,,,65 and over,,National,Not complete,North Central,60 and over,65 and over,,65 and over,1.366
1.0,22.0,7.0,First call,45-49,White,Female,Sudith,Siegelman,Approve,,,,,,,Same,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,1.021
1.0,22.0,8.0,First call,65 and over,White,Female,Shelby,James,Disapprove,,,,,,,Better,,Republican,,Under 15K,Liberal,65 and over,,National,Complete,North Central,60 and over,65 and over,Republican,65 and over,0.9540000000000001
1.0,22.0,9.0,First call,30-39,White,Female,Shelby,James,Disapprove,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.6809999999999999
1.0,22.0,10.0,First call,50-59,White,Female,Shelby,Siegelman,Approve,,,,,,,Better,,Independent,,30 to 50K,Conservative,18 to 64,,National,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.7549999999999999
1.0,22.0,11.0,First call,60-64,White,Female,Shelby,Siegelman,Disapprove,,,,,,,Better,,Democrat,,,Moderate,18 to 64,,National,Complete,North Central,60 and over,65 and over,Democrat,50 to 64,1.057
1.0,22.0,12.0,First call,65 and over,White,Female,Sudith,Siegelman,Approve,,,,,,,Same,,Democrat,,Under 15K,Moderate,65 and over,,National,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.431
1.0,22.0,13.0,Second call,45-49,White,Female,Shelby,Siegelman,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,0.7549999999999999
1.0,22.0,14.0,Second call,40-44,White,Male,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,,National,Complete,North Central,30 to 44,40 to 49,Democrat,40 to 49,1.184
1.0,22.0,15.0,Second call,45-49,White,Male,Shelby,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,0.875
1.0,22.0,16.0,Second call,45-49,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Perot,Independent,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Independent/Other,40 to 49,0.875
1.0,22.0,17.0,Second call,65 and over,White,Male,Sudith,Siegelman,Approve,,,,,,,,,,,,,65 and over,,National,Not complete,North Central,60 and over,65 and over,,65 and over,1.662
1.0,22.0,18.0,Second call,45-49,White,Female,Sudith,Siegelman,Approve,,,,,,,Better,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,1.021
1.0,22.0,19.0,Second call,30-39,White,Male,Shelby,James,Disapprove,,,,,,,Same,,Independent,,15 to 30K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Independent/Other,30 to 39,0.79
1.0,22.0,20.0,Second call,50-59,White,Female,Shelby,Siegelman,Approve,,,,,,,Worse,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,50 to 59,Democrat,50 to 64,0.7549999999999999
1.0,22.0,21.0,Second call,30-39,White,Female,Shelby,James,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.6809999999999999
1.0,22.0,22.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,No,Yes,Better,Perot,Republican,College grad,30 to 50K,Conservative,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,0.6809999999999999
1.0,22.0,23.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,Neither,,Yes,,,Same,Dole,Republican,HS grad,15 to 30K,,18 to 64,,National,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,0.6809999999999999
1.0,22.0,24.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Independent,Some college,75 to 100K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Independent/Other,30 to 39,0.79
1.0,22.0,25.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Other,Independent,Some college,100K or more,Moderate,18 to 64,,National,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.6809999999999999
1.0,22.0,26.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.79
1.0,22.0,27.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,,30 to 39,0.79
1.0,22.0,28.0,Third call,40-44,White,Male,Shelby,James,Disapprove,,,,,,,Better,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,North Central,30 to 44,40 to 49,Republican,40 to 49,0.79
1.0,22.0,29.0,Third call,30-39,White,Male,Shelby,James,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.79
1.0,22.0,30.0,Third call,25-29,White,Male,Shelby,Siegelman,Approve,,,,,,,Same,,Democrat,,15 to 30K,Conservative,18 to 64,,National,Complete,North Central,18 to 29,25 to 29,Democrat,25 to 29,1.197
1.0,22.0,31.0,Third call,30-39,White,Male,Shelby,James,Disapprove,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.79
1.0,22.0,32.0,Third call,25-29,White,Male,Shelby,James,Approve,,,,,,,Better,,Something else,,15 to 30K,Moderate,18 to 64,,National,Complete,North Central,18 to 29,25 to 29,Independent/Other,25 to 29,1.081
1.0,22.0,33.0,Third call,40-44,White,Male,Shelby,James,Disapprove,,,,,,,Worse,,Independent,,15 to 30K,Conservative,18 to 64,,National,Complete,North Central,30 to 44,40 to 49,Independent/Other,40 to 49,0.79
1.0,22.0,34.0,Third call,45-49,White,Female,Sudith,Siegelman,Disapprove,,,,,,,Worse,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,North Central,45 to 59,40 to 49,Democrat,40 to 49,1.021
1.0,30.0,1.0,First call,45-49,White,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,0.26499999999999996
1.0,30.0,2.0,First call,50-59,White,Female,Shelby,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.24
1.0,30.0,3.0,Second call,45-49,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.259
1.0,30.0,4.0,Second call,60-64,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,South,60 and over,65 and over,Democrat,50 to 64,0.40499999999999997
1.0,30.0,5.0,Second call,30-39,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.14800000000000002
