State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
20.0,5.0,41.0,Third call,18-24,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.42000000000000004
20.0,5.0,42.0,Third call,25-29,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,0.42000000000000004
20.0,5.0,43.0,Third call,25-29,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.454
20.0,5.0,44.0,Third call,40-44,White,Female,Connelly,Disapprove,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.59
20.0,5.0,45.0,Third call,60-64,White,Female,Connelly,Approve,Disapprove,Neither,No,,Yes,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,0.766
20.0,5.0,46.0,Third call,65 and over,White,Male,Longley,Disapprove,Disapprove,Neither,No,Yes,No,Better,Dole,Independent,30 to 50K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.758
20.0,8.0,1.0,First call,65 and over,White,Male,Connelly,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.701
20.0,8.0,2.0,First call,45-49,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,1.308
20.0,8.0,3.0,First call,45-49,White,Male,Connelly,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,1.308
20.0,8.0,4.0,First call,60-64,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.241
20.0,8.0,5.0,First call,50-59,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,1.197
20.0,8.0,6.0,First call,40-44,White,Female,Longley,Approve,Approve,Neither,No,Yes,Yes,Worse,,,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,,40 to 49,1.11
20.0,8.0,7.0,First call,60-64,White,Female,Connelly,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.576
20.0,8.0,8.0,First call,30-39,White,Male,King,Approve,Approve,Neither,No,No,No,Worse,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.955
20.0,8.0,9.0,First call,30-39,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Same,Did not vote,Something else,15 to 30K,,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.885
20.0,8.0,10.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.241
20.0,8.0,11.0,Second call,18-24,White,Male,Connelly,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,1.278
20.0,8.0,12.0,Second call,18-24,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.8640000000000001
20.0,8.0,13.0,Second call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.885
20.0,8.0,14.0,Second call,30-39,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,1.308
20.0,8.0,15.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.885
20.0,8.0,16.0,Second call,45-49,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.955
20.0,8.0,17.0,Second call,40-44,White,Female,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.885
20.0,8.0,18.0,Second call,30-39,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Better,Did not vote,Democrat,50 to 75K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.885
20.0,8.0,19.0,Second call,40-44,White,Female,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.885
20.0,8.0,20.0,Second call,45-49,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.955
20.0,8.0,21.0,Second call,18-24,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Did not vote,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.933
20.0,8.0,22.0,Second call,30-39,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,1.308
20.0,8.0,23.0,Second call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.885
20.0,8.0,24.0,Second call,50-59,White,Male,Longley,Approve,Approve,Neither,Yes,,,Same,Perot,Independent,75 to 100K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,1.197
20.0,8.0,25.0,Second call,18-24,White,Male,Connelly,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,1.278
20.0,8.0,26.0,Third call,45-49,White,Female,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.885
20.0,8.0,27.0,Third call,18-24,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.933
20.0,8.0,28.0,Third call,45-49,White,Female,Longley,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,1.11
20.0,8.0,29.0,Third call,25-29,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,0.8640000000000001
20.0,8.0,30.0,Third call,25-29,White,Female,Other,Disapprove,,Neither,No,No,No,Worse,Other,Something else,Under 15K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,0.92
20.0,8.0,31.0,Third call,,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,,State,Cd #2,,,Democrat,,0.885
20.0,8.0,32.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Perot,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.885
20.0,8.0,33.0,Third call,40-44,White,Female,Other,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.9420000000000001
20.0,8.0,34.0,Third call,45-49,White,Male,King,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.955
20.0,8.0,35.0,Third call,30-39,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.955
20.0,8.0,36.0,Third call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,No,Worse,Perot,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.955
20.0,8.0,37.0,Third call,60-64,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.151
20.0,8.0,38.0,Third call,50-59,White,Female,Longley,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,1.11
20.0,8.0,39.0,Third call,40-44,White,Male,King,Approve,Approve,Neither,No,No,No,Worse,Perot,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.955
20.0,8.0,40.0,Third call,45-49,White,Male,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.955
20.0,12.0,1.0,First call,18-24,White,Female,Other,Disapprove,,Neither,,,,Better,Did not vote,Republican,,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.5289999999999999
20.0,12.0,2.0,First call,65 and over,White,,Other,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.705
20.0,12.0,3.0,First call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.5089999999999999
20.0,12.0,4.0,First call,65 and over,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.705
20.0,12.0,5.0,First call,65 and over,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.907
20.0,12.0,6.0,First call,45-49,White,Female,King,Approve,Approve,Neither,Yes,No,Yes,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.5089999999999999
20.0,12.0,7.0,First call,45-49,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Did not vote,Independent,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.5089999999999999
20.0,12.0,8.0,First call,50-59,White,Female,King,Approve,Approve,Neither,Yes,Yes,No,Worse,Perot,Independent,Under 15K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.5089999999999999
20.0,12.0,9.0,First call,50-59,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.697
20.0,12.0,10.0,First call,18-24,White,Female,Other,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Did not vote,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.5289999999999999
20.0,12.0,11.0,First call,65 and over,White,,Other,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Independent,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.7599999999999999
20.0,12.0,12.0,First call,50-59,White,Female,King,Approve,Disapprove,Support Clinton,No,No,,Better,Dole,Something else,,,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.5089999999999999
20.0,12.0,13.0,First call,50-59,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.5840000000000001
20.0,12.0,14.0,First call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,0.714
20.0,12.0,15.0,First call,65 and over,White,Female,King,Disapprove,Disapprove,Neither,Yes,No,Yes,Worse,Perot,Republican,Under 15K,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.662
20.0,12.0,16.0,First call,50-59,White,Male,Longley,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.689
20.0,12.0,17.0,First call,40-44,,Male,Other,Approve,,Neither,No,No,No,Worse,Perot,Independent,Under 15K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.5840000000000001
20.0,12.0,18.0,First call,18-24,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Did not vote,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Independent/Other,18 to 24,0.49700000000000005
20.0,12.0,19.0,First call,50-59,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.697
20.0,12.0,20.0,First call,50-59,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.689
20.0,12.0,21.0,First call,50-59,White,Female,Other,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.541
20.0,12.0,22.0,Second call,50-59,White,Male,Other,Approve,Approve,Neither,No,No,Yes,Same,Did not vote,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.5840000000000001
20.0,12.0,23.0,Second call,30-39,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,0.689
20.0,12.0,24.0,Second call,25-29,,Female,Longley,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.623
20.0,12.0,25.0,Second call,50-59,White,Female,Longley,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.638
20.0,12.0,26.0,Second call,,,Male,King,,,Oppose Clinton,No,No,No,Better,,Republican,100K or more,Liberal,,State,Cd #2,,,Republican,,0.5489999999999999
20.0,12.0,27.0,Second call,25-29,White,Female,Longley,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Republican,25 to 29,0.623
20.0,12.0,28.0,Second call,30-39,White,Female,Longley,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.638
20.0,12.0,29.0,Second call,25-29,White,Female,Longley,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,0.623
20.0,12.0,30.0,Second call,65 and over,White,Male,King,Disapprove,Approve,Neither,No,,Yes,Better,Dole,Republican,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.714
20.0,12.0,31.0,Second call,18-24,White,Male,King,,,Neither,No,No,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.536
20.0,12.0,32.0,Second call,,White,Male,Longley,Disapprove,Approve,,No,No,No,,,,15 to 30K,,,State,Cd #2,,,,,0.689
20.0,12.0,33.0,Second call,50-59,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Did not vote,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.5489999999999999
20.0,12.0,34.0,Second call,65 and over,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Did not vote,Independent,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.714
20.0,14.0,1.0,First call,40-44,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.6779999999999999
20.0,14.0,2.0,First call,65 and over,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,0.8420000000000001
20.0,14.0,3.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Other,Independent,50 to 75K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.027
20.0,14.0,4.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Other,Independent,50 to 75K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.027
20.0,14.0,5.0,First call,65 and over,White,Female,Connelly,Approve,Disapprove,Neither,No,No,,Worse,Clinton,Democrat,,,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,0.699
20.0,14.0,6.0,First call,40-44,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.652
20.0,14.0,7.0,First call,65 and over,White,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.068
20.0,14.0,8.0,First call,50-59,White,Female,King,Approve,Disapprove,Oppose Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.86
20.0,14.0,9.0,First call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.86
20.0,14.0,10.0,First call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.027
20.0,14.0,11.0,Second call,50-59,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,100K or more,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.827
20.0,14.0,12.0,Second call,60-64,White,Male,King,Approve,Disapprove,Neither,No,Yes,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Republican,50 to 64,1.027
20.0,14.0,13.0,Second call,50-59,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,0.652
20.0,14.0,14.0,Second call,30-39,White,Male,King,,Approve,Neither,,Yes,,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.827
20.0,14.0,15.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.068
20.0,14.0,16.0,Second call,45-49,White,Female,Connelly,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,0.563
20.0,14.0,17.0,Second call,45-49,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.86
20.0,14.0,18.0,Second call,45-49,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,0.827
20.0,14.0,19.0,Second call,25-29,White,Female,Connelly,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,100K or more,Moderate,18 to 64,State,Cd #1,18 to 29,25 to 29,Republican,25 to 29,0.6779999999999999
20.0,14.0,20.0,Second call,50-59,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.652
20.0,14.0,21.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.86
20.0,14.0,22.0,Second call,65 and over,White,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Worse,Dole,Republican,Under 15K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.068
20.0,14.0,23.0,Second call,30-39,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,0.652
