V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1.0,0.0,G,38.0,2.0,10.0,Second call,1.0,30-39,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Did not vote,Republican,Postgrad,100K or more,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Republican,30 to 39,0.42900000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,11.0,Second call,1.0,65 and over,White,Male,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,College grad,100K or more,Conservative,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.47000000000000003,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,12.0,Second call,1.0,65 and over,White,Female,Lim,Other,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.41700000000000004,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,13.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Independent,Postgrad,,Moderate,65 and over,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,0.402,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,14.0,Second call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,15.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.40499999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,16.0,Second call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Republican,25 to 29,0.41800000000000004,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,17.0,Second call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,15 to 30K,Moderate,65 and over,,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,0.42600000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,18.0,Second call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.42600000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,19.0,Second call,1.0,65 and over,White,Male,Wyden,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,0.438,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,20.0,Second call,1.0,50-59,Asian,Female,Lim,Sizemore,Disapprove,Approve,Neither,No,No,No,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.42900000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,21.0,Second call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Worse,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.40499999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,22.0,Second call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.443,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,23.0,Second call,1.0,60-64,White,Female,Wyden,Kitzhaber,,Approve,Neither,,,,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,50 to 64,0.402,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,24.0,Second call,1.0,45-49,White,Male,Wyden,Other,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.432,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,25.0,Second call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,26.0,Second call,1.0,30-39,White,Female,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Republican,30 to 39,0.43000000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,27.0,Second call,1.0,60-64,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,50 to 64,0.402,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,28.0,Second call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.40499999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,29.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,30.0,Second call,1.0,50-59,White,Male,Lim,Kitzhaber,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,0.472,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,31.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,0.402,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,32.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,Yes,Yes,Same,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,33.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,34.0,Second call,1.0,18-24,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,Yes,No,No,No,Better,Did not vote,Republican,HS grad,50 to 75K,Liberal,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,18 to 29,18 to 24,Republican,18 to 24,0.396,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,35.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Republican,Some college,100K or more,Liberal,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,36.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Oppose Clinton,No,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Independent/Other,50 to 64,0.40499999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,37.0,Second call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,,,Better,Perot,Something else,Some college,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.40499999999999997,,Exit poll
1.0,0.0,G,38.0,2.0,38.0,Second call,1.0,45-49,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,39.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,,No,,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,0.402,,Exit poll
1.0,0.0,G,38.0,2.0,40.0,Third call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Republican,40 to 49,0.47000000000000003,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,41.0,Third call,1.0,25-29,White,Female,Lim,Sizemore,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Republican,25 to 29,0.38199999999999995,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,42.0,Third call,1.0,45-49,Other,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Perot,Independent,Postgrad,50 to 75K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Independent/Other,40 to 49,0.42900000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,43.0,Third call,1.0,40-44,White,Male,Other,Other,Disapprove,Approve,,No,Yes,Yes,Yes,Better,Other,Independent,College grad,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,2.435,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,44.0,Third call,1.0,18-24,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Did not vote,Democrat,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,18 to 29,18 to 24,Democrat,18 to 24,0.361,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,45.0,Third call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,46.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.40499999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,47.0,Third call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,48.0,Third call,1.0,50-59,White,Male,Lim,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,0.472,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,49.0,Third call,1.0,40-44,White,Female,Lim,Kitzhaber,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Republican,40 to 49,0.43000000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,50.0,Third call,1.0,40-44,White,Male,Other,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,2.499,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,51.0,Third call,1.0,45-49,White,Female,Wyden,Kitzhaber,,,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Independent/Other,40 to 49,0.40499999999999997,,Exit poll
1.0,0.0,G,38.0,2.0,52.0,Third call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.443,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,53.0,Third call,1.0,25-29,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Democrat,25 to 29,0.361,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,54.0,Third call,1.0,25-29,White,Female,Wyden,Kitzhaber,Approve,,Neither,No,No,No,,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Democrat,25 to 29,0.361,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,55.0,Third call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.40499999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,56.0,Third call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Pro-growth,State,Not complete,NW Pacific Coast,18 to 29,25 to 29,,25 to 29,0.41800000000000004,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,57.0,Third call,1.0,30-39,Other,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Independent/Other,30 to 39,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,58.0,Third call,1.0,40-44,White,Female,Other,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Other,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,2.281,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,59.0,Third call,1.0,25-29,White,Male,Other,Other,Disapprove,Disapprove,Neither,No,No,No,No,Same,Other,Democrat,College grad,Under 15K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Democrat,25 to 29,2.171,Favorable,Exit poll
1.0,0.0,G,38.0,2.0,60.0,Third call,1.0,30-39,White,Female,Lim,Kitzhaber,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,HS grad,100K or more,Moderate,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Republican,30 to 39,0.43000000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,2.0,61.0,Third call,1.0,45-49,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.443,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,1.0,First call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Independent/Other,25 to 29,0.241,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,2.0,First call,1.0,45-49,Other,Female,Wyden,Kitzhaber,Approve,Approve,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.247,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,3.0,First call,1.0,25-29,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Democrat,25 to 29,0.221,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,4.0,First call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Independent/Other,25 to 29,0.241,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,5.0,First call,1.0,45-49,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.271,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,6.0,Second call,1.0,25-29,White,Male,Wyden,Other,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Other,Something else,Some college,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Independent/Other,25 to 29,0.234,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,7.0,Second call,1.0,30-39,White,Female,Wyden,Kitzhaber,,,Neither,,,,,Same,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Republican,30 to 39,0.247,,Exit poll
1.0,0.0,G,38.0,3.0,8.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,0.271,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,9.0,Second call,1.0,40-44,White,Female,Other,Other,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,1.355,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,10.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.247,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,11.0,Second call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Something else,Postgrad,Under 15K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.271,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,12.0,Second call,1.0,25-29,Other,Female,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Did not vote,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Independent/Other,25 to 29,0.234,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,13.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,,No,,,,,,,,,,18 to 64,,State,Not complete,NW Pacific Coast,30 to 44,30 to 39,,30 to 39,0.271,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,14.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,0.247,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,15.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,0.271,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,16.0,Second call,1.0,25-29,,Male,Lim,Sizemore,Approve,,Neither,Yes,,,,Same,Dole,Independent,No HS,15 to 30K,Conservative,18 to 64,,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Independent/Other,25 to 29,0.256,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,17.0,Second call,1.0,40-44,White,Female,Wyden,Kitzhaber,,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,College grad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.247,,Exit poll
1.0,0.0,G,38.0,3.0,18.0,Second call,1.0,40-44,White,Female,Wyden,Kitzhaber,,Disapprove,Neither,No,,,Yes,Same,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.247,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,19.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,0.269,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,20.0,Second call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Independent/Other,40 to 49,0.247,Favorable,Exit poll
1.0,0.0,G,38.0,3.0,21.0,Second call,1.0,40-44,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Republican,40 to 49,0.261,Unfavorable,Exit poll
1.0,0.0,G,38.0,3.0,22.0,Second call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,Some college,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Independent/Other,30 to 39,0.247,Favorable,Exit poll
