State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
19.0,67.0,10.0,Second call,65 and over,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Other,Republican,15 to 30K,Moderate,65 and over,State,New Orleans area,60 and over,60 and over,Republican,65 and over,2.549
19.0,67.0,11.0,Second call,50-59,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,1.924
19.0,67.0,12.0,Second call,50-59,White,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,New Orleans area,45 to 59,50 to 59,Independent/Other,50 to 64,2.066
19.0,67.0,13.0,Second call,65 and over,Black,Female,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,,Same,Clinton,Democrat,15 to 30K,,65 and over,State,New Orleans area,60 and over,60 and over,Democrat,65 and over,2.053
19.0,67.0,14.0,Second call,65 and over,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,New Orleans area,60 and over,60 and over,Republican,65 and over,2.583
19.0,67.0,15.0,Second call,60-64,White,Male,Breaux,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,New Orleans area,60 and over,60 and over,Democrat,50 to 64,2.549
19.0,67.0,16.0,Third call,50-59,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,New Orleans area,45 to 59,50 to 59,Republican,50 to 64,2.092
19.0,67.0,17.0,Third call,50-59,White,Male,Breaux,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,1.924
19.0,67.0,18.0,Third call,18-24,Black,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,New Orleans area,18 to 29,18 to 24,Democrat,18 to 24,1.234
19.0,67.0,19.0,Third call,65 and over,White,Male,Breaux,,,,No,No,No,,Same,Clinton,Democrat,100K or more,Moderate,65 and over,State,New Orleans area,60 and over,60 and over,Democrat,65 and over,2.549
19.0,67.0,20.0,Third call,25-29,White,Female,Breaux,Disapprove,Disapprove,Neither,No,No,No,,Same,Clinton,Democrat,100K or more,Liberal,18 to 64,State,New Orleans area,18 to 29,25 to 29,Democrat,25 to 29,1.6469999999999998
19.0,67.0,21.0,Third call,40-44,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,2.066
19.0,67.0,22.0,Third call,50-59,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Democrat,100K or more,Moderate,18 to 64,State,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,2.092
19.0,67.0,23.0,Third call,40-44,Black,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.549
19.0,80.0,1.0,First call,65 and over,Black,Male,Donelon,,Disapprove,Support Clinton,Yes,Yes,No,Yes,Better,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.369
19.0,80.0,2.0,First call,18-24,White,Female,Breaux,Approve,Approve,Support Clinton,,No,,Yes,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,Protestant North,18 to 29,18 to 24,Republican,18 to 24,1.2429999999999999
19.0,80.0,3.0,First call,40-44,White,Male,Breaux,Approve,Approve,Oppose Clinton,No,No,,Yes,Better,Perot,Democrat,75 to 100K,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,0.89
19.0,80.0,4.0,First call,30-39,Black,Female,Donelon,Approve,Disapprove,Oppose Clinton,No,,,Yes,Worse,Dole,Democrat,30 to 50K,Liberal,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.373
19.0,80.0,5.0,First call,18-24,White,Male,Breaux,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Perot,Independent,Under 15K,Liberal,18 to 64,State,Protestant North,18 to 29,18 to 24,Independent/Other,18 to 24,1.149
19.0,80.0,6.0,First call,60-64,Black,Male,Breaux,Approve,Approve,Oppose Clinton,,Yes,No,Yes,Same,Clinton,Something else,15 to 30K,Conservative,18 to 64,State,Protestant North,60 and over,60 and over,Independent/Other,50 to 64,1.35
19.0,80.0,7.0,Second call,18-24,Asian,Male,Donelon,Approve,Disapprove,Oppose Clinton,No,No,,No,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Protestant North,18 to 29,18 to 24,Independent/Other,18 to 24,1.165
19.0,80.0,8.0,Second call,50-59,Black,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Yes,Worse,Perot,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.268
19.0,80.0,9.0,Second call,30-39,White,Male,Breaux,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,,Something else,15 to 30K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.89
19.0,80.0,10.0,Second call,45-49,Asian,Female,Donelon,Approve,Disapprove,Oppose Clinton,No,No,No,Yes,Worse,Did not vote,Democrat,30 to 50K,Moderate,18 to 64,State,Protestant North,45 to 59,40 to 49,Democrat,40 to 49,0.978
19.0,80.0,11.0,Second call,30-39,White,Female,Breaux,Disapprove,Disapprove,Neither,Yes,No,No,Yes,Worse,Clinton,Independent,Under 15K,Liberal,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9640000000000001
19.0,80.0,12.0,Second call,65 and over,White,Male,Breaux,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Did not vote,Independent,50 to 75K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Independent/Other,65 and over,0.961
19.0,80.0,13.0,Second call,30-39,White,Female,Breaux,,Disapprove,Neither,Yes,No,No,No,Better,Other,Something else,30 to 50K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9640000000000001
19.0,80.0,14.0,Second call,40-44,Other,Female,Donelon,Approve,Disapprove,Support Clinton,No,Yes,No,Yes,Better,Other,Independent,15 to 30K,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Independent/Other,40 to 49,0.978
19.0,80.0,15.0,Second call,30-39,White,Female,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.978
19.0,80.0,16.0,Second call,65 and over,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Other,Something else,30 to 50K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Independent/Other,65 and over,1.055
19.0,80.0,17.0,Third call,45-49,Black,Female,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,30 to 50K,Liberal,18 to 64,State,Protestant North,45 to 59,40 to 49,Republican,40 to 49,1.373
19.0,80.0,18.0,Third call,30-39,Black,Female,Breaux,Disapprove,Disapprove,Support Clinton,Yes,No,No,Yes,Worse,Clinton,Republican,50 to 75K,Liberal,18 to 64,State,Protestant North,30 to 44,30 to 39,Republican,30 to 39,1.354
19.0,80.0,19.0,Third call,50-59,White,Male,Donelon,Approve,Disapprove,Support Clinton,Yes,Yes,Yes,,Worse,Dole,Republican,15 to 30K,Liberal,18 to 64,State,Protestant North,45 to 59,50 to 59,Republican,50 to 64,0.903
19.0,80.0,20.0,Third call,30-39,Black,Female,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Perot,Independent,75 to 100K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,1.373
19.0,80.0,21.0,Third call,30-39,Black,Female,Donelon,Disapprove,Disapprove,Neither,No,,,,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,1.373
19.0,80.0,22.0,Third call,25-29,Black,Female,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Worse,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,Protestant North,18 to 29,25 to 29,Republican,25 to 29,1.746
19.0,80.0,23.0,Third call,45-49,Black,Female,Breaux,Disapprove,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Protestant North,45 to 59,40 to 49,Democrat,40 to 49,1.354
19.0,80.0,24.0,Third call,30-39,White,Female,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Democrat,15 to 30K,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,0.978
19.0,80.0,25.0,Third call,25-29,Asian,Female,Breaux,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Something else,Under 15K,Conservative,18 to 64,State,Protestant North,18 to 29,25 to 29,Independent/Other,25 to 29,1.2429999999999999
19.0,80.0,26.0,Third call,25-29,Black,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Yes,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,Protestant North,18 to 29,25 to 29,Independent/Other,25 to 29,1.771
19.0,85.0,1.0,First call,45-49,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,45 to 59,40 to 49,Republican,40 to 49,2.074
19.0,85.0,2.0,First call,65 and over,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Democrat,15 to 30K,Liberal,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,2.424
19.0,85.0,3.0,First call,30-39,Black,Male,Breaux,,Disapprove,Neither,Yes,No,No,,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,2.873
19.0,85.0,4.0,First call,65 and over,White,Male,Breaux,Disapprove,Disapprove,Neither,No,No,Yes,No,Worse,,Democrat,Under 15K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,2.208
19.0,85.0,5.0,First call,50-59,Black,Female,Breaux,Approve,,Support Clinton,Yes,No,No,,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,3.11
19.0,85.0,6.0,First call,25-29,Black,Female,Breaux,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,,30 to 50K,Conservative,18 to 64,State,Protestant North,18 to 29,25 to 29,,25 to 29,4.014
19.0,85.0,7.0,Second call,30-39,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Republican,30 to 39,2.246
19.0,85.0,8.0,Second call,,Black,Female,Breaux,Approve,Approve,Support Clinton,No,,,,Better,Clinton,,,,,State,Protestant North,,,,,3.11
19.0,85.0,9.0,Second call,65 and over,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,2.39
19.0,85.0,10.0,Second call,65 and over,Black,Male,Breaux,Approve,Approve,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,3.101
19.0,85.0,11.0,Second call,30-39,Black,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,3.11
19.0,85.0,12.0,Second call,65 and over,White,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,2.39
19.0,85.0,13.0,Second call,65 and over,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Independent/Other,65 and over,2.239
19.0,85.0,14.0,Second call,65 and over,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Republican,65 and over,2.239
19.0,85.0,15.0,Second call,45-49,Black,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Protestant North,45 to 59,40 to 49,Democrat,40 to 49,3.11
19.0,85.0,16.0,Third call,45-49,White,Male,Breaux,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Protestant North,45 to 59,40 to 49,Republican,40 to 49,2.046
19.0,87.0,1.0,First call,45-49,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,2.0,First call,40-44,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,100K or more,Conservative,18 to 64,National,Cajun County,30 to 44,40 to 49,Republican,40 to 49,0.18699999999999997
19.0,87.0,3.0,First call,65 and over,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Liberal,65 and over,National,Cajun County,60 and over,60 and over,Republican,65 and over,0.227
19.0,87.0,4.0,First call,45-49,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,5.0,First call,30-39,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.18699999999999997
19.0,87.0,6.0,First call,65 and over,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,National,Cajun County,60 and over,60 and over,Republican,65 and over,0.199
19.0,87.0,7.0,First call,50-59,White,Male,Donelon,Disapprove,,,,,,,Same,,Republican,100K or more,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.18699999999999997
19.0,87.0,8.0,First call,50-59,White,Female,Donelon,Disapprove,,,,,,,Same,,Independent,100K or more,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Independent/Other,50 to 64,0.213
19.0,87.0,9.0,First call,45-49,Black,Male,Breaux,Approve,,,,,,,Better,,Democrat,30 to 50K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,10.0,First call,65 and over,White,Female,Donelon,,,,,,,,Same,,Independent,50 to 75K,Moderate,65 and over,National,Cajun County,60 and over,60 and over,Independent/Other,65 and over,0.227
19.0,87.0,11.0,First call,50-59,White,Female,Donelon,Disapprove,,,,,,,Same,,Republican,75 to 100K,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.213
19.0,87.0,12.0,Second call,50-59,White,Male,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Something else,100K or more,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Independent/Other,50 to 64,0.18699999999999997
19.0,87.0,13.0,Second call,40-44,White,Male,Donelon,Approve,Approve,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,Republican,100K or more,Conservative,18 to 64,National,Cajun County,30 to 44,40 to 49,Republican,40 to 49,0.18699999999999997
19.0,87.0,14.0,Second call,45-49,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,15.0,Second call,65 and over,White,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,65 and over,National,Cajun County,60 and over,60 and over,Democrat,65 and over,0.263
19.0,87.0,16.0,Second call,65 and over,White,Male,Donelon,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,65 and over,National,Cajun County,60 and over,60 and over,Democrat,65 and over,0.199
19.0,87.0,17.0,Second call,40-44,White,Female,Donelon,Disapprove,,,,,,,Same,,,100K or more,Conservative,18 to 64,National,Cajun County,30 to 44,40 to 49,,40 to 49,0.213
19.0,87.0,18.0,Second call,60-64,White,Female,Breaux,Approve,,,,,,,Better,,Democrat,30 to 50K,Conservative,18 to 64,National,Cajun County,60 and over,60 and over,Democrat,50 to 64,0.263
19.0,87.0,19.0,Second call,45-49,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Moderate,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.262
19.0,87.0,20.0,Second call,30-39,White,Female,Donelon,Disapprove,,,,,,,Same,,Republican,75 to 100K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.213
19.0,87.0,21.0,Second call,,White,,Breaux,Approve,,,,,,,,,,,,,National,Cajun County,,,,,0.246
19.0,87.0,22.0,Third call,30-39,Black,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Something else,15 to 30K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Independent/Other,30 to 39,0.262
19.0,87.0,23.0,Third call,50-59,White,Female,Breaux,Approve,,Neither,No,No,No,No,Same,Did not vote,Democrat,50 to 75K,Liberal,18 to 64,National,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,0.246
19.0,87.0,24.0,Third call,45-49,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,25.0,Third call,45-49,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.262
19.0,87.0,26.0,Third call,30-39,Black,Male,Donelon,Approve,Disapprove,Neither,No,No,No,No,Better,Dole,Democrat,75 to 100K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.198
19.0,87.0,27.0,Third call,45-49,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,100K or more,Conservative,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,28.0,Third call,30-39,White,Male,Donelon,Disapprove,Approve,Neither,,Yes,Yes,,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.18699999999999997
19.0,87.0,29.0,Third call,40-44,Black,Female,Breaux,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,National,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,0.262
19.0,87.0,30.0,Third call,50-59,Black,Male,Breaux,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,National,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,0.23
19.0,87.0,31.0,Third call,45-49,White,Female,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,National,Cajun County,45 to 59,40 to 49,Republican,40 to 49,1.025
19.0,87.0,32.0,Third call,50-59,White,Female,Breaux,Approve,Approve,Neither,No,No,No,Yes,Same,Perot,Independent,15 to 30K,Moderate,18 to 64,National,Cajun County,45 to 59,50 to 59,Independent/Other,50 to 64,0.246
19.0,87.0,33.0,Third call,25-29,Black,Male,Breaux,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,National,Cajun County,18 to 29,25 to 29,Democrat,25 to 29,0.269
19.0,87.0,34.0,Third call,50-59,White,Female,Donelon,Disapprove,,,,,,,Worse,,Republican,30 to 50K,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.213
19.0,87.0,35.0,Third call,30-39,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Liberal,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.262
19.0,87.0,36.0,Third call,30-39,Black,Male,Breaux,Approve,,,,,,,Better,,Democrat,75 to 100K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.23
19.0,87.0,37.0,Third call,45-49,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.262
19.0,87.0,38.0,Third call,60-64,White,Male,Breaux,Approve,,,,,,,Better,,Democrat,15 to 30K,Liberal,18 to 64,National,Cajun County,60 and over,60 and over,Democrat,50 to 64,0.231
19.0,87.0,39.0,Third call,30-39,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,75 to 100K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.262
19.0,87.0,40.0,Third call,50-59,White,Male,Donelon,Disapprove,,,,,,,Same,,Republican,50 to 75K,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.18699999999999997
19.0,87.0,41.0,Third call,30-39,White,Male,Donelon,Disapprove,,,,,,,Better,,Republican,75 to 100K,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.18699999999999997
19.0,87.0,42.0,Third call,65 and over,White,Female,Donelon,Disapprove,,,,,,,,,,,,65 and over,National,Cajun County,60 and over,60 and over,,65 and over,0.227
19.0,87.0,43.0,Third call,40-44,Black,Male,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Moderate,18 to 64,National,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,0.23
19.0,87.0,44.0,Third call,40-44,Other,Male,Donelon,Disapprove,,,,,,,Same,,Republican,100K or more,Conservative,18 to 64,National,Cajun County,30 to 44,40 to 49,Republican,40 to 49,0.18699999999999997
19.0,87.0,45.0,Third call,40-44,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,75 to 100K,Conservative,18 to 64,National,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,0.262
19.0,89.0,1.0,First call,60-64,White,,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,National,Cajun County,60 and over,60 and over,Democrat,50 to 64,0.8160000000000001
19.0,89.0,2.0,First call,65 and over,Black,,,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,National,Cajun County,60 and over,60 and over,Democrat,65 and over,0.976
19.0,89.0,3.0,First call,65 and over,Black,Male,,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,National,Cajun County,60 and over,60 and over,Democrat,65 and over,0.8560000000000001
19.0,89.0,4.0,First call,65 and over,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,,,Same,Dole,Independent,30 to 50K,Moderate,65 and over,National,Cajun County,60 and over,60 and over,Independent/Other,65 and over,0.706
19.0,89.0,5.0,First call,65 and over,White,Male,Donelon,Disapprove,Approve,Neither,Yes,,Yes,,Better,Dole,Republican,30 to 50K,Conservative,65 and over,National,Cajun County,60 and over,60 and over,Republican,65 and over,0.706
19.0,89.0,6.0,First call,45-49,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,Under 15K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.8130000000000001
19.0,89.0,7.0,First call,30-39,Black,Female,Breaux,Approve,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.926
19.0,89.0,8.0,First call,,Black,Female,Breaux,Approve,,,,,,,,,,,,,National,Cajun County,,,,,0.926
19.0,89.0,9.0,First call,50-59,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,Under 15K,Moderate,18 to 64,National,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,0.926
19.0,89.0,10.0,First call,30-39,White,Male,Breaux,Approve,,,,,,,Better,,Republican,30 to 50K,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.7629999999999999
19.0,89.0,11.0,First call,60-64,White,Female,Donelon,Disapprove,,,,,,,Same,,Independent,30 to 50K,Conservative,18 to 64,National,Cajun County,60 and over,60 and over,Independent/Other,50 to 64,0.804
19.0,89.0,12.0,First call,30-39,Black,Female,Breaux,Approve,,,,,,,Same,,Democrat,50 to 75K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.926
19.0,89.0,13.0,Second call,45-49,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,National,Cajun County,45 to 59,40 to 49,Republican,40 to 49,0.752
19.0,89.0,14.0,Second call,50-59,Black,Female,Breaux,Approve,Disapprove,,No,No,No,No,Same,Clinton,Democrat,,Liberal,18 to 64,National,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,0.926
19.0,89.0,15.0,Second call,30-39,Black,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Independent,Under 15K,Liberal,18 to 64,National,Cajun County,30 to 44,30 to 39,Independent/Other,30 to 39,0.926
19.0,89.0,16.0,Second call,18-24,Black,Female,Breaux,Approve,Approve,Oppose Clinton,,,,,Worse,,Democrat,,,18 to 64,National,Cajun County,18 to 29,18 to 24,Democrat,18 to 24,1.083
19.0,89.0,17.0,Second call,25-29,Black,Male,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Independent,15 to 30K,Liberal,18 to 64,National,Cajun County,18 to 29,25 to 29,Independent/Other,25 to 29,0.9500000000000001
19.0,89.0,18.0,Second call,30-39,Black,Male,,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Did not vote,Independent,30 to 50K,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Independent/Other,30 to 39,0.801
