State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
35.0,51.0,42.0,Second call,25-29,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Better,Perot,Independent,Under 15K,Moderate,18 to 64,State,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.341
35.0,51.0,43.0,Second call,25-29,White,Male,Nalewaja,Cramer,Approve,Disapprove,,,,,,Clinton,Independent,,Moderate,18 to 64,State,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.341
35.0,51.0,44.0,Second call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.445
35.0,51.0,45.0,Second call,30-39,White,Male,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Something else,15 to 30K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.7
35.0,51.0,46.0,Second call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.385
35.0,51.0,47.0,Second call,30-39,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.7
35.0,51.0,48.0,Second call,65 and over,White,,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.66
35.0,51.0,49.0,Second call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,,Yes,Yes,Worse,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.9529999999999998
35.0,61.0,1.0,First call,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.7289999999999999
35.0,61.0,2.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.7289999999999999
35.0,61.0,3.0,First call,45-49,White,Female,Nalewaja,Cramer,Disapprove,,,Yes,Yes,,,Dole,Republican,Under 15K,,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9920000000000001
35.0,61.0,4.0,First call,25-29,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,18 to 29,25 to 29,Democrat,25 to 29,1.112
35.0,61.0,5.0,First call,45-49,White,Male,Dorgan,Pomeroy,Disapprove,Approve,Neither,No,Yes,,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.889
35.0,61.0,6.0,First call,30-39,White,Male,Dorgan,Pomeroy,Disapprove,Approve,Neither,No,Yes,No,Worse,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.889
35.0,61.0,7.0,First call,25-29,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,18 to 29,25 to 29,Democrat,25 to 29,0.915
35.0,61.0,8.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.889
35.0,61.0,9.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Perot,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.208
35.0,61.0,10.0,First call,65 and over,White,Female,Nalewaja,Cramer,,Approve,Neither,,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.284
35.0,61.0,11.0,First call,30-39,White,Female,Nalewaja,Pomeroy,Disapprove,Approve,Neither,No,No,No,Better,Clinton,Republican,,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.07
35.0,61.0,12.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Did not vote,Democrat,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.7289999999999999
35.0,61.0,13.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.889
35.0,61.0,14.0,First call,50-59,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.7289999999999999
35.0,61.0,15.0,Second call,45-49,White,Female,Dorgan,Cramer,Disapprove,Approve,Neither,Yes,No,No,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.6789999999999999
35.0,61.0,16.0,Second call,65 and over,White,Female,,Cramer,Disapprove,,Neither,,Yes,,,Clinton,Republican,,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.01
35.0,61.0,17.0,Second call,18-24,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Did not vote,Democrat,50 to 75K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Democrat,18 to 24,1.112
35.0,61.0,18.0,Second call,30-39,White,Male,Dorgan,Cramer,Approve,Approve,Neither,No,No,Yes,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.8260000000000001
35.0,61.0,19.0,Second call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Other,Independent,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.208
35.0,61.0,20.0,Second call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,No,Better,Dole,Independent,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.9920000000000001
35.0,61.0,21.0,Second call,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,60 and over,60 and over,Democrat,50 to 64,1.145
35.0,61.0,22.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,0.943
35.0,61.0,23.0,Second call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,1.145
35.0,61.0,24.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,0.943
35.0,61.0,25.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,0.943
35.0,61.0,26.0,Second call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.9920000000000001
35.0,61.0,27.0,Second call,40-44,White,Female,Dorgan,Cramer,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.6789999999999999
35.0,61.0,28.0,Second call,50-59,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.9920000000000001
35.0,61.0,29.0,Second call,18-24,White,Male,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.035
35.0,61.0,30.0,Second call,30-39,White,Female,Nalewaja,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.07
35.0,61.0,31.0,Third call,45-49,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.889
35.0,61.0,32.0,Third call,30-39,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.889
35.0,61.0,33.0,Third call,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.7289999999999999
35.0,61.0,34.0,Third call,45-49,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.7289999999999999
35.0,61.0,35.0,Third call,30-39,White,Male,Nalewaja,Cramer,Disapprove,,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.208
35.0,61.0,36.0,Third call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,Yes,Yes,Better,Dole,Independent,100K or more,Moderate,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.889
35.0,61.0,37.0,Third call,45-49,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9920000000000001
35.0,61.0,38.0,Third call,30-39,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.889
35.0,61.0,39.0,Third call,45-49,White,Male,Dorgan,Cramer,Disapprove,Disapprove,Neither,No,Yes,No,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.8260000000000001
35.0,61.0,40.0,Third call,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.7289999999999999
35.0,61.0,41.0,Third call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.7289999999999999
35.0,61.0,42.0,Third call,18-24,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.519
35.0,61.0,43.0,Third call,30-39,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.7289999999999999
35.0,61.0,44.0,Third call,60-64,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.284
35.0,61.0,45.0,Third call,40-44,White,Female,Dorgan,,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.713
35.0,61.0,46.0,Third call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.284
35.0,61.0,47.0,Third call,25-29,White,Female,Dorgan,Pomeroy,Approve,Approve,Oppose Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,South,18 to 29,25 to 29,Democrat,25 to 29,0.915
35.0,61.0,48.0,Third call,45-49,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.9920000000000001
35.0,66.0,1.0,First call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.704
35.0,66.0,2.0,First call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.696
35.0,66.0,3.0,First call,65 and over,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Independent,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.705
35.0,66.0,4.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.8130000000000001
35.0,66.0,5.0,First call,45-49,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.704
35.0,66.0,6.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,15 to 30K,Liberal,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.8130000000000001
35.0,66.0,7.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.8130000000000001
35.0,66.0,8.0,First call,45-49,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.694
35.0,66.0,9.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.812
35.0,66.0,10.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.812
35.0,66.0,11.0,First call,30-39,White,Female,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.742
35.0,66.0,12.0,First call,25-29,White,Female,Nalewaja,Cramer,Approve,Approve,Neither,No,No,No,Worse,Dole,Republican,15 to 30K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.788
35.0,66.0,13.0,First call,30-39,White,Female,Dorgan,Pomeroy,,,Neither,,,,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.8
35.0,66.0,14.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Independent,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.801
35.0,66.0,15.0,Second call,65 and over,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.705
35.0,66.0,16.0,Second call,40-44,White,Female,Nalewaja,Pomeroy,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.748
35.0,66.0,17.0,Second call,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.812
35.0,66.0,18.0,Second call,18-24,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Did not vote,Something else,30 to 50K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.906
35.0,66.0,19.0,Second call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.8130000000000001
35.0,66.0,20.0,Second call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,No,No,Yes,Same,Perot,Independent,Under 15K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.704
35.0,66.0,21.0,Second call,50-59,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Democrat,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.812
35.0,66.0,22.0,Second call,60-64,White,Female,Dorgan,Pomeroy,Approve,,Neither,,,,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,0.801
35.0,66.0,23.0,Second call,40-44,White,Female,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.742
35.0,66.0,24.0,Second call,45-49,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.694
35.0,66.0,25.0,Second call,50-59,White,Female,Nalewaja,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.748
35.0,66.0,26.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.8
35.0,66.0,27.0,Second call,45-49,Other,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.812
35.0,66.0,28.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.8
35.0,66.0,29.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.8
35.0,66.0,30.0,Second call,50-59,,Female,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Perot,Independent,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.694
35.0,66.0,31.0,Second call,60-64,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,0.705
35.0,66.0,32.0,Second call,45-49,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Independent,100K or more,Conservative,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.704
35.0,66.0,33.0,Second call,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Perot,Democrat,30 to 50K,Conservative,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,0.8130000000000001
35.0,66.0,34.0,Second call,18-24,White,Male,Dorgan,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,Under 15K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,0.8560000000000001
35.0,66.0,35.0,Second call,50-59,White,Female,Dorgan,Pomeroy,,,,,,,Same,,Independent,75 to 100K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8
35.0,66.0,36.0,Second call,50-59,White,Male,Dorgan,Pomeroy,,,Neither,Yes,Yes,,Same,Perot,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.812
35.0,66.0,37.0,Second call,45-49,White,Male,Dorgan,Cramer,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.754
35.0,66.0,38.0,Second call,25-29,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,Yes,,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.906
35.0,66.0,39.0,Third call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,100K or more,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.704
35.0,66.0,40.0,Third call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.704
35.0,66.0,41.0,Third call,,White,Female,Dorgan,Other,,Disapprove,,,,,,Perot,,,,,State,North,,,,,1.323
35.0,66.0,42.0,Third call,18-24,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.906
35.0,66.0,43.0,Third call,40-44,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Did not vote,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.704
35.0,69.0,1.0,First call,60-64,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,National,North,60 and over,60 and over,Independent/Other,50 to 64,0.493
35.0,69.0,2.0,First call,50-59,White,Male,Nalewaja,Cramer,Approve,Disapprove,Neither,No,Yes,Yes,Same,Perot,Independent,15 to 30K,Conservative,18 to 64,National,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.492
35.0,69.0,3.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,National,North,30 to 44,40 to 49,Democrat,40 to 49,0.5569999999999999
35.0,69.0,4.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,National,North,45 to 59,40 to 49,Democrat,40 to 49,0.567
35.0,69.0,5.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,,Liberal,65 and over,National,North,60 and over,60 and over,Democrat,65 and over,0.568
35.0,69.0,6.0,First call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,National,North,30 to 44,30 to 39,Republican,30 to 39,0.492
35.0,69.0,7.0,First call,40-44,White,Male,Nalewaja,Cramer,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,National,North,30 to 44,40 to 49,Republican,40 to 49,0.492
35.0,69.0,8.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Disapprove,,,,,,Same,,Republican,,Moderate,65 and over,National,North,60 and over,60 and over,Republican,65 and over,0.558
35.0,69.0,9.0,First call,50-59,White,Male,Dorgan,Pomeroy,Approve,,,,,,Same,,Democrat,30 to 50K,Moderate,18 to 64,National,North,45 to 59,50 to 59,Democrat,50 to 64,0.567
35.0,69.0,10.0,First call,30-39,White,Male,Nalewaja,Cramer,Disapprove,,,,,,Same,,Republican,50 to 75K,Conservative,18 to 64,National,North,30 to 44,30 to 39,Republican,30 to 39,0.492
35.0,69.0,11.0,First call,,White,Female,Dorgan,Pomeroy,Disapprove,,,,,,,,,,,,National,North,,,,,0.5569999999999999
35.0,69.0,12.0,First call,40-44,White,Male,Nalewaja,Cramer,Disapprove,,,,,,Better,,Republican,50 to 75K,Conservative,18 to 64,National,North,30 to 44,40 to 49,Republican,40 to 49,0.492
35.0,69.0,13.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Disapprove,,,,,,Better,,Democrat,,Moderate,65 and over,National,North,60 and over,60 and over,Democrat,65 and over,0.558
35.0,69.0,14.0,Second call,65 and over,White,Female,Dorgan,Cramer,Approve,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,National,North,60 and over,60 and over,Democrat,65 and over,0.517
35.0,69.0,15.0,Second call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Republican,15 to 30K,Conservative,18 to 64,National,North,30 to 44,30 to 39,Republican,30 to 39,0.485
35.0,69.0,16.0,Second call,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,National,North,60 and over,60 and over,Independent/Other,50 to 64,0.568
