State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Who attacked unfairly?,Who had more ads?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,How to improve Gov tax plan,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Future of state economy,Clinton as person,Union memeber in HH
50.0,3.0,38.0,Third call,25-29,White,Female,Feingold,Garvey,Approve,Approve,,,Neither,No,Yes,No,Same,Clinton,,Democrat,College grad,Catholic,30 to 50K,Liberal,18 to 64,National,Complete,Fox River/SW,18 to 29,25 to 29,Democrat,25 to 29,0.31,,,Unfavorable,No
50.0,3.0,39.0,Third call,40-44,White,Male,Feingold,Thompson,Disapprove,Disapprove,,,Neither,No,Yes,Yes,Worse,Clinton,,Republican,HS grad,Other Christian,15 to 30K,Liberal,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,0.285,,,Unfavorable,Yes
50.0,3.0,40.0,Third call,30-39,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Neither,No,Yes,Yes,Better,Dole,,Independent,College grad,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,0.304,,,Unfavorable,No
50.0,3.0,41.0,Third call,30-39,White,Female,Feingold,Thompson,Approve,Disapprove,,,Neither,No,No,No,Better,Perot,,,College grad,Protestant,75 to 100K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,,30 to 39,0.299,,,Favorable,No
50.0,3.0,42.0,Third call,50-59,White,Female,Feingold,Thompson,Approve,Approve,,,Support Clinton,No,No,No,Same,Clinton,,Democrat,HS grad,Protestant,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,0.299,,,Favorable,No
50.0,3.0,43.0,Third call,40-44,White,Female,Neumann,Garvey,Approve,Approve,,,Neither,No,No,No,Same,,,Republican,College grad,Protestant,15 to 30K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,0.28600000000000003,,,Unfavorable,No
50.0,3.0,44.0,Third call,30-39,White,Female,Neumann,Garvey,,Disapprove,,,Neither,No,No,No,Better,Clinton,,,HS grad,Other Christian,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,,30 to 39,0.28600000000000003,,,,No
50.0,3.0,45.0,Third call,30-39,White,Female,Feingold,Garvey,Approve,Disapprove,,,Support Clinton,No,No,No,Same,Clinton,,Democrat,No HS,None,Under 15K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.269,,,Favorable,No
50.0,3.0,46.0,Third call,18-24,White,Female,Neumann,Thompson,Disapprove,Approve,,,Neither,No,Yes,Yes,Same,Dole,,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,18 to 29,18 to 24,Independent/Other,18 to 24,0.376,,,Unfavorable,No
50.0,3.0,47.0,Third call,40-44,White,Male,Feingold,Garvey,Approve,Disapprove,,,Support Clinton,No,No,No,Better,Clinton,,Independent,No HS,Other Christian,30 to 50K,Liberal,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Independent/Other,40 to 49,0.254,,,Favorable,No
50.0,3.0,48.0,Third call,30-39,White,Male,Feingold,Garvey,Approve,,,,,,,,Same,,,Democrat,,,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.254,,,,
50.0,3.0,49.0,Third call,45-49,White,Female,Feingold,Garvey,Approve,,,,,,,,Same,,,Democrat,,,100K or more,Liberal,18 to 64,National,Complete,Fox River/SW,45 to 59,40 to 49,Democrat,40 to 49,0.269,,,,
50.0,3.0,50.0,Third call,18-24,White,Female,Neumann,Thompson,Approve,,,,,,,,Better,,,Democrat,,,30 to 50K,Liberal,18 to 64,National,Complete,Fox River/SW,18 to 29,18 to 24,Democrat,18 to 24,0.376,,,,
50.0,3.0,51.0,Third call,40-44,White,Female,Feingold,Garvey,Approve,,,,,,,,Better,,,Democrat,,,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Democrat,40 to 49,0.269,,,,
50.0,3.0,52.0,Third call,30-39,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,30 to 50K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,0.304,,,,
50.0,3.0,53.0,Third call,30-39,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,30 to 50K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,0.32,,,,
50.0,3.0,54.0,Third call,40-44,White,Male,Feingold,Garvey,Approve,,,,,,,,Worse,,,Democrat,,,15 to 30K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Democrat,40 to 49,0.254,,,,
50.0,3.0,55.0,Third call,25-29,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,18 to 29,25 to 29,Republican,25 to 29,0.356,,,,
50.0,3.0,56.0,Third call,30-39,White,Female,Feingold,Garvey,Approve,,,,,,,,Worse,,,Democrat,,,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.269,,,,
50.0,3.0,57.0,Third call,30-39,White,Male,Feingold,Thompson,Disapprove,,,,,,,,Same,,,Independent,,,30 to 50K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,0.285,,,,
50.0,3.0,58.0,Third call,25-29,White,Female,Neumann,Thompson,Approve,,,,,,,,Better,,,Democrat,,,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,18 to 29,25 to 29,Democrat,25 to 29,0.376,,,,
50.0,3.0,59.0,Third call,30-39,White,Female,Feingold,Thompson,Approve,,,,,,,,,,,,,,50 to 75K,,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,,30 to 39,0.299,,,,
50.0,3.0,60.0,Third call,40-44,,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Independent/Other,40 to 49,0.32,,,,
50.0,3.0,61.0,Third call,50-59,White,Female,Feingold,Garvey,Approve,,,,,,,,Better,,,Something else,,,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,0.269,,,,
50.0,3.0,62.0,Third call,60-64,White,Female,Feingold,Thompson,Approve,,,,,,,,Worse,,,Independent,,,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,50 to 64,0.39799999999999996,,,,
50.0,3.0,63.0,Third call,40-44,White,Female,Feingold,Garvey,Approve,,,,,,,,Worse,,,Independent,,,15 to 30K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Independent/Other,40 to 49,0.269,,,,
50.0,3.0,64.0,Third call,18-24,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,,Conservative,18 to 64,National,Complete,Fox River/SW,18 to 29,18 to 24,Republican,18 to 24,0.376,,,,
50.0,3.0,65.0,Third call,25-29,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Republican,,,30 to 50K,Conservative,18 to 64,National,Complete,Fox River/SW,18 to 29,25 to 29,Republican,25 to 29,0.356,,,,
50.0,3.0,66.0,Third call,18-24,White,Male,Feingold,Garvey,Approve,,,,,,,,Better,,,Democrat,,,30 to 50K,Liberal,18 to 64,National,Complete,Fox River/SW,18 to 29,18 to 24,Democrat,18 to 24,0.295,,,,
50.0,3.0,67.0,Third call,30-39,Black,Male,Feingold,,Approve,,,,,,,,Same,,,Something else,,,30 to 50K,Liberal,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,0.198,,,,
50.0,3.0,68.0,Third call,30-39,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Worse,,,Independent,,,50 to 75K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,0.304,,,,
50.0,4.0,1.0,First call,50-59,White,Female,Neumann,Thompson,Disapprove,Approve,Both,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Most important,Republican,HS grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Republican,50 to 64,1.343,,Same,Unfavorable,No
50.0,4.0,2.0,First call,18-24,White,Male,Neumann,Thompson,Disapprove,Approve,Both,About the same,Neither,Yes,Yes,Yes,Same,Did not vote,One factor,Republican,No HS,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,18 to 29,18 to 24,Republican,18 to 24,1.494,Taxes,Same,Unfavorable,No
50.0,4.0,3.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Approve,Neither,About the same,Neither,No,Yes,Yes,Same,Dole,Not a factor,Republican,College grad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,1.278,Abortion,Same,Unfavorable,No
50.0,4.0,4.0,First call,50-59,White,Male,Feingold,Garvey,Disapprove,Disapprove,Both,Neumann,Neither,Yes,Yes,Yes,Better,Dole,One factor,Independent,Postgrad,None,75 to 100K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,1.059,Abortion,Worse,Unfavorable,No
50.0,4.0,5.0,First call,50-59,White,Female,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,No,Yes,Yes,Same,Clinton,One factor,Republican,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Republican,50 to 64,1.343,Abortion,Better,Unfavorable,No
50.0,4.0,6.0,First call,60-64,White,Female,,Thompson,Approve,Approve,,,,,,,,,,Democrat,HS grad,Catholic,,,18 to 64,State,Complete,Fox River/SW,60 and over,60 and over,Democrat,50 to 64,1.725,Eonomy/jobs,Better,Favorable,No
50.0,4.0,7.0,First call,65 and over,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,Yes,Yes,Yes,Same,Dole,One factor,Republican,HS grad,Catholic,50 to 75K,Conservative,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Republican,65 and over,1.697,,Same,Unfavorable,No
50.0,4.0,8.0,First call,45-49,White,Male,Neumann,Thompson,Approve,Disapprove,Both,About the same,Neither,No,No,Yes,Same,Clinton,Not a factor,Independent,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,1.278,Education,Same,Favorable,No
50.0,4.0,9.0,First call,60-64,White,Male,Feingold,Thompson,Disapprove,Approve,Feingold,Feingold,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,One factor,Republican,Some college,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Fox River/SW,60 and over,60 and over,Republican,50 to 64,1.58,Social Security,Better,Favorable,Yes
50.0,4.0,10.0,First call,65 and over,White,Female,Neumann,Thompson,Disapprove,Approve,Both,Neumann,Neither,Yes,Yes,No,Better,Dole,Most important,Republican,No HS,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Republican,65 and over,1.7840000000000003,Taxes,Better,Unfavorable,No
50.0,4.0,11.0,First call,65 and over,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Better,Clinton,One factor,Democrat,Postgrad,Catholic,50 to 75K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Democrat,65 and over,1.4060000000000001,Social Security,Same,Unfavorable,No
50.0,4.0,12.0,First call,30-39,White,Male,Neumann,Thompson,Approve,Approve,Both,About the same,Oppose Clinton,No,No,Yes,Same,Dole,One factor,Republican,College grad,Protestant,15 to 30K,Conservative,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,1.278,Eonomy/jobs,Same,Unfavorable,Yes
50.0,4.0,13.0,First call,50-59,White,Male,Feingold,Thompson,Approve,Approve,Both,About the same,Oppose Clinton,No,Yes,Yes,Same,Dole,One factor,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,1.189,Social Security,Same,Unfavorable,No
50.0,4.0,14.0,Second call,65 and over,White,Female,Feingold,Garvey,Disapprove,Approve,Feingold,Neumann,Support Clinton,No,No,Yes,Same,Clinton,One factor,Democrat,Some college,Catholic,15 to 30K,Liberal,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Democrat,65 and over,1.4809999999999999,Social Security,Better,Unfavorable,No
50.0,4.0,15.0,Second call,60-64,White,Male,Feingold,Garvey,Approve,Disapprove,Both,About the same,Neither,No,No,Yes,Better,Clinton,One factor,Independent,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,50 to 64,1.4060000000000001,Education,Same,Unfavorable,Yes
50.0,4.0,16.0,Second call,40-44,White,Male,Neumann,Thompson,Disapprove,Approve,Both,About the same,Oppose Clinton,Yes,Yes,No,Same,Dole,One factor,Republican,HS grad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,1.278,Eonomy/jobs,Better,Unfavorable,Yes
50.0,4.0,17.0,Second call,50-59,White,Female,Neumann,Thompson,Approve,Approve,Feingold,About the same,Neither,Yes,No,Yes,Worse,Dole,One factor,Something else,HS grad,Catholic,15 to 30K,Conservative,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,1.343,Social Security,Worse,Unfavorable,Yes
50.0,4.0,18.0,Second call,18-24,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,,No,No,Better,Clinton,Most important,Democrat,No HS,Something else,Under 15K,Moderate,18 to 64,State,Complete,Fox River/SW,18 to 29,18 to 24,Democrat,18 to 24,1.239,Foreign policy,Worse,Favorable,Yes
50.0,4.0,19.0,Second call,65 and over,White,Female,Neumann,Thompson,Approve,Approve,Neither,About the same,Neither,No,No,Yes,Same,Dole,One factor,Republican,College grad,Catholic,30 to 50K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Republican,65 and over,1.7840000000000003,Abortion,Same,Unfavorable,No
50.0,4.0,20.0,Second call,45-49,White,Female,Feingold,Garvey,Disapprove,Disapprove,Neumann,About the same,Neither,No,Yes,Yes,Worse,Clinton,One factor,Democrat,Postgrad,Catholic,30 to 50K,Liberal,18 to 64,State,Complete,Fox River/SW,45 to 59,40 to 49,Democrat,40 to 49,1.114,Education,Same,Unfavorable,Yes
50.0,4.0,21.0,Second call,30-39,White,Female,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,No,No,No,Better,Clinton,One factor,Democrat,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,1.343,Social Security,Same,Unfavorable,Yes
50.0,4.0,22.0,Second call,60-64,White,Male,Feingold,Garvey,Approve,Disapprove,Both,Neumann,Support Clinton,No,No,No,Same,Clinton,One factor,Independent,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,50 to 64,1.4060000000000001,Social Security,Same,Unfavorable,No
50.0,4.0,23.0,Second call,45-49,White,Male,Feingold,Thompson,Approve,Approve,Neumann,About the same,Neither,No,No,Yes,Better,Clinton,One factor,Independent,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,1.189,Eonomy/jobs,Better,Favorable,No
50.0,4.0,24.0,Second call,25-29,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,Yes,Yes,No,Worse,Did not vote,One factor,Republican,College grad,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,18 to 29,25 to 29,Republican,25 to 29,1.494,Social Security,Same,Unfavorable,Yes
50.0,4.0,25.0,Second call,60-64,White,Female,Feingold,Garvey,Approve,Approve,Neither,Feingold,Oppose Clinton,No,No,No,Same,Clinton,,Republican,Some college,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,60 and over,60 and over,Republican,50 to 64,1.4809999999999999,Education,Better,,No
50.0,4.0,26.0,Second call,45-49,White,Female,Feingold,Thompson,Approve,Approve,Both,About the same,Neither,No,No,No,Same,Clinton,One factor,Independent,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,1.252,Eonomy/jobs,Better,Unfavorable,No
50.0,4.0,27.0,Second call,18-24,White,Female,Feingold,Thompson,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Did not vote,One factor,Democrat,Some college,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Fox River/SW,18 to 29,18 to 24,Democrat,18 to 24,1.4649999999999999,Abortion,Same,Favorable,No
50.0,4.0,28.0,Second call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,Both,About the same,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,HS grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.114,Social Security,Same,Favorable,Yes
50.0,4.0,29.0,Second call,45-49,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Oppose Clinton,Yes,Yes,No,Better,Dole,Most important,Independent,College grad,Protestant,100K or more,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,1.278,Taxes,Better,Unfavorable,No
50.0,4.0,30.0,Second call,30-39,White,Male,Feingold,Thompson,Approve,Approve,Both,Feingold,Neither,Yes,Yes,Yes,Better,Clinton,One factor,Independent,HS grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,1.189,,Better,Favorable,
50.0,4.0,31.0,Second call,50-59,White,Female,Feingold,Thompson,Disapprove,Approve,Neumann,About the same,Neither,No,Yes,No,Same,Clinton,One factor,Independent,No HS,Catholic,75 to 100K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,1.252,Foreign policy,Better,Unfavorable,No
50.0,4.0,32.0,Third call,50-59,White,Male,Feingold,Garvey,Approve,Disapprove,Feingold,Feingold,Support Clinton,No,No,Yes,Better,Clinton,One factor,Democrat,HS grad,Catholic,15 to 30K,Liberal,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.059,Social Security,Better,Favorable,No
50.0,4.0,33.0,Third call,50-59,White,Female,Feingold,Garvey,Approve,Approve,Neumann,Neumann,Neither,No,No,No,Better,Clinton,One factor,Democrat,Some college,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.114,Education,Same,Unfavorable,No
50.0,4.0,34.0,Third call,30-39,White,Male,Feingold,Thompson,Disapprove,Approve,Neumann,Neumann,Neither,Yes,Yes,Yes,Better,Dole,Not a factor,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,1.189,Education,Better,Unfavorable,No
50.0,4.0,35.0,Third call,30-39,White,Male,Feingold,Thompson,Disapprove,Disapprove,Both,About the same,Neither,No,No,No,Better,Clinton,One factor,Independent,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,1.189,Abortion,Same,Unfavorable,Yes
50.0,4.0,36.0,Third call,40-44,White,Female,Feingold,Garvey,Approve,Approve,Both,Feingold,Neither,No,No,No,Worse,Perot,One factor,Something else,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,30 to 44,40 to 49,Independent/Other,40 to 49,1.114,Eonomy/jobs,Same,Favorable,Yes
50.0,4.0,37.0,Third call,50-59,White,Female,Other,Other,Approve,Disapprove,Both,Feingold,Neither,No,No,No,Better,Other,Not a factor,Independent,Some college,None,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,1.566,,Same,Unfavorable,Yes
50.0,4.0,38.0,Third call,50-59,White,Female,Feingold,Garvey,Approve,,Both,,Support Clinton,No,No,No,Same,Clinton,Most important,Independent,HS grad,Catholic,30 to 50K,Liberal,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,1.114,Social Security,Worse,Favorable,No
50.0,4.0,39.0,Third call,65 and over,White,Female,Neumann,Thompson,Disapprove,Approve,Feingold,Feingold,Oppose Clinton,,,Yes,Same,Dole,One factor,Republican,HS grad,Catholic,50 to 75K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Republican,65 and over,1.7840000000000003,Social Security,Better,Unfavorable,No
50.0,4.0,40.0,Third call,50-59,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Neither,No,No,Yes,Better,Clinton,One factor,Democrat,HS grad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.059,Social Security,Better,Favorable,No
50.0,4.0,41.0,Third call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,Not a factor,Democrat,HS grad,Catholic,,Moderate,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.114,Social Security,Same,Unfavorable,Yes
