State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Which is more important,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
16.0,30.0,4.0,First call,65 and over,White,Male,Grassley,Vilsack,,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Conservative,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,1.011,Unfavorable
16.0,30.0,5.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.758,Unfavorable
16.0,30.0,6.0,First call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.74,Unfavorable
16.0,30.0,7.0,First call,40-44,White,Male,,Lightfoot,,,Neither,No,,,,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.789,Unfavorable
16.0,30.0,8.0,First call,45-49,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.752,Unfavorable
16.0,30.0,9.0,First call,50-59,White,Female,Grassley,Vilsack,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.752,Unfavorable
16.0,30.0,10.0,First call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.179,Unfavorable
16.0,30.0,11.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,1.1480000000000001,Unfavorable
16.0,30.0,12.0,First call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.758,Unfavorable
16.0,30.0,13.0,First call,30-39,White,Female,Grassley,Vilsack,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.752,Unfavorable
16.0,30.0,14.0,First call,65 and over,White,Male,Grassley,Lightfoot,Approve,Approve,Oppose Clinton,,No,,,Same,Dole,Republican,No HS,15 to 30K,Conservative,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.993,
16.0,30.0,15.0,First call,65 and over,White,Male,Grassley,Lightfoot,Approve,,Neither,,No,No,No,Same,Dole,Republican,,Under 15K,Moderate,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.993,Unfavorable
16.0,30.0,16.0,Second call,45-49,White,Male,,Vilsack,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Worse,Perot,Independent,HS grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.804,Unfavorable
16.0,30.0,17.0,Second call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.758,Unfavorable
16.0,30.0,18.0,Second call,65 and over,White,Female,Grassley,Lightfoot,,,,,,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.968,Unfavorable
16.0,30.0,19.0,Second call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.758,Unfavorable
16.0,30.0,20.0,Second call,45-49,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.74,Unfavorable
16.0,30.0,21.0,Second call,30-39,White,Male,Grassley,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Independent,No HS,Under 15K,Moderate,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.773,Favorable
16.0,30.0,22.0,Second call,30-39,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,0.752,Favorable
16.0,30.0,23.0,Second call,30-39,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,No,Yes,No,Same,Dole,Independent,HS grad,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.752,Unfavorable
16.0,30.0,24.0,Second call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Moderate,65 and over,,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.993,Unfavorable
16.0,30.0,25.0,Second call,30-39,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Independent,Some college,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.74,Favorable
16.0,30.0,26.0,Second call,30-39,White,Female,,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Did not vote,Independent,College grad,15 to 30K,Liberal,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.7840000000000001,Favorable
16.0,30.0,27.0,Third call,30-39,White,Male,Grassley,Vilsack,Disapprove,Approve,Neither,No,,,,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.773,Unfavorable
16.0,30.0,28.0,Third call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.758,Unfavorable
16.0,30.0,29.0,Third call,50-59,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,Yes,Yes,Yes,,Better,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.758,Unfavorable
16.0,30.0,30.0,Third call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,,Yes,Yes,Better,Dole,Republican,College grad,,Conservative,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.758,Unfavorable
16.0,30.0,31.0,Third call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.758,Unfavorable
16.0,30.0,32.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,0.9,Favorable
16.0,30.0,33.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Clinton,Republican,HS grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.74,Unfavorable
16.0,30.0,34.0,Third call,45-49,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,Yes,Yes,No,Better,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.74,Unfavorable
16.0,30.0,35.0,Third call,65 and over,White,Male,Grassley,Lightfoot,,Approve,Neither,No,Yes,,,Same,Dole,Independent,Some college,15 to 30K,Moderate,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,0.993,Unfavorable
16.0,30.0,36.0,Third call,45-49,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.9,Favorable
16.0,30.0,37.0,Third call,40-44,White,Female,Grassley,Vilsack,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Democrat,40 to 49,0.752,Unfavorable
16.0,30.0,38.0,Third call,18-24,White,Female,,Vilsack,Approve,Approve,Neither,No,No,No,,Same,Did not vote,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,18 to 29,18 to 24,Democrat,18 to 24,1.048,Unfavorable
16.0,30.0,39.0,Third call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,,No,,,,,,,,,,65 and over,Cut taxes,State,Not complete,West,60 and over,60 and over,,65 and over,1.179,Favorable
16.0,30.0,40.0,Third call,45-49,White,Female,Grassley,Lightfoot,Disapprove,,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.74,Unfavorable
16.0,30.0,41.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Worse,Clinton,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.74,Unfavorable
16.0,30.0,42.0,Third call,40-44,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,Yes,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Independent/Other,40 to 49,0.74,Unfavorable
16.0,30.0,43.0,Third call,30-39,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.74,Unfavorable
16.0,30.0,44.0,Third call,40-44,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.74,Unfavorable
16.0,30.0,45.0,Third call,50-59,White,Male,Grassley,,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,HS grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.766,Unfavorable
16.0,30.0,46.0,Third call,50-59,White,Male,Osterberg,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Better,Other,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.8840000000000001,Unfavorable
16.0,30.0,47.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Perot,Independent,HS grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.758,Unfavorable
16.0,30.0,48.0,Third call,45-49,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.9,Favorable
16.0,30.0,49.0,Third call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,,Yes,Yes,No,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.758,Unfavorable
16.0,30.0,50.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.758,Unfavorable
16.0,30.0,51.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,,Yes,No,Same,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,0.758,Unfavorable
16.0,35.0,1.0,First call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,,No,Yes,,Same,Dole,Republican,HS grad,,Conservative,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.041,Unfavorable
16.0,35.0,2.0,First call,50-59,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,,No,No,Yes,Worse,Perot,Independent,HS grad,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.981,Unfavorable
16.0,35.0,3.0,First call,50-59,White,Female,Grassley,Lightfoot,,Approve,Neither,,,,,Same,Dole,Republican,HS grad,,Conservative,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.981,
16.0,35.0,4.0,First call,60-64,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.208,Unfavorable
16.0,35.0,5.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,,Yes,,,,,,,,,,65 and over,Cut taxes,State,Not complete,East,60 and over,60 and over,,65 and over,1.1219999999999999,Unfavorable
16.0,35.0,6.0,First call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.041,Unfavorable
16.0,35.0,7.0,First call,40-44,White,Male,Grassley,Lightfoot,Approve,Disapprove,Support Clinton,Yes,No,Yes,No,Worse,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.041,Unfavorable
16.0,35.0,8.0,First call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.046,Favorable
16.0,35.0,9.0,First call,65 and over,White,,Grassley,Vilsack,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.208,Unfavorable
16.0,35.0,10.0,First call,45-49,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Republican,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,0.981,Unfavorable
16.0,35.0,11.0,First call,65 and over,White,Male,Grassley,Vilsack,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.208,Unfavorable
16.0,35.0,12.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,,Yes,No,Worse,Dole,Independent,College grad,30 to 50K,Conservative,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.1219999999999999,Unfavorable
16.0,35.0,13.0,First call,50-59,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.999,Favorable
16.0,35.0,14.0,First call,30-39,Hispanic,Female,Osterberg,Vilsack,Approve,,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,,Moderate,18 to 64,,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.783,Unfavorable
16.0,35.0,15.0,Second call,45-49,White,Male,Grassley,Vilsack,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Perot,Republican,HS grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.058,Unfavorable
16.0,35.0,16.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,50 to 75K,,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.981,Unfavorable
16.0,35.0,17.0,Second call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.041,Unfavorable
16.0,35.0,18.0,Second call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.041,Unfavorable
16.0,35.0,19.0,Second call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,No HS,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.265,Unfavorable
16.0,35.0,20.0,Second call,45-49,White,Female,Grassley,Vilsack,,Disapprove,,No,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,East,45 to 59,40 to 49,,40 to 49,0.999,Favorable
16.0,35.0,21.0,Second call,65 and over,White,Male,Grassley,Vilsack,,Approve,Neither,No,,Yes,,Worse,Perot,Republican,Postgrad,15 to 30K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.208,
16.0,35.0,22.0,Second call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Perot,Independent,Some college,Under 15K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.041,Unfavorable
16.0,35.0,23.0,Second call,45-49,White,Female,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.046,Favorable
16.0,35.0,24.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.1219999999999999,Favorable
16.0,35.0,25.0,Second call,65 and over,White,Male,Grassley,Lightfoot,Approve,,,,,,,,,,,,,65 and over,Cut taxes,State,Not complete,East,60 and over,60 and over,,65 and over,1.187,
16.0,35.0,26.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.1219999999999999,Unfavorable
16.0,35.0,27.0,Second call,40-44,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.046,Favorable
16.0,35.0,28.0,Second call,40-44,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.981,Unfavorable
16.0,35.0,29.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,,Yes,Worse,Perot,Independent,Some college,30 to 50K,Conservative,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.1219999999999999,Unfavorable
16.0,35.0,30.0,Third call,30-39,White,Female,,Lightfoot,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.002,Unfavorable
16.0,35.0,31.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.239,Unfavorable
16.0,35.0,32.0,Third call,30-39,White,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Same,Did not vote,Independent,HS grad,Under 15K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.041,Unfavorable
