ID,GOVGA18,ABRAMSLIB,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,BACKSIDE,BORNINGA14,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECURITY18,FAVABRAMS,FAVDEM2,FAVGOVGA18,FAVKEMP,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPG,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,KEMPLIB,LATINO,MARRIED,MOVETOGA14,MOVETOGA10YR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18GOV,TIME18GOVMONTH,TIME18GOVWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
34336.0,Ted Metz,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,,,Complete,,,Call 1,10.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,,Only Republican Party,Favorable,About the same,,,1.0,Other,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,,,No,,,,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,Independent Women,All others,Moderate,133.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,National questionnaire,Other,,,Non-white,Other,,South,,Female,All other races,,,,Suburbs,Suburbs, Georgia,Other,Helped,Election day exit poll,,,,No impact,,,,Version 4,,,,0.231339991092682,No,,,,30628.0
34772.0,Ted Metz,Too conservative,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Never,A few times a year or less,Complete,Born in Georgia,Yes,Call 1,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,,,,,,,,2.0,Other,Oppose,Yes,,The Republican Party,,,,,,,,,Oppose,Too liberal,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,Independent Women,All others,Moderate,146.0,Moderate/Liberal Republicans,Moderate Independents,Other,American Indian,State questionnaire,Other,,,Non-white,American Indian,Minorities are favored over whites,South,,Female,All other races,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,Yes,,,0.385872185230255,,All others,,,30013.0
35273.0,Ted Metz,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Yes,Call 1,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,4.0,Other,,,Minor changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,No,Yes,,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Female,White women,,,Married women,Suburbs,Suburbs, Georgia,White suburban women,Helped,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,0.331819981336594,No,White Born-again/Evangelical Christians,,,30117.0
35775.0,Ted Metz,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Unfavorable,Neither,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,No,4.0,Other,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,6.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Very important,Important,White,White,,South,,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.260818272829056,,,Very important,Important,31210.0
43044.0,Ted Metz,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 2,14.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Favorable,Neither,Unfavorable,Only Democratic Party,Unfavorable,Better,Donald Trump was not a factor,No,1.0,Other,,,,,No,,,,,,,,,,No,Yes,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,Male,White men,Somewhat serious,Serious,Married men,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.30313515663147,,,Not too important,Not important,30701.0
43106.0,Ted Metz,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,,Call 2,14.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,,Neither,Unfavorable,,,,Donald Trump was not a factor,No,1.0,Other,,,,,,,,,,,,,,,No,,,,,,18-44,18-64,,,,,,,,,102.0,,,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,,Male,Black men,,,,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,,,,,Version 2,,,,0.30313515663147,,,,,30701.0
45179.0,Ted Metz,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 2,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Unfavorable,Neither,Unfavorable,Neither party,Unfavorable,Better,Donald Trump was not a factor,No,3.0,Other,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,96.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.681384980678558,,,Somewhat important,Important,30097.0
45207.0,Ted Metz,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,Yes,Call 2,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,2.0,Other,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Conservative,110.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,Justified,Male,Black men,,,Married men,Suburbs,Suburbs, Georgia,Other,Hurt,Election day exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,,Hillary Clinton,Should be able to vote will be prevented from voting,0.228335574269295,No,All others,,,30024.0
46753.0,Ted Metz,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 2,10.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,1.0,Other,,,Major changes,,No,,,,,,,The economy,,,No,,,,,,18-44,18-64,Republican,Black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Moderate,133.0,Conservative Republicans,Mod./Liberal Republicans,Black,Black,National questionnaire,Black,Somewhat important,Important,Non-white,Black,Minorities are favored over whites,South,Politically motivated,Female,Black women,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,,,Not tough enough,Version 2,,,,0.231339991092682,,,,,30628.0
47046.0,Ted Metz,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Once a week or more,At least monthly,Complete,,Yes,Call 2,10.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,1.0,Other,Support,Yes,,The Democratic Party,,,,,,,,Health care,,,No,Yes,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,133.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,,,,0.231339991092682,,White Born-again/Evangelical Christians,Very important,Important,30628.0
47157.0,Ted Metz,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a month,At least monthly,Complete,,Yes,Call 2,10.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,1.0,Other,Support,Yes,,The Democratic Party,,,,,,,,Gun policy,,,No,Yes,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,133.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,,,0.231339991092682,,White Born-again/Evangelical Christians,Very important,Important,30628.0
47567.0,Ted Metz,Too liberal,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Once a week or more,At least monthly,Complete,Born in Georgia,Yes,Call 2,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Omit,,,,,,,,,,3.0,Other,Oppose,Yes,,The Republican Party,,,,,,,,,Support,Too conservative,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Liberal,60.0,Moderate/Liberal Republicans,Liberal Independents,Other,Other,State questionnaire,Other,,,Non-white,Other,Minorities are favored over whites,South,,Male,All other races,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,Yes,,,0.500319480895996,,All others,,,30032.0
47820.0,Ted Metz,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,,,Complete,,No,Call 2,14.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,1.0,Other,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care,,,Yes,No,,,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,134.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Politically motivated,Male,Latino men,,,Non married men,Suburbs,Suburbs, Georgia,Other,No impact,Election day exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,,Hillary Clinton,Should be able to vote will be prevented from voting,0.22540819644928,No,All others,,,30157.0
47821.0,Ted Metz,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,,,Complete,,No,Call 2,14.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,1.0,Other,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care,,,Yes,No,,,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,134.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Politically motivated,Male,Latino men,,,Non married men,Suburbs,Suburbs, Georgia,Other,No impact,Election day exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,,Hillary Clinton,Should be able to vote will be prevented from voting,0.22540819644928,No,All others,,,30157.0
49279.0,Ted Metz,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 2,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Unfavorable,Neither,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,Yes,5.0,Other,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,25.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Not at all important,Not important,White,White,,South,,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,,0.549705505371094,,,Not at all important,Not important,31322.0
53411.0,Ted Metz,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,,,Complete,,,Call 3,14.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Unfavorable,Neither,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,Yes,1.0,Other,,,,,No,,,,,,,,,,Yes,Yes,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,,South,,Female,Latino women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.30313515663147,,,Somewhat important,Important,30701.0
55001.0,Ted Metz,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,,,Complete,,,Call 3,14.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Unfavorable,Neither,Unfavorable,Neither party,Unfavorable,About the same,Donald Trump was not a factor,Yes,1.0,Other,,,,,No,,,,,,,,,,Yes,Yes,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,,South,,Female,Latino women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.30313515663147,,,Somewhat important,Important,30701.0
55073.0,Ted Metz,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,Yes,Call 3,14.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,1.0,Other,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Female,White women,,,Married women,Rural,Small Cities/Rural, Georgia,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,,Didn't vote,Omit,0.30313515663147,No,White Born-again/Evangelical Christians,,,30701.0
