ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMD06,GOVMD06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,CHILD,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,DESCRIBS,RACEREL,STECMD,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
10937.0, Maryland,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.604324638843536,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,Protestant,A few times a month,Some college or associate degree,No one does,Yes,No,Strongly approve,Very confident,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Both do,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0
10947.0, Maryland,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.912660360336304,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,50-59,Democratic,Liberal,$50k-$75k,Protestant,Never,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Not at all important,Not at all important,I dislike the other candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
10949.0, Maryland,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.366009145975113,Ben Cardin (Dem),Martin O'Malley (Dem),Female,,65-74,Democratic,Moderate,Under $15k,Protestant,Once a week,High school graduate,No one does,No,No,Strongly disapprove,Not very confident,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Both do,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,,,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,,Suburbs,Suburbs,6.0,Strong Republican,Rest of State,Suburb,60s Suburbs,Urban Perimeter,Very downscale,21795.0
10986.0, Maryland,115.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91679435968399,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Protestant,Once a week,Postgraduate study,No one does,Yes,No,Strongly disapprove,Very confident,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,5.0,Strong Democratic,DC Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20782.0
10997.0, Maryland,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01002681255341,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,60-64,Republican,Moderate,$50k-$75k,Catholic,More than once a week,High school graduate,No one does,Yes,No,Somewhat approve,Very confident,Maintain the same number of troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Extremely important,I strongly favor my candidate,Only the Republican Party,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale,21237.0
11016.0, Maryland,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865261614322662,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,50-59,Republican,Conservative,$200k or more,Catholic,A few time a year,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Somewhat confident,Send more troops,Strongly approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Only the Republican Party,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
11027.0, Maryland,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.369560807943344,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,45-49,Independent,Moderate,$150k-$200k,Protestant,Once a week,Some college or associate degree,No one does,Yes,Yes,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,I dislike the other candidate,Neither does,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,6.0,Strong Republican,Rest of State,Suburb,60s Suburbs,Urban Perimeter,Very downscale,21795.0
11030.0, Maryland,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.576769709587097,Ben Cardin (Dem),Robert Ehlich (Rep),Female,Black,30-39,Democratic,Liberal,$75k-$100k,Protestant,A few time a year,Postgraduate study,No one does,No,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0
11031.0, Maryland,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.883801400661469,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,50-59,Democratic,Liberal,$75k-$100k,Protestant,Once a week,College graduate,No one does,Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
11059.0, Maryland,15.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.44354236125946,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Hispanic/Latino,40-44,Democratic,Moderate,$100k-$150k,,,Some college or associate degree,No one does,,No,,Not very confident,,Strongly disapprove,,,,,,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,Did not graduate from college,At least some college,,,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),,All others,,, Women without children,,Hispanic/Latino,Suburbs,Suburbs,7.0,Unoppsed Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale,21244.0
11070.0, Maryland,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871430158615112,Michael Steele (Rep),Martin O'Malley (Dem),Male,Black,45-49,Democratic,Moderate,$75k-$100k,Catholic,More than once a week,College graduate,"Yes, I do",Yes,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,Black,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale,21237.0
11082.0, Maryland,115.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12597763538361,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,60-64,Democratic,Liberal,$30k-$50k,Catholic,Once a week,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,5.0,Strong Democratic,DC Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20782.0
11091.0, Maryland,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.81804823875427,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,60-64,Republican,Conservative,$100k-$150k,Catholic,More than once a week,Postgraduate study,No one does,No,No,Strongly approve,Not very confident,Send more troops,Strongly approve,Not at all important,Somewhat important,Extremely important,No answer,I strongly favor my candidate,Only the Democratic Party,Excellent,Excellent/Good,,,,To express support for George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,21082.0
