ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWI06,GOVWI06,AMD1WI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORR,FEINPRES,STECWI,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
19257.0,Wisconsin,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.597377717494965,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,45-49,Independent,Moderate,$50k-$75k,None,A few time a year,High school graduate,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
19259.0,Wisconsin,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.91331708431244,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,50-59,Something else,Moderate,$50k-$75k,Protestant,A few time a year,College graduate,"Yes, I do",Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
19261.0,Wisconsin,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.677368402481079,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,45-49,Republican,Conservative,$30k-$50k,Other Christian,Once a week,High school graduate,"Yes, I do",Somewhat disapprove,Somewhat disapprove,No answer,Somewhat important,Extremely important,Somewhat important,No Answer,Poor,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
19272.0,Wisconsin,96.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.558279037475586,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,65-74,Democratic,Moderate,$75k-$100k,Catholic,Once a week,,,Somewhat disapprove,Somewhat disapprove,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
19293.0,Wisconsin,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.634521842002869,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,50-59,Democratic,Liberal,$15k-$30k,Catholic,Once a week,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,No Answer,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
19298.0,Wisconsin,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.97536075115204,Herb Kohl (Dem),Mark Green (Rep),No,Male,White,30-39,Republican,Moderate,$100k-$150k,None,Never,College graduate,No one does,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Not so good,Not so good/Poor,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
19305.0,Wisconsin,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.645456194877625,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,50-59,Democratic,Liberal,$15k-$30k,None,Never,Postgraduate study,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
19315.0,Wisconsin,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.699032723903656,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,45-49,Democratic,Liberal,$75k-$100k,Catholic,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Extremely important,Somewhat important,Yes,Not so good,Not so good/Poor,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
19321.0,Wisconsin,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.704777896404266,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,50-59,Independent,Moderate,$75k-$100k,Catholic,A few times a month,Postgraduate study,No one does,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Not at all important,No,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
19324.0,Wisconsin,82.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.685663759708405,Herb Kohl (Dem),Mark Green (Rep),No,Female,White,30-39,Republican,Moderate,$75k-$100k,Other Christian,A few times a month,Some college or associate degree,No one does,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Urban,Urban Core,Downscale,53081.0
19335.0,Wisconsin,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.621550440788269,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,45-49,Independent,Moderate,$75k-$100k,None,A few times a month,Some college or associate degree,No one does,Somewhat disapprove,Somewhat disapprove,Somewhat important,No answer,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
19347.0,Wisconsin,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04024350643158,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,60-64,Independent,Moderate,$75k-$100k,Catholic,Never,High school graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,7.0,Strong Democratic,Northwest,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0
19369.0,Wisconsin,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.72554183006287,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,60-64,Independent,Moderate,$75k-$100k,Protestant,Once a week,College graduate,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,No Answer,No Answer,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
19381.0,Wisconsin,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.468164265155792,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,50-59,Republican,Moderate,$50k-$75k,Protestant,More than once a week,Some college or associate degree,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
19386.0,Wisconsin,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.620353817939758,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,45-49,Democratic,Liberal,$50k-$75k,None,Never,College graduate,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
19389.0,Wisconsin,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.770715892314911,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,40-44,Republican,Conservative,$200k or more,Protestant,More than once a week,Some college or associate degree,"Yes, someone else does",Somewhat approve,Somewhat approve,No answer,No answer,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
19394.0,Wisconsin,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.54786616563797,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,,30-39,Something else,Liberal,$50k-$75k,Catholic,Never,College graduate,No one does,Strongly approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Excellent,Excellent/Good,,,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,Non-White,Never,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Disapprove,No,No,No (no union member in household),,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
19402.0,Wisconsin,96.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.586976766586304,Herb Kohl (Dem),Mark Green (Rep),No,Male,White,25-29,Republican,Moderate,$50k-$75k,Other Christian,A few time a year,,,Somewhat approve,Somewhat approve,,,,,,,,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
19405.0,Wisconsin,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.770715892314911,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,50-59,Republican,Moderate,$75k-$100k,Other Christian,Once a week,High school graduate,"Yes, I do",Somewhat approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
19408.0,Wisconsin,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08211374282837,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,60-64,Democratic,Liberal,$30k-$50k,None,Never,College graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Yes,Not so good,Not so good/Poor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
19451.0,Wisconsin,61.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.45408284664154,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,50-59,Democratic,Moderate,$150k-$200k,Protestant,A few time a year,Postgraduate study,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
19455.0,Wisconsin,14.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.56655764579773,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,Black,30-39,Independent,Moderate,$50k-$75k,Other Christian,Once a week,College graduate,"Yes, someone else does",Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,College graduate,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Black,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
