ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMN06,GOVMN06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCRIMES,IMPVALUES,TIMESEN,TIMESEN3D,TIMESENWK,UNFRMN06,UNFRKLOB,UNFRKENN,VOTE2004,FORBUSHS,STECMN,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
21485.0,Minnesota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.96063905954361,,Tim Pawlenty (Rep),Female,White,60-64,Republican,Conservative,$75k-$100k,Catholic,More than once a week,College graduate,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),To express support for George W Bush,Excellent,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others, Women without children,White,Suburbs,Suburbs,8.0,Strong Democratic,Twin City Suburbs,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,55080.0
21495.0,Minnesota,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02208316326141,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,30-39,Republican,Conservative,$100k-$150k,Other Christian,More than once a week,Some college or associate degree,Yes,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Not at all important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,Women with children,Women with children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Suburb,60s Suburbs,Urban Perimeter,Downscale,56560.0
21497.0,Minnesota,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.834679901599884,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,18-24,Something else,Liberal,$30k-$50k,Catholic,A few time a year,College graduate,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
21519.0,Minnesota,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.962277770042419,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,65-74,Something else,Moderate,$50k-$75k,Protestant,A few time a year,Postgraduate study,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,2.0,Competitive,East,Low Density Rural,Rural,Rural,Downscale,55009.0
21547.0,Minnesota,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.745713710784912,Amy Klobuchar (Dem),Peter Hutchinson (Independence),Male,Hispanic/Latino,25-29,Independent,Moderate,$30k-$50k,Protestant,A few time a year,College graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Neither did,"No, Klobuchar did not","No, Kennedy did not",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,Hispanic/Latino,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55406.0
21561.0,Minnesota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.935121774673462,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,60-64,Republican,Moderate,$30k-$50k,Protestant,A few time a year,Some college or associate degree,No,Somewhat approve,Send more troops,Somewhat approve,Extremely important,Extremely important,Somewhat important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others,Men without children,White,Suburbs,Suburbs,8.0,Strong Democratic,Twin City Suburbs,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,55080.0
21575.0,Minnesota,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.863343417644501,,Tim Pawlenty (Rep),Female,White,75 or over,Republican,Moderate,$15k-$30k,Something else,Once a week,High school graduate,No,Somewhat disapprove,No answer,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,No Answer,No Answer,George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Something else,White Something else,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,No answer,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
21579.0,Minnesota,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.803663015365601,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,50-59,Democratic,Liberal,$75k-$100k,Jewish,Never,College graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),No answer,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
21589.0,Minnesota,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.950191259384155,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,50-59,,Conservative,,Something else,No answer,,No,Strongly disapprove,No answer,No answer,Extremely important,Somewhat important,Somewhat important,Very important,No answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,No Answer,No Answer,John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,,,,Something else,White Something else,No answer,All others,,,Disapprove,No answer,No answer,All others,Men without children,White,Rural,Small Cities/Rural,2.0,Competitive,East,Low Density Rural,Rural,Rural,Downscale,55009.0
21596.0,Minnesota,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865225613117218,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,40-44,Democratic,Moderate,$50k-$75k,Other Christian,Never,Postgraduate study,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Suburb,60s Suburbs,Urban Perimeter,Downscale,56560.0
21612.0,Minnesota,47.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.766993939876556,Mark Kennedy (Rep),Mike Hatch (Dem),Female,White,60-64,,,,,,,No,Somewhat approve,,,,,,,, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",,George W Bush was not a factor,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,,,,,Approve,,,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55406.0
21628.0,Minnesota,83.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.07503318786621,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Female,White,30-39,,,,,,,Yes,Strongly disapprove,,,,,,,, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",,George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,,,,,,,,,,Disapprove,,,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
21635.0,Minnesota,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.976923167705536,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,60-64,Independent,Conservative,$30k-$50k,Other Christian,More than once a week,High school graduate,No,Strongly approve,Send more troops,Strongly approve,Not at all important,Extremely important,Extremely important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others, Women without children,White,Suburbs,Suburbs,8.0,Strong Democratic,Twin City Suburbs,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,55080.0
21664.0,Minnesota,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.962277770042419,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,65-74,Something else,Moderate,$30k-$50k,Catholic,Once a week,High school graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Very important,Extremely important,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",George W. Bush (Rep),To express opposition to George W Bush,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,2.0,Competitive,East,Low Density Rural,Rural,Rural,Downscale,55009.0
21689.0,Minnesota,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.874308466911316,Amy Klobuchar (Dem),,Female,White,50-59,Something else,Moderate,$30k-$50k,Something else,More than once a week,Some college or associate degree,No,Strongly disapprove,No answer,Strongly disapprove,Somewhat important,Not at all important,Not at all important,No Answer,No answer,No answer,No answer,No answer,No Answer,No Answer,No Answer,,No answer,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Weekly,All others,Did not graduate from college,At least some college,Disapprove,No answer,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
