ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMI06,GOVMI06,PROPBMI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,IMPHEALTHS,JOBSIT2,STECMI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
1637.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.11427474021912,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Female,White,50-59,Democratic,Moderate,$15k-$30k,Other Christian,Once a week,No,High school graduate,"Yes, someone else does",Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Very important,About the same,Good,Excellent/Good,,,,Are falling behind financially,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,White,Suburbs,Suburbs,12.0,Strong Democratic,Suburban Oakland & Macomb Counties,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
1638.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.34919214248657,,,No,Female,White,60-64,Something else,Conservative,$30k-$50k,Protestant,More than once a week,Yes,High school graduate,"Yes, someone else does",No,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Extremely important,Worse today,Not so good,Not so good/Poor,,,,Are falling behind financially,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,Suburbs,Suburbs,11.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
1639.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.790253221988678,,,No,Male,White,75 or over,,Conservative,,Protestant,Once a week,No,High school graduate,"Yes, I do",No,No answer,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,About the same,Not so good,Not so good/Poor,,,,No Answer,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,No answer,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,White,Suburbs,Suburbs,6.0,Strong Republican,Southwest,Suburb,,Urban Perimeter,Downscale
1640.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.283829271793365,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,75 or over,Democratic,Moderate,$15k-$30k,Catholic,More than once a week,No,Some college or associate degree,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Very important,Worse today,Poor,Not so good/Poor,,,,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,2.0,Strong Republican,Southwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
1641.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.424652993679047,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,75 or over,Democratic,Moderate,Under $15k,Catholic,Once a week,No,Some college or associate degree,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Worse today,Poor,Not so good/Poor,,,,Are falling behind financially,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,11.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
1642.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.746963679790497,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,50-59,Republican,Conservative,$75k-$100k,None,Never,No,Some college or associate degree,No one does,No,Strongly approve,No answer,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat important,Worse today,Poor,Not so good/Poor,,,,Are getting ahead financially,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Approve,No answer,Approve,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,10.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
1643.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.602064728736877,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Female,White,75 or over,Democratic,Liberal,,Protestant,Once a week,,College graduate,No one does,No,Strongly disapprove,Withdraw all troops,No answer,Not at all important,No answer,Somewhat important,Somewhat important,Very important,Worse today,Good,Excellent/Good,,,,Have just enough money to maintain your standard of living,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,No answer,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
1644.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.908429026603699,,Dick DeVos (Rep),No,Female,White,75 or over,Independent,Moderate,,Catholic,Once a week,No,High school graduate,No one does,No,Somewhat approve,No answer,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor,,,,Have just enough money to maintain your standard of living,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,No answer,Approve,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,12.0,Strong Democratic,Suburban Oakland & Macomb Counties,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
1645.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.129016667604446,,Jennifer Granholm (Dem),,Female,Black,65-74,Democratic,,,Other Christian,A few times a month,No,Some college or associate degree,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Somewhat important,Extremely important,Not at all important,Extremely important,Worse today,Not so good,Not so good/Poor,,,,Are falling behind financially,No answer,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Black,Suburbs,Suburbs,6.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1646.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.473514229059219,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,65-74,Republican,Moderate,$15k-$30k,Protestant,A few times a month,No,High school graduate,No one does,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Very important,About the same,Good,Excellent/Good,,,,Are getting ahead financially,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
1647.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.701698958873749,Michael Bouchard (Rep),Dick DeVos (Rep),No,Female,White,25-29,Democratic,Conservative,$50k-$75k,None,Never,No,High school graduate,No one does,Yes,Somewhat disapprove,Withdraw all troops,Somewhat approve,Not at all important,Not at all important,Extremely important,Not at all important,Very important,Worse today,Poor,Not so good/Poor,,,,Are falling behind financially,George W Bush was not a factor,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),Women with children,Women with children,White,Suburbs,Suburbs,15.0,Unoppsed Democratic,University Belt,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
1648.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.249634340405464,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Female,White,75 or over,Republican,Liberal,$30k-$50k,Catholic,Once a week,No,Some college or associate degree,No one does,No,Somewhat approve,Withdraw all troops,No answer,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Worse today,Not so good,Not so good/Poor,,,,Are falling behind financially,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,No answer,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Republican,University Belt,Suburb,70s Suburbs,Urban Perimeter,Very upscale
1649.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.249960675835609,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Female,White,75 or over,Democratic,,,Protestant,Once a week,No,High school graduate,No one does,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Not at all important,No answer,Somewhat important,No Answer,No Answer,No Answer,No Answer,,,,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Southwest,Suburb,Rural,Rural,Upscale
1650.0, Michigan,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.66517847776413,Michael Bouchard (Rep),Dick DeVos (Rep),No,Female,White,65-74,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,High school graduate,"Yes, someone else does",No,Strongly approve,No answer,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Very important,Worse today,Not so good,Not so good/Poor,,,,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,No answer,Approve,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,Suburbs,Suburbs,7.0,Strong Republican,University Belt,Suburb,60s Suburbs,Urban Perimeter,Upscale
