ID,WEIGHT,TXDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277208414.0,1.37601220607758,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,30.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208415.0,1.10132718086243,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Occasionally,Once a week or more or Occasionally,Complete,,,,,,33.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,2.0,,Income inequality,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208416.0,0.763030886650085,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,6.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Race relations,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Buttigieg,South,Female,White women,,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208417.0,2.03474926948547,Amy Klobuchar,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,33.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Klobuchar,South,Female,Latino women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208418.0,0.239468961954117,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,33.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208419.0,0.568096339702606,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Occasionally,Once a week or more or Occasionally,Complete,,,,,,6.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Health care,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Conservative,Moderate or Conservative,Conservative,,No,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Asian,Sanders,South,Male,All other races,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208420.0,0.470617383718491,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,30.0,It is fair,,,,,,No,,,2.0,,Health care,No,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Male,Black men,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208421.0,0.239468961954117,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,6.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208422.0,1.07622683048248,Michael Bloomberg,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,30.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208423.0,1.0880115032196,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,30.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208424.0,0.552764356136322,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Never,Never,Complete,,,,,,33.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208425.0,0.550604641437531,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Never,Never,Complete,,,,,,30.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Health care,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208426.0,2.17046880722046,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,33.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,2.0,,Health care,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208427.0,0.735435009002686,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,30.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208428.0,0.700947165489197,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,,,,,30.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Climate change,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208429.0,0.519657611846924,Elizabeth Warren,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,30.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,2.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Warren,South,Male,Black men,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208430.0,0.299202412366867,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,30.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,2.0,,Health care,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,Yes,Version 1,No,,Agrees with you on major issues,75052.0
277208431.0,1.44371449947357,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,6.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,2.0,,Health care,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,75052.0
277208432.0,2.66861820220947,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,33.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,No,Version 1,Yes,,Can beat Donald Trump,75052.0
277208433.0,1.13290405273438,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,24.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,2.0,,Race relations,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,76039.0
277208434.0,0.239468961954117,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,30.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,2.0,,Health care,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75052.0
277208435.0,0.248333185911179,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,30.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Race relations,No,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75217.0
277208436.0,0.507532119750977,Michael Bloomberg,,,,,,,,,,,,,Complete,,,,,,30.0,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,,,No,,,2.0,,Health care,,,,,,,,,,,,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,,,State questionnaire,,,,Omit,South,Male,,,"Cities over 500,000","Cities over 50,000",,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75217.0
277208437.0,1.13290405273438,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,5.0,It is fair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,2.0,,Income inequality,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Omit,75217.0
277208438.0,1.10564708709717,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Never,Never,Complete,,,,,,30.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,2.0,,Health care,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,75217.0
