ID,WEIGHT,WADPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPJT,CALL,CDNUM,CORONAVIRUSWA,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MAJCRISISJT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SATBIDEN20,SATBIDEN20B,SATBLOOMBERG20,SATBLOOMBERG20B,SATSANDERS20,SATSANDERS20B,SATWARREN20,SATWARREN20B,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIMTH,TIMEWA20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,ZIPCODE
277226728.0,0.901651799678802,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,4.0,Somewhat concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Agrees with you on major issues,98908.0
277226729.0,1.3777779340744,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,,,,Complete,Biden,,7.0,Somewhat concerned,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,,,2.0,Climate change,,No,Warren,Return to Barack Obama's policies,45+,18-64,Democrat,,,Democratic women,Democrat,,Somewhat liberal,Liberal,Liberal,,Is a fighter,,,State questionnaire,,,,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,,Oppose,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98168.0
277226730.0,0.825758874416351,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,5.0,Very concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Omit,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Omit,,Yes,Can beat Donald Trump,99218.0
277226731.0,1.22731792926788,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,8.0,Very concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Health care,No,No,Sanders,Omit,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Omit,Omit,Angry,,No,Agrees with you on major issues,98002.0
277226732.0,2.33823704719543,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,,10.0,Somewhat concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Race relations,No,No,Sanders,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Omit,Omit,Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",,Yes,Agrees with you on major issues,98387.0
277226733.0,0.825758874416351,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Bloomberg,,4.0,Very concerned,Works well enough as is,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,5.0,Health care,Yes,No,Bloomberg,Omit,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,Latino women,Omit,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,"Dissatisfied, but not angry",,Yes,Agrees with you on major issues,98902.0
277226734.0,1.30473637580872,Elizabeth Warren,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Biden,,6.0,Not too concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Health care,No,Yes,Warren,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98312.0
277226735.0,1.22731792926788,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,1.0,Somewhat concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Health care,No,No,Sanders,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98053.0
277226736.0,0.0390635430812836,Uncommitted,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,9.0,Very concerned,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Health care,No,No,Biden,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Omit,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Omit,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Omit,Omit,Angry,,Yes,Can beat Donald Trump,98042.0
277226737.0,0.717046439647675,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98310.0
277226738.0,0.836145043373108,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Somewhat concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Climate change,No,Yes,Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98541.0
277226739.0,1.27632641792297,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Complete,Biden,,9.0,Very concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,Other,Other,State questionnaire,Other,Non-white,Other,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,All other races,Support,Suburbs,Suburbs,Washington,Other,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98052.0
277226740.0,1.6871702671051,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Climate change,No,No,Bloomberg,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98221.0
277226741.0,0.861688077449799,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Not too concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Omit,No,No,Biden,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98584.0
277226742.0,1.04907190799713,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,Omit,,2.0,Somewhat concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,1.0,Race relations,No,,Biden,Change to more liberal policies,45+,65+,Independent/Something else,,,Independent women,Independent,,Somewhat liberal,Liberal,Liberal,,Can unite the country,,,State questionnaire,,,,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Female,,Omit,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Omit,Omit,Angry,,Yes,Can beat Donald Trump,98250.0
277226743.0,0.455240279436111,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,6.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,Warren,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",,Yes,Agrees with you on major issues,98466.0
277226744.0,0.0544236972928047,Uncommitted,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,8.0,Very concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Climate change,No,No,Biden,Omit,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Omit,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98328.0
