ID,WEIGHT,CODPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPST,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLOOMBERG,FAVBUTTIGIEG,FAVKLOBUCHAR,FAVSANDERS,FAVWARREN2,GEOCODE,GEOCODECOD,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VOTENOV20,WINORISS20,ZIPCODE
277206207.0,1.0366245508194,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,1.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,4.0,3.0,Race relations,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80214.0
277206206.0,1.15009129047394,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Buttigieg,,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Health care,No,No,Omit,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Omit,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80238.0
277206205.0,0.952875912189484,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Bloomberg,,2.0,Works well enough as is,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,3.0,2.0,Health care,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",No,Agrees with you on major issues,80516.0
277206204.0,1.98913705348969,Michael Bloomberg,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Bloomberg,,3.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Omit,Unfavorable,Favorable,Favorable,5.0,4.0,Income inequality,Yes,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Is a fighter,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,81647.0
277206203.0,0.739834189414978,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Bloomberg,,3.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Omit,Favorable,Favorable,1.0,4.0,Income inequality,No,No,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,No,Can beat Donald Trump,81004.0
277206202.0,0.83826071023941,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,3.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,5.0,4.0,Health care,No,No,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Omit,Omit,Omit,"Satisfied, but not enthusiastic",Yes,Agrees with you on major issues,81611.0
277206201.0,0.818697869777679,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,1.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Omit,Favorable,Unfavorable,Favorable,2.0,1.0,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80012.0
277206200.0,1.15009129047394,Pete Buttigieg,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,,6.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,2.0,1.0,Climate change,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",No,Agrees with you on major issues,80102.0
277206199.0,0.772967159748077,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,3.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,5.0,4.0,Health care,No,No,Omit,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,81435.0
277206198.0,0.984566152095795,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,2.0,1.0,Omit,No,No,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Agrees with you on major issues,80017.0
277206197.0,0.563801646232605,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,,,,Complete,Sanders,,5.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,,,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,1.0,4.0,Income inequality,,,Change to more liberal policies,45+,18-64,Democrat,,,Democratic men,Democrat,,Somewhat liberal,Liberal,Liberal,,Omit,,,State questionnaire,,,,West,Male,,Support,"Cities 50,000-500,000","Cities over 50,000",,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80919.0
277206196.0,0.979514956474304,Pete Buttigieg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Buttigieg,,4.0,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,4.0,3.0,Health care,No,No,Change to more conservative policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",No,Agrees with you on major issues,80134.0
277206195.0,1.09870624542236,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,1.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Omit,Omit,Unfavorable,Favorable,2.0,1.0,Income inequality,No,No,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80204.0
277206194.0,1.31284141540527,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Biden,,3.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,1.0,4.0,Health care,Yes,No,Change to more conservative policies,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,81003.0
277206193.0,0.839852154254913,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,,,,Complete,Sanders,,2.0,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,,,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,5.0,4.0,Health care,No,No,Omit,45+,18-64,Independent/Something else,,,Independent women,Independent,,Moderate,Moderate or Conservative,Moderate,,Omit,,,State questionnaire,,,,West,Female,,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Omit,Agrees with you on major issues,80451.0
277206192.0,0.859929263591766,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,,2.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,5.0,4.0,Climate change,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80468.0
277206191.0,1.40802800655365,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Sanders,,7.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Omit,Yes,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Support,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Agrees with you on major issues,80233.0
277206190.0,1.65571475028992,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Bloomberg,,5.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,5.0,4.0,Health care,Yes,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Omit,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Omit,Omit,Omit,Angry,Yes,Can beat Donald Trump,80440.0
277206189.0,1.11128449440002,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Sanders,,1.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Income inequality,No,No,Change to more conservative policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,West,Male,Black men,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,80249.0
277206188.0,1.03177654743195,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Sanders,,3.0,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Omit,Unfavorable,Omit,Favorable,Favorable,Unfavorable,1.0,4.0,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,West,Male,Black men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,No,Can beat Donald Trump,81006.0
