ID,WEIGHT,TNDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GEOCODETND,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277207322.0,0.48537403345108,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,3.0,2.0,,Climate change,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Buttigieg,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37027.0
277207323.0,0.648111045360565,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,3.0,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37027.0
277207324.0,0.295225113630295,Amy Klobuchar,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,3.0,2.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Klobuchar,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207325.0,0.648111045360565,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,,,,,5.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,3.0,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,Yes,,Agrees with you on major issues,37027.0
277207326.0,0.32483497262001,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,5.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,3.0,2.0,,Income inequality,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Yes,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Warren,South,Male,Black men,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207327.0,0.394208669662476,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,5.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,3.0,2.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Buttigieg,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207328.0,0.243270769715309,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,,,,,5.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,3.0,2.0,,Health care,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Female,Black women,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207329.0,0.394208669662476,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,3.0,2.0,,Health care,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207330.0,0.295225113630295,Michael Bloomberg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,5.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,3.0,2.0,,Health care,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37027.0
277207331.0,0.243270769715309,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,3.0,2.0,,Health care,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207332.0,0.295225113630295,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,5.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,3.0,2.0,,Income inequality,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207333.0,0.295225113630295,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,3.0,2.0,,Climate change,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207334.0,0.243270769715309,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,3.0,2.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207335.0,0.295225113630295,Elizabeth Warren,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,3.0,2.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207336.0,0.394208669662476,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,,,,,5.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,3.0,2.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,37027.0
277207337.0,0.648111045360565,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,,,,,5.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,3.0,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207338.0,0.394208669662476,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,5.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,3.0,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207339.0,0.295225113630295,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,,,,,5.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,3.0,2.0,,Race relations,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207340.0,0.394208669662476,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,5.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,3.0,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207341.0,0.295225113630295,Michael Bloomberg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,3.0,2.0,,Race relations,No,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,,No,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207342.0,0.394208669662476,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,3.0,2.0,,Income inequality,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Buttigieg,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37027.0
277207343.0,0.394208669662476,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,,,,,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,3.0,2.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Buttigieg,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207344.0,0.243270769715309,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,7.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,3.0,2.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Female,Black women,,Suburbs,Suburbs,Tennessee,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,37027.0
277207345.0,0.394208669662476,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,,,,,7.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,3.0,2.0,,Health care,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,37027.0
