ID,WEIGHT,NCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277206396.0,0.383885651826859,Pete Buttigieg,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,5.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,4.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,No,Can unite the country,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27106.0
277206397.0,0.778135597705841,Amy Klobuchar,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,2.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206398.0,1.31236445903778,Michael Bloomberg,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,6.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,2.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Male,Black men,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206399.0,1.30914723873138,Bernie Sanders,Never,Never,Complete,,,,,,6.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,27312.0
277206400.0,0.778135597705841,Joe Biden,Never,Never,Complete,,,,,,2.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206401.0,0.778135597705841,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,,,,,4.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206402.0,0.880921840667725,Bernie Sanders,Never,Never,Complete,,,,,,6.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206403.0,1.48207640647888,Bernie Sanders,Never,Never,Complete,,,,,,6.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,,Race relations,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27312.0
277206404.0,1.30914723873138,Joe Biden,Never,Never,Complete,,,,,,2.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27312.0
277206405.0,0.880921840667725,Bernie Sanders,Never,Never,Complete,,,,,,4.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,Yes,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206406.0,1.48207640647888,Bernie Sanders,Never,Never,Complete,,,,,,2.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,No,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,Yes,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27312.0
277206407.0,0.778135597705841,Tom Steyer,Never,Never,Complete,,,,,,4.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Buttigieg,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27312.0
277206408.0,0.818832457065582,Elizabeth Warren,Never,Never,Complete,,,,,,2.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,,No,,,2.0,,Income inequality,No,,,Democrat,Non-black Democrat,White Democrat,,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,,,,Suburbs,Suburbs, North Carolina,,Telephone survey,,,,,Omit,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206409.0,1.31236445903778,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,4.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,2.0,,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206410.0,0.778135597705841,Elizabeth Warren,Never,Never,Complete,,,,,,4.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206411.0,0.880921840667725,Elizabeth Warren,Never,Never,Complete,,,,,,6.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Warren,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206412.0,1.48207640647888,Michael Bloomberg,Occasionally,Once a week or more or Occasionally,Complete,,,,,,2.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,,,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Buttigieg,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,Yes,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206413.0,0.778135597705841,Elizabeth Warren,Never,Never,Complete,,,,,,2.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,Yes,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27312.0
277206414.0,1.15923738479614,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,4.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206415.0,1.15923738479614,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,6.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206416.0,1.48207640647888,Amy Klobuchar,Never,Never,Complete,,,,,,4.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,,,2.0,,Climate change,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Klobuchar,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27312.0
277206417.0,0.880921840667725,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,6.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277206418.0,0.571898519992828,No preference,Once a week or more,Once a week or more or Occasionally,Complete,,,,,,6.0,It is fair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,4.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27320.0
277206419.0,0.571898519992828,Michael Bloomberg,Occasionally,Once a week or more or Occasionally,Complete,,,,,,6.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,4.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Bloomberg,South,Female,Black women,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27320.0
277206420.0,0.64744234085083,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,,,,,6.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,4.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,No,Version 1,Yes,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,27320.0
