ID,WEIGHT,MSDPRS20,ATTEND20,ATTEND20B,BACKSIDE,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MARRIED,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277229206.0,1.13652896881104,Joe Biden,Never,Never,Complete,Call 1,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Race relations,No,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,91.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,38829.0
277229207.0,2.13667440414429,Joe Biden,Never,Never,Complete,Call 1,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Health care,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,18.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,Suburbs,Suburbs, Mississippi,White suburban women,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38654.0
277229208.0,1.18829202651978,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,40.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Omit,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39204.0
277229209.0,0.449357807636261,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,98.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,39042.0
277229210.0,0.760250866413116,Joe Biden,,,Not complete,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,,No,,,,,,,,,,,,,18.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,,Version 1,,45-65,30-59,50-59,45+,50+,45-59,50-64,38654.0
277229211.0,1.57873475551605,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,4.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Omit,No,No,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,48.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39567.0
277229212.0,0.302940458059311,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Health care,No,No,No,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,3.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39090.0
277229213.0,1.42598378658295,Joe Biden,,,Not complete,Call 1,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,,No,,,,,,,,,,,,,88.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,65+,60+,65 or over,45+,50+,60+,65+,39666.0
277229214.0,1.10191643238068,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,4.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,38732.0
277229215.0,0.282913446426392,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 1,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Income inequality,No,No,Yes,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39305.0
277229216.0,0.496561259031296,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,91.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,38829.0
277229217.0,0.760250866413116,Joe Biden,,,Not complete,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,,No,,,,,,,,,,,,,18.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,,Omit,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,,Version 1,,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38654.0
277229218.0,1.05303418636322,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,98.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Married men,Oppose,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39042.0
277229219.0,1.00541734695435,Joe Biden,,,Not complete,Call 1,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,,No,,,,,,,,,,,,,18.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,65+,60+,65 or over,45+,50+,60+,65+,38654.0
277229220.0,1.42598378658295,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Income inequality,No,No,,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,88.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39666.0
277229222.0,3.80262351036072,Joe Biden,Never,Never,Complete,Call 1,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Income inequality,,No,,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,48.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Support,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39567.0
277229223.0,1.27979040145874,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Omit,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,40.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39204.0
277229224.0,1.45632386207581,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,91.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,38829.0
277229225.0,1.26375353336334,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 1,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Income inequality,,No,Yes,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,10.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39773.0
277229226.0,1.05303418636322,Joe Biden,Never,Never,Complete,Call 1,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Climate change,No,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,98.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39042.0
277229227.0,0.240026697516441,Joe Biden,Never,Never,Complete,Call 1,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,3.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39090.0
