ID,@2WAYGOVNJ,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BREAK09ANJ,BREAK09BNJ,BREAK09NJ,CALL,CDNUM,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCHRIS,FAVCHRIS2,FAVCORZ,FAVCORZ2,FAVDAGG,FAVDAGG2,FORCANDSNJ,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09NJ,LATINO,NECWORR2,NECWORRY,NJGOV09,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROPTAXNJ,QLTNJ09,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRCHRIS,UNFRCORZ,UNFRNJ09,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VOTE05NJ,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4552306.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,Complete,,,,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,2.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Health care,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,5.0,,Can bring needed change,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0,0.893537163734436
4557079.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,Latino 18-29,Latino 18-29,Complete,,,,Call 3,13.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,Yes,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,53.0,,Has the right experience,,State questionnaire,Hispanic/Latino,East,,,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Extremely High Density Urban,,Urban Perimeter,Downscale,7086.0,1.83856272697449
4557052.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,Complete,,,,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Corruption in government,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,103.0,,Shares my values,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8079.0,0.989441871643066
4557049.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,,Call 3,11.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,,Barack Obama was not a factor,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Republican,Black non-Democrat,All Republicans,Republican,Non-White Democrats,Liberal,35.0,,Is honest,Black,State questionnaire,Black,East,,,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did not,Neither did,,,,,Version 2,,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7039.0,1.00994169712067
4557043.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,Latino 18-29,Latino 18-29,Complete,,,,Call 3,13.0,Did not complete high school,No college degree,High school graduate or less,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Health care,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,51.0,,Is honest,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did,Only Corzine did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.967813432216644
4556995.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,,Latino 18-29,Latino 18-29,Complete,,,,Call 3,13.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Health care,Yes,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,51.0,,Has the right experience,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.967813432216644
4556975.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,Latino 18-29,Latino 18-29,Complete,,,,Call 3,13.0,Did not complete high school,No college degree,High school graduate or less,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,51.0,,Can bring needed change,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Male,Non-black male,Latino men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.950841188430786
4556971.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,All others,All others,Complete,,,,Call 3,2.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,Barack Obama was not a factor,5.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Non-White Democrats,Liberal,103.0,,Can bring needed change,Other,State questionnaire,Other,East,,,Female,Non-black female,All other races,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8079.0,0.989441871643066
4556956.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,Complete,,,,Call 3,13.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,51.0,,Can bring needed change,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.967813432216644
4556786.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,Complete,,,,Call 3,11.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,To express support for Barack Obama,3.0,,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,85.0,,Can bring needed change,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7866.0,1.24798965454102
4556761.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,All others,All others,Complete,,,,Call 3,12.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Barack Obama was not a factor,4.0,,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Non-White Democrats,Moderate,61.0,,Shares my values,Asian,State questionnaire,Asian,East,,,Female,Non-black female,All other races,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0,0.640496790409088
4556684.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,,Call 3,9.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,,,,Barack Obama was not a factor,2.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,5.0,,Is honest,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7631.0,1.05452883243561
4556575.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,,Call 3,2.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,To express support for Barack Obama,5.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,2.0,,Can bring needed change,Black,State questionnaire,Black,East,,,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Town,,High-Growth Suburban Perimeter,Downscale,8205.0,1.14723515510559
4555390.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,All others,All others,Complete,,,,Call 2,6.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,Barack Obama was not a factor,4.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,73.0,,Can bring needed change,Other,State questionnaire,Other,East,,,Female,Non-black female,All other races,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7740.0,0.863892436027527
4555302.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,,Call 2,10.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,38.0,,Shares my values,Black,State questionnaire,Black,East,,,Male,Black male,Black men,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,Omit,Omit,Omit,,,,,Version 2,,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,1.03713059425354
4555288.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,,Call 2,10.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,38.0,,Shares my values,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,1.05564308166504
4555283.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Not complete,,,,Call 2,10.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,1.0,,,,,,,,No,,,Jon Corzine,Approve,Strongly approve,18-64,,,,,,,38.0,,,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,,,,,,,,Version 2,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,1.05564308166504
4555271.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,,All others,All others,Complete,,,,Call 2,10.0,Did not complete high school,No college degree,High school graduate or less,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Health care,No,Worried,Somewhat worried,Jon Corzine,Disapprove,Somewhat disapprove,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Non-White Democrats,,38.0,,Can bring needed change,Other,State questionnaire,Other,East,,,Male,Non-black male,All other races,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,0.878795087337494
4555264.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,,Call 2,10.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,To express support for Barack Obama,1.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,38.0,,Is honest,Black,State questionnaire,Black,East,,,Female,Black female,Black women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did not,Only Christie did,,,,,Version 2,,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,1.05564308166504
4555251.0,Jon Corzine,18-29,18-29,18-44,18-29,25-29,25-29,,White 18-29,White 18-29,Complete,,,,Call 2,10.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,To express opposition to Barack Obama,1.0,,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Corruption in government,No,Worried,Very worried,Jon Corzine,Disapprove,Strongly disapprove,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,38.0,,Is honest,White,State questionnaire,White,East,,,Male,Non-black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did,Only Corzine did,,,,,Version 2,,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,0.878795087337494
4555236.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,Latino 18-29,Latino 18-29,Complete,,,,Call 2,10.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Barack Obama was not a factor,1.0,,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and non white",Health care,Yes,Not worried,Not at all worried,Jon Corzine,Approve,Strongly approve,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Non-White Democrats,Moderate,38.0,,Has the right experience,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,Female,Non-black female,Latino women,Non-white female,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,,,,,Chris Christie did not,Jon Corzine did not,Neither did,,,,,Version 2,,,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,7103.0,0.894481360912323
4555231.0,Jon Corzine,18-29,18-29,18-44,18-29,18-24,18-24,,White 18-29,White 18-29,Complete,,,,Call 2,12.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,,Barack Obama was not a factor,4.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,,Is honest,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,,,Chris Christie did,Jon Corzine did,Both did,,,,,Version 2,,,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8816.0,0.849730253219604
