ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BREAK09AVA,BREAK09BVA,BREAK09VA,BRNAGAIN,CALL,CDNUM,DEEDSAMEND,DEEDSLIB,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09VA,LATINO,MCDONLLIB,MCDONLTHESIS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,QRACEAI,QTYPE,RACE,RACEBRN,REGION,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREDEEDS,SHAREMCDONL,SHRVALVA,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRDEEDS,UNFRMCDONL,UNFRVA09,VAATG09,VAGOV09,VALGV09,VERSION,VOTE2008,WHNCLINC,WHTEVANG,WORK,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4554345.0,,,,,,,,,,,,Not complete,,,,,Call 2,1.0,,,,,,,,5.0,,,,,,,,,,,,,Omit,Omit,,,,,,,,97.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,,,,,Robert McDonnell,Bill Bolling,Version 2,,,,,Suburb,Urban,Urban Core,Upscale,23666.0,0.877318680286407
4552066.0,65+,60+,45+,60+,65+,65-74,,,,,,Not complete,An important factor,A factor,The single most important factor,,Call 1,10.0,,,High school graduate,No college degree,High school graduate or less,,,2.0,Government should do more to solve problems,,,,,,,No,,,,,Disapprove,Strongly disapprove,65+,,,,,,,49.0,,State questionnaire,,,South,Male,,,,,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,,,,,Robert McDonnell,Bill Bolling,Version 1,,,,,Low Density Rural,Rural,Rural,Downscale,22603.0,0.832412123680115
4556359.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Not complete,,,,,Call 3,10.0,,,College graduate,College graduate,More than High school graduate,White college degree,,2.0,,,,,,,,No,,,,,Disapprove,Strongly disapprove,65+,,,,,,,51.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,,Robert McDonnell,Bill Bolling,Version 2,,,,,Town,Rural,Rural,Upscale,22655.0,0.91640716791153
4556358.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Not complete,,,,,Call 3,10.0,,,College graduate,College graduate,More than High school graduate,White college degree,,2.0,,,,,,,,No,,,,,Disapprove,Strongly disapprove,65+,,,,,,,51.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,,Robert McDonnell,Bill Bolling,Version 2,,,,,Town,Rural,Rural,Upscale,22655.0,0.91640716791153
4551935.0,30-44,30-59,18-44,30-44,40-49,40-44,,White 30-44,White 30-44,,,Not complete,Not a factor,A factor,A minor factor,,Call 1,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,,3.0,Government should do more to solve problems,,,,,,,No,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,87.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Did not vote,Robert McDonnell,Bill Bolling,Version 1,,,,,Low Density Rural,Rural,Rural,Very downscale,24382.0,0.733346343040466
4556149.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Not complete,,,,,Call 3,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,4.0,,,,,,,,,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,85.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Did not vote,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,0.672680497169495
4554621.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Not complete,,,,,Call 2,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,,,,,,,,No,,,,,Disapprove,Somewhat disapprove,18-64,,,,,,,85.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Stephen Shannon,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,0.747314274311066
4554620.0,30-44,30-59,18-44,30-44,30-39,30-39,,White 30-44,White 30-44,,,Not complete,,,,,Call 2,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,,,,,,,,No,,,,,Disapprove,Somewhat disapprove,18-64,,,,,,,85.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Stephen Shannon,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,0.747314274311066
4552228.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Not complete,Not a factor,Not a factor,Not a factor at all,,Call 1,11.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,1.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Approve,Somewhat approve,18-64,,,,,,,38.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,,,,Stephen Shannon,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22182.0,0.996957063674927
4554684.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Not complete,Not a factor,A factor,A minor factor,,Call 2,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Disapprove,Somewhat disapprove,65+,,,,,,,17.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,1.91792392730713
4554675.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Not complete,Not a factor,Not a factor,Not a factor at all,,Call 2,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Approve,Somewhat approve,18-64,,,,,,,17.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,Deeds does,McDonnell does,Both of them,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,1.90248131752014
4554633.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Not complete,Not a factor,Not a factor,Not a factor at all,,Call 2,7.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,17.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,1.82778453826904
4554603.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Not complete,,,,,Call 2,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,4.0,,,,,,,,No,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,85.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,1.14148879051208
4554553.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Not complete,,,,,Call 2,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,4.0,,,,,,,,No,,,,,Approve,Somewhat approve,18-64,,,,,,,85.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,1.19778263568878
4554552.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Not complete,Not a factor,A factor,A minor factor,,Call 2,9.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Disapprove,Strongly disapprove,65+,,,,,,,87.0,White,State questionnaire,White,,South,,,,,Non-white,Deeds does not,McDonnell does,Only McDonnell,Rural,Small Cities/Rural, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Low Density Rural,Rural,Rural,Very downscale,24382.0,0.942039251327515
4554536.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Not complete,,,,,Call 2,1.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,4.0,,,,,,,,No,,,,,Disapprove,Somewhat disapprove,65+,,,,,,,85.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,1.15075433254242
4554493.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Not complete,,,,,Call 2,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,,,,,,,,,,,,,Disapprove,Strongly disapprove,65+,,,,,,,85.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,1.15075433254242
4554452.0,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,,,Not complete,,,,,Call 2,1.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,,,,,,,,No,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,85.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,22520.0,1.14148879051208
4554406.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Not complete,,,,,Call 2,4.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,,,,,,,,No,,,,,Disapprove,Somewhat disapprove,65+,,,,,,,24.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,23882.0,2.38087105751038
4554364.0,45-65,30-59,45+,45-59,50-64,50-59,,Latino 45-59,Latino 45-64,,,Not complete,,,,,Call 2,10.0,,,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,,2.0,,,,,,,,Yes,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,66.0,Other,State questionnaire,Hispanic/Latino,,South,Male,Non-black male,Latino men,Non-white male,Non-white,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,1.03690981864929
4554135.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Not complete,,,,,Call 2,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,,3.0,,,,,,,,No,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,82.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Low Density Rural,Rural,Rural,Very downscale,24641.0,0.989348649978638
4554132.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Not complete,,,,,Call 2,5.0,,,,,,,,4.0,,,,,,,,No,,,,,Disapprove,Somewhat disapprove,65+,,,,,,,46.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 2,,,,,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,24590.0,1.15075433254242
4554101.0,45-65,60+,45+,60+,50-64,60-64,,,,,,Not complete,An important factor,A factor,One of several important factors,,Call 2,4.0,,,Some college or associate degree,No college degree,More than High school graduate,,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Approve,Strongly approve,18-64,,,,,,,25.0,,State questionnaire,,,South,Female,,,,,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23872.0,1.33612215518951
4552654.0,30-44,30-59,18-44,30-44,40-49,40-44,,White 30-44,White 30-44,,,Not complete,Not a factor,A factor,A minor factor,,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,1.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Disapprove,Somewhat disapprove,18-64,,,,,,,3.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,1.4357088804245
4552647.0,45-65,30-59,45+,45-59,50-64,50-59,,All others,All others,,,Not complete,Omit,Omit,Omit,,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,1.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,3.0,Other,State questionnaire,Other,,South,Male,Non-black male,All other races,Non-white male,Non-white,Deeds does not,McDonnell does,Only McDonnell,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,1.4357088804245
4552401.0,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,,,Not complete,Not a factor,Not a factor,Not a factor at all,,Call 1,6.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Disapprove,Somewhat disapprove,65+,,,,,,,76.0,White,State questionnaire,White,,South,,,,,Non-white,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,24018.0,0.957739949226379
4552384.0,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,,,Not complete,An important factor,A factor,One of several important factors,,Call 1,7.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,4.0,Omit,,,,,,,No,,,,,Approve,Strongly approve,18-64,,,,,,,56.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,1.1318895816803
4552351.0,45-65,30-59,45+,45-59,40-49,45-49,,White 45-59,White 45-64,,,Not complete,Omit,Omit,Omit,,Call 1,7.0,,,College graduate,College graduate,More than High school graduate,White college degree,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,,Disapprove,Strongly disapprove,18-64,,,,,,,56.0,White,State questionnaire,White,,South,Female,Non-black female,White women,White female,White female,Deeds does not,McDonnell does,Only McDonnell,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,1.12277579307556
4552305.0,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,,,Not complete,Not a factor,A factor,A minor factor,,Call 1,6.0,,,Some college or associate degree,No college degree,More than High school graduate,White no college degree,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,,,Disapprove,Strongly disapprove,65+,,,,,,,76.0,White,State questionnaire,White,,South,Male,Non-black male,White men,White male,White male,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,,,,Ken Cuccinelli,Robert McDonnell,Bill Bolling,Version 1,,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,24018.0,1.00583779811859
