STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,JBUSH,GORBSH3,HISPANIC,REL5,WEIGHT
10.0,5.0,25.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.505
10.0,5.0,26.0,THIRD CALL,30-39,MALE,KEYES,NO,NO,REPUBLICAN,SOMETHING ELSE,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,SOMETHING ELSE,0.41500000000000004
10.0,5.0,27.0,THIRD CALL,30-39,MALE,KEYES,NO,NO,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,YES,CATHOLIC,0.397
10.0,5.0,28.0,THIRD CALL,45-49,MALE,MCCAIN,NO,NO,INDEPENDENT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,SOMETHING ELSE,0.52
10.0,5.0,29.0,THIRD CALL,30-39,FEMALE,MCCAIN,NO,NO,INDEPENDENT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,SOMETHING ELSE,0.505
10.0,5.0,30.0,THIRD CALL,18-24,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.534
10.0,5.0,31.0,THIRD CALL,25-29,FEMALE,MCCAIN,YES,NO,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.52
10.0,5.0,32.0,THIRD CALL,60-64,FEMALE,MCCAIN,OMITS,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.446
10.0,5.0,33.0,THIRD CALL,65-74,MALE,MCCAIN,NO,NO,INDEPENDENT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,NORTH,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,CATHOLIC,0.46
10.0,5.0,34.0,THIRD CALL,18-24,MALE,MCCAIN,NO,YES,REPUBLICAN,NONE,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,NONE,0.534
10.0,5.0,35.0,THIRD CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.505
10.0,5.0,36.0,THIRD CALL,45-49,FEMALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.505
10.0,5.0,37.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.505
10.0,5.0,38.0,THIRD CALL,30-39,MALE,MCCAIN,NO,NO,INDEPENDENT,JEWISH,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,JEWISH,0.52
10.0,5.0,39.0,THIRD CALL,25-29,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.534
10.0,5.0,40.0,THIRD CALL,45-49,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.52
10.0,12.0,1.0,FIRST CALL,25-29,FEMALE,MCCAIN,NO,YES,INDEPENDENT,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,CATHOLIC,0.40700000000000003
10.0,12.0,2.0,FIRST CALL,45-49,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.453
10.0,12.0,3.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,INDEPENDENT,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.468
10.0,12.0,4.0,FIRST CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.453
10.0,12.0,5.0,FIRST CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,6.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.453
10.0,12.0,7.0,FIRST CALL,60-64,MALE,MCCAIN,NO,YES,SOMETHING ELSE,NONE,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.37
10.0,12.0,8.0,FIRST CALL,50-59,FEMALE,KEYES,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.328
10.0,12.0,9.0,FIRST CALL,65-74,FEMALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE, CENTRAL,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.358
10.0,12.0,10.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.453
10.0,12.0,11.0,FIRST CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.453
10.0,12.0,12.0,FIRST CALL,60-64,FEMALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.358
10.0,12.0,13.0,SECOND CALL,25-29,FEMALE,BUSH,NO,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE, CENTRAL,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,CATHOLIC,0.509
10.0,12.0,14.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.468
10.0,12.0,15.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.453
10.0,12.0,16.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,17.0,SECOND CALL,18-24,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE, CENTRAL,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.527
10.0,12.0,18.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,19.0,SECOND CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,20.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,21.0,SECOND CALL,65-74,FEMALE,KEYES,YES,NO,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE, CENTRAL,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.324
10.0,12.0,22.0,SECOND CALL,65-74,MALE,KEYES,NO,OMITS,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE, CENTRAL,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,OMITS,UNFAVORABLE,FAVORABLE,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,0.335
10.0,12.0,23.0,SECOND CALL,40-44,FEMALE,BUSH,NO,NO,DEMOCRAT,NONE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE, CENTRAL,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,NONE,0.453
10.0,12.0,24.0,SECOND CALL,25-29,MALE,BUSH,OMITS,NO,SOMETHING ELSE,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.527
10.0,12.0,25.0,SECOND CALL,50-59,MALE,MCCAIN,NO,NO,INDEPENDENT,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,CATHOLIC,0.374
10.0,12.0,26.0,THIRD CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,NONE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.527
10.0,12.0,27.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE, CENTRAL,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.447
10.0,12.0,28.0,THIRD CALL,30-39,MALE,KEYES,YES,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.339
10.0,12.0,29.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE, CENTRAL,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.447
10.0,12.0,30.0,THIRD CALL,45-49,MALE,KEYES,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.339
10.0,12.0,31.0,THIRD CALL,40-44,FEMALE,MCCAIN,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.362
10.0,12.0,32.0,THIRD CALL,50-59,MALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.374
10.0,12.0,33.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.468
10.0,12.0,34.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE, CENTRAL,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.463
10.0,12.0,35.0,THIRD CALL,40-44,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,36.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,37.0,THIRD CALL,,MALE,MCCAIN,NO,YES,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,,,STATE, CENTRAL,,INDEPENDENT/OTHER,,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.374
10.0,12.0,38.0,THIRD CALL,45-49,MALE,KEYES,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.339
10.0,12.0,39.0,THIRD CALL,50-59,FEMALE,MCCAIN,NO,NO,SOMETHING ELSE,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,SOMETHING ELSE,0.362
10.0,12.0,40.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,INDEPENDENT,NONE,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE, CENTRAL,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.463
10.0,12.0,41.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,42.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE, CENTRAL,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.463
10.0,12.0,43.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,INDEPENDENT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,65+,18-74,STATE, CENTRAL,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.463
10.0,12.0,44.0,THIRD CALL,45-49,FEMALE,KEYES,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.328
10.0,12.0,45.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,NONE,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.468
10.0,12.0,46.0,THIRD CALL,25-29,MALE,BUSH,OMITS,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.527
10.0,12.0,47.0,THIRD CALL,40-44,FEMALE,BUSH,NO,NO,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.453
10.0,12.0,48.0,THIRD CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.453
10.0,12.0,49.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE, CENTRAL,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.468
10.0,12.0,50.0,THIRD CALL,50-59,FEMALE,MCCAIN,NO,YES,REPUBLICAN,NONE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE, CENTRAL,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.362
10.0,17.0,1.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,MIAMI,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.696
10.0,17.0,2.0,FIRST CALL,30-39,MALE,OTHER,NO,YES,REPUBLICAN,JEWISH,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,MIAMI,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,JEWISH,3.3890000000000002
10.0,17.0,3.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,MIAMI,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,1.5230000000000001
10.0,17.0,4.0,FIRST CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,MIAMI,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,1.5270000000000001
10.0,17.0,5.0,FIRST CALL,75+,MALE,MCCAIN,NO,NO,REPUBLICAN,CATHOLIC,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,MIAMI,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,CATHOLIC,2.486
