QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,CANDSOK,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,CONFEDER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BORNSC,DEBATE,BEATDEM,WEIGHT
STATE,UPSTATE,41.0,1.0,41.0,THIRD CALL,30-39,WHITE,MALE,KEYES,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,OMITS,OMITS,OMITS,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,0.629
STATE,UPSTATE,41.0,1.0,42.0,THIRD CALL,50-59,WHITE,MALE,KEYES,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,0.629
STATE,UPSTATE,41.0,1.0,43.0,THIRD CALL,18-24,WHITE,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,YES,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,0.671
STATE,UPSTATE,41.0,1.0,44.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,ABORTION,MILITARY RECORD,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,0.626
STATE,UPSTATE,41.0,1.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,YES,YES,NO,LOYAL REPUBLICAN,NO,YES,YES,BUSH,0.656
STATE,UPSTATE,41.0,1.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,ABORTION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BOTH,OMITS,BOTH,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,0.631
STATE,UPSTATE,41.0,1.0,47.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,YES,LOYAL REPUBLICAN,NO,YES,YES,MCCAIN,0.626
STATE,UPSTATE,41.0,1.0,48.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,OMITS,MILITARY RECORD,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"UNDER $15,000",OMITS,,,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,FAVORABLE,MCCAIN,OMITS,OMITS,YES,,NO,OMITS,NO,YES,NO,MCCAIN,0.626
STATE,UPSTATE,41.0,1.0,49.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,TODAY,LIKE SOMEONE ELSE TO ENTER,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NEITHER,NO,MCCAIN,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,0.626
STATE,UPSTATE,41.0,1.0,50.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,OMITS,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,NO,NEITHER,YES,YES,NO,OMITS,YES,YES,YES,MCCAIN,0.603
STATE,UPSTATE,41.0,1.0,51.0,THIRD CALL,50-59,WHITE,FEMALE,KEYES,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,OMITS,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,NEITHER,OMITS,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,OMITS,0.605
STATE,UPSTATE,41.0,1.0,52.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,OMITS,REPRESENTS CONSERVATIVE VALUES,OMITS,YES,ILLEGAL IN ALL CASES,YES,BETTER,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,OMITS,OMITS,NO,OMITS,YES,YES,NO,OMITS,YES,OMITS,OMITS,OMITS,0.631
STATE,UPSTATE,41.0,1.0,53.0,THIRD CALL,50-59,WHITE,MALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,YES,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.656
STATE,UPSTATE,41.0,1.0,54.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BOTH,NO,NEITHER,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,0.656
STATE,UPSTATE,41.0,1.0,55.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,0.631
STATE,UPSTATE,41.0,1.0,56.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,TODAY,LIKE SOMEONE ELSE TO ENTER,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,NEITHER,NO,NEITHER,NO,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.7030000000000001
STATE,UPSTATE,41.0,1.0,57.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,0.603
STATE,UPSTATE,41.0,1.0,58.0,THIRD CALL,45-49,BLACK,FEMALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,NO,LOYAL REPUBLICAN,NO,YES,YES,MCCAIN,0.679
STATE,UPSTATE,41.0,1.0,59.0,THIRD CALL,65-74,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,0.746
STATE,UPSTATE,41.0,1.0,60.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,YES,OMITS,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.631
STATE,UPSTATE,41.0,1.0,61.0,THIRD CALL,50-59,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.656
STATE,UPSTATE,41.0,1.0,62.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,MCCAIN,0.7030000000000001
STATE,UPSTATE,41.0,1.0,63.0,THIRD CALL,65-74,BLACK,FEMALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,,,OMITS,,OMITS,,,65+,18-74,NOT COMPLETE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,OMITS,NO,OMITS,OMITS,OMITS,0.84
STATE,UPSTATE,41.0,1.0,64.0,THIRD CALL,65-74,WHITE,FEMALE,MCCAIN,TODAY,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,BUSH,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,NO,YES,YES,BUSH,0.746
STATE,UPSTATE,41.0,1.0,65.0,THIRD CALL,40-44,WHITE,MALE,BUSH,WITHIN LAST WEEK,LIKE SOMEONE ELSE TO ENTER,TAXES,MILITARY RECORD,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,YES,YES,YES,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.656
STATE,UPSTATE,41.0,1.0,66.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,OMITS,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,YES,BOTH,YES,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,0.656
STATE,UPSTATE,41.0,1.0,67.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,NEITHER,YES,BUSH,YES,NO,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,0.7030000000000001
STATE,UPSTATE,41.0,1.0,68.0,THIRD CALL,40-44,WHITE,FEMALE,KEYES,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,MCCAIN,YES,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,0.605
STATE,MIDLANDS,41.0,2.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,SOMETHING ELSE,HIGH SCHOOL GRADUATE,NO,,YES,,,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,NO,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,1.066
STATE,MIDLANDS,41.0,2.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,NO,YES,LOYAL REPUBLICAN,NO,NO,NO,BUSH,1.3920000000000001
STATE,MIDLANDS,41.0,2.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,1.066
STATE,MIDLANDS,41.0,2.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,1.066
STATE,MIDLANDS,41.0,2.0,5.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,1.3840000000000001
STATE,MIDLANDS,41.0,2.0,6.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,1.3840000000000001
STATE,MIDLANDS,41.0,2.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,1.053
STATE,MIDLANDS,41.0,2.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,YES,YES,LOYAL REPUBLICAN,YES,NO,YES,BUSH,1.066
STATE,MIDLANDS,41.0,2.0,9.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,OMITS,SAME,OMITS,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,NEITHER,OMITS,OMITS,YES,YES,NO,OMITS,YES,YES,NO,OMITS,1.061
STATE,MIDLANDS,41.0,2.0,10.0,FIRST CALL,25-29,WHITE,MALE,KEYES,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.72
STATE,MIDLANDS,41.0,2.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,ABORTION,REPRESENTS CONSERVATIVE VALUES,OMITS,NO,ILLEGAL IN ALL CASES,YES,SAME,OMITS,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,BOTH,OMITS,OMITS,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,OMITS,1.059
STATE,MIDLANDS,41.0,2.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,BUSH,1.059
STATE,MIDLANDS,41.0,2.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,WORSE,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,1.053
