STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMGA,REL5,WEIGHT
22.0,4.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,NOT TYPICAL POLITICAN,APPROVE,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,OMITS,YES,OMITS,FAVORABLE,OMITS,UNDECLARED/INDEPENDENET,SOMETHING ELSE,0.556
22.0,4.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,BEFORE THAT,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.556
22.0,4.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,0.556
22.0,4.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,CATHOLIC,0.732
22.0,4.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,BEFORE THAT,RACE RELATIONS,NOT TYPICAL POLITICAN,APPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.603
22.0,4.0,13.0,SECOND CALL,75+,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.794
22.0,4.0,14.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,ABOUT RIGHT,STATE,NOT COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,UNDECLARED/INDEPENDENET,,0.603
22.0,4.0,15.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,TODAY,EDUCATION,NOT TYPICAL POLITICAN,APPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.603
22.0,4.0,16.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICAN,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,OMITS,"$50,000-$74,999",OMITS,VERY LIBERAL,LIBERAL,65+,75+,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,REPUBLICAN,SOMETHING ELSE,0.792
22.0,4.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,CATHOLIC,0.792
22.0,4.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,HEALTH CARE,NOT TYPICAL POLITICAN,APPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.556
22.0,4.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,OMITS,HAS NEW IDEAS,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,OMITS,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,UNDECLARED/INDEPENDENET,JEWISH,0.732
22.0,4.0,20.0,SECOND CALL,75+,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,0.792
22.0,4.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,OMITS,UNDECLARED/INDEPENDENET,CATHOLIC,0.794
22.0,4.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICAN,OMITS,,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,TOO LIBERAL,ABOUT RIGHT,STATE,NOT COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,,65+,65-74,OMITS,OMITS,BUSH,MCCAIN,,OMITS,OMITS,OMITS,UNDECLARED/INDEPENDENET,,0.603
22.0,4.0,23.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,HAS NEW IDEAS,APPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.556
22.0,4.0,24.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICAN,DISAPPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,GORE,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.556
22.0,4.0,25.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,DISAPPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.556
22.0,4.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST WEEK,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.732
22.0,4.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,WITHIN LAST WEEK,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.792
22.0,4.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,2,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.556
22.0,4.0,29.0,THIRD CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,3,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,BUSH,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.792
22.0,4.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,SOMETHING ELSE,COLLEGE GRADUATE,SOMETHING ELSE,YES,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,OMITS,UNFAVORABLE,REPUBLICAN,SOMETHING ELSE,0.556
22.0,4.0,31.0,THIRD CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,SOMETHING ELSE,0.732
22.0,4.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,OMITS,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.732
22.0,5.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.739
22.0,5.0,2.0,FIRST CALL,65-74,,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,DISAPPROVE,3,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,0.562
22.0,5.0,3.0,FIRST CALL,,WHITE,,GORE,TODAY,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,,,OMITS,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,,,,,,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,REPUBLICAN,,0.682
22.0,5.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.682
22.0,5.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,,CATHOLIC,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,REPUBLICAN,CATHOLIC,0.739
22.0,5.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.739
22.0,5.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENET,PROTESTANT/OTHER CHRISTIAN,0.682
22.0,5.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,1,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,REPUBLICAN,CATHOLIC,0.682
22.0,5.0,9.0,FIRST CALL,75+,WHITE,MALE,GORE,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,1,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,,NO,VERY LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.739
22.0,5.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,DISAPPROVE,2,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENET,SOMETHING ELSE,0.562
22.0,5.0,11.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,NOT TYPICAL POLITICAN,DISAPPROVE,3,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,,OTHER CHRISTIAN,NO,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.518
22.0,5.0,12.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,2,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTH AND SOUTH SHORES AND CAPE COD,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.562
