STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,ASHCROFT,PREVPRID,CARNAHAN,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
26.0,15.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,TODAY,OMITS,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NORTH AND SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.47600000000000003
26.0,15.0,8.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NORTH AND SOUTHEAST,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.5760000000000001
26.0,15.0,9.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,,NO,MODERATE,MODERATE,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTH AND SOUTHEAST,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,OMITS,OMITS,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.7030000000000001
26.0,15.0,10.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTH AND SOUTHEAST,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.7030000000000001
26.0,15.0,11.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,SOMETHING ELSE,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NORTH AND SOUTHEAST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,SOMETHING ELSE,0.423
26.0,15.0,12.0,THIRD CALL,50-59,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTH AND SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.458
26.0,15.0,13.0,THIRD CALL,65-74,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NORTH AND SOUTHEAST,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,OMITS,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.625
26.0,15.0,14.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NORTH AND SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.516
26.0,15.0,15.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTH AND SOUTHEAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,OMITS,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.47600000000000003
26.0,15.0,16.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,SOMETHING ELSE,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NORTH AND SOUTHEAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,FAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.423
26.0,15.0,17.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,,,65+,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NORTH AND SOUTHEAST,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,OMITS,GORE,OMITS,OMITS,NO,FAVORABLE,FAVORABLE,OMITS,FAVORABLE,CATHOLIC,0.5760000000000001
26.0,15.0,18.0,THIRD CALL,50-59,WHITE,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,2,NOT COMPLETE,NORTH AND SOUTHEAST,45-59,50-59,,50-64,50-64,OMITS,OMITS,BUSH,MCCAIN,FAVORABLE,,FAVORABLE,OMITS,OMITS,OMITS,,0.458
26.0,15.0,19.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NORTH AND SOUTHEAST,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.648
26.0,15.0,20.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NORTH AND SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.458
26.0,15.0,21.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,NORTH AND SOUTHEAST,30-44,40-49,,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,,UNFAVORABLE,FAVORABLE,FAVORABLE,OMITS,,0.423
26.0,15.0,22.0,THIRD CALL,25-29,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NORTH AND SOUTHEAST,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.524
26.0,17.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,TOO LIBERAL,ABOUT RIGHT,2,NOT COMPLETE,KANSAS CITY AREA,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,MCCAIN,FAVORABLE,,FAVORABLE,OMITS,OMITS,OMITS,,0.799
26.0,17.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,KANSAS CITY AREA,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,OMITS,YES,OMITS,FAVORABLE,FAVORABLE,OMITS,SOMETHING ELSE,1.112
26.0,17.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,NOT COMPLETE,KANSAS CITY AREA,45-59,50-59,,50-64,50-64,OMITS,OMITS,BUSH,MCCAIN,FAVORABLE,,FAVORABLE,OMITS,OMITS,OMITS,,0.799
26.0,17.0,4.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,KANSAS CITY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,OMITS,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,OMITS,CATHOLIC,1.194
26.0,17.0,5.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,KANSAS CITY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.112
26.0,17.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,KANSAS CITY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.112
26.0,17.0,7.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.112
26.0,17.0,8.0,SECOND CALL,75+,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,KANSAS CITY AREA,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
26.0,17.0,9.0,SECOND CALL,75+,WHITE,MALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,60+,60+,DEMOCRAT,65+,75+,OMITS,OMITS,GORE,GORE,UNFAVORABLE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
26.0,17.0,10.0,THIRD CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,CAMPAIGN FINANCE REFORM,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,,,OMITS,,OMITS,,,65+,75+,OMITS,OMITS,OMITS,2,COMPLETE,KANSAS CITY AREA,60+,60+,,65+,75+,OMITS,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,OMITS,OMITS,,1.17
26.0,17.0,11.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,65+,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,KANSAS CITY AREA,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,FAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.17
26.0,17.0,12.0,THIRD CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,65+,75+,BRADLEY,OMITS,ABOUT RIGHT,2,COMPLETE,KANSAS CITY AREA,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,BUSH,OMITS,FAVORABLE,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.903
26.0,17.0,13.0,THIRD CALL,50-59,BLACK,MALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,,,18-64,18-74,GORE,OMITS,OMITS,2,COMPLETE,KANSAS CITY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,OMITS,GORE,OMITS,YES,OMITS,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.886
26.0,17.0,14.0,THIRD CALL,45-49,,FEMALE,GORE,THIS YEAR,OMITS,OMITS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,OMITS,TOO LIBERAL,2,COMPLETE,KANSAS CITY AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,OMITS,NO,OMITS,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,1.112
26.0,17.0,15.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,RACE RELATIONS,CAN WIN IN NOVEMBER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,0.903
26.0,17.0,16.0,THIRD CALL,18-24,BLACK,MALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,TOO LIBERAL,2,COMPLETE,KANSAS CITY AREA,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,FAVORABLE,NO,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.543
26.0,17.0,17.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,GORE,FAVORABLE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,1.112
26.0,17.0,18.0,THIRD CALL,40-44,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,KANSAS CITY AREA,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,NO,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.194
26.0,17.0,19.0,THIRD CALL,25-29,BLACK,MALE,GORE,BEFORE THAT,OMITS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,UNFAVORABLE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.753
26.0,22.0,1.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.622
26.0,22.0,2.0,FIRST CALL,45-49,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,KANSAS CITY AREA,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,OMITS,GORE,GORE,UNFAVORABLE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.669
26.0,22.0,3.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,NEW IDEAS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,NOT COMPLETE,KANSAS CITY AREA,60+,60+,,65+,65-74,OMITS,OMITS,GORE,MCCAIN,UNFAVORABLE,,FAVORABLE,OMITS,OMITS,OMITS,,0.681
