STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,SENOHD,REL5,WEIGHT
36.0,3.0,24.0,THIRD CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,CATHOLIC,0.538
36.0,3.0,25.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,MCMICKLE,CATHOLIC,0.454
36.0,3.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,0.506
36.0,3.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,MCMICKLE,CATHOLIC,0.47700000000000004
36.0,3.0,28.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,MCMICKLE,CATHOLIC,0.454
36.0,3.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,CATHOLIC,0.538
36.0,3.0,30.0,THIRD CALL,75+,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,60+,60+,INDEPENDENT/OTHER,65+,75+,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,,CATHOLIC,0.487
36.0,3.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CELESTE,CATHOLIC,0.506
36.0,3.0,32.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CELESTE,NONE,0.5680000000000001
36.0,3.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,,CATHOLIC,0.521
36.0,3.0,34.0,THIRD CALL,30-39,WHITE,MALE,OTHER,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,MCMICKLE,SOMETHING ELSE,2.153
36.0,3.0,35.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,0.506
36.0,3.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,,SOMETHING ELSE,0.735
36.0,4.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CELESTE,CATHOLIC,2.128
36.0,4.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CELESTE,CATHOLIC,2.408
36.0,4.0,3.0,FIRST CALL,,WHITE,FEMALE,,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,LEGAL IN MOST CASES,OMITS,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,,OMITS,VERY LIBERAL,LIBERAL,,,OMITS,TOO LIBERAL,NOT LIBERAL ENOUGH,STATE,COMPLETE,CENTRAL,,,DEMOCRAT,,,FAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,OMITS,CORDAY,PROTESTANT/OTHER CHRISTIAN,2.749
36.0,4.0,4.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CORDAY,NONE,3.934
36.0,4.0,5.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,3.478
36.0,4.0,6.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,2.364
36.0,4.0,7.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,RADAKOVICH,SOMETHING ELSE,2.791
36.0,4.0,8.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,2.408
36.0,4.0,9.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,,,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,2.128
36.0,4.0,10.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,YES,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,3.13
36.0,4.0,11.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,YES,,,18-64,18-74,OMITS,OMITS,OMITS,STATE,COMPLETE,CENTRAL,30-44,40-49,,40-49,40-49,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,CELESTE,,2.128
36.0,4.0,12.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"UNDER $15,000",OMITS,MODERATE,MODERATE,65+,18-74,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,,PROTESTANT/OTHER CHRISTIAN,2.6
36.0,4.0,13.0,THIRD CALL,40-44,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,OMITS,ABOUT RIGHT,STATE,COMPLETE,CENTRAL,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,FAVORABLE,BUSH,MCCAIN,YES,OMITS,OMITS,FAVORABLE,,PROTESTANT/OTHER CHRISTIAN,2.435
36.0,4.0,14.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,2.408
36.0,4.0,15.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,OMITS,OMITS,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,OMITS,GORE,GORE,YES,OMITS,OMITS,FAVORABLE,,CATHOLIC,2.193
36.0,5.0,1.0,FIRST CALL,75+,WHITE,MALE,GORE,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,75+,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,NORTHEAST,60+,60+,,65+,75+,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,RADAKOVICH,,4.39
36.0,5.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,TODAY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,18-29,18-24,DEMOCRAT,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,4.777
36.0,5.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,,NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,CATHOLIC,4.463
36.0,5.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,PROTESTANT/OTHER CHRISTIAN,4.333
36.0,5.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CORDAY,PROTESTANT/OTHER CHRISTIAN,5.368
36.0,5.0,6.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,STRONG LEADER,OMITS,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,OMITS,"UNDER $15,000",OMITS,VERY LIBERAL,LIBERAL,65+,75+,OMITS,TOO LIBERAL,OMITS,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,CELESTE,CATHOLIC,3.852
36.0,5.0,7.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,RADAKOVICH,PROTESTANT/OTHER CHRISTIAN,3.976
36.0,5.0,8.0,FIRST CALL,75+,WHITE,,GORE,BEFORE THAT,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CORDAY,CATHOLIC,5.6370000000000005
36.0,5.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,PROTESTANT,OMITS,"UNDER $15,000",OMITS,,,65+,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,NORTHEAST,60+,60+,,65+,65-74,UNFAVORABLE,OMITS,GORE,GORE,,FAVORABLE,FAVORABLE,OMITS,CELESTE,PROTESTANT/OTHER CHRISTIAN,4.051
36.0,5.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,RADAKOVICH,CATHOLIC,4.181
36.0,5.0,11.0,SECOND CALL,75+,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,OMITS,OMITS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CELESTE,CATHOLIC,4.051
